,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Greg Chalmers,77,76.77,297,228
1,2,2,David Lynn,70,75.91,220,167
2,3,3,Aaron Watkins,46,75.66,152,115
3,4,4,Brandt Snedeker,79,74.8,246,184
4,5,5,Freddie Jacobson,63,74.75,202,151
5,6,6,Mike Weir,60,74.49,196,146
6,7,7,Richard Lee,81,74.25,299,222
7,T8,T8,Brian Gay,79,73.96,288,213
8,T8,T8,Ian Poulter,59,73.96,169,125
9,10,10,Tiger Woods,61,73.58,159,117
10,11,11,Steve Stricker,51,73.51,151,111
11,12,12,Chris Stroud,88,73.45,339,249
12,13,13,Cameron Percy,68,73.27,217,159
13,14,14,Stephen Ames,49,73.26,172,126
14,15,15,David Hearn,88,73.25,314,230
15,16,16,Doug LaBelle II,72,73.18,261,191
16,17,17,Colt Knost,69,73.01,226,165
17,18,18,Peter Hanson,45,72.79,136,99
18,19,19,William McGirt,75,72.5,280,203
19,20,20,Casey Wittenberg,72,72.33,253,183
20,21,21,Aaron Baddeley,68,72.27,220,159
21,22,22,Graham DeLaet,94,72.0,300,216
22,23,23,Luke Donald,60,71.57,204,146
23,24,24,Russell Henley,80,71.48,284,203
24,25,25,Jeff Overton,78,71.43,322,230
25,26,26,Brian Davis,91,71.15,364,259
26,27,27,Troy Matteson,68,71.01,238,169
27,28,28,Jason Bohn,70,70.85,271,192
28,29,29,Brian Harman,89,70.78,308,218
29,30,30,Ryan Palmer,79,70.71,280,198
30,31,31,Johnson Wagner,64,70.62,211,149
31,32,32,Tom Gillis,69,70.61,262,185
32,33,33,Martin Kaymer,61,70.59,153,108
33,34,34,Hunter Mahan,91,70.37,270,190
34,35,35,Andres Romero,63,70.28,249,175
35,36,36,Jerry Kelly,75,70.2,245,172
36,37,37,James Hahn,78,70.18,285,200
37,38,38,Steve LeBrun,66,69.87,239,167
38,39,39,Chris Kirk,89,69.86,345,241
39,40,40,Keegan Bradley,88,69.6,273,190
40,41,41,Justin Bolli,59,69.57,184,128
41,42,42,Ben Kohles,75,69.55,266,185
42,T43,T43,Billy Horschel,96,69.47,357,248
43,T43,T43,Zach Johnson,84,69.47,262,182
44,T43,T43,Gary Woodland,94,69.47,380,264
45,46,46,Charles Howell III,87,69.43,314,218
46,47,47,Kevin Streelman,86,69.42,278,193
47,48,48,Scott Stallings,79,69.36,297,206
48,49,49,Tag Ridings,69,69.3,215,149
49,50,50,Bryce Molder,82,69.18,292,202
50,51,51,Brian Stuard,78,69.14,243,168
51,52,52,Cameron Tringale,80,69.05,336,232
52,53,53,Erik Compton,74,68.98,245,169
53,54,54,Bob Estes,66,68.97,232,160
54,55,55,Jimmy Walker,84,68.96,335,231
55,56,56,Morgan Hoffmann,64,68.94,235,162
56,57,57,Charlie Wi,75,68.87,302,208
57,58,58,Andrew Svoboda,46,68.83,154,106
58,59,59,John Merrick,79,68.8,250,172
59,60,60,Bo Van Pelt,72,68.67,249,171
60,61,61,Brendan Steele,86,68.63,306,210
61,62,62,Chez Reavie,72,68.62,290,199
62,63,63,Rory McIlroy,56,68.59,191,131
63,T64,T64,Rickie Fowler,75,68.56,229,157
64,T64,T64,D.H. Lee,65,68.56,264,181
65,T66,T66,Fabián Gómez,65,68.42,228,156
66,T66,T66,Patrick Reed,83,68.42,323,221
67,68,68,Matt Kuchar,93,68.35,278,190
68,69,69,Bill Haas,85,68.33,300,205
69,70,70,Sangmoon Bae,83,68.2,305,208
70,T71,T71,Bobby Gates,49,68.18,154,105
71,T71,T71,Daniel Summerhays,83,68.18,308,210
72,73,73,"Ted Potter, Jr.",65,68.16,245,167
73,74,74,Chad Campbell,78,68.12,298,203
74,75,75,Alistair Presnell,59,68.08,213,145
75,T76,T76,Brendon de Jonge,110,68.06,382,260
76,T76,T76,Robert Garrigus,69,68.06,216,147
77,T78,T78,Ángel Cabrera,73,68.0,225,153
78,T78,T78,Dicky Pride,71,68.0,250,170
79,80,80,Robert Streb,75,67.95,259,176
80,81,81,Harris English,95,67.93,343,233
81,82,82,Ben Crane,62,67.83,258,175
82,83,83,Jin Park,52,67.82,174,118
83,84,84,Sergio Garcia,65,67.8,177,120
84,85,85,Steven Bowditch,67,67.78,239,162
85,86,86,Jason Kokrak,78,67.76,304,206
86,T87,T87,Stuart Appleby,88,67.7,322,218
87,T87,T87,D.J. Trahan,48,67.7,161,109
88,T89,T89,Dustin Johnson,71,67.49,203,137
89,T89,T89,Martin Laird,68,67.49,243,164
90,91,91,Scott Brown,65,67.35,245,165
91,92,92,Phil Mickelson,78,67.32,257,173
92,93,93,Charl Schwartzel,69,67.21,244,164
93,94,94,Tim Clark,64,67.14,210,141
94,95,95,Ryan Moore,72,67.06,252,169
95,96,96,Luke Guthrie,82,67.03,273,183
96,97,97,Robert Allenby,58,66.96,230,154
97,98,98,Jason Day,86,66.94,242,162
98,99,99,Ken Duke,87,66.89,305,204
99,100,100,Graeme McDowell,53,66.88,157,105
100,T101,T101,Jim Herman,59,66.86,175,117
101,T101,T101,Y.E. Yang,56,66.86,175,117
102,103,103,Jonas Blixt,76,66.78,289,193
103,T104,T104,Charlie Beljan,62,66.67,246,164
104,T104,T104,John Huh,88,66.67,381,254
105,T104,T104,David Toms,49,66.67,135,90
106,107,107,Rory Sabbatini,86,66.57,347,231
107,108,108,Josh Teater,86,66.41,262,174
108,109,109,Webb Simpson,92,66.32,285,189
109,T110,T110,Trevor Immelman,73,66.15,260,172
110,T110,T110,Henrik Stenson,65,66.15,192,127
111,112,112,Darron Stiles,51,66.13,186,123
112,113,113,John Rollins,77,66.1,295,195
113,114,114,Vaughn Taylor,50,66.07,168,111
114,115,115,Justin Leonard,86,66.06,274,181
115,116,116,George McNeill,68,66.04,265,175
116,117,117,Shawn Stefani,63,66.0,200,132
117,118,118,Matt Jones,83,65.96,285,188
118,119,119,Tommy Gainey,84,65.86,331,218
119,120,120,Martin Flores,83,65.81,310,204
120,121,121,Ernie Els,63,65.79,190,125
121,122,122,Pat Perez,69,65.74,251,165
122,123,123,Scott Gardiner,61,65.73,248,163
123,124,124,Marc Leishman,77,65.71,245,161
124,125,125,Stewart Cink,71,65.63,224,147
125,126,126,Jordan Spieth,82,65.43,269,176
126,127,127,Henrik Norlander,70,65.4,237,155
127,128,128,Nicholas Thompson,99,65.32,372,243
128,129,129,Jason Dufner,78,65.28,265,173
129,T130,T130,Adam Scott,61,65.17,178,116
130,T130,T130,Kyle Stanley,71,65.17,267,174
131,132,132,James Driscoll,76,65.07,272,177
132,133,133,Camilo Villegas,79,64.93,268,174
133,134,134,Matt Every,89,64.92,382,248
134,135,135,Jeff Maggert,63,64.91,228,148
135,136,136,David Lingmerth,68,64.85,239,155
136,137,137,Rod Pampling,46,64.83,145,94
137,138,138,Justin Rose,62,64.8,179,116
138,T139,T139,Derek Ernst,58,64.71,221,143
139,T139,T139,John Senden,79,64.71,238,154
140,141,141,Mark Wilson,56,64.68,201,130
141,142,142,David Mathis,71,64.66,249,161
142,T143,T143,Ben Curtis,59,64.65,198,128
143,T143,T143,Geoff Ogilvy,57,64.65,198,128
144,145,145,Bubba Watson,76,64.54,251,162
145,146,146,Kevin Chappell,80,64.51,293,189
146,147,147,Brad Fritsch,81,64.38,306,197
147,148,148,Boo Weekley,100,64.23,369,237
148,149,149,Lee Williams,62,64.22,218,140
149,150,150,Scott Langley,79,64.17,254,163
150,151,151,J.J. Henry,83,64.1,273,175
151,152,152,K.J. Choi,85,64.03,253,162
152,153,153,Carl Pettersson,82,63.88,299,191
153,154,154,Brandt Jobe,62,63.73,204,130
154,155,155,Padraig Harrington,52,63.51,148,94
155,156,156,Justin Hicks,79,63.48,293,186
156,157,157,Roberto Castro,97,63.28,354,224
157,158,158,Nicolas Colsaerts,50,63.1,168,106
158,159,159,Scott Piercy,78,63.05,249,157
159,160,160,Jim Furyk,80,62.93,232,146
160,161,161,Luke List,65,62.91,213,134
161,162,162,Robert Karlsson,56,62.86,175,110
162,163,163,Nick Watney,88,62.72,287,180
163,164,164,Tim Herron,45,62.65,166,104
164,165,165,D.A. Points,87,62.62,305,191
165,166,166,Charley Hoffman,84,62.42,298,186
166,167,167,Bud Cauley,67,62.4,242,151
167,168,168,Sean O'Hair,56,62.39,218,136
168,169,169,Michael Bradley,56,62.22,180,112
169,170,170,Kevin Stadler,83,62.12,264,164
170,171,171,Michael Thompson,66,61.98,242,150
171,172,172,Will Claxton,67,61.64,232,143
172,173,173,Ryo Ishikawa,72,61.37,233,143
173,174,174,Seung-Yul Noh,71,61.18,304,186
174,175,175,Ricky Barnes,74,60.96,251,153
175,176,176,Lee Westwood,70,60.39,207,125
176,177,177,Vijay Singh,61,60.3,199,120
177,178,178,Greg Owen,73,60.08,263,158
178,179,179,Eric Meierdierks,48,59.64,166,99
179,180,180,Lucas Glover,65,57.55,212,122
