,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Stephen Ames,49,"12' 11""",1678.0829999999999,130
1,2,2,Colt Knost,69,"12' 7""",1926.5,153
2,3,3,Scott Langley,79,"12' 0""",2164.917,181
3,4,4,Martin Kaymer,61,"11' 11""",1342.6670000000001,113
4,T5,T5,Peter Hanson,45,"11' 9""",1246.333,106
5,T5,T5,"Ted Potter, Jr.",65,"11' 9""",2059.917,175
6,T7,T7,Michael Bradley,56,"11' 8""",1267.333,109
7,T7,T7,Rickie Fowler,75,"11' 8""",2239.167,192
8,T7,T7,D.J. Trahan,48,"11' 8""",1308.667,112
9,T10,T10,Ángel Cabrera,73,"11' 7""",1857.8329999999999,160
10,T10,T10,Erik Compton,74,"11' 7""",2113.667,182
11,T10,T10,Russell Henley,80,"11' 7""",2472.917,213
12,T10,T10,Zach Johnson,84,"11' 7""",2518.667,217
13,T10,T10,Johnson Wagner,64,"11' 7""",1438.0829999999999,124
14,T15,T15,Aaron Baddeley,68,"11' 6""",2082.667,181
15,T15,T15,Ben Kohles,75,"11' 6""",1899.4170000000001,165
16,T15,T15,Sean O'Hair,56,"11' 6""",1429.0829999999999,124
17,T18,T18,Stuart Appleby,88,"11' 5""",2658.25,233
18,T18,T18,Nick Watney,88,"11' 5""",2532.583,222
19,T20,T20,Ken Duke,87,"11' 4""",2591.417,228
20,T20,T20,Bill Haas,85,"11' 4""",2453.0,217
21,T20,T20,Doug LaBelle II,72,"11' 4""",2057.75,181
22,T20,T20,Graeme McDowell,53,"11' 4""",1210.917,107
23,T20,T20,Tag Ridings,69,"11' 4""",1894.3329999999999,167
24,T25,T25,Andrew Svoboda,46,"11' 3""",1139.417,101
25,T25,T25,Michael Thompson,66,"11' 3""",1564.25,139
26,T27,T27,Luke Guthrie,82,"11' 2""",2214.25,198
27,T27,T27,Brian Stuard,78,"11' 2""",1863.0829999999999,167
28,T29,T29,Bob Estes,66,"11' 1""",2077.333,188
29,T29,T29,Tom Gillis,69,"11' 1""",1745.8329999999999,157
30,T29,T29,Tim Herron,45,"11' 1""",1380.25,125
31,T29,T29,D.H. Lee,65,"11' 1""",1934.5829999999999,175
32,T29,T29,Marc Leishman,77,"11' 1""",2128.25,192
33,T29,T29,Carl Pettersson,82,"11' 1""",2178.333,196
34,T29,T29,Darron Stiles,51,"11' 1""",1233.083,111
35,T29,T29,Robert Streb,75,"11' 1""",1935.5829999999999,175
36,T37,T37,Graham DeLaet,94,"11' 0""",2848.25,258
37,T37,T37,James Driscoll,76,"11' 0""",2310.417,210
38,T37,T37,Tommy Gainey,84,"11' 0""",2422.583,220
39,T37,T37,Jim Herman,59,"11' 0""",1410.5829999999999,128
40,T37,T37,Chez Reavie,72,"11' 0""",2227.5,203
41,T37,T37,Aaron Watkins,46,"11' 0""",1166.667,106
42,T43,T43,Chad Campbell,78,"10' 11""",2275.75,209
43,T43,T43,Scott Gardiner,61,"10' 11""",1558.75,143
44,T43,T43,J.J. Henry,83,"10' 11""",2211.75,203
45,T43,T43,William McGirt,75,"10' 11""",2329.667,213
46,T43,T43,George McNeill,68,"10' 11""",1947.8329999999999,178
47,T43,T43,Jin Park,52,"10' 11""",1277.0,117
48,T43,T43,Charl Schwartzel,69,"10' 11""",2062.583,189
49,T50,T50,Sangmoon Bae,83,"10' 10""",2733.333,252
50,T50,T50,Jonas Blixt,76,"10' 10""",2018.3329999999999,186
51,T50,T50,Justin Bolli,59,"10' 10""",1300.917,120
52,T50,T50,Ben Curtis,59,"10' 10""",1354.25,125
53,T50,T50,Harris English,95,"10' 10""",3108.25,286
54,T50,T50,Ryo Ishikawa,72,"10' 10""",1592.75,147
55,T50,T50,Richard Lee,81,"10' 10""",2337.917,215
56,T50,T50,John Merrick,79,"10' 10""",2260.833,209
57,T50,T50,Geoff Ogilvy,57,"10' 10""",1274.417,118
58,T50,T50,John Senden,79,"10' 10""",1843.75,170
59,T50,T50,Nicholas Thompson,99,"10' 10""",2889.75,267
60,T61,T61,Robert Allenby,58,"10' 9""",1425.9170000000001,133
61,T61,T61,Jason Bohn,70,"10' 9""",2417.167,225
62,T61,T61,Greg Chalmers,77,"10' 9""",2328.417,217
63,T61,T61,Scott Piercy,78,"10' 9""",2017.0829999999999,188
64,T61,T61,Brandt Snedeker,79,"10' 9""",2309.0,215
65,T66,T66,Morgan Hoffmann,64,"10' 8""",1860.8329999999999,174
66,T66,T66,Charles Howell III,87,"10' 8""",2837.167,265
67,T66,T66,Jeff Maggert,63,"10' 8""",1838.6670000000001,173
68,T66,T66,D.A. Points,87,"10' 8""",2279.083,213
