,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Doug LaBelle II,72,"26' 9""",12629.0,472
1,T2,T2,Ángel Cabrera,73,"26' 5""",12403.917,469
2,T2,T2,Henrik Stenson,65,"26' 5""",10447.75,396
3,T2,T2,Cameron Tringale,80,"26' 5""",16507.083,624
4,T5,T5,Bobby Gates,49,"26' 4""",8380.0,318
5,T5,T5,Aaron Watkins,46,"26' 4""",6924.0830000000005,263
6,7,7,Richard Lee,81,"26' 3""",16031.917,611
7,T8,T8,Charles Howell III,87,"26' 2""",17102.25,653
8,T8,T8,Martin Laird,68,"26' 2""",11413.417,436
9,T8,T8,D.H. Lee,65,"26' 2""",12338.417,472
10,T8,T8,Hunter Mahan,91,"26' 2""",15602.667,597
11,T12,T12,Steven Bowditch,67,"26' 1""",11386.417,437
12,T12,T12,Brendan Steele,86,"26' 1""",16933.583,650
13,T14,T14,Stephen Ames,49,"26' 0""",8511.0,327
14,T14,T14,Russell Henley,80,"26' 0""",13932.083,536
15,T14,T14,Colt Knost,69,"26' 0""",11789.917,454
16,T14,T14,Bryce Molder,82,"26' 0""",13972.167,538
17,T18,T18,Ben Curtis,59,"25' 10""",9530.667,369
18,T18,T18,Jason Day,86,"25' 10""",12566.25,486
19,T18,T18,Brandt Jobe,62,"25' 10""",11605.583,449
20,T18,T18,John Senden,79,"25' 10""",13485.25,522
21,T18,T18,Johnson Wagner,64,"25' 10""",11273.667,437
22,T23,T23,Trevor Immelman,73,"25' 9""",14238.833,553
23,T23,T23,Justin Leonard,86,"25' 9""",14848.583,577
24,T23,T23,John Merrick,79,"25' 9""",14815.417,576
25,T26,T26,J.J. Henry,83,"25' 8""",17357.833,676
26,T26,T26,Billy Horschel,96,"25' 8""",17327.0,674
27,T28,T28,Charlie Beljan,62,"25' 7""",11369.333,445
28,T28,T28,Derek Ernst,58,"25' 7""",10235.583,400
29,T28,T28,Tom Gillis,69,"25' 7""",11889.5,464
30,T28,T28,Andres Romero,63,"25' 7""",9895.083,387
31,T28,T28,Shawn Stefani,63,"25' 7""",10052.167,393
32,T28,T28,Kevin Streelman,86,"25' 7""",14994.917,587
33,T28,T28,Daniel Summerhays,83,"25' 7""",16184.333,633
34,T35,T35,Sangmoon Bae,83,"25' 6""",13498.75,530
35,T35,T35,Martin Kaymer,61,"25' 6""",9166.667,360
36,T35,T35,Jin Park,52,"25' 6""",8837.083,347
37,T38,T38,Luke List,65,"25' 5""",9848.083,387
38,T38,T38,Troy Matteson,68,"25' 5""",12574.167,494
39,T38,T38,Pat Perez,69,"25' 5""",14048.25,552
40,T38,T38,Alistair Presnell,59,"25' 5""",8909.167,351
41,T42,T42,Greg Chalmers,77,"25' 4""",13432.917,531
42,T42,T42,Harris English,95,"25' 4""",16595.333,656
43,T42,T42,Sergio Garcia,65,"25' 4""",10109.333,399
44,T42,T42,Jeff Overton,78,"25' 4""",15296.917,603
45,T46,T46,Stuart Appleby,88,"25' 3""",16284.083,645
46,T46,T46,Jonas Blixt,76,"25' 3""",13089.167,518
47,T46,T46,Justin Bolli,59,"25' 3""",8486.917,336
48,T46,T46,Ben Crane,62,"25' 3""",10992.917,436
49,T46,T46,Tim Herron,45,"25' 3""",8293.833,328
50,T46,T46,Seung-Yul Noh,71,"25' 3""",12731.583,504
