,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Chris Kirk,89,175,643,27.2
1,2,2,Brendon de Jonge,110,174,656,26.5
2,3,3,Brian Davis,91,172,634,27.1
3,4,4,Billy Horschel,96,170,595,28.6
4,5,5,Matt Every,89,169,593,28.5
5,6,6,Jimmy Walker,84,168,552,30.4
6,7,7,Gary Woodland,94,164,574,28.6
7,8,8,Nicholas Thompson,99,161,589,27.3
8,9,9,Jeff Overton,78,159,543,29.3
9,10,10,Charley Hoffman,84,158,518,30.5
10,11,11,David Hearn,88,157,554,28.3
11,T12,T12,John Huh,88,156,506,30.8
12,T12,T12,Scott Stallings,79,156,491,31.8
13,T14,T14,Greg Chalmers,77,155,547,28.3
14,T14,T14,Harris English,95,155,603,25.7
15,16,16,Chris Stroud,88,154,596,25.8
16,17,17,Brian Gay,79,153,589,26.0
17,18,18,Tommy Gainey,84,152,535,28.4
18,T19,T19,Sangmoon Bae,83,146,533,27.4
19,T19,T19,Daniel Summerhays,83,146,554,26.4
20,T19,T19,Cameron Tringale,80,146,525,27.8
21,T22,T22,Stuart Appleby,88,145,576,25.2
22,T22,T22,Russell Henley,80,145,476,30.5
23,T24,T24,Ken Duke,87,143,538,26.6
24,T24,T24,Patrick Reed,83,143,558,25.6
25,26,26,Jason Bohn,70,142,479,29.6
26,27,27,Brian Harman,89,141,552,25.5
27,28,28,Martin Flores,83,140,554,25.3
28,29,29,Justin Hicks,79,139,437,31.8
29,T30,T30,Brad Fritsch,81,138,475,29.1
30,T30,T30,Rory Sabbatini,86,138,508,27.2
31,T32,T32,Keegan Bradley,88,137,505,27.1
32,T32,T32,K.J. Choi,85,137,445,30.8
33,T32,T32,Richard Lee,81,137,508,27.0
34,T32,T32,D.A. Points,87,137,488,28.1
35,T36,T36,Graham DeLaet,94,136,539,25.2
36,T36,T36,Bryce Molder,82,136,540,25.2
37,T38,T38,Justin Leonard,86,135,571,23.6
38,T38,T38,Jordan Spieth,82,135,515,26.2
39,T38,T38,Boo Weekley,100,135,531,25.4
40,T41,T41,Ryan Palmer,79,134,518,25.9
41,T41,T41,Chez Reavie,72,134,460,29.1
42,T41,T41,Webb Simpson,92,134,512,26.2
43,T41,T41,Brendan Steele,86,134,520,25.8
44,T45,T45,Doug LaBelle II,72,133,423,31.4
45,T45,T45,George McNeill,68,133,432,30.8
46,T45,T45,Camilo Villegas,79,133,472,28.2
47,T45,T45,Charlie Wi,75,133,500,26.6
48,T49,T49,Matt Jones,83,132,519,25.4
49,T49,T49,Kevin Streelman,86,132,476,27.7
50,T51,T51,Bill Haas,85,131,467,28.1
51,T51,T51,Charles Howell III,87,131,596,22.0
52,T51,T51,Carl Pettersson,82,131,447,29.3
53,T54,T54,Chad Campbell,78,130,470,27.7
54,T54,T54,William McGirt,75,130,507,25.6
55,T54,T54,Bubba Watson,76,130,394,33.0
56,T54,T54,Casey Wittenberg,72,130,439,29.6
57,T58,T58,Jonas Blixt,76,128,513,25.0
58,T58,T58,Roberto Castro,97,128,579,22.1
59,T58,T58,Matt Kuchar,93,128,520,24.6
60,T61,T61,Luke Guthrie,82,127,482,26.3
61,T61,T61,J.J. Henry,83,127,451,28.2
62,T61,T61,Jerry Kelly,75,127,462,27.5
63,T61,T61,Jason Kokrak,78,127,517,24.6
64,T65,T65,Jason Dufner,78,126,429,29.4
65,T65,T65,Hunter Mahan,91,126,457,27.6
66,T65,T65,Kevin Stadler,83,126,470,26.8
67,T68,T68,James Driscoll,76,125,469,26.7
68,T68,T68,James Hahn,78,125,469,26.7
69,T68,T68,John Rollins,77,125,452,27.7
70,71,71,Kevin Chappell,80,124,464,26.7
71,72,72,Josh Teater,86,123,440,28.0
72,73,73,Kyle Stanley,71,122,392,31.1
73,74,74,Ryan Moore,72,121,411,29.4
74,T75,T75,Charl Schwartzel,69,120,385,31.2
75,T75,T75,Brandt Snedeker,79,120,463,25.9
76,T77,T77,Ben Crane,62,116,405,28.6
77,T77,T77,David Lingmerth,68,116,426,27.2
78,T77,T77,David Mathis,71,116,403,28.8
79,T77,T77,Phil Mickelson,78,116,461,25.2
80,T77,T77,Cameron Percy,68,116,395,29.4
81,T82,T82,Jason Day,86,115,464,24.8
82,T82,T82,Nick Watney,88,115,479,24.0
83,84,84,Erik Compton,74,114,469,24.3
84,T85,T85,Tom Gillis,69,113,433,26.1
85,T85,T85,Marc Leishman,77,113,458,24.7
86,T85,T85,Scott Piercy,78,113,434,26.0
87,88,88,Morgan Hoffmann,64,112,392,28.6
88,T89,T89,Zach Johnson,84,111,464,23.9
89,T89,T89,Steve LeBrun,66,111,351,31.6
90,T89,T89,John Merrick,79,111,458,24.2
91,T89,T89,Greg Owen,73,111,418,26.6
92,T89,T89,Brian Stuard,78,111,431,25.8
93,T94,T94,Pat Perez,69,110,427,25.8
94,T94,T94,Robert Streb,75,110,425,25.9
95,T96,T96,Steven Bowditch,67,109,443,24.6
96,T96,T96,Colt Knost,69,109,412,26.5
97,T96,T96,D.H. Lee,65,109,397,27.5
98,T96,T96,"Ted Potter, Jr.",65,109,400,27.3
99,T100,T100,Fabián Gómez,65,108,393,27.5
100,T100,T100,Trevor Immelman,73,108,390,27.7
101,T100,T100,Jeff Maggert,63,108,396,27.3
102,T100,T100,Dicky Pride,71,108,404,26.7
103,T100,T100,Bo Van Pelt,72,108,369,29.3
104,T105,T105,Rickie Fowler,75,107,439,24.4
105,T105,T105,Ben Kohles,75,107,412,26.0
106,107,107,Luke Donald,60,106,356,29.8
107,108,108,Charlie Beljan,62,105,365,28.8
108,109,109,Seung-Yul Noh,71,104,411,25.3
109,110,110,Freddie Jacobson,63,103,360,28.6
110,T111,T111,Troy Matteson,68,102,401,25.4
111,T111,T111,John Senden,79,102,392,26.0
112,T111,T111,Shawn Stefani,63,102,365,27.9
113,T114,T114,Aaron Baddeley,68,100,477,21.0
114,T114,T114,Henrik Norlander,70,100,392,25.5
115,T116,T116,Ernie Els,63,99,338,29.3
116,T116,T116,Martin Laird,68,99,345,28.7
117,T116,T116,Luke List,65,99,369,26.8
118,T116,T116,David Lynn,70,99,408,24.3
119,T120,T120,Stewart Cink,71,98,361,27.1
120,T120,T120,Andres Romero,63,98,387,25.3
121,122,122,Mike Weir,60,97,373,26.0
122,T123,T123,Robert Allenby,58,96,343,28.0
123,T123,T123,Ángel Cabrera,73,96,376,25.5
124,T123,T123,Bud Cauley,67,96,373,25.7
125,T123,T123,Brandt Jobe,62,96,352,27.3
126,T123,T123,Johnson Wagner,64,96,347,27.7
127,128,128,Lee Williams,62,95,360,26.4
128,T129,T129,Ricky Barnes,74,94,406,23.2
129,T129,T129,Scott Brown,65,94,378,24.9
130,T129,T129,Bob Estes,66,94,461,20.4
131,132,132,Justin Rose,62,92,320,28.8
132,T133,T133,Jim Furyk,80,90,448,20.1
133,T133,T133,Scott Gardiner,61,90,346,26.0
134,T133,T133,Tiger Woods,61,90,330,27.3
135,T136,T136,Will Claxton,67,89,346,25.7
136,T136,T136,Tim Herron,45,89,318,28.0
137,T138,T138,Scott Langley,79,88,455,19.3
138,T138,T138,Alistair Presnell,59,88,331,26.6
139,T140,T140,Stephen Ames,49,87,335,26.0
140,T140,T140,Sean O'Hair,56,87,330,26.4
141,T142,T142,Tim Clark,64,85,336,25.3
142,T142,T142,Rory McIlroy,56,85,313,27.2
143,T142,T142,Michael Thompson,66,85,364,23.4
144,T142,T142,Mark Wilson,56,85,323,26.3
145,T146,T146,Robert Garrigus,69,84,314,26.8
146,T146,T146,Tag Ridings,69,84,392,21.4
147,148,148,Justin Bolli,59,83,327,25.4
148,T149,T149,Dustin Johnson,71,82,355,23.1
149,T149,T149,Vijay Singh,61,82,279,29.4
150,T149,T149,Vaughn Taylor,50,82,307,26.7
151,T152,T152,Jin Park,52,81,305,26.6
152,T152,T152,Lee Westwood,70,81,349,23.2
153,T152,T152,Y.E. Yang,56,81,298,27.2
154,T155,T155,Michael Bradley,56,80,269,29.7
155,T155,T155,Geoff Ogilvy,57,80,302,26.5
156,T155,T155,Henrik Stenson,65,80,298,26.8
157,158,158,Ryo Ishikawa,72,79,343,23.0
158,159,159,Derek Ernst,58,77,320,24.1
159,T160,T160,Sergio Garcia,65,76,348,21.8
160,T160,T160,Jim Herman,59,76,275,27.6
161,T160,T160,Robert Karlsson,56,76,262,29.0
162,T160,T160,Adam Scott,61,76,294,25.9
