,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Sangmoon Bae,83,21.28,94,20
1,2,2,Chez Reavie,72,20.78,77,16
2,3,3,Stephen Ames,49,20.69,58,12
3,4,4,Morgan Hoffmann,64,20.27,74,15
4,5,5,Scott Langley,79,19.78,91,18
5,T6,T6,Aaron Baddeley,68,19.67,61,12
6,T6,T6,Rory McIlroy,56,19.67,61,12
7,8,8,James Driscoll,76,18.84,69,13
8,T9,T9,Greg Chalmers,77,18.75,80,15
9,T9,T9,"Ted Potter, Jr.",65,18.75,64,12
10,11,11,Andres Romero,63,18.64,59,11
11,12,12,Matt Kuchar,93,18.37,98,18
12,13,13,Jordan Spieth,82,17.98,89,16
13,14,14,Nicholas Thompson,99,17.8,118,21
14,15,15,Bryce Molder,82,17.78,90,16
15,16,16,Sean O'Hair,56,17.65,51,9
16,17,17,Alistair Presnell,59,17.46,63,11
17,T18,T18,Luke Guthrie,82,16.22,74,12
18,T18,T18,Josh Teater,86,16.22,74,12
19,20,20,Ángel Cabrera,73,16.18,68,11
20,T21,T21,D.J. Trahan,48,16.0,50,8
21,T21,T21,Y.E. Yang,56,16.0,50,8
22,23,23,Harris English,95,15.79,95,15
23,24,24,Peter Hanson,45,15.38,39,6
24,25,25,Tag Ridings,69,15.05,93,14
25,26,26,Bob Estes,66,15.0,80,12
26,27,27,Russell Henley,80,14.94,87,13
27,28,28,David Lingmerth,68,14.93,67,10
28,29,29,Jeff Overton,78,14.89,94,14
29,30,30,John Merrick,79,14.81,81,12
30,31,31,Stewart Cink,71,14.77,88,13
31,32,32,Geoff Ogilvy,57,14.75,61,9
32,33,33,Pat Perez,69,14.74,95,14
33,34,34,Michael Thompson,66,14.52,62,9
34,35,35,Charl Schwartzel,69,14.49,69,10
35,36,36,Martin Laird,68,14.47,76,11
36,37,37,Jerry Kelly,75,14.43,97,14
37,T38,T38,Matt Every,89,14.42,104,15
38,T38,T38,Kevin Stadler,83,14.42,104,15
39,T40,T40,Kevin Chappell,80,14.29,70,10
40,T40,T40,Billy Horschel,96,14.29,98,14
41,T40,T40,Scott Piercy,78,14.29,77,11
42,43,43,Boo Weekley,100,14.16,113,16
43,44,44,Tim Herron,45,14.04,57,8
44,45,45,Robert Streb,75,13.79,87,12
45,46,46,Erik Compton,74,13.75,80,11
46,T47,T47,Tim Clark,64,13.73,51,7
47,T47,T47,Luke List,65,13.73,51,7
48,T49,T49,Scott Gardiner,61,13.64,66,9
49,T49,T49,Jeff Maggert,63,13.64,66,9
50,51,51,Tiger Woods,61,13.56,59,8
51,52,52,Daniel Summerhays,83,13.48,89,12
52,53,53,Patrick Reed,83,13.41,82,11
53,54,54,Charles Howell III,87,13.39,112,15
54,55,55,John Rollins,77,13.33,90,12
55,56,56,Keegan Bradley,88,13.19,91,12
56,57,57,Graham DeLaet,94,13.14,137,18
57,T58,T58,Martin Kaymer,61,13.11,61,8
58,T58,T58,Phil Mickelson,78,13.11,61,8
59,60,60,David Hearn,88,12.9,93,12
60,61,61,Nick Watney,88,12.84,109,14
61,62,62,Ben Kohles,75,12.82,78,10
62,63,63,Ken Duke,87,12.79,86,11
63,64,64,Charlie Wi,75,12.7,63,8
64,65,65,Stuart Appleby,88,12.62,103,13
65,T66,T66,Ben Crane,62,12.5,64,8
66,T66,T66,Ernie Els,63,12.5,56,7
67,68,68,Camilo Villegas,79,12.37,97,12
68,69,69,Justin Hicks,79,12.36,89,11
69,70,70,Bo Van Pelt,72,12.33,73,9
70,T71,T71,Jonas Blixt,76,12.24,98,12
71,T71,T71,Brian Harman,89,12.24,98,12
72,T71,T71,Darron Stiles,51,12.24,49,6
73,74,74,D.H. Lee,65,12.16,74,9
74,75,75,Chris Stroud,88,12.15,107,13
75,76,76,Henrik Stenson,65,12.12,66,8
76,77,77,Jin Park,52,12.0,50,6
77,78,78,Cameron Tringale,80,11.96,92,11
78,79,79,Doug LaBelle II,72,11.9,84,10
79,80,80,Carl Pettersson,82,11.83,93,11
80,81,81,Freddie Jacobson,63,11.67,60,7
81,82,82,Kevin Streelman,86,11.65,103,12
82,83,83,Jason Day,86,11.63,86,10
83,84,84,Jason Kokrak,78,11.54,104,12
84,85,85,Brian Davis,91,11.49,87,10
85,86,86,Charlie Beljan,62,11.48,61,7
86,87,87,Scott Stallings,79,11.36,88,10
87,88,88,William McGirt,75,11.34,97,11
88,89,89,Lucas Glover,65,11.27,71,8
89,90,90,Rory Sabbatini,86,11.24,89,10
90,T91,T91,Rickie Fowler,75,11.11,72,8
91,T91,T91,Robert Karlsson,56,11.11,45,5
92,T91,T91,David Lynn,70,11.11,81,9
93,94,94,Brendan Steele,86,11.0,100,11
94,95,95,Luke Donald,60,10.96,73,8
95,96,96,Michael Bradley,56,10.91,55,6
96,97,97,Justin Leonard,86,10.78,102,11
97,98,98,Hunter Mahan,91,10.68,103,11
98,99,99,Steven Bowditch,67,10.67,75,8
99,100,100,Martin Flores,83,10.64,94,10
100,101,101,Mark Wilson,56,10.61,66,7
101,102,102,Charley Hoffman,84,10.59,85,9
102,103,103,Tommy Gainey,84,10.53,95,10
103,104,104,Brandt Snedeker,79,10.47,86,9
