,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,1,1,Ricky Barnes,74,9,43
1,2,2,Kyle Stanley,71,8,55
2,T3,T3,Kevin Chappell,80,7,44
3,T3,T3,Luke Guthrie,82,7,49
4,T5,T5,Sangmoon Bae,83,6,55
5,T5,T5,Tom Gillis,69,6,36
6,T5,T5,Dustin Johnson,71,6,30
7,T5,T5,Jeff Maggert,63,6,44
8,T5,T5,Seung-Yul Noh,71,6,43
9,T5,T5,Ryan Palmer,79,6,29
10,T11,T11,Justin Bolli,59,5,30
11,T11,T11,Steven Bowditch,67,5,36
12,T11,T11,Roberto Castro,97,5,46
13,T11,T11,Nicolas Colsaerts,50,5,29
14,T11,T11,Jason Day,86,5,29
15,T11,T11,Graham DeLaet,94,5,49
16,T11,T11,Tommy Gainey,84,5,44
17,T11,T11,Lucas Glover,65,5,45
18,T11,T11,John Huh,88,5,54
19,T11,T11,Ben Kohles,75,5,39
20,T11,T11,Jeff Overton,78,5,32
21,T11,T11,"Ted Potter, Jr.",65,5,41
22,T11,T11,Rory Sabbatini,86,5,53
23,T11,T11,Brandt Snedeker,79,5,35
24,T11,T11,Darron Stiles,51,5,27
25,T11,T11,Nicholas Thompson,99,5,58
26,T27,T27,Stuart Appleby,88,4,44
27,T27,T27,Stewart Cink,71,4,36
28,T27,T27,Jim Herman,59,4,33
29,T27,T27,Ryo Ishikawa,72,4,39
30,T27,T27,Chris Kirk,89,4,40
31,T27,T27,Jason Kokrak,78,4,49
32,T27,T27,D.H. Lee,65,4,37
33,T27,T27,Ryan Moore,72,4,36
34,T27,T27,Geoff Ogilvy,57,4,40
35,T27,T27,Ian Poulter,59,4,18
36,T27,T27,Brendan Steele,86,4,45
37,T27,T27,Kevin Streelman,86,4,27
38,T27,T27,Michael Thompson,66,4,32
39,T27,T27,Johnson Wagner,64,4,37
40,T41,T41,Jonas Blixt,76,3,30
41,T41,T41,Keegan Bradley,88,3,30
