,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Boo Weekley,100,48,58
1,2,2,Greg Owen,73,46,54
2,3,3,Nicholas Thompson,99,44,58
3,4,4,Martin Flores,83,43,47
4,5,5,Nick Watney,88,42,49
5,T6,T6,Brendon de Jonge,110,41,45
6,T6,T6,Graham DeLaet,94,41,49
7,8,8,Sangmoon Bae,83,40,55
8,T9,T9,Will Claxton,67,39,42
9,T9,T9,John Huh,88,39,54
10,T9,T9,Jason Kokrak,78,39,49
11,T12,T12,Ángel Cabrera,73,38,44
12,T12,T12,Justin Hicks,79,38,51
13,T12,T12,Brendan Steele,86,38,45
14,T15,T15,Stuart Appleby,88,37,44
15,T15,T15,Chad Campbell,78,37,44
16,T15,T15,Roberto Castro,97,37,46
17,T15,T15,Harris English,95,37,43
18,T15,T15,Lucas Glover,65,37,45
19,T15,T15,Patrick Reed,83,37,44
20,T15,T15,Rory Sabbatini,86,37,53
21,T15,T15,Kyle Stanley,71,37,55
22,23,23,Trevor Immelman,73,36,41
23,T24,T24,Jason Dufner,78,35,45
24,T24,T24,Brad Fritsch,81,35,42
25,T24,T24,Luke Guthrie,82,35,49
26,T24,T24,Charles Howell III,87,35,39
27,T28,T28,J.J. Henry,83,34,36
28,T28,T28,Luke List,65,34,42
29,T28,T28,George McNeill,68,34,40
30,T31,T31,Matt Every,89,33,50
31,T31,T31,Seung-Yul Noh,71,33,43
32,T31,T31,D.A. Points,87,33,45
33,T31,T31,John Senden,79,33,36
34,T35,T35,Kevin Chappell,80,32,44
35,T35,T35,Gary Woodland,94,32,38
36,T37,T37,Michael Bradley,56,31,35
37,T37,T37,Brian Davis,91,31,39
38,T37,T37,Ken Duke,87,31,43
39,T37,T37,Charley Hoffman,84,31,43
40,T37,T37,Billy Horschel,96,31,41
41,T37,T37,Matt Jones,83,31,38
42,T37,T37,Steve LeBrun,66,31,36
43,T37,T37,David Lingmerth,68,31,37
44,T37,T37,Alistair Presnell,59,31,32
45,T46,T46,Charlie Beljan,62,30,39
46,T46,T46,K.J. Choi,85,30,35
47,T46,T46,Erik Compton,74,30,42
48,T46,T46,Jeff Maggert,63,30,44
49,T46,T46,David Mathis,71,30,37
50,T46,T46,Cameron Tringale,80,30,41
51,T52,T52,Stewart Cink,71,29,36
52,T52,T52,James Driscoll,76,29,33
53,T52,T52,Chris Kirk,89,29,40
54,T52,T52,Hunter Mahan,91,29,32
55,T52,T52,Johnson Wagner,64,29,37
56,T52,T52,Jimmy Walker,84,29,34
57,T52,T52,Charlie Wi,75,29,40
58,T52,T52,Mark Wilson,56,29,32
59,T60,T60,Bud Cauley,67,28,34
60,T60,T60,Ben Crane,62,28,34
61,T60,T60,William McGirt,75,28,32
62,T60,T60,Eric Meierdierks,48,28,34
63,T60,T60,Henrik Norlander,70,28,37
64,T60,T60,Sean O'Hair,56,28,33
65,T60,T60,Geoff Ogilvy,57,28,40
66,T60,T60,Robert Streb,75,28,35
67,T60,T60,Chris Stroud,88,28,35
68,T60,T60,Michael Thompson,66,28,32
69,T70,T70,Steven Bowditch,67,27,36
70,T70,T70,Ben Curtis,59,27,31
71,T70,T70,Scott Gardiner,61,27,30
72,T70,T70,Martin Laird,68,27,38
73,T70,T70,Richard Lee,81,27,36
74,T70,T70,Cameron Percy,68,27,33
75,T70,T70,Scott Piercy,78,27,36
76,T70,T70,John Rollins,77,27,34
77,T70,T70,Scott Stallings,79,27,36
78,T70,T70,Daniel Summerhays,83,27,33
79,T80,T80,Ricky Barnes,74,26,43
80,T80,T80,Jonas Blixt,76,26,30
81,T80,T80,Bill Haas,85,26,28
82,T80,T80,Doug LaBelle II,72,26,32
83,T80,T80,Marc Leishman,77,26,36
84,T85,T85,Tommy Gainey,84,25,44
85,T85,T85,Tom Gillis,69,25,36
86,T85,T85,Ryo Ishikawa,72,25,39
