,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
87,T85,T85,Brandt Jobe,62,25,30
88,T85,T85,Ben Kohles,75,25,39
89,T85,T85,D.H. Lee,65,25,37
90,T85,T85,Pat Perez,69,25,37
91,T85,T85,Dicky Pride,71,25,29
92,T85,T85,Brandt Snedeker,79,25,35
93,T85,T85,Kevin Stadler,83,25,38
94,T95,T95,Keegan Bradley,88,24,30
95,T95,T95,James Hahn,78,24,31
96,T95,T95,Brian Harman,89,24,32
97,T95,T95,Jim Herman,59,24,33
98,T95,T95,Zach Johnson,84,24,35
99,T95,T95,Justin Leonard,86,24,26
100,T95,T95,Bryce Molder,82,24,30
101,T95,T95,Ryan Moore,72,24,36
102,T95,T95,Jeff Overton,78,24,32
103,T95,T95,Jordan Spieth,82,24,34
104,T95,T95,Henrik Stenson,65,24,27
105,T106,T106,Robert Allenby,58,23,33
106,T106,T106,Aaron Baddeley,68,23,27
107,T106,T106,Jason Bohn,70,23,29
108,T106,T106,Dustin Johnson,71,23,30
109,T106,T106,John Merrick,79,23,33
110,T106,T106,"Ted Potter, Jr.",65,23,41
111,T106,T106,Chez Reavie,72,23,27
112,T106,T106,Bo Van Pelt,72,23,30
113,T106,T106,Camilo Villegas,79,23,36
114,T106,T106,Bubba Watson,76,23,28
115,T116,T116,Justin Bolli,59,22,30
116,T116,T116,Derek Ernst,58,22,25
117,T116,T116,Russell Henley,80,22,33
118,T116,T116,Martin Kaymer,61,22,26
119,T116,T116,Colt Knost,69,22,26
120,T116,T116,Jin Park,52,22,27
121,T116,T116,Vaughn Taylor,50,22,24
122,T116,T116,Lee Williams,62,22,26
123,T124,T124,Jason Day,86,21,29
124,T124,T124,Fabián Gómez,65,21,26
125,T124,T124,Robert Karlsson,56,21,27
126,T124,T124,Jerry Kelly,75,21,27
127,T124,T124,Carl Pettersson,82,21,30
128,T124,T124,Justin Rose,62,21,26
129,T130,T130,Greg Chalmers,77,20,22
130,T130,T130,Morgan Hoffmann,64,20,27
131,T130,T130,Scott Langley,79,20,27
132,T130,T130,Vijay Singh,61,20,30
133,T130,T130,Darron Stiles,51,20,27
134,T130,T130,Kevin Streelman,86,20,27
135,T130,T130,Brian Stuard,78,20,31
136,T130,T130,Josh Teater,86,20,27
137,T130,T130,Lee Westwood,70,20,34
138,T139,T139,Ernie Els,63,19,23
139,T139,T139,Jim Furyk,80,19,25
140,T139,T139,Tim Herron,45,19,24
141,T139,T139,Troy Matteson,68,19,27
142,T139,T139,Andres Romero,63,19,27
143,T139,T139,Casey Wittenberg,72,19,29
144,T145,T145,Nicolas Colsaerts,50,18,29
145,T145,T145,Bob Estes,66,18,24
146,T145,T145,Matt Kuchar,93,18,22
147,T145,T145,David Lynn,70,18,24
148,T145,T145,Phil Mickelson,78,18,22
149,T145,T145,Ryan Palmer,79,18,29
150,T145,T145,D.J. Trahan,48,18,24
151,T152,T152,Robert Garrigus,69,17,22
152,T152,T152,Padraig Harrington,52,17,19
153,T152,T152,David Hearn,88,17,26
154,T152,T152,Graeme McDowell,53,17,21
155,T152,T152,Tag Ridings,69,17,22
156,T157,T157,Scott Brown,65,16,21
157,T157,T157,Rickie Fowler,75,16,24
158,T157,T157,Shawn Stefani,63,16,19
159,T160,T160,Freddie Jacobson,63,15,20
160,T160,T160,Rory McIlroy,56,15,22
161,T162,T162,Stephen Ames,49,14,21
162,T162,T162,Sergio Garcia,65,14,20
163,T162,T162,Aaron Watkins,46,14,16
164,T162,T162,Y.E. Yang,56,14,20
165,T166,T166,Brian Gay,79,13,21
166,T166,T166,Rod Pampling,46,13,15
167,T166,T166,Charl Schwartzel,69,13,17
168,T166,T166,Webb Simpson,92,13,23
169,T166,T166,David Toms,49,13,19
170,T166,T166,Mike Weir,60,13,18
171,T172,T172,Tim Clark,64,12,17
172,T172,T172,Adam Scott,61,12,18
173,T172,T172,Andrew Svoboda,46,12,13
174,T175,T175,Luke Donald,60,11,15
175,T175,T175,Bobby Gates,49,11,16
176,T175,T175,Steve Stricker,51,11,17
177,T175,T175,Tiger Woods,61,11,16
178,179,179,Ian Poulter,59,10,18
179,180,180,Peter Hanson,45,8,11
