,Total_3_Putts_-_5-10_RANK THIS WEEK,Total_3_Putts_-_5-10_RANK LAST WEEK,Total_3_Putts_-_5-10_PLAYER NAME,Total_3_Putts_-_5-10_ROUNDS,Total_3_Putts_-_5-10_TOTAL 3 PUTTS 5'-10',Total_3_Putts_-_5-10_TOTAL 3 PUTTS
0,T1,T1,Tommy Gainey,84,5,44
1,T1,T1,Charley Hoffman,84,5,43
2,T3,T3,David Mathis,71,4,37
3,T3,T3,"Ted Potter, Jr.",65,4,41
4,T3,T3,Rory Sabbatini,86,4,53
5,T6,T6,Ricky Barnes,74,3,43
6,T6,T6,Nicolas Colsaerts,50,3,29
7,T6,T6,Rickie Fowler,75,3,24
8,T6,T6,Jim Furyk,80,3,25
9,T6,T6,Lucas Glover,65,3,45
10,T6,T6,Brian Harman,89,3,32
11,T6,T6,Billy Horschel,96,3,41
12,T6,T6,John Huh,88,3,54
13,T6,T6,Ben Kohles,75,3,39
14,T6,T6,Doug LaBelle II,72,3,32
15,T6,T6,Martin Laird,68,3,38
16,T6,T6,George McNeill,68,3,40
17,T6,T6,Jordan Spieth,82,3,34
18,T6,T6,Scott Stallings,79,3,36
19,T6,T6,Kyle Stanley,71,3,55
20,T6,T6,Robert Streb,75,3,35
21,T6,T6,Y.E. Yang,56,3,20
22,T23,T23,Stephen Ames,49,2,21
23,T23,T23,Sangmoon Bae,83,2,55
24,T23,T23,Michael Bradley,56,2,35
25,T23,T23,Chad Campbell,78,2,44
26,T23,T23,Brian Davis,91,2,39
27,T23,T23,Jason Dufner,78,2,45
28,T23,T23,Ken Duke,87,2,43
29,T23,T23,Bob Estes,66,2,24
30,T23,T23,Brad Fritsch,81,2,42
31,T23,T23,Bobby Gates,49,2,16
32,T23,T23,Brian Gay,79,2,21
33,T23,T23,Luke Guthrie,82,2,49
34,T23,T23,Russell Henley,80,2,33
35,T23,T23,Morgan Hoffmann,64,2,27
36,T23,T23,Trevor Immelman,73,2,41
37,T23,T23,Ryo Ishikawa,72,2,39
38,T23,T23,Freddie Jacobson,63,2,20
39,T23,T23,Zach Johnson,84,2,35
40,T23,T23,Jason Kokrak,78,2,49
41,T23,T23,Marc Leishman,77,2,36
42,T23,T23,David Lingmerth,68,2,37
43,T23,T23,Luke List,65,2,42
44,T23,T23,Jeff Maggert,63,2,44
45,T23,T23,Troy Matteson,68,2,27
46,T23,T23,Ryan Moore,72,2,36
47,T23,T23,Henrik Norlander,70,2,37
48,T23,T23,Geoff Ogilvy,57,2,40
49,T23,T23,Greg Owen,73,2,54
50,T23,T23,Pat Perez,69,2,37
51,T23,T23,Vijay Singh,61,2,30
52,T23,T23,Brandt Snedeker,79,2,35
53,T23,T23,Henrik Stenson,65,2,27
54,T23,T23,Chris Stroud,88,2,35
55,T23,T23,Vaughn Taylor,50,2,24
56,T23,T23,Cameron Tringale,80,2,41
57,T23,T23,Camilo Villegas,79,2,36
58,T23,T23,Nick Watney,88,2,49
59,T23,T23,Lee Westwood,70,2,34
60,T23,T23,Charlie Wi,75,2,40
61,T23,T23,Casey Wittenberg,72,2,29
62,T63,T63,Robert Allenby,58,1,33
63,T63,T63,Jason Bohn,70,1,29
64,T63,T63,Scott Brown,65,1,21
65,T63,T63,Roberto Castro,97,1,46
66,T63,T63,Bud Cauley,67,1,34
67,T63,T63,Kevin Chappell,80,1,44
68,T63,T63,Tim Clark,64,1,17
69,T63,T63,Ben Crane,62,1,34
70,T63,T63,Graham DeLaet,94,1,49
71,T63,T63,Luke Donald,60,1,15
72,T63,T63,Harris English,95,1,43
73,T63,T63,Matt Every,89,1,50
74,T63,T63,Scott Gardiner,61,1,30
75,T63,T63,Tom Gillis,69,1,36
76,T63,T63,Fabián Gómez,65,1,26
77,T63,T63,Bill Haas,85,1,28
78,T63,T63,David Hearn,88,1,26
79,T63,T63,Justin Hicks,79,1,51
80,T63,T63,Brandt Jobe,62,1,30
81,T63,T63,Matt Jones,83,1,38
82,T63,T63,Robert Karlsson,56,1,27
83,T63,T63,Colt Knost,69,1,26
84,T63,T63,Matt Kuchar,93,1,22
85,T63,T63,Scott Langley,79,1,27
86,T63,T63,D.H. Lee,65,1,37
87,T63,T63,Justin Leonard,86,1,26
88,T63,T63,David Lynn,70,1,24
89,T63,T63,Graeme McDowell,53,1,21
90,T63,T63,Rory McIlroy,56,1,22
91,T63,T63,John Merrick,79,1,33
92,T63,T63,Phil Mickelson,78,1,22
93,T63,T63,Seung-Yul Noh,71,1,43
94,T63,T63,Ryan Palmer,79,1,29
95,T63,T63,Jin Park,52,1,27
96,T63,T63,Carl Pettersson,82,1,30
97,T63,T63,D.A. Points,87,1,45
98,T63,T63,Dicky Pride,71,1,29
99,T63,T63,Tag Ridings,69,1,22
100,T63,T63,Andres Romero,63,1,27
101,T63,T63,Charl Schwartzel,69,1,17
102,T63,T63,Adam Scott,61,1,18
103,T63,T63,John Senden,79,1,36
104,T63,T63,Webb Simpson,92,1,23
105,T63,T63,Kevin Stadler,83,1,38
106,T63,T63,Brendan Steele,86,1,45
107,T63,T63,Shawn Stefani,63,1,19
108,T63,T63,Darron Stiles,51,1,27
109,T63,T63,Brian Stuard,78,1,31
110,T63,T63,Daniel Summerhays,83,1,33
111,T63,T63,Andrew Svoboda,46,1,13
112,T63,T63,Josh Teater,86,1,27
113,T63,T63,Nicholas Thompson,99,1,58
114,T63,T63,Bo Van Pelt,72,1,30
115,T63,T63,Johnson Wagner,64,1,37
116,T63,T63,Bubba Watson,76,1,28
117,T63,T63,Boo Weekley,100,1,58
118,T63,T63,Mike Weir,60,1,18
119,T63,T63,Lee Williams,62,1,26
120,T63,T63,Mark Wilson,56,1,32
