,Putting_from_3-5_RANK THIS WEEK,Putting_from_3-5_RANK LAST WEEK,Putting_from_3-5_PLAYER NAME,Putting_from_3-5_ROUNDS,Putting_from_3-5_% MADE,Putting_from_3-5_ATTEMPTS,Putting_from_3-5_PUTTS MADE
0,1,1,Greg Chalmers,77,95.34,236,225
1,2,2,David Lynn,70,94.3,193,182
2,3,3,Ian Poulter,59,93.13,160,149
3,4,4,Jeff Overton,78,92.55,282,261
4,5,5,Aaron Watkins,46,92.42,132,122
5,6,6,Brendan Steele,86,91.92,260,239
6,7,7,Andrew Svoboda,46,91.74,109,100
7,8,8,Hunter Mahan,91,91.67,228,209
8,9,9,Chris Stroud,88,91.64,287,263
9,T10,T10,Billy Horschel,96,91.52,283,259
10,T10,T10,Matt Kuchar,93,91.52,224,205
11,12,12,Steve Stricker,51,91.24,137,125
12,13,13,Stephen Ames,49,91.14,158,144
13,14,14,Patrick Reed,83,90.98,266,242
14,15,15,Brandt Jobe,62,90.91,176,160
15,16,16,Justin Leonard,86,90.84,251,228
16,17,17,Aaron Baddeley,68,90.75,227,206
17,T18,T18,Chris Kirk,89,90.55,275,249
18,T18,T18,Ben Kohles,75,90.55,201,182
19,20,20,Bryce Molder,82,90.54,222,201
20,21,21,Jonas Blixt,76,90.49,263,238
21,22,22,Johnson Wagner,64,90.48,189,171
22,T23,T23,Justin Bolli,59,90.36,166,150
23,T23,T23,Ryan Palmer,79,90.36,249,225
24,25,25,Bob Estes,66,90.34,207,187
25,26,26,Jim Herman,59,90.26,154,139
26,27,27,Michael Thompson,66,90.21,194,175
27,28,28,Peter Hanson,45,90.16,122,110
28,29,29,Bo Van Pelt,72,90.11,182,164
29,T30,T30,Rory McIlroy,56,90.0,150,135
30,T30,T30,Jin Park,52,90.0,160,144
31,T30,T30,Andres Romero,63,90.0,220,198
32,T33,T33,Brian Davis,91,89.86,296,266
33,T33,T33,Ernie Els,63,89.86,148,133
34,35,35,Scott Brown,65,89.81,206,185
35,36,36,Richard Lee,81,89.76,254,228
36,T37,T37,James Driscoll,76,89.66,203,182
37,T37,T37,Graeme McDowell,53,89.66,116,104
38,39,39,Nick Watney,88,89.61,231,207
39,40,40,Gary Woodland,94,89.56,297,266
40,41,41,Matt Every,89,89.44,284,254
41,42,42,Martin Kaymer,61,89.39,132,118
42,43,43,Phil Mickelson,78,89.22,204,182
43,44,44,Graham DeLaet,94,89.08,293,261
44,T45,T45,Ken Duke,87,89.06,265,236
45,T45,T45,Bobby Gates,49,89.06,128,114
46,47,47,Scott Langley,79,89.04,228,203
47,T48,T48,Brendon de Jonge,110,89.01,282,251
48,T48,T48,Charles Howell III,87,89.01,273,243
49,50,50,Rod Pampling,46,88.98,118,105
50,51,51,Freddie Jacobson,63,88.97,145,129
51,52,52,Robert Streb,75,88.94,208,185
52,53,53,Vaughn Taylor,50,88.8,125,111
53,54,54,Brandt Snedeker,79,88.79,214,190
54,55,55,Kevin Streelman,86,88.69,221,196
