,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Stephen Ames,49,0.0,,174,100.0
1,T1,T1,Stuart Appleby,88,0.0,,322,100.0
2,T1,T1,Ricky Barnes,74,0.0,,240,100.0
3,T1,T1,Charlie Beljan,62,0.0,,209,100.0
4,T1,T1,Jonas Blixt,76,0.0,,307,100.0
5,T1,T1,Justin Bolli,59,0.0,,188,100.0
6,T1,T1,Steven Bowditch,67,0.0,,274,100.0
7,T1,T1,Michael Bradley,56,0.0,,151,100.0
8,T1,T1,Keegan Bradley,88,0.0,,274,100.0
9,T1,T1,Scott Brown,65,0.0,,228,100.0
10,T1,T1,Ángel Cabrera,73,0.0,,206,100.0
11,T1,T1,Chad Campbell,78,0.0,,258,100.0
12,T1,T1,Roberto Castro,97,0.0,,364,100.0
13,T1,T1,Greg Chalmers,77,0.0,,277,100.0
14,T1,T1,K.J. Choi,85,0.0,,232,100.0
15,T1,T1,Stewart Cink,71,0.0,,198,100.0
16,T1,T1,Tim Clark,64,0.0,,201,100.0
17,T1,T1,Will Claxton,67,0.0,,211,100.0
18,T1,T1,Nicolas Colsaerts,50,0.0,,107,100.0
19,T1,T1,Ben Curtis,59,0.0,,184,100.0
20,T1,T1,Jason Day,86,0.0,,271,100.0
21,T1,T1,Brendon de Jonge,110,0.0,,358,100.0
22,T1,T1,Graham DeLaet,94,0.0,,290,100.0
23,T1,T1,Luke Donald,60,0.0,,193,100.0
24,T1,T1,James Driscoll,76,0.0,,241,100.0
25,T1,T1,Jason Dufner,78,0.0,,237,100.0
26,T1,T1,Ken Duke,87,0.0,,292,100.0
27,T1,T1,Ernie Els,63,0.0,,188,100.0
28,T1,T1,Harris English,95,0.0,,313,100.0
29,T1,T1,Derek Ernst,58,0.0,,185,100.0
30,T1,T1,Rickie Fowler,75,0.0,,237,100.0
31,T1,T1,Brad Fritsch,81,0.0,,253,100.0
32,T1,T1,Jim Furyk,80,0.0,,268,100.0
33,T1,T1,Tommy Gainey,84,0.0,,286,100.0
34,T1,T1,Scott Gardiner,61,0.0,,195,100.0
35,T1,T1,Robert Garrigus,69,0.0,,194,100.0
36,T1,T1,Bobby Gates,49,0.0,,139,100.0
37,T1,T1,Brian Gay,79,0.0,,354,100.0
38,T1,T1,Tom Gillis,69,0.0,,252,100.0
39,T1,T1,Lucas Glover,65,0.0,,215,100.0
40,T1,T1,Fabián Gómez,65,0.0,,206,100.0
41,T1,T1,Bill Haas,85,0.0,,244,100.0
42,T1,T1,Peter Hanson,45,0.0,,137,100.0
43,T1,T1,Padraig Harrington,52,0.0,,158,100.0
44,T1,T1,David Hearn,88,0.0,,298,100.0
45,T1,T1,J.J. Henry,83,0.0,,241,100.0
46,T1,T1,Jim Herman,59,0.0,,143,100.0
47,T1,T1,Tim Herron,45,0.0,,179,100.0
48,T1,T1,Charley Hoffman,84,0.0,,261,100.0
49,T1,T1,Morgan Hoffmann,64,0.0,,209,100.0
50,T1,T1,Billy Horschel,96,0.0,,290,100.0
51,T1,T1,Charles Howell III,87,0.0,,346,100.0
52,T1,T1,Trevor Immelman,73,0.0,,238,100.0
53,T1,T1,Freddie Jacobson,63,0.0,,194,100.0
54,T1,T1,Brandt Jobe,62,0.0,,188,100.0
55,T1,T1,Dustin Johnson,71,0.0,,205,100.0
56,T1,T1,Matt Jones,83,0.0,,303,100.0
57,T1,T1,Martin Kaymer,61,0.0,,143,100.0
58,T1,T1,Jerry Kelly,75,0.0,,261,100.0
59,T1,T1,Jason Kokrak,78,0.0,,308,100.0
60,T1,T1,Scott Langley,79,0.0,,264,100.0
61,T1,T1,Steve LeBrun,66,0.0,,189,100.0
62,T1,T1,Richard Lee,81,0.0,,260,100.0
63,T1,T1,Justin Leonard,86,0.0,,345,100.0
64,T1,T1,David Lingmerth,68,0.0,,237,100.0
65,T1,T1,Luke List,65,0.0,,213,100.0
66,T1,T1,David Lynn,70,0.0,,224,100.0
67,T1,T1,Hunter Mahan,91,0.0,,247,100.0
68,T1,T1,David Mathis,71,0.0,,217,100.0
69,T1,T1,Graeme McDowell,53,0.0,,147,100.0
70,T1,T1,William McGirt,75,0.0,,292,100.0
71,T1,T1,George McNeill,68,0.0,,230,100.0
72,T1,T1,Eric Meierdierks,48,0.0,,124,100.0
73,T1,T1,John Merrick,79,0.0,,259,100.0
74,T1,T1,Bryce Molder,82,0.0,,297,100.0
75,T1,T1,Henrik Norlander,70,0.0,,225,100.0
76,T1,T1,Sean O'Hair,56,0.0,,186,100.0
77,T1,T1,Jeff Overton,78,0.0,,289,100.0
78,T1,T1,Greg Owen,73,0.0,,241,100.0
79,T1,T1,Cameron Percy,68,0.0,,210,100.0
80,T1,T1,Scott Piercy,78,0.0,,250,100.0
81,T1,T1,Ian Poulter,59,0.0,,176,100.0
82,T1,T1,Alistair Presnell,59,0.0,,188,100.0
83,T1,T1,Dicky Pride,71,0.0,,229,100.0
84,T1,T1,Chez Reavie,72,0.0,,247,100.0
85,T1,T1,Patrick Reed,83,0.0,,310,100.0
86,T1,T1,Tag Ridings,69,0.0,,232,100.0
87,T1,T1,John Rollins,77,0.0,,257,100.0
88,T1,T1,Andres Romero,63,0.0,,229,100.0
89,T1,T1,Justin Rose,62,0.0,,176,100.0
90,T1,T1,Rory Sabbatini,86,0.0,,278,100.0
91,T1,T1,Charl Schwartzel,69,0.0,,184,100.0
92,T1,T1,Adam Scott,61,0.0,,161,100.0
93,T1,T1,John Senden,79,0.0,,220,100.0
94,T1,T1,Webb Simpson,92,0.0,,299,100.0
95,T1,T1,Scott Stallings,79,0.0,,260,100.0
96,T1,T1,Kyle Stanley,71,0.0,,209,100.0
97,T1,T1,Brendan Steele,86,0.0,,296,100.0
98,T1,T1,Shawn Stefani,63,0.0,,204,100.0
99,T1,T1,Henrik Stenson,65,0.0,,162,100.0
100,T1,T1,Darron Stiles,51,0.0,,178,100.0
101,T1,T1,Robert Streb,75,0.0,,229,100.0
102,T1,T1,Steve Stricker,51,0.0,,150,100.0
103,T1,T1,Chris Stroud,88,0.0,,346,100.0
104,T1,T1,Brian Stuard,78,0.0,,243,100.0
105,T1,T1,Daniel Summerhays,83,0.0,,318,100.0
106,T1,T1,Andrew Svoboda,46,0.0,,126,100.0
107,T1,T1,Vaughn Taylor,50,0.0,,171,100.0
108,T1,T1,Josh Teater,86,0.0,,253,100.0
109,T1,T1,Nicholas Thompson,99,0.0,,327,100.0
110,T1,T1,Michael Thompson,66,0.0,,211,100.0
111,T1,T1,David Toms,49,0.0,,124,100.0
112,T1,T1,D.J. Trahan,48,0.0,,154,100.0
113,T1,T1,Cameron Tringale,80,0.0,,300,100.0
114,T1,T1,Johnson Wagner,64,0.0,,176,100.0
115,T1,T1,Aaron Watkins,46,0.0,,145,100.0
116,T1,T1,Nick Watney,88,0.0,,245,100.0
117,T1,T1,Bubba Watson,76,0.0,,202,100.0
118,T1,T1,Mike Weir,60,0.0,,228,100.0
119,T1,T1,Charlie Wi,75,0.0,,280,100.0
120,T1,T1,Lee Williams,62,0.0,,223,100.0
121,T1,T1,Mark Wilson,56,0.0,,176,100.0
122,T1,T1,Gary Woodland,94,0.0,,304,100.0
123,T1,T1,Y.E. Yang,56,0.0,,174,100.0
124,125,125,Brian Davis,91,0.28,1.0,355,99.7
125,126,126,Chris Kirk,89,0.3,1.0,335,99.7
126,127,127,Brian Harman,89,0.31,1.0,324,99.6
127,T128,T128,Martin Flores,83,0.32,1.0,315,99.6
128,T128,T128,Boo Weekley,100,0.32,1.0,316,99.6
129,T130,T130,Matt Kuchar,93,0.34,1.0,295,99.6
130,T130,T130,Jimmy Walker,84,0.34,1.0,290,99.6
131,T132,T132,John Huh,88,0.35,1.0,284,99.6
132,T132,T132,Jordan Spieth,82,0.35,1.0,286,99.6
133,T134,T134,Bob Estes,66,0.36,1.0,277,99.6
134,T134,T134,Ryan Palmer,79,0.36,1.0,275,99.6
135,T136,T136,Sangmoon Bae,83,0.37,1.0,267,99.6
136,T136,T136,Marc Leishman,77,0.37,1.0,270,99.6
