,3-Putt_Avoidance_-_10-15_RANK THIS WEEK,3-Putt_Avoidance_-_10-15_RANK LAST WEEK,3-Putt_Avoidance_-_10-15_PLAYER NAME,3-Putt_Avoidance_-_10-15_ROUNDS,3-Putt_Avoidance_-_10-15_%,3-Putt_Avoidance_-_10-15_TOTAL 3 PUTTS,3-Putt_Avoidance_-_10-15_ATTEMPTS,3-Putt_Avoidance_-_10-15_2 PUTT OR BETTER %
0,T1,T1,Scott Brown,65,0.0,,138,100.0
1,T1,T1,Greg Chalmers,77,0.0,,193,100.0
2,T1,T1,Jason Day,86,0.0,,148,100.0
3,T1,T1,Luke Donald,60,0.0,,113,100.0
4,T1,T1,Ernie Els,63,0.0,,133,100.0
5,T1,T1,Derek Ernst,58,0.0,,146,100.0
6,T1,T1,Jim Furyk,80,0.0,,169,100.0
7,T1,T1,Sergio Garcia,65,0.0,,122,100.0
8,T1,T1,Tom Gillis,69,0.0,,156,100.0
9,T1,T1,Lucas Glover,65,0.0,,129,100.0
10,T1,T1,Luke Guthrie,82,0.0,,168,100.0
11,T1,T1,Bill Haas,85,0.0,,196,100.0
12,T1,T1,Brian Harman,89,0.0,,194,100.0
13,T1,T1,Padraig Harrington,52,0.0,,98,100.0
14,T1,T1,J.J. Henry,83,0.0,,200,100.0
15,T1,T1,Brandt Jobe,62,0.0,,137,100.0
16,T1,T1,Dustin Johnson,71,0.0,,144,100.0
17,T1,T1,Colt Knost,69,0.0,,142,100.0
18,T1,T1,Ben Kohles,75,0.0,,191,100.0
19,T1,T1,Matt Kuchar,93,0.0,,180,100.0
20,T1,T1,Justin Leonard,86,0.0,,184,100.0
21,T1,T1,Graeme McDowell,53,0.0,,111,100.0
22,T1,T1,Phil Mickelson,78,0.0,,158,100.0
23,T1,T1,Ryan Palmer,79,0.0,,193,100.0
24,T1,T1,Rod Pampling,46,0.0,,92,100.0
25,T1,T1,Dicky Pride,71,0.0,,142,100.0
26,T1,T1,Justin Rose,62,0.0,,122,100.0
27,T1,T1,Brandt Snedeker,79,0.0,,160,100.0
28,T1,T1,Brendan Steele,86,0.0,,189,100.0
29,T1,T1,Robert Streb,75,0.0,,175,100.0
30,T1,T1,Chris Stroud,88,0.0,,192,100.0
31,T1,T1,Andrew Svoboda,46,0.0,,86,100.0
32,T1,T1,Vaughn Taylor,50,0.0,,102,100.0
33,T1,T1,Michael Thompson,66,0.0,,123,100.0
34,T1,T1,David Toms,49,0.0,,71,100.0
35,T1,T1,Aaron Watkins,46,0.0,,103,100.0
36,T1,T1,Bubba Watson,76,0.0,,157,100.0
37,T1,T1,Mark Wilson,56,0.0,,122,100.0
38,T1,T1,Gary Woodland,94,0.0,,253,100.0
39,T1,T1,Y.E. Yang,56,0.0,,106,100.0
40,41,41,Brendon de Jonge,110,0.36,1.0,275,99.6
41,T42,T42,Harris English,95,0.44,1.0,229,99.5
42,T42,T42,Billy Horschel,96,0.44,1.0,229,99.5
43,T44,T44,Brian Davis,91,0.48,1.0,208,99.5
44,T44,T44,Brad Fritsch,81,0.48,1.0,210,99.5
45,T44,T44,William McGirt,75,0.48,1.0,209,99.5
46,T44,T44,Nick Watney,88,0.48,1.0,209,99.5
47,48,48,Patrick Reed,83,0.49,1.0,206,99.5
48,T49,T49,Charley Hoffman,84,0.5,1.0,200,99.5
49,T49,T49,Daniel Summerhays,83,0.5,1.0,202,99.5
50,51,51,Martin Flores,83,0.51,1.0,195,99.4
51,T52,T52,Ricky Barnes,74,0.53,1.0,187,99.4
52,T52,T52,Kevin Streelman,86,0.53,1.0,188,99.4
53,54,54,Zach Johnson,84,0.54,1.0,186,99.4
54,55,55,Jeff Overton,78,0.55,1.0,183,99.4
55,56,56,David Mathis,71,0.56,1.0,179,99.4
56,57,57,Brian Stuard,78,0.58,1.0,171,99.4
57,T58,T58,George McNeill,68,0.6,1.0,168,99.4
58,T58,T58,Greg Owen,73,0.6,1.0,166,99.4
59,T60,T60,Fabián Gómez,65,0.61,1.0,163,99.3
60,T60,T60,David Lynn,70,0.61,1.0,163,99.3
61,T62,T62,Bud Cauley,67,0.62,1.0,161,99.3
62,T62,T62,Hunter Mahan,91,0.62,1.0,162,99.3
63,T64,T64,Trevor Immelman,73,0.63,1.0,160,99.3
64,T64,T64,David Lingmerth,68,0.63,1.0,160,99.3
65,T64,T64,Kyle Stanley,71,0.63,1.0,160,99.3
66,T67,T67,Jonas Blixt,76,0.64,1.0,157,99.3
67,T67,T67,Cameron Percy,68,0.64,1.0,157,99.3
68,T67,T67,Tag Ridings,69,0.64,1.0,156,99.3
69,T70,T70,Aaron Baddeley,68,0.65,1.0,153,99.3
70,T70,T70,Sean O'Hair,56,0.65,1.0,154,99.3
71,T72,T72,Bob Estes,66,0.66,1.0,151,99.3
72,T72,T72,Bo Van Pelt,72,0.66,1.0,152,99.3
73,74,74,K.J. Choi,85,0.67,1.0,149,99.3
74,T75,T75,Ángel Cabrera,73,0.68,1.0,147,99.3
75,T75,T75,Scott Gardiner,61,0.68,1.0,146,99.3
76,T75,T75,Morgan Hoffmann,64,0.68,1.0,147,99.3
77,T75,T75,Seung-Yul Noh,71,0.68,1.0,148,99.3
78,T75,T75,John Senden,79,0.68,1.0,146,99.3
79,80,80,D.H. Lee,65,0.69,1.0,144,99.3
80,81,81,Steven Bowditch,67,0.7,1.0,143,99.3
81,82,82,Ryan Moore,72,0.72,1.0,138,99.2
82,83,83,Mike Weir,60,0.74,1.0,136,99.2
83,T84,T84,Steve LeBrun,66,0.77,1.0,130,99.2
84,T84,T84,Lee Williams,62,0.77,1.0,130,99.2
85,T86,T86,Ben Crane,62,0.79,1.0,126,99.2
86,T86,T86,Shawn Stefani,63,0.79,1.0,127,99.2
87,T88,T88,Justin Bolli,59,0.81,1.0,123,99.1
88,T88,T88,Luke List,65,0.81,1.0,123,99.1
89,T88,T88,Alistair Presnell,59,0.81,1.0,124,99.1
90,T91,T91,Graham DeLaet,94,0.85,2.0,234,99.1
91,T91,T91,Freddie Jacobson,63,0.85,1.0,117,99.1
92,T93,T93,Tim Clark,64,0.87,1.0,115,99.1
93,T93,T93,Chris Kirk,89,0.87,2.0,231,99.1
94,T95,T95,Roberto Castro,97,0.88,2.0,228,99.1
95,T95,T95,Ben Curtis,59,0.88,1.0,114,99.1
96,97,97,Darron Stiles,51,0.91,1.0,110,99.0
97,98,98,Michael Bradley,56,0.92,1.0,109,99.0
98,99,99,Henrik Stenson,65,0.93,1.0,107,99.0
99,100,100,Jimmy Walker,84,0.96,2.0,209,99.0
100,T101,T101,Stuart Appleby,88,0.99,2.0,202,99.0
101,T101,T101,John Merrick,79,0.99,2.0,202,99.0
102,T103,T103,Bobby Gates,49,1.01,1.0,99,98.9
103,T103,T103,David Hearn,88,1.01,2.0,199,98.9
104,105,105,Scott Langley,79,1.02,2.0,197,98.9
105,T106,T106,Keegan Bradley,88,1.04,2.0,193,98.9
106,T106,T106,Rory McIlroy,56,1.04,1.0,96,98.9
107,108,108,Rory Sabbatini,86,1.05,2.0,191,98.9
108,109,109,Kevin Chappell,80,1.06,2.0,188,98.9
109,110,110,Charles Howell III,87,1.08,2.0,186,98.9
110,111,111,Chad Campbell,78,1.1,2.0,181,98.9
111,T112,T112,Chez Reavie,72,1.11,2.0,180,98.8
