,Putts_per_Round_-_Round_1_RANK THIS WEEK,Putts_per_Round_-_Round_1_RANK LAST WEEK,Putts_per_Round_-_Round_1_PLAYER NAME,Putts_per_Round_-_Round_1_AVG,Putts_per_Round_-_Round_1_TOTAL PUTTS,Putts_per_Round_-_Round_1_TOTAL ROUNDS
0,1,1,Brian Gay,27.33,656,24
1,2,2,Aaron Baddeley,27.52,633,23
2,3,3,Morgan Hoffmann,27.95,559,20
3,4,4,Luke Donald,28.06,449,16
4,5,5,Chris Kirk,28.08,674,24
5,6,6,Brandt Snedeker,28.09,646,23
6,7,7,Freddie Jacobson,28.11,506,18
7,8,8,Jonas Blixt,28.21,677,24
8,9,9,Bryce Molder,28.26,650,23
9,10,10,Chris Stroud,28.27,735,26
10,11,11,Charlie Wi,28.32,623,22
11,12,12,Greg Chalmers,28.33,680,24
12,13,13,Jerry Kelly,28.36,624,22
13,14,14,Mike Weir,28.38,596,21
14,15,15,Vaughn Taylor,28.4,426,15
15,16,16,Jimmy Walker,28.42,682,24
16,17,17,Lee Williams,28.43,597,21
17,T18,T18,Kevin Chappell,28.46,683,24
18,T18,T18,Justin Leonard,28.46,683,24
19,20,20,Bob Estes,28.5,513,18
20,21,21,Tiger Woods,28.53,428,15
21,T22,T22,Roberto Castro,28.55,828,29
22,T22,T22,James Driscoll,28.55,628,22
23,T24,T24,David Hearn,28.58,743,26
24,T24,T24,Daniel Summerhays,28.58,743,26
25,26,26,Dicky Pride,28.59,629,22
26,T27,T27,Peter Hanson,28.62,372,13
27,T27,T27,Casey Wittenberg,28.62,744,26
28,29,29,Matt Jones,28.63,687,24
29,T30,T30,Jason Day,28.65,573,20
30,T30,T30,Fabián Gómez,28.65,659,23
31,T32,T32,Jeff Overton,28.67,688,24
32,T32,T32,Steve Stricker,28.67,344,12
33,T32,T32,D.J. Trahan,28.67,430,15
34,35,35,Sergio Garcia,28.69,459,16
35,T36,T36,Jason Bohn,28.7,660,23
36,T36,T36,Andres Romero,28.7,574,20
37,38,38,Patrick Reed,28.73,747,26
38,39,39,Charley Hoffman,28.74,661,23
39,40,40,Justin Rose,28.75,460,16
40,T41,T41,Steven Bowditch,28.76,604,21
41,T41,T41,Rickie Fowler,28.76,604,21
42,T41,T41,Phil Mickelson,28.76,604,21
43,T41,T41,Alistair Presnell,28.76,604,21
44,45,45,Matt Every,28.79,806,28
45,T46,T46,Tim Herron,28.8,432,15
46,T46,T46,Ian Poulter,28.8,432,15
47,48,48,Luke Guthrie,28.81,778,27
48,T49,T49,Russell Henley,28.83,663,23
49,T49,T49,Aaron Watkins,28.83,519,18
50,51,51,Cameron Percy,28.85,577,20
51,52,52,Brian Davis,28.86,808,28
52,53,53,Carl Pettersson,28.87,664,23
53,T54,T54,Troy Matteson,28.91,665,23
54,T54,T54,Chez Reavie,28.91,636,22
55,T56,T56,Stuart Appleby,28.92,694,24
56,T56,T56,James Hahn,28.92,723,25
57,T56,T56,Billy Horschel,28.92,752,26
58,T56,T56,Colt Knost,28.92,694,24
59,T60,T60,Matt Kuchar,28.95,637,22
60,T60,T60,Jeff Maggert,28.95,579,20
61,T62,T62,Ben Crane,29.0,580,20
62,T62,T62,Ken Duke,29.0,812,28
63,T62,T62,Ryan Moore,29.0,609,21
64,T62,T62,Rod Pampling,29.0,435,15
65,66,66,Brendon de Jonge,29.03,871,30
66,T67,T67,Tag Ridings,29.04,668,23
67,T67,T67,Scott Stallings,29.04,784,27
68,69,69,Jason Dufner,29.05,610,21
69,70,70,Lee Westwood,29.06,523,18
70,71,71,Padraig Harrington,29.07,436,15
71,T72,T72,Seung-Yul Noh,29.08,698,24
72,T72,T72,Webb Simpson,29.08,698,24
73,T74,T74,Zach Johnson,29.09,669,23
74,T74,T74,Ryan Palmer,29.09,640,22
75,T76,T76,Scott Brown,29.1,611,21
76,T76,T76,Shawn Stefani,29.1,582,20
77,T78,T78,Charles Howell III,29.12,728,25
78,T78,T78,Brendan Steele,29.12,728,25
79,80,80,Graeme McDowell,29.13,437,15
80,81,81,Jason Kokrak,29.16,729,25
81,T82,T82,Stephen Ames,29.17,525,18
82,T82,T82,William McGirt,29.17,700,24
83,T84,T84,Brian Harman,29.18,817,28
84,T84,T84,Doug LaBelle II,29.18,642,22
85,T84,T84,Michael Thompson,29.18,642,22
86,87,87,Sangmoon Bae,29.19,759,26
87,T88,T88,Tommy Gainey,29.21,818,28
88,T88,T88,Geoff Ogilvy,29.21,555,19
89,T88,T88,D.A. Points,29.21,818,28
90,T88,T88,Robert Streb,29.21,701,24
91,92,92,Camilo Villegas,29.23,643,22
92,93,93,Martin Flores,29.24,731,25
93,94,94,Richard Lee,29.26,673,23
94,95,95,Charl Schwartzel,29.28,527,18
95,96,96,"Ted Potter, Jr.",29.29,615,21
96,97,97,Johnson Wagner,29.3,674,23
97,T98,T98,Ernie Els,29.33,528,18
98,T98,T98,Ben Kohles,29.33,704,24
99,T98,T98,David Lynn,29.33,616,21
100,T98,T98,Hunter Mahan,29.33,704,24
101,T102,T102,Marc Leishman,29.35,675,23
102,T102,T102,Jordan Spieth,29.35,675,23
103,104,104,Sean O'Hair,29.36,646,22
104,105,105,Scott Langley,29.38,764,26
105,106,106,Ryo Ishikawa,29.41,647,22
106,T107,T107,Harris English,29.42,765,26
107,T107,T107,Y.E. Yang,29.42,559,19
108,109,109,Gary Woodland,29.44,736,25
109,110,110,Bill Haas,29.46,707,24
110,T111,T111,Tim Clark,29.47,560,19
111,T111,T111,Bobby Gates,29.47,560,19
112,T111,T111,Robert Karlsson,29.47,501,17
113,T111,T111,Jin Park,29.47,560,19
114,T115,T115,K.J. Choi,29.48,678,23
115,T115,T115,Brad Fritsch,29.48,678,23
116,T115,T115,Trevor Immelman,29.48,678,23
117,T115,T115,Scott Piercy,29.48,678,23
118,T115,T115,Rory Sabbatini,29.48,737,25
119,120,120,Nicholas Thompson,29.52,856,29
120,T121,T121,Keegan Bradley,29.54,709,24
121,T121,T121,John Huh,29.54,827,28
122,123,123,David Toms,29.57,414,14
123,T124,T124,Graham DeLaet,29.58,769,26
124,T124,T124,Cameron Tringale,29.58,710,24
125,T126,T126,Chad Campbell,29.63,711,24
126,T126,T126,Andrew Svoboda,29.63,474,16
127,128,128,Josh Teater,29.65,682,23
128,T129,T129,Jim Furyk,29.67,623,21
129,T129,T129,Tom Gillis,29.67,623,21
130,T129,T129,Kevin Stadler,29.67,712,24
131,T132,T132,J.J. Henry,29.68,742,25
132,T132,T132,Kevin Streelman,29.68,742,25
133,134,134,John Rollins,29.7,683,23
134,T135,T135,Robert Garrigus,29.71,624,21
135,T135,T135,George McNeill,29.71,624,21
136,T135,T135,Bo Van Pelt,29.71,624,21
137,138,138,Nick Watney,29.72,743,25
138,T139,T139,Luke List,29.74,684,23
139,T139,T139,David Mathis,29.74,684,23
140,T139,T139,Darron Stiles,29.74,565,19
141,142,142,Martin Kaymer,29.75,476,16
142,T143,T143,Will Claxton,29.78,685,23
143,T143,T143,Jim Herman,29.78,536,18
144,T145,T145,Charlie Beljan,29.83,716,24
145,T145,T145,Brandt Jobe,29.83,537,18
146,T145,T145,David Lingmerth,29.83,686,23
147,T148,T148,Justin Bolli,29.86,657,22
148,T148,T148,Scott Gardiner,29.86,657,22
149,150,150,Adam Scott,29.87,448,15
150,151,151,Steve LeBrun,29.9,598,20
151,152,152,Brian Stuard,29.92,718,24
152,T153,T153,Ángel Cabrera,29.95,629,21
153,T153,T153,Dustin Johnson,29.95,629,21
154,T153,T153,Pat Perez,29.95,629,21
155,T156,T156,Erik Compton,30.0,720,24
156,T156,T156,Martin Laird,30.0,630,21
157,T156,T156,Henrik Stenson,30.0,510,17
158,T159,T159,Ricky Barnes,30.04,751,25
159,T159,T159,John Merrick,30.04,691,23
160,T161,T161,Ben Curtis,30.05,571,19
161,T161,T161,D.H. Lee,30.05,661,22
162,T163,T163,Justin Hicks,30.13,723,24
163,T163,T163,John Senden,30.13,723,24
164,T165,T165,Derek Ernst,30.14,633,21
165,T165,T165,Henrik Norlander,30.14,633,21
166,T167,T167,Robert Allenby,30.26,696,23
167,T167,T167,Boo Weekley,30.26,817,27
168,169,169,Eric Meierdierks,30.28,545,18
169,170,170,Mark Wilson,30.33,546,18
170,171,171,Bud Cauley,30.35,698,23
171,172,172,Greg Owen,30.39,699,23
172,173,173,Bubba Watson,30.45,609,20
173,174,174,Rory McIlroy,30.47,457,15
174,175,175,Nicolas Colsaerts,30.5,488,16
175,176,176,Lucas Glover,30.57,703,23
176,177,177,Stewart Cink,30.64,674,22
177,178,178,Michael Bradley,30.65,613,20
178,179,179,Kyle Stanley,30.96,743,24
179,180,180,Vijay Singh,31.26,594,19
