,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Lucas Glover,65,1.0,65,65
1,2,2,Geoff Ogilvy,57,0.95,54,57
2,3,3,Kyle Stanley,71,0.93,66,71
3,4,4,Eric Meierdierks,48,0.91,42,46
4,5,5,Vijay Singh,61,0.9,55,61
5,6,6,Jim Herman,59,0.89,49,55
6,7,7,Robert Karlsson,56,0.88,46,52
7,8,8,Michael Bradley,56,0.83,43,52
8,T9,T9,Luke Guthrie,82,0.8,66,82
9,T9,T9,"Ted Potter, Jr.",65,0.8,49,61
10,11,11,Rory Sabbatini,86,0.79,65,82
11,12,12,Boo Weekley,100,0.78,78,100
12,T13,T13,Nicolas Colsaerts,50,0.77,36,47
13,T13,T13,Jason Dufner,78,0.77,59,77
14,T15,T15,Martin Kaymer,61,0.76,44,58
15,T15,T15,Greg Owen,73,0.76,54,71
16,T15,T15,Nick Watney,88,0.76,65,86
17,18,18,Sangmoon Bae,83,0.75,62,83
18,19,19,Luke List,65,0.74,45,61
19,T20,T20,Charlie Beljan,62,0.73,45,62
20,T20,T20,Will Claxton,67,0.73,46,63
21,T20,T20,John Huh,88,0.73,64,88
22,T23,T23,Jin Park,52,0.72,36,50
23,T23,T23,Alistair Presnell,59,0.72,41,57
24,T25,T25,Ángel Cabrera,73,0.71,52,73
25,T25,T25,Justin Hicks,79,0.71,53,75
26,T25,T25,Jeff Maggert,63,0.71,45,63
27,T28,T28,Kevin Chappell,80,0.7,56,80
28,T28,T28,Stewart Cink,71,0.7,50,71
29,T28,T28,Ryo Ishikawa,72,0.7,49,70
30,T28,T28,Henrik Stenson,65,0.7,45,64
31,T28,T28,Johnson Wagner,64,0.7,42,60
32,T33,T33,Martin Laird,68,0.69,47,68
33,T33,T33,Steve LeBrun,66,0.69,43,62
34,T33,T33,Ryan Moore,72,0.69,49,71
35,36,36,Nicholas Thompson,99,0.68,67,99
36,T37,T37,Ben Curtis,59,0.67,38,57
37,T37,T37,Graham DeLaet,94,0.67,63,94
38,T37,T37,Trevor Immelman,73,0.67,46,69
39,T37,T37,Jason Kokrak,78,0.67,52,78
40,T37,T37,Justin Rose,62,0.67,40,60
41,42,42,Justin Bolli,59,0.65,36,55
42,T43,T43,Matt Every,89,0.64,57,89
43,T43,T43,Rory McIlroy,56,0.64,35,55
44,T43,T43,Seung-Yul Noh,71,0.64,43,67
45,T43,T43,D.A. Points,87,0.64,56,87
46,T43,T43,Lee Westwood,70,0.64,44,69
47,T48,T48,Robert Allenby,58,0.63,35,56
48,T48,T48,Charley Hoffman,84,0.63,53,84
49,T48,T48,Dustin Johnson,71,0.63,44,70
50,T48,T48,David Lingmerth,68,0.63,43,68
51,T48,T48,Darron Stiles,51,0.63,31,49
52,T48,T48,Mark Wilson,56,0.63,33,52
53,T54,T54,Brad Fritsch,81,0.62,48,77
54,T54,T54,Tom Gillis,69,0.62,40,65
55,T54,T54,D.H. Lee,65,0.62,40,65
56,T54,T54,Henrik Norlander,70,0.62,42,68
57,T54,T54,John Senden,79,0.62,48,78
58,T59,T59,Erik Compton,74,0.61,45,74
59,T59,T59,Martin Flores,83,0.61,51,83
60,T59,T59,Tommy Gainey,84,0.61,51,84
61,T59,T59,Marc Leishman,77,0.61,47,77
62,T59,T59,David Mathis,71,0.61,41,67
63,T59,T59,Sean O'Hair,56,0.61,34,56
64,T59,T59,Michael Thompson,66,0.61,40,66
65,T59,T59,D.J. Trahan,48,0.61,28,46
66,T59,T59,Bo Van Pelt,72,0.61,43,70
67,T68,T68,Ricky Barnes,74,0.6,42,70
68,T68,T68,George McNeill,68,0.6,41,68
69,T68,T68,Scott Piercy,78,0.6,45,75
70,T68,T68,Bubba Watson,76,0.6,44,73
71,T72,T72,Chad Campbell,78,0.59,45,76
72,T72,T72,Bud Cauley,67,0.59,37,63
73,T72,T72,Ken Duke,87,0.59,51,87
74,T72,T72,Ben Kohles,75,0.59,42,71
75,T72,T72,Patrick Reed,83,0.59,49,83
76,T72,T72,Brendan Steele,86,0.59,48,82
77,T72,T72,David Toms,49,0.59,26,44
78,T79,T79,K.J. Choi,85,0.58,49,84
79,T79,T79,Scott Gardiner,61,0.58,34,59
80,T81,T81,Ben Crane,62,0.57,33,58
81,T81,T81,Harris English,95,0.57,54,95
82,T81,T81,Brandt Jobe,62,0.57,33,58
83,T81,T81,Graeme McDowell,53,0.57,28,49
84,T81,T81,Kevin Stadler,83,0.57,45,79
85,T81,T81,Scott Stallings,79,0.57,45,79
86,T81,T81,Vaughn Taylor,50,0.57,26,46
87,T88,T88,Tim Herron,45,0.56,25,45
88,T88,T88,Morgan Hoffmann,64,0.56,36,64
89,T88,T88,Hunter Mahan,91,0.56,48,85
90,T88,T88,Jordan Spieth,82,0.56,46,82
91,T88,T88,Josh Teater,86,0.56,46,82
92,T88,T88,Cameron Tringale,80,0.56,45,80
93,T94,T94,Stuart Appleby,88,0.55,46,84
94,T94,T94,Steven Bowditch,67,0.55,36,65
95,T94,T94,Russell Henley,80,0.55,43,78
96,T94,T94,Pat Perez,69,0.55,38,69
