,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Steve Stricker,51,52.51,219,115
1,2,2,David Hearn,88,52.43,515,270
2,3,3,Doug LaBelle II,72,50.82,429,218
3,4,4,Brian Gay,79,50.53,469,237
4,5,5,Richard Lee,81,50.4,494,249
5,6,6,Russell Henley,80,50.22,452,227
6,T7,T7,Greg Chalmers,77,50.0,496,248
7,T7,T7,Luke Donald,60,50.0,320,160
8,9,9,Billy Horschel,96,49.83,606,302
9,10,10,Freddie Jacobson,63,49.69,324,161
10,11,11,K.J. Choi,85,49.53,422,209
11,12,12,Sangmoon Bae,83,49.33,519,256
12,T13,T13,Vaughn Taylor,50,48.94,284,139
13,T13,T13,Tiger Woods,61,48.94,282,138
14,15,15,Bryce Molder,82,48.81,461,225
15,16,16,Jason Dufner,78,48.75,439,214
16,17,17,Brandt Snedeker,79,48.58,387,188
17,18,18,James Driscoll,76,48.53,443,215
18,19,19,Shawn Stefani,63,48.52,338,164
19,20,20,Rickie Fowler,75,48.18,413,199
20,21,21,Jason Day,86,47.92,384,184
21,22,22,Tom Gillis,69,47.88,401,192
22,23,23,Chris Kirk,89,47.81,594,284
23,24,24,Morgan Hoffmann,64,47.7,392,187
24,25,25,Charl Schwartzel,69,47.69,432,206
25,26,26,Kevin Streelman,86,47.67,472,225
26,27,27,Jeff Overton,78,47.65,533,254
27,28,28,Phil Mickelson,78,47.64,403,192
28,29,29,Casey Wittenberg,72,47.61,418,199
29,30,30,Jimmy Walker,84,47.58,557,265
30,31,31,Ben Crane,62,47.51,381,181
31,32,32,Colt Knost,69,47.43,369,175
32,33,33,Steve LeBrun,66,47.37,399,189
33,34,34,Ryan Moore,72,47.33,374,177
34,35,35,William McGirt,75,47.27,476,225
35,36,36,Alistair Presnell,59,47.26,328,155
36,T37,T37,Jerry Kelly,75,47.25,436,206
37,T37,T37,Cameron Percy,68,47.25,400,189
38,39,39,John Huh,88,47.2,517,244
39,40,40,Webb Simpson,92,47.19,462,218
40,41,41,Aaron Watkins,46,47.11,242,114
41,42,42,David Toms,49,47.03,219,103
42,43,43,Brian Davis,91,46.99,598,281
43,44,44,Martin Kaymer,61,46.95,279,131
44,45,45,Fabián Gómez,65,46.91,405,190
45,T46,T46,Matt Kuchar,93,46.9,467,219
46,T46,T46,Chris Stroud,88,46.9,533,250
47,48,48,David Lynn,70,46.89,386,181
48,49,49,Mike Weir,60,46.78,342,160
49,50,50,Henrik Stenson,65,46.76,293,137
50,51,51,Scott Stallings,79,46.71,501,234
51,T52,T52,Erik Compton,74,46.68,452,211
52,T52,T52,Hunter Mahan,91,46.68,437,204
53,54,54,Patrick Reed,83,46.53,518,241
54,55,55,Steven Bowditch,67,46.4,375,174
55,56,56,Jason Bohn,70,46.37,496,230
56,57,57,Peter Hanson,45,46.33,259,120
57,58,58,Daniel Summerhays,83,46.31,529,245
58,59,59,"Ted Potter, Jr.",65,46.23,398,184
59,60,60,Andres Romero,63,46.15,377,174
60,T61,T61,Stephen Ames,49,46.08,293,135
61,T61,T61,Sergio Garcia,65,46.08,293,135
62,T63,T63,Aaron Baddeley,68,46.03,365,168
63,T63,T63,Cameron Tringale,80,46.03,517,238
64,65,65,Rory Sabbatini,86,45.94,529,243
65,T66,T66,Harris English,95,45.8,572,262
66,T66,T66,Troy Matteson,68,45.8,393,180
67,68,68,Ian Poulter,59,45.78,249,114
68,69,69,Ryan Palmer,79,45.77,485,222
69,70,70,Martin Laird,68,45.71,385,176
70,71,71,Brian Stuard,78,45.69,418,191
71,72,72,Camilo Villegas,79,45.68,440,201
72,73,73,Keegan Bradley,88,45.66,484,221
73,74,74,Matt Jones,83,45.61,467,213
74,T75,T75,Dicky Pride,71,45.59,397,181
75,T75,T75,Charlie Wi,75,45.59,476,217
76,77,77,Justin Leonard,86,45.55,483,220
77,78,78,Gary Woodland,94,45.5,633,288
78,79,79,Brendan Steele,86,45.44,493,224
79,80,80,David Lingmerth,68,45.41,425,193
80,81,81,Bill Haas,85,45.4,500,227
81,82,82,Y.E. Yang,56,45.39,282,128
82,83,83,Justin Rose,62,45.37,313,142
83,84,84,George McNeill,68,45.28,466,211
84,85,85,Luke Guthrie,82,45.25,442,200
85,86,86,Luke List,65,45.19,343,155
86,87,87,Chez Reavie,72,45.18,467,211
87,88,88,Bubba Watson,76,45.16,434,196
88,89,89,Marc Leishman,77,45.13,421,190
89,90,90,Tommy Gainey,84,45.12,574,259
90,91,91,Brian Harman,89,45.09,499,225
91,92,92,Charlie Beljan,62,45.08,386,174
92,93,93,Jason Kokrak,78,45.02,462,208
93,T94,T94,Charles Howell III,87,45.0,500,225
94,T94,T94,Zach Johnson,84,45.0,440,198
95,96,96,D.A. Points,87,44.92,472,212
96,97,97,Rory McIlroy,56,44.91,285,128
97,98,98,Stuart Appleby,88,44.9,510,229
98,99,99,D.H. Lee,65,44.84,397,178
