,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,Justin Bolli,25.75,103,4
1,2,2,Mike Weir,26.57,186,7
2,3,3,Brian Gay,26.63,426,16
3,4,4,Y.E. Yang,27.33,246,9
4,5,5,Jason Bohn,27.42,329,12
5,6,6,Bryce Molder,27.53,468,17
6,7,7,Jordan Spieth,27.61,497,18
7,8,8,Doug LaBelle II,27.69,360,13
8,9,9,Ian Poulter,27.73,305,11
9,10,10,Aaron Baddeley,27.8,278,10
10,11,11,Jason Day,27.85,557,20
11,12,12,Matt Jones,27.88,474,17
12,13,13,Jonas Blixt,27.92,363,13
13,14,14,Rickie Fowler,27.93,419,15
14,15,15,Cameron Tringale,27.94,447,16
15,16,16,Aaron Watkins,28.0,84,3
16,T17,T17,Steven Bowditch,28.09,309,11
17,T17,T17,Billy Horschel,28.09,618,22
18,T17,T17,Robert Streb,28.09,309,11
19,T20,T20,Keegan Bradley,28.11,534,19
20,T20,T20,Charles Howell III,28.11,506,18
21,22,22,Chris Stroud,28.12,478,17
22,23,23,Vaughn Taylor,28.13,225,8
23,T24,T24,Greg Chalmers,28.15,366,13
24,T24,T24,John Rollins,28.15,366,13
25,26,26,D.A. Points,28.2,423,15
26,27,27,Andres Romero,28.22,254,9
27,28,28,Bob Estes,28.27,424,15
28,29,29,Ryan Palmer,28.29,481,17
29,30,30,Jeff Overton,28.31,453,16
30,31,31,"Ted Potter, Jr.",28.33,255,9
31,32,32,David Hearn,28.35,482,17
32,T33,T33,Patrick Reed,28.36,397,14
33,T33,T33,Shawn Stefani,28.36,312,11
34,T35,T35,James Driscoll,28.38,369,13
35,T35,T35,Martin Laird,28.38,369,13
36,T35,T35,William McGirt,28.38,369,13
37,38,38,Tommy Gainey,28.42,341,12
38,T39,T39,Matt Kuchar,28.43,597,21
39,T39,T39,D.J. Trahan,28.43,199,7
40,T41,T41,Scott Brown,28.45,313,11
41,T41,T41,Morgan Hoffmann,28.45,313,11
42,T43,T43,Brian Harman,28.5,399,14
43,T43,T43,Eric Meierdierks,28.5,114,4
44,45,45,Camilo Villegas,28.53,428,15
45,46,46,David Lynn,28.54,371,13
46,47,47,Michael Thompson,28.55,314,11
47,48,48,Martin Flores,28.56,457,16
48,49,49,Dustin Johnson,28.57,400,14
49,50,50,Brian Davis,28.59,486,17
50,51,51,Jerry Kelly,28.6,429,15
51,52,52,David Toms,28.63,229,8
52,53,53,Tim Clark,28.64,315,11
53,T54,T54,Marc Leishman,28.67,430,15
54,T54,T54,Graeme McDowell,28.67,258,9
55,56,56,Webb Simpson,28.68,545,19
56,T57,T57,Martin Kaymer,28.69,373,13
