,Putts_Made_Per_Event_Over_20_RANK THIS WEEK,Putts_Made_Per_Event_Over_20_RANK LAST WEEK,Putts_Made_Per_Event_Over_20_PLAYER NAME,Putts_Made_Per_Event_Over_20_ROUNDS,Putts_Made_Per_Event_Over_20_PUTTS MADE
0,1,1,Sergio Garcia,65,2.2
1,2,2,Charl Schwartzel,69,2.1
2,T3,T3,Russell Henley,80,2.0
3,T3,T3,Steve Stricker,51,2.0
4,T5,T5,Sangmoon Bae,83,1.9
5,T5,T5,Ángel Cabrera,73,1.9
6,T5,T5,Zach Johnson,84,1.9
7,T5,T5,Rory McIlroy,56,1.9
8,T9,T9,Jason Day,86,1.8
9,T9,T9,Matt Kuchar,93,1.8
10,T9,T9,Jordan Spieth,82,1.8
11,T12,T12,Graham DeLaet,94,1.7
12,T12,T12,Harris English,95,1.7
13,T12,T12,Rickie Fowler,75,1.7
14,T12,T12,Martin Kaymer,61,1.7
15,T12,T12,Bryce Molder,82,1.7
16,T12,T12,Brandt Snedeker,79,1.7
17,T12,T12,Nick Watney,88,1.7
18,T19,T19,Stephen Ames,49,1.6
19,T19,T19,Keegan Bradley,88,1.6
20,T19,T19,Greg Chalmers,77,1.6
21,T19,T19,Bob Estes,66,1.6
22,T19,T19,Luke Guthrie,82,1.6
23,T19,T19,Bill Haas,85,1.6
24,T19,T19,Peter Hanson,45,1.6
25,T19,T19,Scott Langley,79,1.6
26,T19,T19,Graeme McDowell,53,1.6
27,T19,T19,Phil Mickelson,78,1.6
28,T19,T19,Ryan Palmer,79,1.6
29,T19,T19,Carl Pettersson,82,1.6
30,T19,T19,Henrik Stenson,65,1.6
31,T19,T19,Nicholas Thompson,99,1.6
32,T19,T19,D.J. Trahan,48,1.6
33,T19,T19,Boo Weekley,100,1.6
34,T19,T19,Tiger Woods,61,1.6
35,T36,T36,Stuart Appleby,88,1.5
36,T36,T36,James Driscoll,76,1.5
37,T36,T36,Jim Furyk,80,1.5
38,T36,T36,Padraig Harrington,52,1.5
39,T36,T36,Morgan Hoffmann,64,1.5
40,T36,T36,Charles Howell III,87,1.5
41,T36,T36,Chris Kirk,89,1.5
42,T36,T36,Doug LaBelle II,72,1.5
43,T36,T36,Jeff Overton,78,1.5
44,T36,T36,Scott Piercy,78,1.5
45,T36,T36,"Ted Potter, Jr.",65,1.5
46,T36,T36,Chez Reavie,72,1.5
47,T36,T36,John Rollins,77,1.5
48,T36,T36,Kevin Streelman,86,1.5
49,T50,T50,Aaron Baddeley,68,1.4
50,T50,T50,Jonas Blixt,76,1.4
51,T50,T50,Ken Duke,87,1.4
52,T50,T50,Tim Herron,45,1.4
53,T50,T50,Billy Horschel,96,1.4
54,T50,T50,Freddie Jacobson,63,1.4
55,T50,T50,John Merrick,79,1.4
56,T50,T50,Kevin Stadler,83,1.4
57,T50,T50,Chris Stroud,88,1.4
58,T50,T50,Gary Woodland,94,1.4
59,T60,T60,Chad Campbell,78,1.3
60,T60,T60,Erik Compton,74,1.3
61,T60,T60,Luke Donald,60,1.3
62,T60,T60,Matt Every,89,1.3
63,T60,T60,Martin Flores,83,1.3
64,T60,T60,Brandt Jobe,62,1.3
65,T60,T60,Jerry Kelly,75,1.3
66,T60,T60,Colt Knost,69,1.3
67,T60,T60,Jason Kokrak,78,1.3
68,T60,T60,Martin Laird,68,1.3
69,T60,T60,Marc Leishman,77,1.3
70,T60,T60,Jeff Maggert,63,1.3
71,T60,T60,Hunter Mahan,91,1.3
72,T60,T60,William McGirt,75,1.3
73,T60,T60,Ryan Moore,72,1.3
74,T60,T60,Geoff Ogilvy,57,1.3
75,T60,T60,Patrick Reed,83,1.3
76,T60,T60,Tag Ridings,69,1.3
77,T60,T60,Brendan Steele,86,1.3
78,T60,T60,Cameron Tringale,80,1.3
79,T60,T60,Jimmy Walker,84,1.3
80,T60,T60,Lee Westwood,70,1.3
81,T82,T82,Steven Bowditch,67,1.2
82,T82,T82,Roberto Castro,97,1.2
83,T82,T82,K.J. Choi,85,1.2
84,T82,T82,Stewart Cink,71,1.2
85,T82,T82,Tim Clark,64,1.2
86,T82,T82,Derek Ernst,58,1.2
87,T82,T82,Brad Fritsch,81,1.2
88,T82,T82,Justin Hicks,79,1.2
89,T82,T82,Charley Hoffman,84,1.2
90,T82,T82,Dustin Johnson,71,1.2
91,T82,T82,Matt Jones,83,1.2
92,T82,T82,D.H. Lee,65,1.2
93,T82,T82,Richard Lee,81,1.2
94,T82,T82,David Lynn,70,1.2
95,T82,T82,George McNeill,68,1.2
96,T82,T82,Henrik Norlander,70,1.2
97,T82,T82,Pat Perez,69,1.2
98,T82,T82,Adam Scott,61,1.2
99,T82,T82,Webb Simpson,92,1.2
100,T82,T82,Josh Teater,86,1.2
101,T82,T82,Michael Thompson,66,1.2
102,T82,T82,Bo Van Pelt,72,1.2
103,T82,T82,Camilo Villegas,79,1.2
104,T82,T82,Charlie Wi,75,1.2
105,T106,T106,Ben Curtis,59,1.1
106,T106,T106,Jason Dufner,78,1.1
107,T106,T106,Ernie Els,63,1.1
108,T106,T106,Tommy Gainey,84,1.1
109,T106,T106,Scott Gardiner,61,1.1
110,T106,T106,Tom Gillis,69,1.1
111,T106,T106,David Hearn,88,1.1
112,T106,T106,J.J. Henry,83,1.1
113,T106,T106,Jim Herman,59,1.1
114,T106,T106,Ryo Ishikawa,72,1.1
115,T106,T106,Justin Leonard,86,1.1
116,T106,T106,Jin Park,52,1.1
117,T106,T106,D.A. Points,87,1.1
118,T106,T106,Ian Poulter,59,1.1
119,T106,T106,Andres Romero,63,1.1
120,T106,T106,Rory Sabbatini,86,1.1
121,T106,T106,John Senden,79,1.1
122,T106,T106,Daniel Summerhays,83,1.1
123,T106,T106,Andrew Svoboda,46,1.1
124,T106,T106,Johnson Wagner,64,1.1
125,T106,T106,Mark Wilson,56,1.1
126,T127,T127,Jason Bohn,70,1.0
127,T127,T127,Scott Brown,65,1.0
128,T127,T127,Nicolas Colsaerts,50,1.0
129,T127,T127,Ben Crane,62,1.0
130,T127,T127,Brian Davis,91,1.0
131,T127,T127,James Hahn,78,1.0
132,T127,T127,Brian Harman,89,1.0
133,T127,T127,John Huh,88,1.0
134,T127,T127,Ben Kohles,75,1.0
135,T127,T127,David Lingmerth,68,1.0
136,T127,T127,David Mathis,71,1.0
137,T127,T127,Alistair Presnell,59,1.0
138,T127,T127,Kyle Stanley,71,1.0
139,T127,T127,Robert Streb,75,1.0
140,T127,T127,Brian Stuard,78,1.0
141,T127,T127,Lee Williams,62,1.0
142,T127,T127,Casey Wittenberg,72,1.0
143,T144,T144,Robert Allenby,58,0.9
144,T144,T144,Michael Bradley,56,0.9
145,T144,T144,Kevin Chappell,80,0.9
146,T144,T144,Brendon de Jonge,110,0.9
147,T144,T144,Brian Gay,79,0.9
148,T144,T144,Lucas Glover,65,0.9
149,T144,T144,Robert Karlsson,56,0.9
150,T144,T144,Steve LeBrun,66,0.9
151,T144,T144,Troy Matteson,68,0.9
152,T144,T144,Seung-Yul Noh,71,0.9
153,T144,T144,Dicky Pride,71,0.9
154,T144,T144,Justin Rose,62,0.9
155,T144,T144,Vijay Singh,61,0.9
156,T144,T144,David Toms,49,0.9
157,T144,T144,Aaron Watkins,46,0.9
158,T144,T144,Bubba Watson,76,0.9
159,T144,T144,Y.E. Yang,56,0.9
160,T161,T161,Ricky Barnes,74,0.8
161,T161,T161,Charlie Beljan,62,0.8
162,T161,T161,Bud Cauley,67,0.8
163,T161,T161,Robert Garrigus,69,0.8
164,T161,T161,Trevor Immelman,73,0.8
165,T161,T161,Luke List,65,0.8
166,T161,T161,Sean O'Hair,56,0.8
167,T161,T161,Greg Owen,73,0.8
168,T161,T161,Cameron Percy,68,0.8
169,T161,T161,Scott Stallings,79,0.8
170,T161,T161,Darron Stiles,51,0.8
171,T172,T172,Justin Bolli,59,0.7
172,T172,T172,Will Claxton,67,0.7
173,T172,T172,Fabián Gómez,65,0.7
174,T172,T172,Shawn Stefani,63,0.7
175,T176,T176,Bobby Gates,49,0.6
176,T176,T176,Mike Weir,60,0.6
177,T178,T178,Eric Meierdierks,48,0.5
178,T178,T178,Vaughn Taylor,50,0.5
179,180,180,Rod Pampling,46,0.4
