,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
109,T108,T108,Luke Donald,60,0.68,44,3.0
110,T108,T108,Robert Garrigus,69,0.68,44,3.0
111,T108,T108,William McGirt,75,0.68,88,6.0
112,T108,T108,Jeff Overton,78,0.68,88,6.0
113,T114,T114,Tom Gillis,69,0.67,60,4.0
114,T114,T114,Scott Piercy,78,0.67,60,4.0
115,116,116,Jason Day,86,0.66,61,4.0
116,T117,T117,Rod Pampling,46,0.65,31,2.0
117,T117,T117,Patrick Reed,83,0.65,77,5.0
118,T119,T119,Henrik Stenson,65,0.64,47,3.0
119,T119,T119,Casey Wittenberg,72,0.64,78,5.0
120,T121,T121,Michael Bradley,56,0.63,48,3.0
121,T121,T121,Jerry Kelly,75,0.63,63,4.0
122,123,123,David Lingmerth,68,0.61,49,3.0
123,T124,T124,Justin Leonard,86,0.6,84,5.0
124,T124,T124,Chez Reavie,72,0.6,83,5.0
125,T126,T126,Jimmy Walker,84,0.59,85,5.0
126,T126,T126,Tiger Woods,61,0.59,51,3.0
127,128,128,Andres Romero,63,0.58,52,3.0
128,T129,T129,Ernie Els,63,0.57,53,3.0
129,T129,T129,Lucas Glover,65,0.57,53,3.0
130,T129,T129,Justin Hicks,79,0.57,70,4.0
131,T132,T132,Matt Kuchar,93,0.55,73,4.0
132,T132,T132,Marc Leishman,77,0.55,73,4.0
133,T134,T134,Justin Bolli,59,0.54,37,2.0
134,T134,T134,Fabián Gómez,65,0.54,56,3.0
135,T136,T136,David Hearn,88,0.53,75,4.0
136,T136,T136,J.J. Henry,83,0.53,95,5.0
137,T138,T138,Greg Owen,73,0.51,79,4.0
138,T138,T138,Kyle Stanley,71,0.51,59,3.0
139,T138,T138,Cameron Tringale,80,0.51,78,4.0
140,141,141,Luke List,65,0.5,60,3.0
141,T142,T142,Brendon de Jonge,110,0.49,103,5.0
142,T142,T142,Bill Haas,85,0.49,82,4.0
143,144,144,Troy Matteson,68,0.48,63,3.0
144,T145,T145,Stephen Ames,49,0.47,43,2.0
145,T145,T145,David Lynn,70,0.47,64,3.0
146,T145,T145,Darron Stiles,51,0.47,43,2.0
147,148,148,Martin Kaymer,61,0.45,67,3.0
148,T149,T149,Nicolas Colsaerts,50,0.44,45,2.0
149,T149,T149,Ben Kohles,75,0.44,68,3.0
150,T151,T151,K.J. Choi,85,0.43,70,3.0
151,T151,T151,Robert Streb,75,0.43,70,3.0
152,T151,T151,Michael Thompson,66,0.43,47,2.0
153,T154,T154,Trevor Immelman,73,0.41,73,3.0
154,T154,T154,Nicholas Thompson,99,0.41,97,4.0
155,156,156,Sean O'Hair,56,0.4,50,2.0
156,T157,T157,Freddie Jacobson,63,0.39,51,2.0
157,T157,T157,Matt Jones,83,0.39,76,3.0
158,T157,T157,Webb Simpson,92,0.39,76,3.0
159,T160,T160,John Huh,88,0.38,78,3.0
160,T160,T160,Hunter Mahan,91,0.38,78,3.0
161,162,162,Scott Brown,65,0.33,61,2.0
162,T163,T163,Steve LeBrun,66,0.32,63,2.0
163,T163,T163,Seung-Yul Noh,71,0.32,63,2.0
164,165,165,Scott Stallings,79,0.3,67,2.0
165,166,166,David Toms,49,0.29,35,1.0
166,167,167,James Hahn,78,0.26,78,2.0
167,168,168,John Merrick,79,0.25,81,2.0
168,169,169,Bobby Gates,49,0.24,42,1.0
169,170,170,Morgan Hoffmann,64,0.22,46,1.0
170,T171,T171,Kevin Chappell,80,0.19,53,1.0
171,T171,T171,Adam Scott,61,0.19,53,1.0
172,T173,T173,Camilo Villegas,79,0.18,57,1.0
173,T173,T173,Y.E. Yang,56,0.18,56,1.0
174,175,175,Justin Rose,62,0.17,59,1.0
175,176,176,Stewart Cink,71,0.16,64,1.0
176,177,177,Jason Kokrak,78,0.15,66,1.0
177,178,178,Brian Stuard,78,0.14,69,1.0
178,T179,T179,Eric Meierdierks,48,0.0,43,
179,T179,T179,Vaughn Taylor,50,0.0,34,
