,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,William McGirt,75,63.33,120,76
1,2,2,David Hearn,88,62.67,150,94
2,3,3,Colt Knost,69,61.54,78,48
3,4,4,Tiger Woods,61,61.11,90,55
4,5,5,Phil Mickelson,78,60.53,114,69
5,6,6,Doug LaBelle II,72,60.4,101,61
6,7,7,Henrik Norlander,70,59.55,89,53
7,8,8,Steve Stricker,51,59.46,74,44
8,9,9,Josh Teater,86,59.38,128,76
9,10,10,Brandt Snedeker,79,58.16,98,57
10,11,11,Cameron Percy,68,57.69,104,60
11,12,12,Sangmoon Bae,83,57.48,127,73
12,13,13,Aaron Baddeley,68,57.47,87,50
13,14,14,Bryce Molder,82,57.36,129,74
14,15,15,John Huh,88,57.35,136,78
15,16,16,Billy Horschel,96,56.8,169,96
16,17,17,Camilo Villegas,79,56.62,136,77
17,18,18,Justin Bolli,59,56.52,69,39
18,19,19,Scott Stallings,79,56.38,149,84
19,20,20,Alistair Presnell,59,56.34,71,40
20,21,21,Ángel Cabrera,73,56.12,98,55
21,22,22,Ken Duke,87,56.06,132,74
22,23,23,Jason Day,86,56.0,100,56
23,24,24,Jason Bohn,70,55.86,145,81
24,25,25,James Driscoll,76,55.56,117,65
25,26,26,Justin Leonard,86,55.3,132,73
26,27,27,D.H. Lee,65,55.14,107,59
27,28,28,Brian Gay,79,55.04,129,71
28,29,29,Casey Wittenberg,72,55.0,100,55
29,30,30,Michael Bradley,56,54.93,71,39
30,T31,T31,Stephen Ames,49,54.84,62,34
31,T31,T31,Padraig Harrington,52,54.84,62,34
32,33,33,Martin Flores,83,54.74,137,75
33,34,34,Graham DeLaet,94,54.73,148,81
34,35,35,Ben Crane,62,54.63,108,59
35,36,36,Jerry Kelly,75,54.4,125,68
36,37,37,Steve LeBrun,66,54.37,103,56
37,38,38,Luke Donald,60,54.26,94,51
38,39,39,Patrick Reed,83,54.17,120,65
39,40,40,Greg Chalmers,77,54.1,122,66
40,41,41,Fabián Gómez,65,54.08,98,53
41,T42,T42,Jeff Maggert,63,54.05,111,60
42,T42,T42,Y.E. Yang,56,54.05,74,40
43,44,44,Hunter Mahan,91,54.03,124,67
44,45,45,Jimmy Walker,84,54.02,174,94
45,46,46,Kevin Streelman,86,53.98,113,61
46,47,47,K.J. Choi,85,53.97,126,68
47,48,48,Cameron Tringale,80,53.96,139,75
48,49,49,James Hahn,78,53.78,119,64
49,50,50,Daniel Summerhays,83,53.68,136,73
50,51,51,Harris English,95,53.29,152,81
51,52,52,J.J. Henry,83,53.28,122,65
52,53,53,Dicky Pride,71,53.04,115,61
53,54,54,Jordan Spieth,82,53.02,149,79
54,55,55,Henrik Stenson,65,53.01,83,44
55,56,56,Charley Hoffman,84,52.94,170,90
56,57,57,Brian Davis,91,52.81,178,94
57,58,58,Chris Kirk,89,52.78,180,95
58,59,59,Richard Lee,81,52.73,110,58
59,60,60,Matt Jones,83,52.67,131,69
60,61,61,Matt Every,89,52.66,169,89
61,62,62,Steven Bowditch,67,52.63,95,50
62,63,63,Russell Henley,80,52.59,135,71
63,64,64,David Toms,49,52.46,61,32
64,65,65,Pat Perez,69,52.42,124,65
65,66,66,Brad Fritsch,81,52.24,134,70
66,67,67,Ryan Palmer,79,52.08,144,75
67,68,68,D.A. Points,87,52.07,121,63
68,69,69,Luke List,65,52.05,73,38
69,70,70,Ryan Moore,72,51.89,106,55
70,71,71,Bubba Watson,76,51.8,139,72
71,72,72,Charlie Wi,75,51.72,116,60
72,73,73,Shawn Stefani,63,51.69,89,46
73,T74,T74,Justin Rose,62,51.61,93,48
74,T74,T74,Nicholas Thompson,99,51.61,155,80
75,76,76,Jason Kokrak,78,51.45,138,71
76,77,77,Charles Howell III,87,51.41,142,73
77,78,78,Tim Herron,45,51.32,76,39
78,79,79,David Lingmerth,68,51.3,115,59
79,80,80,Martin Laird,68,51.14,88,45
80,81,81,Aaron Watkins,46,51.06,47,24
81,82,82,Brian Stuard,78,51.02,98,50
82,83,83,Tommy Gainey,84,51.01,149,76
83,84,84,Gary Woodland,94,50.92,163,83
84,85,85,Rod Pampling,46,50.88,57,29
85,86,86,Brendan Steele,86,50.81,124,63
86,T87,T87,Jason Dufner,78,50.77,130,66
87,T87,T87,Bobby Gates,49,50.77,65,33
88,89,89,Andres Romero,63,50.59,85,43
89,90,90,David Lynn,70,50.57,87,44
90,91,91,Rory McIlroy,56,50.52,97,49
91,92,92,Morgan Hoffmann,64,50.51,99,50
92,93,93,Ben Kohles,75,50.43,115,58
93,94,94,Rory Sabbatini,86,50.34,145,73
94,T95,T95,Luke Guthrie,82,50.0,134,67
95,T95,T95,Justin Hicks,79,50.0,144,72
96,T95,T95,Ian Poulter,59,50.0,72,36
97,T95,T95,Charl Schwartzel,69,50.0,122,61
98,99,99,Jeff Overton,78,49.65,141,70
99,100,100,Matt Kuchar,93,49.64,137,68
100,101,101,Marc Leishman,77,49.57,117,58
101,102,102,Robert Garrigus,69,49.53,107,53
102,T103,T103,Ernie Els,63,49.46,93,46
103,T103,T103,Freddie Jacobson,63,49.46,93,46
104,105,105,Tom Gillis,69,49.44,89,44
105,106,106,Vaughn Taylor,50,49.41,85,42
106,107,107,Mike Weir,60,49.38,81,40
107,T108,T108,Keegan Bradley,88,49.32,148,73
108,T108,T108,Geoff Ogilvy,57,49.32,73,36
109,T110,T110,Jim Herman,59,49.3,71,35
110,T110,T110,Eric Meierdierks,48,49.3,71,35
111,112,112,Scott Piercy,78,49.22,128,63
112,113,113,John Merrick,79,49.18,122,60
113,114,114,Zach Johnson,84,49.09,110,54
