,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
0,1,1,K.J. Choi,85,"1' 11""",673,1303.25
1,T2,T2,Ricky Barnes,74,"2' 0""",761,1538.25
2,T2,T2,John Merrick,79,"2' 0""",746,1490.4170000000001
3,T4,T4,Jason Bohn,70,"2' 1""",693,1429.6670000000001
4,T4,T4,Keegan Bradley,88,"2' 1""",770,1634.5829999999999
5,T4,T4,Jason Day,86,"2' 1""",623,1305.833
6,T4,T4,Bobby Gates,49,"2' 1""",426,887.0830000000001
7,T4,T4,J.J. Henry,83,"2' 1""",870,1788.4170000000001
8,T4,T4,Tim Herron,45,"2' 1""",462,963.8330000000001
9,T4,T4,Scott Langley,79,"2' 1""",684,1451.8329999999999
10,T4,T4,Ryan Moore,72,"2' 1""",601,1249.333
11,T4,T4,Rod Pampling,46,"2' 1""",387,802.75
12,T4,T4,Webb Simpson,92,"2' 1""",729,1536.0
13,T4,T4,Kevin Stadler,83,"2' 1""",755,1582.1670000000001
14,T4,T4,Daniel Summerhays,83,"2' 1""",826,1722.0829999999999
15,T4,T4,Andrew Svoboda,46,"2' 1""",393,826.75
16,T4,T4,Bubba Watson,76,"2' 1""",660,1354.75
17,T4,T4,Lee Westwood,70,"2' 1""",559,1184.0
18,T4,T4,Mark Wilson,56,"2' 1""",564,1192.333
19,T4,T4,Tiger Woods,61,"2' 1""",435,911.5830000000001
20,T21,T21,Stephen Ames,49,"2' 2""",449,982.75
21,T21,T21,Aaron Baddeley,68,"2' 2""",568,1239.333
22,T21,T21,Chad Campbell,78,"2' 2""",811,1761.5
23,T21,T21,Roberto Castro,97,"2' 2""",922,2029.4170000000001
24,T21,T21,Stewart Cink,71,"2' 2""",639,1384.3329999999999
25,T21,T21,Will Claxton,67,"2' 2""",653,1436.1670000000001
26,T21,T21,Ben Curtis,59,"2' 2""",500,1085.667
27,T21,T21,Ken Duke,87,"2' 2""",795,1728.4170000000001
28,T21,T21,Ernie Els,63,"2' 2""",511,1097.833
29,T21,T21,Bob Estes,66,"2' 2""",639,1366.75
30,T21,T21,Martin Flores,83,"2' 2""",798,1740.5829999999999
31,T21,T21,Jim Furyk,80,"2' 2""",690,1497.8329999999999
32,T21,T21,Brian Gay,79,"2' 2""",666,1419.0
33,T21,T21,Bill Haas,85,"2' 2""",758,1619.5
34,T21,T21,Brian Harman,89,"2' 2""",793,1725.4170000000001
35,T21,T21,Charley Hoffman,84,"2' 2""",781,1700.4170000000001
36,T21,T21,Freddie Jacobson,63,"2' 2""",455,996.5
37,T21,T21,Matt Jones,83,"2' 2""",729,1574.3329999999999
