,Approach_Putt_Performance_RANK THIS WEEK,Approach_Putt_Performance_RANK LAST WEEK,Approach_Putt_Performance_PLAYER NAME,Approach_Putt_Performance_ROUNDS,Approach_Putt_Performance_VALUE,Approach_Putt_Performance_ATTEMPTS,Approach_Putt_Performance_TOTAL DISTANCE (FEET)
38,T21,T21,Jerry Kelly,75,"2' 2""",670,1457.5829999999999
39,T21,T21,Marc Leishman,77,"2' 2""",682,1449.75
40,T21,T21,Justin Leonard,86,"2' 2""",762,1634.4170000000001
41,T21,T21,Troy Matteson,68,"2' 2""",639,1370.25
42,T21,T21,Scott Piercy,78,"2' 2""",660,1454.1670000000001
43,T21,T21,Chez Reavie,72,"2' 2""",728,1553.8329999999999
44,T21,T21,John Rollins,77,"2' 2""",759,1623.0
45,T21,T21,Jordan Spieth,82,"2' 2""",672,1460.1670000000001
46,T21,T21,Steve Stricker,51,"2' 2""",346,761.5
47,T21,T21,Vaughn Taylor,50,"2' 2""",408,871.8330000000001
48,T21,T21,D.J. Trahan,48,"2' 2""",425,910.0830000000001
49,T21,T21,Mike Weir,60,"2' 2""",461,1002.9169999999999
50,T51,T51,Stuart Appleby,88,"2' 3""",821,1850.8329999999999
51,T51,T51,Jonas Blixt,76,"2' 3""",677,1551.0
52,T51,T51,Michael Bradley,56,"2' 3""",498,1135.167
53,T51,T51,Scott Brown,65,"2' 3""",599,1339.8329999999999
54,T51,T51,Bud Cauley,67,"2' 3""",618,1371.4170000000001
55,T51,T51,Greg Chalmers,77,"2' 3""",696,1580.8329999999999
56,T51,T51,Brian Davis,91,"2' 3""",833,1902.5
57,T51,T51,Brendon de Jonge,110,"2' 3""",1064,2409.667
58,T51,T51,Luke Donald,60,"2' 3""",455,1038.083
59,T51,T51,Robert Garrigus,69,"2' 3""",556,1266.417
60,T51,T51,Fabián Gómez,65,"2' 3""",605,1338.8329999999999
61,T51,T51,James Hahn,78,"2' 3""",714,1626.1670000000001
62,T51,T51,Padraig Harrington,52,"2' 3""",359,818.6669999999999
63,T51,T51,Charles Howell III,87,"2' 3""",830,1873.5
64,T51,T51,Zach Johnson,84,"2' 3""",724,1605.5
65,T51,T51,Colt Knost,69,"2' 3""",617,1363.0829999999999
66,T51,T51,Matt Kuchar,93,"2' 3""",710,1595.0829999999999
67,T51,T51,David Mathis,71,"2' 3""",699,1544.0
68,T51,T51,William McGirt,75,"2' 3""",754,1723.8329999999999
69,T51,T51,George McNeill,68,"2' 3""",704,1606.3329999999999
70,T51,T51,Phil Mickelson,78,"2' 3""",557,1254.833
71,T51,T51,Bryce Molder,82,"2' 3""",724,1625.9170000000001
72,T51,T51,Ryan Palmer,79,"2' 3""",713,1609.4170000000001
73,T51,T51,Pat Perez,69,"2' 3""",711,1598.75
74,T51,T51,Tag Ridings,69,"2' 3""",643,1434.8329999999999
75,T51,T51,Justin Rose,62,"2' 3""",493,1115.167
76,T51,T51,Charl Schwartzel,69,"2' 3""",578,1315.1670000000001
77,T51,T51,Adam Scott,61,"2' 3""",489,1088.917
78,T51,T51,John Senden,79,"2' 3""",694,1589.25
79,T51,T51,Vijay Singh,61,"2' 3""",576,1290.417
80,T51,T51,Kyle Stanley,71,"2' 3""",679,1549.25
81,T51,T51,Brendan Steele,86,"2' 3""",852,1915.75
82,T51,T51,Shawn Stefani,63,"2' 3""",523,1170.833
83,T51,T51,Darron Stiles,51,"2' 3""",443,982.5830000000001
84,T51,T51,Robert Streb,75,"2' 3""",678,1529.9170000000001
85,T51,T51,Kevin Streelman,86,"2' 3""",739,1642.5829999999999
86,T51,T51,Brian Stuard,78,"2' 3""",694,1565.0829999999999
87,T51,T51,Josh Teater,86,"2' 3""",645,1450.75
88,T51,T51,Jimmy Walker,84,"2' 3""",786,1798.4170000000001
89,T51,T51,Y.E. Yang,56,"2' 3""",432,958.9169999999999
90,T91,T91,Robert Allenby,58,"2' 4""",582,1366.75
91,T91,T91,Justin Bolli,59,"2' 4""",491,1126.167
92,T91,T91,Steven Bowditch,67,"2' 4""",587,1391.3329999999999
93,T91,T91,Tim Clark,64,"2' 4""",430,1005.5
94,T91,T91,Erik Compton,74,"2' 4""",691,1606.25
95,T91,T91,Graham DeLaet,94,"2' 4""",902,2110.0
96,T91,T91,Jason Dufner,78,"2' 4""",654,1529.3329999999999
97,T91,T91,Matt Every,89,"2' 4""",834,1943.0829999999999
98,T91,T91,Rickie Fowler,75,"2' 4""",606,1390.75
99,T91,T91,Sergio Garcia,65,"2' 4""",486,1115.333
100,T91,T91,Lucas Glover,65,"2' 4""",592,1378.0
101,T91,T91,Luke Guthrie,82,"2' 4""",674,1567.9170000000001
102,T91,T91,Morgan Hoffmann,64,"2' 4""",545,1278.333
103,T91,T91,Billy Horschel,96,"2' 4""",885,2101.75
104,T91,T91,Trevor Immelman,73,"2' 4""",717,1699.0829999999999
105,T91,T91,Chris Kirk,89,"2' 4""",796,1878.5
106,T91,T91,Jason Kokrak,78,"2' 4""",760,1774.0829999999999
107,T91,T91,Doug LaBelle II,72,"2' 4""",627,1471.9170000000001
108,T91,T91,D.H. Lee,65,"2' 4""",635,1505.1670000000001
109,T91,T91,Luke List,65,"2' 4""",556,1280.083
110,T91,T91,Hunter Mahan,91,"2' 4""",749,1728.9170000000001
111,T91,T91,Graeme McDowell,53,"2' 4""",384,898.0830000000001
112,T91,T91,Henrik Norlander,70,"2' 4""",658,1561.3329999999999
113,T91,T91,Greg Owen,73,"2' 4""",753,1729.0829999999999
114,T91,T91,Cameron Percy,68,"2' 4""",620,1427.5
115,T91,T91,Carl Pettersson,82,"2' 4""",689,1585.0829999999999
116,T91,T91,D.A. Points,87,"2' 4""",716,1682.5
117,T91,T91,Patrick Reed,83,"2' 4""",758,1798.1670000000001
118,T91,T91,Scott Stallings,79,"2' 4""",687,1615.0829999999999
119,T91,T91,Henrik Stenson,65,"2' 4""",490,1153.583
120,T91,T91,Bo Van Pelt,72,"2' 4""",591,1358.5829999999999
121,T91,T91,Camilo Villegas,79,"2' 4""",668,1532.3329999999999
122,T91,T91,Johnson Wagner,64,"2' 4""",581,1378.75
123,T91,T91,Nick Watney,88,"2' 4""",823,1891.25
124,T91,T91,Boo Weekley,100,"2' 4""",949,2240.667
125,T91,T91,Lee Williams,62,"2' 4""",544,1260.167
126,T91,T91,Casey Wittenberg,72,"2' 4""",647,1523.5
127,T128,T128,Charlie Beljan,62,"2' 5""",616,1486.6670000000001
128,T128,T128,Ángel Cabrera,73,"2' 5""",633,1508.75
129,T128,T128,Kevin Chappell,80,"2' 5""",727,1774.1670000000001
130,T128,T128,Nicolas Colsaerts,50,"2' 5""",422,1003.3330000000001
131,T128,T128,James Driscoll,76,"2' 5""",649,1542.0
132,T128,T128,Harris English,95,"2' 5""",859,2067.667
133,T128,T128,Derek Ernst,58,"2' 5""",555,1357.75
134,T128,T128,Brad Fritsch,81,"2' 5""",733,1753.5
135,T128,T128,Scott Gardiner,61,"2' 5""",580,1423.0829999999999
136,T128,T128,Tom Gillis,69,"2' 5""",635,1530.3329999999999
137,T128,T128,David Hearn,88,"2' 5""",744,1781.8329999999999
138,T128,T128,Russell Henley,80,"2' 5""",696,1673.3329999999999
139,T128,T128,Justin Hicks,79,"2' 5""",738,1787.1670000000001
140,T128,T128,Ryo Ishikawa,72,"2' 5""",632,1528.0829999999999
141,T128,T128,Brandt Jobe,62,"2' 5""",591,1413.6670000000001
142,T128,T128,Dustin Johnson,71,"2' 5""",552,1318.4170000000001
143,T128,T128,Richard Lee,81,"2' 5""",775,1864.9170000000001
144,T128,T128,David Lingmerth,68,"2' 5""",585,1435.25
145,T128,T128,David Lynn,70,"2' 5""",583,1396.9170000000001
146,T128,T128,Jeff Maggert,63,"2' 5""",618,1494.0
147,T128,T128,Seung-Yul Noh,71,"2' 5""",694,1682.3329999999999
148,T128,T128,Jin Park,52,"2' 5""",463,1118.583
149,T128,T128,Ian Poulter,59,"2' 5""",394,941.0830000000001
150,T128,T128,Alistair Presnell,59,"2' 5""",490,1203.833
151,T128,T128,Dicky Pride,71,"2' 5""",641,1524.5829999999999
152,T128,T128,Nicholas Thompson,99,"2' 5""",942,2241.083
153,T128,T128,Michael Thompson,66,"2' 5""",575,1374.1670000000001
154,T128,T128,Cameron Tringale,80,"2' 5""",808,1969.25
155,T128,T128,Gary Woodland,94,"2' 5""",904,2184.833
156,T157,T157,Ben Crane,62,"2' 6""",575,1417.25
157,T157,T157,Tommy Gainey,84,"2' 6""",796,1975.6670000000001
158,T157,T157,Peter Hanson,45,"2' 6""",327,808.8330000000001
159,T157,T157,Jim Herman,59,"2' 6""",506,1257.833
160,T157,T157,Robert Karlsson,56,"2' 6""",399,985.9169999999999
161,T157,T157,Ben Kohles,75,"2' 6""",684,1704.3329999999999
162,T157,T157,Steve LeBrun,66,"2' 6""",592,1504.0
163,T157,T157,Rory McIlroy,56,"2' 6""",417,1032.833
164,T157,T157,Eric Meierdierks,48,"2' 6""",436,1089.667
165,T157,T157,Sean O'Hair,56,"2' 6""",575,1445.9170000000001
166,T157,T157,Geoff Ogilvy,57,"2' 6""",449,1117.25
167,T157,T157,Jeff Overton,78,"2' 6""",778,1965.6670000000001
168,T157,T157,Andres Romero,63,"2' 6""",538,1342.25
169,T157,T157,Brandt Snedeker,79,"2' 6""",566,1401.25
170,T157,T157,Chris Stroud,88,"2' 6""",787,1963.8329999999999
171,T157,T157,David Toms,49,"2' 6""",345,850.0830000000001
172,T157,T157,Charlie Wi,75,"2' 6""",669,1653.8329999999999
173,T174,T174,Sangmoon Bae,83,"2' 7""",745,1925.75
174,T174,T174,John Huh,88,"2' 7""",818,2118.75
175,T174,T174,"Ted Potter, Jr.",65,"2' 7""",573,1460.75
176,T174,T174,Rory Sabbatini,86,"2' 7""",769,2013.5829999999999
177,T174,T174,Aaron Watkins,46,"2' 7""",368,951.8330000000001
178,179,179,Martin Kaymer,61,"2' 8""",475,1248.667
179,180,180,Martin Laird,68,"2' 9""",596,1620.5
