,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,T1,T1,Charley Hoffman,84,6,43
1,T1,T1,Kyle Stanley,71,6,55
2,T1,T1,Brian Stuard,78,6,31
3,T4,T4,Charlie Beljan,62,5,39
4,T4,T4,Erik Compton,74,5,42
5,T4,T4,Matt Every,89,5,50
6,T4,T4,Tommy Gainey,84,5,44
7,T4,T4,Ben Kohles,75,5,39
8,T4,T4,"Ted Potter, Jr.",65,5,41
9,T4,T4,Rory Sabbatini,86,5,53
10,T4,T4,Webb Simpson,92,5,23
11,T4,T4,Nicholas Thompson,99,5,58
12,T4,T4,Lee Westwood,70,5,34
13,T14,T14,Ricky Barnes,74,4,43
14,T14,T14,Ken Duke,87,4,43
15,T14,T14,Tom Gillis,69,4,36
16,T14,T14,Ryo Ishikawa,72,4,39
17,T14,T14,Zach Johnson,84,4,35
18,T14,T14,Chris Kirk,89,4,40
19,T14,T14,D.H. Lee,65,4,37
20,T14,T14,John Merrick,79,4,33
21,T14,T14,Carl Pettersson,82,4,30
22,T14,T14,Scott Piercy,78,4,36
23,T14,T14,Patrick Reed,83,4,44
24,T14,T14,Kevin Stadler,83,4,38
25,T14,T14,Bubba Watson,76,4,28
26,T27,T27,Sangmoon Bae,83,3,55
27,T27,T27,Steven Bowditch,67,3,36
28,T27,T27,Jason Day,86,3,29
29,T27,T27,Ernie Els,63,3,23
30,T27,T27,Sergio Garcia,65,3,20
31,T27,T27,Luke Guthrie,82,3,49
32,T27,T27,David Hearn,88,3,26
33,T27,T27,Russell Henley,80,3,33
34,T27,T27,Billy Horschel,96,3,41
35,T27,T27,Scott Langley,79,3,27
36,T27,T27,William McGirt,75,3,32
37,T27,T27,Rory McIlroy,56,3,22
38,T27,T27,Ryan Moore,72,3,36
39,T27,T27,Ryan Palmer,79,3,29
40,T27,T27,Cameron Percy,68,3,33
41,T27,T27,Robert Streb,75,3,35
42,T27,T27,Steve Stricker,51,3,17
43,T27,T27,Chris Stroud,88,3,35
44,T27,T27,David Toms,49,3,19
45,T27,T27,Cameron Tringale,80,3,41
46,T27,T27,Camilo Villegas,79,3,36
47,T27,T27,Boo Weekley,100,3,58
48,T27,T27,Gary Woodland,94,3,38
49,T50,T50,Robert Allenby,58,2,33
50,T50,T50,Justin Bolli,59,2,30
51,T50,T50,Scott Brown,65,2,21
52,T50,T50,Ángel Cabrera,73,2,44
53,T50,T50,K.J. Choi,85,2,35
54,T50,T50,Brian Davis,91,2,39
55,T50,T50,James Driscoll,76,2,33
56,T50,T50,Brad Fritsch,81,2,42
57,T50,T50,Jim Furyk,80,2,25
58,T50,T50,Robert Garrigus,69,2,22
59,T50,T50,Brian Harman,89,2,32
60,T50,T50,Padraig Harrington,52,2,19
61,T50,T50,Jim Herman,59,2,33
62,T50,T50,Justin Hicks,79,2,51
63,T50,T50,John Huh,88,2,54
64,T50,T50,Trevor Immelman,73,2,41
65,T50,T50,Brandt Jobe,62,2,30
66,T50,T50,Matt Jones,83,2,38
67,T50,T50,Jerry Kelly,75,2,27
68,T50,T50,Jason Kokrak,78,2,49
69,T50,T50,Richard Lee,81,2,36
70,T50,T50,Luke List,65,2,42
71,T50,T50,Henrik Norlander,70,2,37
72,T50,T50,Sean O'Hair,56,2,33
73,T50,T50,Jeff Overton,78,2,32
74,T50,T50,Greg Owen,73,2,54
75,T50,T50,Pat Perez,69,2,37
76,T50,T50,Ian Poulter,59,2,18
77,T50,T50,Dicky Pride,71,2,29
78,T50,T50,John Rollins,77,2,34
79,T50,T50,Justin Rose,62,2,26
80,T50,T50,Scott Stallings,79,2,36
81,T50,T50,Brendan Steele,86,2,45
82,T50,T50,Daniel Summerhays,83,2,33
83,T50,T50,D.J. Trahan,48,2,24
84,T50,T50,Nick Watney,88,2,49
85,T50,T50,Charlie Wi,75,2,40
86,T50,T50,Casey Wittenberg,72,2,29
87,T50,T50,Y.E. Yang,56,2,20
88,T89,T89,Stuart Appleby,88,1,44
89,T89,T89,Aaron Baddeley,68,1,27
90,T89,T89,Michael Bradley,56,1,35
91,T89,T89,Keegan Bradley,88,1,30
92,T89,T89,Roberto Castro,97,1,46
93,T89,T89,Bud Cauley,67,1,34
94,T89,T89,Greg Chalmers,77,1,22
95,T89,T89,Kevin Chappell,80,1,44
96,T89,T89,Stewart Cink,71,1,36
97,T89,T89,Tim Clark,64,1,17
98,T89,T89,Will Claxton,67,1,42
99,T89,T89,Nicolas Colsaerts,50,1,29
100,T89,T89,Ben Crane,62,1,34
101,T89,T89,Brendon de Jonge,110,1,45
102,T89,T89,Jason Dufner,78,1,45
103,T89,T89,Harris English,95,1,43
104,T89,T89,Derek Ernst,58,1,25
105,T89,T89,Bob Estes,66,1,24
106,T89,T89,Rickie Fowler,75,1,24
107,T89,T89,Brian Gay,79,1,21
108,T89,T89,Fabián Gómez,65,1,26
109,T89,T89,Bill Haas,85,1,28
110,T89,T89,James Hahn,78,1,31
111,T89,T89,Morgan Hoffmann,64,1,27
112,T89,T89,Freddie Jacobson,63,1,20
113,T89,T89,Dustin Johnson,71,1,30
114,T89,T89,Robert Karlsson,56,1,27
115,T89,T89,Martin Kaymer,61,1,26
116,T89,T89,Colt Knost,69,1,26
117,T89,T89,Matt Kuchar,93,1,22
118,T89,T89,Martin Laird,68,1,38
119,T89,T89,Steve LeBrun,66,1,36
120,T89,T89,Marc Leishman,77,1,36
121,T89,T89,Justin Leonard,86,1,26
122,T89,T89,David Lingmerth,68,1,37
123,T89,T89,David Lynn,70,1,24
124,T89,T89,David Mathis,71,1,37
125,T89,T89,Graeme McDowell,53,1,21
126,T89,T89,George McNeill,68,1,40
127,T89,T89,Phil Mickelson,78,1,22
128,T89,T89,Bryce Molder,82,1,30
129,T89,T89,Seung-Yul Noh,71,1,43
130,T89,T89,Geoff Ogilvy,57,1,40
131,T89,T89,Rod Pampling,46,1,15
132,T89,T89,Jin Park,52,1,27
133,T89,T89,D.A. Points,87,1,45
134,T89,T89,Chez Reavie,72,1,27
135,T89,T89,Tag Ridings,69,1,22
136,T89,T89,Andres Romero,63,1,27
137,T89,T89,Vijay Singh,61,1,30
138,T89,T89,Brandt Snedeker,79,1,35
