,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Stephen Ames,49,28.57,70,20
1,2,2,Charles Howell III,87,27.07,133,36
2,3,3,Harris English,95,26.92,130,35
3,4,4,Webb Simpson,92,26.55,113,30
4,5,5,Scott Stallings,79,26.53,98,26
5,6,6,Phil Mickelson,78,26.26,99,26
6,7,7,Stuart Appleby,88,25.42,118,30
7,T8,T8,Rickie Fowler,75,25.0,96,24
8,T8,T8,Martin Kaymer,61,25.0,60,15
9,10,10,Adam Scott,61,24.66,73,18
10,11,11,Andrew Svoboda,46,24.49,49,12
11,12,12,Justin Rose,62,24.29,70,17
12,13,13,D.A. Points,87,24.11,112,27
13,14,14,Chris Kirk,89,23.91,138,33
14,15,15,Brandt Snedeker,79,23.86,88,21
15,16,16,Colt Knost,69,23.81,84,20
16,17,17,Russell Henley,80,23.71,97,23
17,18,18,Fabián Gómez,65,23.38,77,18
18,19,19,Jordan Spieth,82,23.23,99,23
19,20,20,Seung-Yul Noh,71,23.17,82,19
20,21,21,Lee Westwood,70,22.92,96,22
21,22,22,Darron Stiles,51,22.89,83,19
22,23,23,Hunter Mahan,91,22.73,110,25
23,24,24,Charl Schwartzel,69,22.47,89,20
24,25,25,Tim Clark,64,22.08,77,17
25,26,26,Billy Horschel,96,21.99,141,31
26,T27,T27,"Ted Potter, Jr.",65,21.74,92,20
27,T27,T27,Tiger Woods,61,21.74,69,15
28,29,29,Brandt Jobe,62,21.62,74,16
29,30,30,Rod Pampling,46,21.43,56,12
30,31,31,Luke Donald,60,21.31,61,13
31,32,32,Justin Leonard,86,21.21,99,21
32,33,33,James Driscoll,76,20.79,101,21
33,34,34,Y.E. Yang,56,20.69,58,12
34,35,35,Stewart Cink,71,20.45,88,18
35,36,36,Graeme McDowell,53,20.37,54,11
36,37,37,Johnson Wagner,64,20.27,74,15
37,38,38,Bo Van Pelt,72,20.25,79,16
38,39,39,Scott Gardiner,61,20.24,84,17
39,40,40,Jeff Overton,78,20.19,104,21
40,41,41,James Hahn,78,20.18,114,23
41,42,42,Jason Kokrak,78,20.0,115,23
42,43,43,Robert Streb,75,19.79,96,19
43,44,44,Aaron Baddeley,68,19.75,81,16
44,45,45,Greg Owen,73,19.64,112,22
45,T46,T46,Doug LaBelle II,72,19.51,82,16
46,T46,T46,Aaron Watkins,46,19.51,41,8
47,T48,T48,Luke Guthrie,82,19.35,93,18
48,T48,T48,Mike Weir,60,19.35,62,12
49,50,50,Cameron Tringale,80,19.27,109,21
