,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
46,T46,T46,Tom Gillis,40.74,88,216
47,T46,T46,James Hahn,40.74,88,216
48,T46,T46,Ryan Moore,40.74,110,270
49,50,50,Martin Flores,40.52,124,306
50,51,51,Brandt Jobe,40.4,80,198
51,52,52,Josh Teater,40.35,138,342
52,53,53,Marc Leishman,40.28,116,288
53,54,54,Nicholas Thompson,40.21,152,378
54,55,55,Scott Stallings,40.17,94,234
55,T56,T56,Kevin Streelman,40.12,130,324
56,T56,T56,Mike Weir,40.12,65,162
57,T56,T56,Y.E. Yang,40.12,65,162
58,T59,T59,David Lynn,40.08,101,252
59,T59,T59,William McGirt,40.08,101,252
60,T59,T59,Brian Stuard,40.08,101,252
61,62,62,Padraig Harrington,40.0,72,180
62,T63,T63,D.A. Points,39.93,115,288
63,T63,T63,Cameron Tringale,39.93,115,288
64,65,65,Ricky Barnes,39.9,79,198
65,66,66,John Merrick,39.87,122,306
66,67,67,Darron Stiles,39.81,43,108
67,68,68,David Hearn,39.77,136,342
68,69,69,Justin Bolli,39.68,50,126
69,T70,T70,Jeff Overton,39.58,114,288
70,T70,T70,Daniel Summerhays,39.58,114,288
71,72,72,Patrick Reed,39.54,121,306
72,73,73,Jason Day,39.44,142,360
73,T74,T74,Matt Kuchar,39.39,156,396
74,T74,T74,Michael Thompson,39.39,78,198
75,76,76,Martin Laird,39.32,92,234
76,T77,T77,Jonas Blixt,39.26,106,270
77,T77,T77,Bo Van Pelt,39.26,106,270
78,T79,T79,Charl Schwartzel,39.24,113,288
79,T79,T79,Brendan Steele,39.24,113,288
80,81,81,Jim Furyk,39.2,127,324
81,82,82,Harris English,39.14,155,396
82,T83,T83,Steven Bowditch,38.89,84,216
83,T83,T83,Bobby Gates,38.89,35,90
84,T83,T83,Morgan Hoffmann,38.89,91,234
85,T83,T83,Ryan Palmer,38.89,126,324
86,T83,T83,Ian Poulter,38.89,84,216
87,T83,T83,Lee Williams,38.89,70,180
88,89,89,Webb Simpson,38.62,146,378
89,90,90,Matt Jones,38.58,125,324
90,91,91,Jason Kokrak,38.54,111,288
91,92,92,Tiger Woods,38.52,104,270
92,93,93,Fabián Gómez,38.38,76,198
93,T94,T94,Tag Ridings,38.33,69,180
94,T94,T94,Casey Wittenberg,38.33,69,180
95,96,96,Bill Haas,38.3,131,342
96,97,97,Rickie Fowler,38.24,117,306
97,T98,T98,Brad Fritsch,38.19,110,288
98,T98,T98,Camilo Villegas,38.19,110,288
99,T100,T100,George McNeill,38.15,103,270
100,T100,T100,Henrik Norlander,38.15,103,270
101,102,102,Stephen Ames,38.1,48,126
102,103,103,Seung-Yul Noh,37.88,75,198
103,104,104,Pat Perez,37.78,102,270
104,T105,T105,Kevin Stadler,37.5,108,288
105,T105,T105,Shawn Stefani,37.5,81,216
106,107,107,Nick Watney,37.43,128,342
107,108,108,Chad Campbell,37.41,101,270
108,109,109,Billy Horschel,37.37,148,396
109,110,110,Stewart Cink,37.3,94,252
110,T111,T111,Ernie Els,37.18,87,234
111,T111,T111,Kyle Stanley,37.18,87,234
112,113,113,K.J. Choi,37.13,127,342
113,T114,T114,Robert Allenby,37.04,40,108
114,T114,T114,Jason Bohn,37.04,80,216
115,T114,T114,Rod Pampling,37.04,40,108
116,117,117,Cameron Percy,36.9,93,252
117,118,118,Gary Woodland,36.87,146,396
118,T119,T119,Scott Gardiner,36.81,53,144
119,T119,T119,Tim Herron,36.81,53,144
120,T121,T121,Robert Karlsson,36.67,66,180
121,T121,T121,Henrik Stenson,36.67,99,270
122,123,123,Scott Langley,36.57,79,216
123,124,124,John Rollins,36.51,92,252
124,T125,T125,Tommy Gainey,36.46,105,288
125,T125,T125,Dustin Johnson,36.46,105,288
126,T127,T127,Jason Dufner,36.42,118,324
127,T127,T127,Derek Ernst,36.42,59,162
128,T129,T129,Bob Estes,36.3,98,270
129,T129,T129,Justin Hicks,36.3,98,270
130,T129,T129,Scott Piercy,36.3,98,270
131,132,132,Bubba Watson,36.27,111,306
132,T133,T133,Ben Curtis,36.11,65,180
133,T133,T133,Lucas Glover,36.11,65,180
134,T133,T133,Jerry Kelly,36.11,104,288
135,T133,T133,Robert Streb,36.11,78,216
136,137,137,Kevin Chappell,35.95,110,306
137,138,138,Dicky Pride,35.9,84,234
138,T139,T139,Bud Cauley,35.8,58,162
139,T139,T139,Carl Pettersson,35.8,116,324
140,T139,T139,Johnson Wagner,35.8,58,162
141,T142,T142,Doug LaBelle II,35.71,90,252
142,T142,T142,Andrew Svoboda,35.71,45,126
143,T144,T144,Scott Brown,35.65,77,216
144,T144,T144,Steve LeBrun,35.65,77,216
145,146,146,"Ted Potter, Jr.",35.56,64,180
146,147,147,Greg Owen,35.47,83,234
147,148,148,Lee Westwood,35.29,108,306
148,149,149,Roberto Castro,35.28,127,360
149,150,150,Zach Johnson,35.09,120,342
150,151,151,Ángel Cabrera,35.07,101,288
151,T152,T152,Michael Bradley,34.92,44,126
152,T152,T152,Ryo Ishikawa,34.92,88,252
153,154,154,David Mathis,34.85,69,198
154,T155,T155,Nicolas Colsaerts,34.72,50,144
155,T155,T155,D.H. Lee,34.72,75,216
156,T155,T155,Sean O'Hair,34.72,50,144
157,158,158,Brendon de Jonge,34.67,156,450
158,159,159,Colt Knost,34.57,56,162
159,T160,T160,Chez Reavie,34.52,87,252
160,T160,T160,Justin Rose,34.52,87,252
161,162,162,Keegan Bradley,34.44,124,360
162,163,163,Boo Weekley,34.3,142,414
163,164,164,Ben Kohles,34.26,74,216
164,165,165,Martin Kaymer,34.19,80,234
165,166,166,John Senden,34.07,92,270
166,167,167,Charlie Beljan,33.95,55,162
167,T168,T168,Jim Herman,33.89,61,180
168,T168,T168,Hunter Mahan,33.89,122,360
169,T170,T170,Will Claxton,33.33,54,162
170,T170,T170,Trevor Immelman,33.33,72,216
171,T170,T170,Bryce Molder,33.33,102,306
172,T170,T170,Adam Scott,33.33,90,270
173,T170,T170,Vijay Singh,33.33,72,216
174,175,175,J.J. Henry,32.29,93,288
175,176,176,D.J. Trahan,32.1,52,162
176,177,177,Geoff Ogilvy,31.11,56,180
177,178,178,John Huh,28.76,88,306
178,179,179,Robert Garrigus,28.7,62,216
179,180,180,Eric Meierdierks,27.78,30,108
