,One-Putt_Percentage_-_Round_3_RANK THIS WEEK,One-Putt_Percentage_-_Round_3_RANK LAST WEEK,One-Putt_Percentage_-_Round_3_PLAYER NAME,One-Putt_Percentage_-_Round_3_%,One-Putt_Percentage_-_Round_3_# OF 1 PUTTS,One-Putt_Percentage_-_Round_3_# OF HOLES
0,1,1,Brian Davis,49.12,168,342
1,2,2,Luke Donald,47.86,112,234
2,3,3,Brian Harman,46.67,126,270
3,4,4,Richard Lee,46.53,134,288
4,5,5,Jin Park,45.24,57,126
5,6,6,Charley Hoffman,45.03,154,342
6,7,7,David Lingmerth,44.91,97,216
7,T8,T8,Aaron Baddeley,44.44,80,180
8,T8,T8,Jordan Spieth,44.44,144,324
9,T8,T8,Aaron Watkins,44.44,40,90
10,11,11,Stuart Appleby,44.14,143,324
11,12,12,Sangmoon Bae,44.1,127,288
12,13,13,Peter Hanson,43.89,79,180
13,14,14,Charles Howell III,43.52,141,324
14,15,15,Brandt Snedeker,43.46,133,306
15,16,16,Sergio Garcia,43.4,125,288
16,T17,T17,Matt Every,43.21,140,324
17,T17,T17,Phil Mickelson,43.21,140,324
18,T17,T17,Vaughn Taylor,43.21,70,162
19,T20,T20,Brian Gay,43.06,124,288
20,T20,T20,Freddie Jacobson,43.06,93,216
21,T20,T20,Jeff Maggert,43.06,93,216
22,23,23,Ben Crane,42.93,85,198
23,24,24,Graeme McDowell,42.78,77,180
24,25,25,Ken Duke,42.71,123,288
25,26,26,Justin Leonard,42.69,146,342
26,T27,T27,Steve Stricker,42.59,92,216
27,T27,T27,Mark Wilson,42.59,69,162
28,29,29,Erik Compton,42.22,114,270
29,30,30,Charlie Wi,42.06,106,252
30,31,31,Russell Henley,42.01,121,288
31,32,32,Rory McIlroy,41.88,98,234
32,33,33,Graham DeLaet,41.8,158,378
33,T34,T34,Tim Clark,41.67,90,216
34,T34,T34,Luke Guthrie,41.67,105,252
35,T34,T34,Andres Romero,41.67,75,180
36,T34,T34,David Toms,41.67,60,144
37,38,38,Luke List,41.36,67,162
38,39,39,Chris Kirk,41.27,156,378
39,40,40,Jimmy Walker,41.05,133,324
40,41,41,Greg Chalmers,41.03,96,234
41,42,42,Alistair Presnell,40.97,59,144
42,43,43,Troy Matteson,40.91,81,198
43,44,44,Rory Sabbatini,40.85,125,306
44,45,45,Chris Stroud,40.83,147,360
45,T46,T46,James Driscoll,40.74,110,270
