,Putting_from_10_RANK THIS WEEK,Putting_from_10_RANK LAST WEEK,Putting_from_10_PLAYER NAME,Putting_from_10_ROUNDS,Putting_from_10_% MADE,Putting_from_10_ATTEMPTS,Putting_from_10_PUTTS MADE
0,T1,T1,Doug LaBelle II,72,58.33,36,21
1,T1,T1,Phil Mickelson,78,58.33,36,21
2,T3,T3,Brandt Jobe,62,57.14,42,24
3,T3,T3,Webb Simpson,92,57.14,42,24
4,5,5,James Driscoll,76,56.25,48,27
5,6,6,Peter Hanson,45,55.56,18,10
6,T7,T7,Ken Duke,87,54.55,55,30
7,T7,T7,George McNeill,68,54.55,55,30
8,9,9,Henrik Norlander,70,54.05,37,20
9,10,10,Aaron Watkins,46,53.33,15,8
10,11,11,Luke Guthrie,82,53.06,49,26
11,12,12,Rory McIlroy,56,52.0,25,13
12,13,13,Sangmoon Bae,83,51.92,52,27
13,14,14,J.J. Henry,83,50.98,51,26
14,T15,T15,Matt Jones,83,50.0,54,27
15,T15,T15,Martin Laird,68,50.0,34,17
16,T15,T15,Cameron Percy,68,50.0,44,22
17,T15,T15,Justin Rose,62,50.0,34,17
18,T15,T15,Henrik Stenson,65,50.0,26,13
19,T15,T15,Johnson Wagner,64,50.0,30,15
20,21,21,Justin Leonard,86,49.12,57,28
21,22,22,Nicholas Thompson,99,49.06,53,26
22,T23,T23,Jonas Blixt,76,48.94,47,23
23,T23,T23,K.J. Choi,85,48.94,47,23
24,25,25,John Huh,88,48.84,43,21
25,26,26,Greg Chalmers,77,48.78,41,20
26,27,27,Geoff Ogilvy,57,48.65,37,18
27,28,28,Ernie Els,63,48.48,33,16
28,29,29,Pat Perez,69,48.39,31,15
29,30,30,Tiger Woods,61,48.28,29,14
30,31,31,Billy Horschel,96,48.15,54,26
31,32,32,Kevin Stadler,83,48.08,52,25
32,T33,T33,Harris English,95,47.92,48,23
33,T33,T33,Scott Stallings,79,47.92,48,23
34,T35,T35,David Lingmerth,68,47.73,44,21
35,T35,T35,Carl Pettersson,82,47.73,44,21
36,37,37,Charlie Wi,75,47.17,53,25
37,38,38,Russell Henley,80,47.06,51,24
38,39,39,Lee Westwood,70,46.88,32,15
39,T40,T40,Ian Poulter,59,46.67,30,14
40,T40,T40,Shawn Stefani,63,46.67,30,14
41,42,42,Charley Hoffman,84,46.48,71,33
42,43,43,Mike Weir,60,46.34,41,19
43,T44,T44,Nicolas Colsaerts,50,46.15,26,12
44,T44,T44,Andres Romero,63,46.15,39,18
45,T44,T44,Charl Schwartzel,69,46.15,39,18
46,47,47,David Hearn,88,46.0,50,23
47,48,48,Martin Flores,83,45.95,37,17
48,T49,T49,Lucas Glover,65,45.71,35,16
49,T49,T49,Brandt Snedeker,79,45.71,35,16
50,T49,T49,Vaughn Taylor,50,45.71,35,16
51,52,52,Steve Stricker,51,45.45,22,10
52,53,53,Justin Hicks,79,44.9,49,22
53,T54,T54,William McGirt,75,44.68,47,21
54,T54,T54,Jimmy Walker,84,44.68,47,21
55,T56,T56,Derek Ernst,58,44.44,36,16
56,T56,T56,Jerry Kelly,75,44.44,45,20
57,T56,T56,Jordan Spieth,82,44.44,45,20
58,T56,T56,Camilo Villegas,79,44.44,36,16
59,T60,T60,Greg Owen,73,44.0,50,22
60,T60,T60,David Toms,49,44.0,25,11
61,62,62,Robert Streb,75,43.9,41,18
62,63,63,Bubba Watson,76,43.75,48,21
63,64,64,Aaron Baddeley,68,43.59,39,17
64,65,65,Tommy Gainey,84,43.55,62,27
65,T66,T66,Jeff Maggert,63,43.48,46,20
66,T66,T66,D.A. Points,87,43.48,46,20
67,68,68,Keegan Bradley,88,43.4,53,23
68,69,69,Ángel Cabrera,73,43.24,37,16
69,70,70,Daniel Summerhays,83,43.1,58,25
70,71,71,Cameron Tringale,80,42.59,54,23
71,T72,T72,David Lynn,70,42.55,47,20
72,T72,T72,Rory Sabbatini,86,42.55,47,20
73,T74,T74,Bryce Molder,82,42.31,52,22
74,T74,T74,Ryan Palmer,79,42.31,52,22
75,76,76,Patrick Reed,83,42.22,45,19
76,T77,T77,Sergio Garcia,65,41.94,31,13
77,T77,T77,Eric Meierdierks,48,41.94,31,13
78,79,79,John Merrick,79,41.86,43,18
79,T80,T80,Kevin Chappell,80,41.51,53,22
80,T80,T80,David Mathis,71,41.51,53,22
81,T82,T82,Bo Van Pelt,72,41.46,41,17
82,T82,T82,Casey Wittenberg,72,41.46,41,17
83,84,84,Morgan Hoffmann,64,41.38,29,12
84,T85,T85,Justin Bolli,59,41.18,34,14
85,T85,T85,Tom Gillis,69,41.18,34,14
86,T85,T85,D.H. Lee,65,41.18,34,14
87,88,88,Graham DeLaet,94,40.82,49,20
88,T89,T89,Michael Bradley,56,40.74,27,11
89,T89,T89,Tim Clark,64,40.74,27,11
90,T89,T89,Brian Stuard,78,40.74,54,22
91,92,92,Hunter Mahan,91,40.54,37,15
92,93,93,Richard Lee,81,40.48,42,17
93,T94,T94,Stuart Appleby,88,40.0,45,18
94,T94,T94,Ben Kohles,75,40.0,40,16
95,T94,T94,Ryan Moore,72,40.0,35,14
96,T94,T94,Alistair Presnell,59,40.0,30,12
97,T94,T94,Vijay Singh,61,40.0,25,10
98,T94,T94,Darron Stiles,51,40.0,25,10
99,T94,T94,Josh Teater,86,40.0,50,20
100,101,101,Chris Stroud,88,39.66,58,23
101,102,102,Jin Park,52,39.47,38,15
102,T103,T103,Rickie Fowler,75,39.39,33,13
103,T103,T103,Padraig Harrington,52,39.39,33,13
104,105,105,Charles Howell III,87,39.34,61,24
105,106,106,Brian Gay,79,39.29,56,22
106,T107,T107,Colt Knost,69,39.13,46,18
107,T107,T107,Y.E. Yang,56,39.13,23,9
108,109,109,Brendan Steele,86,39.02,41,16
109,110,110,Jeff Overton,78,38.89,54,21
110,111,111,Stewart Cink,71,38.71,31,12
111,112,112,Chez Reavie,72,38.64,44,17
112,T113,T113,Stephen Ames,49,38.46,26,10
113,T113,T113,Bobby Gates,49,38.46,26,10
114,115,115,Ricky Barnes,74,38.3,47,18
115,116,116,Martin Kaymer,61,37.93,29,11
116,T117,T117,Sean O'Hair,56,37.78,45,17
117,T117,T117,Gary Woodland,94,37.78,45,17
118,T119,T119,Ben Crane,62,37.5,40,15
119,T119,T119,Fabián Gómez,65,37.5,40,15
120,T119,T119,Nick Watney,88,37.5,48,18
121,T122,T122,Jim Herman,59,37.14,35,13
122,T122,T122,Freddie Jacobson,63,37.14,35,13
123,T124,T124,Brian Davis,91,36.92,65,24
124,T124,T124,John Senden,79,36.92,65,24
125,126,126,Jason Kokrak,78,36.84,38,14
126,127,127,Jason Day,86,36.59,41,15
127,128,128,Charlie Beljan,62,36.36,33,12
128,129,129,Chad Campbell,78,36.21,58,21
129,130,130,Kevin Streelman,86,36.11,36,13
130,T131,T131,Troy Matteson,68,35.9,39,14
131,T131,T131,Lee Williams,62,35.9,39,14
132,T133,T133,Erik Compton,74,35.71,56,20
133,T133,T133,Zach Johnson,84,35.71,42,15
134,135,135,Luke Donald,60,35.48,31,11
135,136,136,Brian Harman,89,35.42,48,17
136,137,137,Steve LeBrun,66,35.0,40,14
137,T138,T138,Steven Bowditch,67,34.88,43,15
138,T138,T138,Tag Ridings,69,34.88,43,15
139,140,140,Jason Dufner,78,34.69,49,17
140,T141,T141,Ben Curtis,59,34.62,26,9
141,T141,T141,Brendon de Jonge,110,34.62,78,27
142,T143,T143,Scott Langley,79,34.29,35,12
143,T143,T143,Luke List,65,34.29,35,12
144,145,145,Robert Allenby,58,34.15,41,14
145,T146,T146,Matt Every,89,33.33,51,17
146,T146,T146,Jim Furyk,80,33.33,42,14
147,T146,T146,Robert Garrigus,69,33.33,42,14
148,T146,T146,Seung-Yul Noh,71,33.33,39,13
149,T146,T146,John Rollins,77,33.33,48,16
150,151,151,Chris Kirk,89,32.76,58,19
151,152,152,Dicky Pride,71,32.56,43,14
152,153,153,Tim Herron,45,32.35,34,11
153,154,154,Jason Bohn,70,32.14,56,18
154,T155,T155,Scott Piercy,78,32.0,50,16
155,T155,T155,Adam Scott,61,32.0,25,8
156,T157,T157,James Hahn,78,31.82,44,14
157,T157,T157,Andrew Svoboda,46,31.82,22,7
158,159,159,Matt Kuchar,93,31.71,41,13
159,160,160,Michael Thompson,66,30.77,39,12
160,161,161,Brad Fritsch,81,30.61,49,15
161,162,162,Rod Pampling,46,29.63,27,8
162,163,163,Will Claxton,67,29.41,34,10
163,164,164,Boo Weekley,100,29.31,58,17
164,T165,T165,Roberto Castro,97,29.03,62,18
165,T165,T165,D.J. Trahan,48,29.03,31,9
166,167,167,Bud Cauley,67,27.91,43,12
167,168,168,Graeme McDowell,53,27.78,18,5
168,169,169,"Ted Potter, Jr.",65,26.67,45,12
169,170,170,Mark Wilson,56,26.47,34,9
170,T171,T171,Ryo Ishikawa,72,26.32,38,10
171,T171,T171,Marc Leishman,77,26.32,38,10
172,173,173,Bill Haas,85,26.19,42,11
173,174,174,Scott Gardiner,61,26.09,23,6
174,175,175,Robert Karlsson,56,25.93,27,7
175,176,176,Scott Brown,65,25.0,40,10
176,177,177,Kyle Stanley,71,24.32,37,9
177,178,178,Bob Estes,66,23.08,39,9
178,179,179,Trevor Immelman,73,21.62,37,8
179,180,180,Dustin Johnson,71,21.21,33,7
