,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Vaughn Taylor,50,41.75,103,43
1,2,2,Steve Stricker,51,40.66,91,37
2,3,3,Billy Horschel,96,38.26,230,88
3,4,4,Jim Furyk,80,38.15,173,66
4,5,5,David Hearn,88,37.56,205,77
5,6,6,Jason Dufner,78,36.18,152,55
6,7,7,James Driscoll,76,35.93,167,60
7,8,8,Richard Lee,81,35.75,207,74
8,9,9,Charlie Wi,75,35.68,185,66
9,10,10,Jason Day,86,35.57,149,53
10,11,11,Jason Bohn,70,35.32,201,71
11,T12,T12,Luke Donald,60,35.29,119,42
12,T12,T12,Fabián Gómez,65,35.29,170,60
13,14,14,Shawn Stefani,63,35.11,131,46
14,15,15,Rickie Fowler,75,34.97,163,57
15,16,16,Erik Compton,74,34.54,194,67
16,17,17,Henrik Stenson,65,34.23,111,38
17,18,18,Bob Estes,66,34.19,155,53
18,19,19,Bryce Molder,82,34.15,164,56
19,20,20,Michael Thompson,66,34.11,129,44
20,21,21,Brian Gay,79,34.05,185,63
21,22,22,Brandt Snedeker,79,33.94,165,56
22,23,23,Greg Chalmers,77,33.84,198,67
23,24,24,K.J. Choi,85,33.77,151,51
24,25,25,John Senden,79,33.56,149,50
25,T26,T26,Aaron Baddeley,68,33.33,156,52
26,T26,T26,Freddie Jacobson,63,33.33,123,41
27,T26,T26,Marc Leishman,77,33.33,177,59
28,T26,T26,Nick Watney,88,33.33,216,72
29,30,30,Sangmoon Bae,83,33.03,221,73
30,31,31,Ryan Palmer,79,32.99,194,64
31,32,32,Matt Kuchar,93,32.97,182,60
32,33,33,Brian Davis,91,32.86,213,70
33,34,34,Lucas Glover,65,32.85,137,45
34,T35,T35,Justin Leonard,86,32.81,192,63
