,Total_3_Putts_-_10-15_RANK THIS WEEK,Total_3_Putts_-_10-15_RANK LAST WEEK,Total_3_Putts_-_10-15_PLAYER NAME,Total_3_Putts_-_10-15_ROUNDS,Total_3_Putts_-_10-15_TOTAL 3 PUTTS 10'-15',Total_3_Putts_-_10-15_TOTAL 3 PUTTS
0,1,1,Matt Every,89,6,50
1,T2,T2,Justin Hicks,79,5,51
2,T2,T2,Jeff Maggert,63,5,44
3,T2,T2,Vijay Singh,61,5,30
4,T2,T2,Charlie Wi,75,5,40
5,T6,T6,Robert Allenby,58,4,33
6,T6,T6,Stephen Ames,49,4,21
7,T6,T6,Jason Dufner,78,4,45
8,T6,T6,Tommy Gainey,84,4,44
9,T6,T6,Russell Henley,80,4,33
10,T6,T6,John Huh,88,4,54
11,T6,T6,Jerry Kelly,75,4,27
12,T6,T6,Richard Lee,81,4,36
13,T6,T6,Troy Matteson,68,4,27
14,T6,T6,Geoff Ogilvy,57,4,40
15,T6,T6,Scott Piercy,78,4,36
16,T6,T6,D.A. Points,87,4,45
17,T6,T6,Andres Romero,63,4,27
18,T6,T6,Kevin Stadler,83,4,38
19,T6,T6,Scott Stallings,79,4,36
20,T6,T6,Cameron Tringale,80,4,41
21,T6,T6,Camilo Villegas,79,4,36
22,T6,T6,Boo Weekley,100,4,58
23,T24,T24,Sangmoon Bae,83,3,55
24,T24,T24,Jason Bohn,70,3,29
25,T24,T24,Erik Compton,74,3,42
26,T24,T24,Ken Duke,87,3,43
27,T24,T24,Rickie Fowler,75,3,24
28,T24,T24,Brian Gay,79,3,21
29,T24,T24,James Hahn,78,3,31
30,T24,T24,Jim Herman,59,3,33
31,T24,T24,Tim Herron,45,3,24
32,T24,T24,Matt Jones,83,3,38
33,T24,T24,Martin Laird,68,3,38
34,T24,T24,Marc Leishman,77,3,36
35,T24,T24,Eric Meierdierks,48,3,34
36,T24,T24,Henrik Norlander,70,3,37
37,T24,T24,Pat Perez,69,3,37
38,T24,T24,Carl Pettersson,82,3,30
39,T24,T24,"Ted Potter, Jr.",65,3,41
40,T24,T24,John Rollins,77,3,34
41,T24,T24,Charl Schwartzel,69,3,17
42,T24,T24,Jordan Spieth,82,3,34
43,T24,T24,Josh Teater,86,3,27
44,T24,T24,Nicholas Thompson,99,3,58
45,T24,T24,Lee Westwood,70,3,34
46,T47,T47,Stuart Appleby,88,2,44
47,T47,T47,Charlie Beljan,62,2,39
48,T47,T47,Keegan Bradley,88,2,30
49,T47,T47,Chad Campbell,78,2,44
50,T47,T47,Roberto Castro,97,2,46
51,T47,T47,Kevin Chappell,80,2,44
52,T47,T47,Stewart Cink,71,2,36
53,T47,T47,Will Claxton,67,2,42
54,T47,T47,Nicolas Colsaerts,50,2,29
55,T47,T47,Graham DeLaet,94,2,49
56,T47,T47,James Driscoll,76,2,33
57,T47,T47,Robert Garrigus,69,2,22
58,T47,T47,Peter Hanson,45,2,11
59,T47,T47,David Hearn,88,2,26
60,T47,T47,Charles Howell III,87,2,39
61,T47,T47,Ryo Ishikawa,72,2,39
62,T47,T47,Martin Kaymer,61,2,26
63,T47,T47,Chris Kirk,89,2,40
64,T47,T47,Jason Kokrak,78,2,49
65,T47,T47,Doug LaBelle II,72,2,32
66,T47,T47,Scott Langley,79,2,27
67,T47,T47,John Merrick,79,2,33
68,T47,T47,Bryce Molder,82,2,30
69,T47,T47,Jin Park,52,2,27
70,T47,T47,Ian Poulter,59,2,18
71,T47,T47,Chez Reavie,72,2,27
72,T47,T47,Rory Sabbatini,86,2,53
73,T47,T47,Adam Scott,61,2,18
74,T47,T47,Webb Simpson,92,2,23
75,T47,T47,D.J. Trahan,48,2,24
76,T47,T47,Johnson Wagner,64,2,37
77,T47,T47,Jimmy Walker,84,2,34
78,T47,T47,Casey Wittenberg,72,2,29
79,T47,T47,Tiger Woods,61,2,16
80,T81,T81,Aaron Baddeley,68,1,27
81,T81,T81,Ricky Barnes,74,1,43
82,T81,T81,Jonas Blixt,76,1,30
83,T81,T81,Justin Bolli,59,1,30
84,T81,T81,Steven Bowditch,67,1,36
85,T81,T81,Michael Bradley,56,1,35
86,T81,T81,Ángel Cabrera,73,1,44
87,T81,T81,Bud Cauley,67,1,34
88,T81,T81,K.J. Choi,85,1,35
89,T81,T81,Tim Clark,64,1,17
90,T81,T81,Ben Crane,62,1,34
91,T81,T81,Ben Curtis,59,1,31
92,T81,T81,Brian Davis,91,1,39
93,T81,T81,Brendon de Jonge,110,1,45
94,T81,T81,Harris English,95,1,43
95,T81,T81,Bob Estes,66,1,24
96,T81,T81,Martin Flores,83,1,47
97,T81,T81,Brad Fritsch,81,1,42
98,T81,T81,Scott Gardiner,61,1,30
99,T81,T81,Bobby Gates,49,1,16
100,T81,T81,Fabián Gómez,65,1,26
101,T81,T81,Charley Hoffman,84,1,43
102,T81,T81,Morgan Hoffmann,64,1,27
103,T81,T81,Billy Horschel,96,1,41
104,T81,T81,Trevor Immelman,73,1,41
105,T81,T81,Freddie Jacobson,63,1,20
106,T81,T81,Zach Johnson,84,1,35
107,T81,T81,Robert Karlsson,56,1,27
108,T81,T81,Steve LeBrun,66,1,36
109,T81,T81,D.H. Lee,65,1,37
110,T81,T81,David Lingmerth,68,1,37
111,T81,T81,Luke List,65,1,42
112,T81,T81,David Lynn,70,1,24
113,T81,T81,Hunter Mahan,91,1,32
114,T81,T81,David Mathis,71,1,37
115,T81,T81,William McGirt,75,1,32
116,T81,T81,Rory McIlroy,56,1,22
117,T81,T81,George McNeill,68,1,40
118,T81,T81,Ryan Moore,72,1,36
119,T81,T81,Seung-Yul Noh,71,1,43
120,T81,T81,Sean O'Hair,56,1,33
121,T81,T81,Jeff Overton,78,1,32
122,T81,T81,Greg Owen,73,1,54
123,T81,T81,Cameron Percy,68,1,33
124,T81,T81,Alistair Presnell,59,1,32
125,T81,T81,Patrick Reed,83,1,44
126,T81,T81,Tag Ridings,69,1,22
127,T81,T81,John Senden,79,1,36
128,T81,T81,Kyle Stanley,71,1,55
129,T81,T81,Shawn Stefani,63,1,19
130,T81,T81,Henrik Stenson,65,1,27
131,T81,T81,Darron Stiles,51,1,27
132,T81,T81,Kevin Streelman,86,1,27
133,T81,T81,Steve Stricker,51,1,17
134,T81,T81,Brian Stuard,78,1,31
135,T81,T81,Daniel Summerhays,83,1,33
136,T81,T81,Bo Van Pelt,72,1,30
137,T81,T81,Nick Watney,88,1,49
138,T81,T81,Mike Weir,60,1,18
139,T81,T81,Lee Williams,62,1,26
