,Putting_from_9_RANK THIS WEEK,Putting_from_9_RANK LAST WEEK,Putting_from_9_PLAYER NAME,Putting_from_9_ROUNDS,Putting_from_9_% MADE,Putting_from_9_ATTEMPTS,Putting_from_9_PUTTS MADE
0,1,1,Steve Stricker,51,73.33,15,11
1,2,2,Steven Bowditch,67,64.71,34,22
2,3,3,K.J. Choi,85,64.29,56,36
3,4,4,Jeff Maggert,63,60.53,38,23
4,5,5,Matt Kuchar,93,59.32,59,35
5,6,6,Brian Gay,79,59.18,49,29
6,7,7,Camilo Villegas,79,58.82,51,30
7,8,8,Shawn Stefani,63,57.78,45,26
8,9,9,Tommy Gainey,84,57.63,59,34
9,10,10,Tim Herron,45,57.58,33,19
10,11,11,Jim Herman,59,56.76,37,21
11,12,12,Sergio Garcia,65,56.67,30,17
12,13,13,Jason Dufner,78,56.36,55,31
13,14,14,Bryce Molder,82,56.25,48,27
14,15,15,Chris Kirk,89,56.14,57,32
15,16,16,Scott Stallings,79,56.06,66,37
16,17,17,Patrick Reed,83,56.0,50,28
17,18,18,Keegan Bradley,88,55.38,65,36
18,19,19,Tiger Woods,61,55.26,38,21
19,T20,T20,Harris English,95,54.84,62,34
20,T20,T20,Justin Rose,62,54.84,31,17
21,22,22,Erik Compton,74,54.76,42,23
22,23,23,Robert Karlsson,56,54.55,33,18
23,24,24,Robert Garrigus,69,54.29,35,19
24,T25,T25,Jonas Blixt,76,53.66,41,22
25,T25,T25,Henrik Norlander,70,53.66,41,22
26,27,27,Charl Schwartzel,69,53.19,47,25
27,28,28,Ryan Moore,72,53.13,32,17
28,29,29,Martin Kaymer,61,52.78,36,19
29,T30,T30,Michael Bradley,56,52.38,21,11
30,T30,T30,William McGirt,75,52.38,42,22
31,32,32,Aaron Baddeley,68,52.17,46,24
32,33,33,Charley Hoffman,84,52.0,50,26
33,34,34,Russell Henley,80,51.92,52,27
34,35,35,Casey Wittenberg,72,51.79,56,29
35,36,36,Kevin Streelman,86,51.72,58,30
36,37,37,David Hearn,88,51.67,60,31
37,38,38,Tim Clark,64,51.61,31,16
38,39,39,David Lynn,70,51.52,33,17
39,40,40,J.J. Henry,83,51.28,39,20
40,T41,T41,Bud Cauley,67,51.16,43,22
41,T41,T41,D.A. Points,87,51.16,43,22
42,43,43,Zach Johnson,84,51.11,45,23
43,44,44,Sangmoon Bae,83,51.06,47,24
44,45,45,Matt Jones,83,51.02,49,25
45,46,46,Justin Leonard,86,50.85,59,30
46,47,47,Matt Every,89,50.82,61,31
47,T48,T48,Padraig Harrington,52,50.0,18,9
48,T48,T48,Trevor Immelman,73,50.0,52,26
49,T48,T48,Alistair Presnell,59,50.0,34,17
50,T48,T48,Kyle Stanley,71,50.0,52,26
51,T48,T48,Vaughn Taylor,50,50.0,32,16
52,T48,T48,Jimmy Walker,84,50.0,60,30
53,T48,T48,Aaron Watkins,46,50.0,28,14
54,T48,T48,Gary Woodland,94,50.0,68,34
55,56,56,John Huh,88,48.98,49,24
56,57,57,Chez Reavie,72,48.89,45,22
57,T58,T58,Stephen Ames,49,48.78,41,20
58,T58,T58,Dicky Pride,71,48.78,41,20
59,60,60,Michael Thompson,66,48.72,39,19
60,T61,T61,Derek Ernst,58,48.48,33,16
61,T61,T61,Brad Fritsch,81,48.48,33,16
62,T61,T61,Martin Laird,68,48.48,33,16
63,64,64,Cameron Tringale,80,48.33,60,29
64,65,65,Ben Crane,62,48.28,29,14
65,66,66,Cameron Percy,68,47.83,46,22
66,T67,T67,Jerry Kelly,75,47.73,44,21
67,T67,T67,Jordan Spieth,82,47.73,44,21
68,T67,T67,Bubba Watson,76,47.73,44,21
69,70,70,Ángel Cabrera,73,47.62,42,20
70,71,71,Bob Estes,66,47.5,40,19
71,72,72,Daniel Summerhays,83,47.46,59,28
72,73,73,Phil Mickelson,78,47.37,38,18
73,74,74,Marc Leishman,77,47.27,55,26
74,75,75,Vijay Singh,61,47.22,36,17
75,76,76,Scott Piercy,78,47.17,53,25
76,77,77,Rory Sabbatini,86,47.06,68,32
77,T78,T78,Hunter Mahan,91,46.81,47,22
78,T78,T78,"Ted Potter, Jr.",65,46.81,47,22
79,T80,T80,Graeme McDowell,53,46.67,30,14
80,T80,T80,Nick Watney,88,46.67,60,28
81,82,82,Carl Pettersson,82,46.34,41,19
82,83,83,Stuart Appleby,88,46.3,54,25
83,84,84,Steve LeBrun,66,46.15,52,24
84,85,85,Josh Teater,86,46.0,50,23
85,86,86,Jason Bohn,70,45.9,61,28
86,87,87,Ian Poulter,59,45.83,24,11
87,88,88,James Hahn,78,45.65,46,21
88,T89,T89,Ken Duke,87,45.45,44,20
89,T89,T89,Rickie Fowler,75,45.45,55,25
90,T89,T89,Andres Romero,63,45.45,33,15
91,92,92,Tom Gillis,69,45.24,42,19
92,T93,T93,Luke List,65,45.16,31,14
93,T93,T93,Nicholas Thompson,99,45.16,62,28
94,95,95,Brian Harman,89,45.1,51,23
95,96,96,Kevin Chappell,80,44.83,58,26
96,97,97,Roberto Castro,97,44.64,56,25
97,98,98,Justin Hicks,79,44.26,61,27
98,T99,T99,Fabián Gómez,65,44.19,43,19
99,T99,T99,Doug LaBelle II,72,44.19,43,19
100,101,101,Billy Horschel,96,44.12,68,30
101,T102,T102,Bobby Gates,49,44.0,25,11
102,T102,T102,D.J. Trahan,48,44.0,25,11
103,104,104,Greg Chalmers,77,43.86,57,25
104,105,105,Colt Knost,69,43.75,32,14
105,T106,T106,Peter Hanson,45,43.59,39,17
106,T106,T106,Geoff Ogilvy,57,43.59,39,17
107,108,108,David Toms,49,43.48,23,10
108,109,109,Troy Matteson,68,43.24,37,16
109,T110,T110,Graham DeLaet,94,43.1,58,25
110,T110,T110,John Rollins,77,43.1,58,25
111,T112,T112,Jason Day,86,42.86,35,15
112,T112,T112,James Driscoll,76,42.86,42,18
113,T112,T112,Martin Flores,83,42.86,63,27
114,T112,T112,Bo Van Pelt,72,42.86,42,18
115,T116,T116,Robert Allenby,58,42.5,40,17
116,T116,T116,Ernie Els,63,42.5,40,17
117,T116,T116,Brandt Snedeker,79,42.5,40,17
118,119,119,Ryan Palmer,79,42.37,59,25
119,T120,T120,D.H. Lee,65,42.22,45,19
120,T120,T120,Lee Williams,62,42.22,45,19
121,122,122,Brendon de Jonge,110,42.03,69,29
122,T123,T123,Freddie Jacobson,63,41.94,31,13
123,T123,T123,Jeff Overton,78,41.94,62,26
124,125,125,Dustin Johnson,71,41.86,43,18
125,126,126,Mark Wilson,56,41.46,41,17
126,127,127,Ben Curtis,59,41.18,34,14
127,128,128,Morgan Hoffmann,64,40.91,44,18
128,T129,T129,Ryo Ishikawa,72,40.82,49,20
129,T129,T129,Richard Lee,81,40.82,49,20
130,T131,T131,Luke Donald,60,40.63,32,13
131,T131,T131,Kevin Stadler,83,40.63,64,26
132,133,133,Brian Davis,91,40.51,79,32
133,T134,T134,Ben Kohles,75,40.0,45,18
134,T134,T134,Seung-Yul Noh,71,40.0,45,18
135,T134,T134,Lee Westwood,70,40.0,25,10
136,137,137,Jason Kokrak,78,39.66,58,23
137,T138,T138,David Lingmerth,68,39.58,48,19
138,T138,T138,John Merrick,79,39.58,48,19
139,140,140,Mike Weir,60,39.47,38,15
140,T141,T141,Justin Bolli,59,39.39,33,13
141,T141,T141,Scott Brown,65,39.39,33,13
142,143,143,Pat Perez,69,39.29,56,22
143,144,144,Sean O'Hair,56,39.13,23,9
144,T145,T145,Ricky Barnes,74,38.46,52,20
145,T145,T145,Will Claxton,67,38.46,39,15
146,T145,T145,Charles Howell III,87,38.46,52,20
147,148,148,Scott Gardiner,61,38.3,47,18
148,149,149,Rod Pampling,46,38.1,21,8
149,T150,T150,Bill Haas,85,38.0,50,19
150,T150,T150,John Senden,79,38.0,50,19
151,T152,T152,Charlie Beljan,62,37.5,32,12
152,T152,T152,Jin Park,52,37.5,32,12
153,T154,T154,Darron Stiles,51,37.04,27,10
154,T154,T154,Andrew Svoboda,46,37.04,27,10
155,156,156,Adam Scott,61,36.84,38,14
156,157,157,Y.E. Yang,56,36.11,36,13
157,158,158,Brendan Steele,86,36.0,50,18
158,159,159,Brian Stuard,78,35.9,39,14
159,160,160,Charlie Wi,75,35.85,53,19
160,161,161,Chris Stroud,88,35.71,56,20
161,162,162,Luke Guthrie,82,35.56,45,16
162,163,163,Greg Owen,73,35.19,54,19
163,164,164,Tag Ridings,69,35.0,40,14
164,165,165,George McNeill,68,34.09,44,15
165,166,166,Brandt Jobe,62,34.04,47,16
166,167,167,Webb Simpson,92,33.93,56,19
167,168,168,David Mathis,71,33.9,59,20
168,T169,T169,Eric Meierdierks,48,33.33,24,8
169,T169,T169,Henrik Stenson,65,33.33,33,11
170,171,171,Jim Furyk,80,32.65,49,16
171,172,172,Stewart Cink,71,31.71,41,13
172,173,173,Johnson Wagner,64,31.43,35,11
173,174,174,Boo Weekley,100,30.88,68,21
174,175,175,Chad Campbell,78,30.77,39,12
175,176,176,Lucas Glover,65,30.3,33,10
176,177,177,Rory McIlroy,56,27.78,36,10
177,178,178,Scott Langley,79,26.83,41,11
178,179,179,Robert Streb,75,24.39,41,10
179,180,180,Nicolas Colsaerts,50,19.05,21,4
