,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Harris English,95,23.62,271,64
1,2,2,Jordan Spieth,82,22.17,221,49
2,3,3,Stephen Ames,49,22.0,150,33
3,4,4,James Driscoll,76,21.5,200,43
4,5,5,Charles Howell III,87,21.03,271,57
5,6,6,Phil Mickelson,78,21.02,176,37
6,7,7,Russell Henley,80,20.69,232,48
7,8,8,Charl Schwartzel,69,20.45,176,36
8,9,9,Martin Kaymer,61,20.39,152,31
9,10,10,Webb Simpson,92,20.17,233,47
10,11,11,Sangmoon Bae,83,20.0,245,49
11,12,12,Tim Clark,64,19.74,152,30
12,13,13,D.A. Points,87,19.57,230,45
13,14,14,Scott Stallings,79,19.46,221,43
14,15,15,"Ted Potter, Jr.",65,19.35,186,36
15,16,16,Aaron Baddeley,68,19.34,181,35
16,17,17,Chris Kirk,89,19.05,294,56
17,T18,T18,Scott Langley,79,19.0,221,42
18,T18,T18,Brandt Snedeker,79,19.0,200,38
19,T20,T20,Rickie Fowler,75,18.88,196,37
20,T20,T20,Bryce Molder,82,18.88,249,47
21,22,22,Billy Horschel,96,18.77,277,52
22,23,23,Tiger Woods,61,18.71,139,26
23,24,24,Ben Kohles,75,18.52,216,40
24,25,25,Adam Scott,61,18.3,153,28
25,26,26,Andres Romero,63,18.12,149,27
26,27,27,Pat Perez,69,18.11,243,44
27,28,28,Stuart Appleby,88,17.97,256,46
28,29,29,Morgan Hoffmann,64,17.86,168,30
29,30,30,Luke Guthrie,82,17.82,202,36
30,31,31,Bob Estes,66,17.67,215,38
31,32,32,Erik Compton,74,17.57,222,39
32,33,33,Y.E. Yang,56,17.56,131,23
33,34,34,Johnson Wagner,64,17.54,171,30
34,35,35,Stewart Cink,71,17.41,201,35
35,36,36,Darron Stiles,51,17.31,156,27
36,37,37,Justin Rose,62,17.16,169,29
37,38,38,Jeff Overton,78,17.09,234,40
38,T39,T39,Greg Chalmers,77,17.04,223,38
39,T39,T39,Cameron Tringale,80,17.04,223,38
40,41,41,Peter Hanson,45,17.0,100,17
41,42,42,Doug LaBelle II,72,16.92,201,34
42,43,43,Hunter Mahan,91,16.87,243,41
43,44,44,Ángel Cabrera,73,16.85,178,30
44,45,45,Colt Knost,69,16.83,202,34
45,46,46,Robert Streb,75,16.82,214,36
46,47,47,Nick Watney,88,16.73,269,45
47,48,48,David Lingmerth,68,16.67,174,29
48,49,49,Scott Gardiner,61,16.58,187,31
49,50,50,Michael Thompson,66,16.57,175,29
50,51,51,Sergio Garcia,65,16.56,157,26
51,52,52,Nicholas Thompson,99,16.5,309,51
52,53,53,Brandt Jobe,62,16.46,164,27
53,54,54,Ken Duke,87,16.42,268,44
54,55,55,Martin Flores,83,16.29,264,43
55,56,56,Graeme McDowell,53,16.26,123,20
56,T57,T57,Rory McIlroy,56,16.22,148,24
57,T57,T57,Henrik Stenson,65,16.22,148,24
58,59,59,Ben Crane,62,16.2,179,29
59,T60,T60,Brian Davis,91,16.07,280,45
60,T60,T60,Brendon de Jonge,110,16.07,336,54
61,62,62,Daniel Summerhays,83,16.02,231,37
62,63,63,Chez Reavie,72,15.95,232,37
63,T64,T64,Scott Piercy,78,15.94,207,33
64,T64,T64,Alistair Presnell,59,15.94,138,22
65,T66,T66,Charley Hoffman,84,15.9,239,38
66,T66,T66,Seung-Yul Noh,71,15.9,195,31
67,68,68,Lee Westwood,70,15.87,189,30
68,69,69,Jimmy Walker,84,15.85,246,39
69,70,70,Graham DeLaet,94,15.81,310,49
70,71,71,Justin Leonard,86,15.74,235,37
71,T72,T72,Jonas Blixt,76,15.63,224,35
72,T72,T72,Andrew Svoboda,46,15.63,128,20
73,74,74,Brian Harman,89,15.61,269,42
74,75,75,Matt Every,89,15.58,276,43
75,76,76,Ryan Palmer,79,15.51,245,38
76,77,77,Marc Leishman,77,15.5,200,31
77,78,78,Luke Donald,60,15.48,155,24
78,79,79,Jeff Maggert,63,15.43,188,29
79,T80,T80,Ben Curtis,59,15.38,156,24
80,T80,T80,Dustin Johnson,71,15.38,182,28
81,T80,T80,Jason Kokrak,78,15.38,260,40
82,T80,T80,Camilo Villegas,79,15.38,234,36
83,84,84,John Huh,88,15.36,267,41
84,85,85,Josh Teater,86,15.3,183,28
85,86,86,Bo Van Pelt,72,15.29,170,26
86,87,87,David Toms,49,15.27,131,20
87,88,88,Matt Kuchar,93,15.2,250,38
88,89,89,Tag Ridings,69,15.18,224,34
89,90,90,Chris Stroud,88,15.13,238,36
90,91,91,David Hearn,88,15.08,252,38
91,92,92,David Lynn,70,15.0,200,30
92,T93,T93,Fabián Gómez,65,14.97,187,28
93,T93,T93,Tim Herron,45,14.97,147,22
94,95,95,John Rollins,77,14.92,248,37
95,96,96,Zach Johnson,84,14.91,275,41
96,97,97,Eric Meierdierks,48,14.88,121,18
97,98,98,Patrick Reed,83,14.83,236,35
98,99,99,Martin Laird,68,14.81,189,28
99,100,100,Tommy Gainey,84,14.63,246,36
100,101,101,Jerry Kelly,75,14.6,226,33
101,T102,T102,Freddie Jacobson,63,14.58,144,21
102,T102,T102,D.H. Lee,65,14.58,192,28
103,104,104,Kevin Chappell,80,14.55,220,32
104,105,105,Jim Furyk,80,14.47,228,33
105,106,106,Steven Bowditch,67,14.44,180,26
106,107,107,Henrik Norlander,70,14.42,208,30
107,108,108,Shawn Stefani,63,14.37,167,24
108,T109,T109,Nicolas Colsaerts,50,14.29,126,18
109,T109,T109,Brad Fritsch,81,14.29,217,31
110,T109,T109,Luke List,65,14.29,161,23
111,112,112,James Hahn,78,14.22,232,33
112,113,113,Charlie Wi,75,14.21,190,27
113,114,114,Geoff Ogilvy,57,14.17,127,18
114,115,115,John Merrick,79,14.15,205,29
115,116,116,J.J. Henry,83,14.01,257,36
116,117,117,D.J. Trahan,48,13.93,122,17
117,118,118,Scott Brown,65,13.9,187,26
118,119,119,Robert Allenby,58,13.89,180,25
119,120,120,Richard Lee,81,13.88,245,34
120,121,121,Kevin Stadler,83,13.82,246,34
121,122,122,Bud Cauley,67,13.81,181,25
122,T123,T123,Ryo Ishikawa,72,13.73,204,28
123,T123,T123,Greg Owen,73,13.73,233,32
124,125,125,Lee Williams,62,13.7,146,20
125,126,126,Jason Day,86,13.68,190,26
126,T127,T127,Aaron Watkins,46,13.64,110,15
127,T127,T127,Mike Weir,60,13.64,132,18
128,129,129,Bill Haas,85,13.62,213,29
129,130,130,Mark Wilson,56,13.61,169,23
130,131,131,Justin Hicks,79,13.47,245,33
131,132,132,Rory Sabbatini,86,13.41,246,33
132,133,133,Dicky Pride,71,13.24,204,27
133,T134,T134,Charlie Beljan,62,13.22,174,23
134,T134,T134,Rod Pampling,46,13.22,121,16
135,136,136,Chad Campbell,78,13.1,252,33
136,137,137,Roberto Castro,97,13.07,283,37
137,138,138,Tom Gillis,69,13.0,200,26
138,139,139,Matt Jones,83,12.99,231,30
139,140,140,Ricky Barnes,74,12.95,224,29
140,141,141,Keegan Bradley,88,12.92,240,31
141,142,142,Steve LeBrun,66,12.9,186,24
142,143,143,Lucas Glover,65,12.87,171,22
143,144,144,Kevin Streelman,86,12.78,227,29
144,145,145,Carl Pettersson,82,12.75,204,26
145,T146,T146,Padraig Harrington,52,12.73,110,14
146,T146,T146,Gary Woodland,94,12.73,267,34
147,T148,T148,Bobby Gates,49,12.7,126,16
148,T148,T148,William McGirt,75,12.7,244,31
149,T150,T150,Jim Herman,59,12.58,159,20
150,T150,T150,Sean O'Hair,56,12.58,159,20
151,T152,T152,Jason Bohn,70,12.5,224,28
152,T152,T152,Cameron Percy,68,12.5,200,25
153,T152,T152,Vaughn Taylor,50,12.5,120,15
154,155,155,Robert Karlsson,56,12.39,113,14
155,156,156,Michael Bradley,56,12.34,154,19
156,157,157,George McNeill,68,12.32,211,26
157,158,158,Kyle Stanley,71,12.28,228,28
158,159,159,K.J. Choi,85,12.26,212,26
159,160,160,Boo Weekley,100,12.2,295,36
160,161,161,Jin Park,52,12.14,140,17
161,162,162,Brian Gay,79,12.03,241,29
162,163,163,Casey Wittenberg,72,12.0,200,24
163,164,164,Brian Stuard,78,11.69,248,29
164,165,165,John Senden,79,11.68,197,23
165,166,166,Bubba Watson,76,11.54,208,24
166,167,167,Troy Matteson,68,11.46,192,22
167,168,168,Steve Stricker,51,11.38,123,14
168,169,169,Ian Poulter,59,11.33,150,17
169,170,170,David Mathis,71,11.17,206,23
170,171,171,Justin Bolli,59,11.04,163,18
171,172,172,Ryan Moore,72,10.99,191,21
172,173,173,Derek Ernst,58,10.96,146,16
173,174,174,Jason Dufner,78,10.84,203,22
174,175,175,Trevor Immelman,73,10.61,198,21
175,176,176,Will Claxton,67,10.58,189,20
176,177,177,Brendan Steele,86,10.15,266,27
177,178,178,Robert Garrigus,69,9.64,166,16
178,179,179,Vijay Singh,61,9.3,172,16
179,180,180,Ernie Els,63,8.75,160,14
