,Average_Putting_Distance_-_All_1_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_1_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_1_putts_PLAYER NAME,Average_Putting_Distance_-_All_1_putts_ROUNDS,Average_Putting_Distance_-_All_1_putts_AVG,Average_Putting_Distance_-_All_1_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_1_putts_TOTAL PUTTS
0,1,1,Russell Henley,80,"8' 1""",3842.083,476
1,2,2,Charl Schwartzel,69,"8' 0""",3088.083,385
2,3,3,Stephen Ames,49,"7' 11""",2642.583,335
3,T4,T4,Sangmoon Bae,83,"7' 10""",4195.75,533
4,T4,T4,Nick Watney,88,"7' 10""",3735.0,479
5,T6,T6,Harris English,95,"7' 9""",4678.417,603
6,T6,T6,"Ted Potter, Jr.",65,"7' 9""",3083.417,400
7,T8,T8,Bill Haas,85,"7' 8""",3568.333,467
8,T8,T8,J.J. Henry,83,"7' 8""",3460.25,451
9,T8,T8,Jim Herman,59,"7' 8""",2118.083,275
10,T8,T8,Zach Johnson,84,"7' 8""",3552.667,464
11,T8,T8,Martin Kaymer,61,"7' 8""",2087.667,273
12,T8,T8,Ben Kohles,75,"7' 8""",3158.75,412
13,T8,T8,Doug LaBelle II,72,"7' 8""",3227.333,423
14,T15,T15,Ángel Cabrera,73,"7' 7""",2843.667,376
15,T15,T15,James Driscoll,76,"7' 7""",3546.5,469
16,T15,T15,Rickie Fowler,75,"7' 7""",3330.667,439
17,T15,T15,Richard Lee,81,"7' 7""",3864.167,508
18,T15,T15,Brandt Snedeker,79,"7' 7""",3528.417,463
19,T15,T15,D.J. Trahan,48,"7' 7""",1923.0,253
20,T15,T15,Johnson Wagner,64,"7' 7""",2631.667,347
21,T22,T22,Graham DeLaet,94,"7' 6""",4021.583,539
22,T22,T22,Ken Duke,87,"7' 6""",4030.417,538
23,T22,T22,Derek Ernst,58,"7' 6""",2406.75,320
24,T22,T22,Peter Hanson,45,"7' 6""",1957.6670000000001,261
25,T22,T22,Justin Hicks,79,"7' 6""",3293.25,437
26,T22,T22,Charley Hoffman,84,"7' 6""",3866.0,518
27,T22,T22,Billy Horschel,96,"7' 6""",4452.833,595
28,T22,T22,Colt Knost,69,"7' 6""",3096.667,412
29,T22,T22,Carl Pettersson,82,"7' 6""",3343.417,447
30,T31,T31,Greg Chalmers,77,"7' 5""",4040.667,547
31,T31,T31,Erik Compton,74,"7' 5""",3494.167,469
32,T31,T31,Sergio Garcia,65,"7' 5""",2587.333,348
33,T31,T31,D.H. Lee,65,"7' 5""",2948.75,397
34,T31,T31,Graeme McDowell,53,"7' 5""",2033.0829999999999,275
35,T31,T31,George McNeill,68,"7' 5""",3190.0,432
36,T31,T31,John Merrick,79,"7' 5""",3391.083,458
37,T31,T31,Phil Mickelson,78,"7' 5""",3415.083,461
38,T31,T31,John Rollins,77,"7' 5""",3335.667,452
39,T31,T31,Nicholas Thompson,99,"7' 5""",4362.167,589
40,T41,T41,Jason Bohn,70,"7' 4""",3516.583,479
41,T41,T41,Nicolas Colsaerts,50,"7' 4""",1606.5829999999999,218
42,T41,T41,Morgan Hoffmann,64,"7' 4""",2871.833,392
43,T41,T41,Ryo Ishikawa,72,"7' 4""",2508.25,343
44,T41,T41,Brandt Jobe,62,"7' 4""",2576.0,352
45,T41,T41,Scott Langley,79,"7' 4""",3354.417,455
46,T41,T41,Chez Reavie,72,"7' 4""",3357.25,460
47,T41,T41,Henrik Stenson,65,"7' 4""",2179.75,298
48,T49,T49,Ricky Barnes,74,"7' 3""",2943.583,406
49,T49,T49,Michael Bradley,56,"7' 3""",1948.4170000000001,269
50,T49,T49,Chad Campbell,78,"7' 3""",3420.25,470
51,T49,T49,Stewart Cink,71,"7' 3""",2628.917,361
52,T49,T49,Tommy Gainey,84,"7' 3""",3876.583,535
53,T49,T49,Luke Guthrie,82,"7' 3""",3504.25,482
54,T49,T49,Chris Kirk,89,"7' 3""",4642.833,643
55,T49,T49,Martin Laird,68,"7' 3""",2503.583,345
56,T49,T49,Henrik Norlander,70,"7' 3""",2827.917,392
57,T49,T49,Sean O'Hair,56,"7' 3""",2402.75,330
58,T49,T49,Ryan Palmer,79,"7' 3""",3740.833,518
59,T49,T49,D.A. Points,87,"7' 3""",3533.667,488
60,T49,T49,John Senden,79,"7' 3""",2843.833,392
61,T49,T49,Jordan Spieth,82,"7' 3""",3754.667,515
62,T49,T49,Kevin Stadler,83,"7' 3""",3424.75,470
63,T49,T49,Brian Stuard,78,"7' 3""",3124.25,431
64,T49,T49,Michael Thompson,66,"7' 3""",2639.75,364
65,T49,T49,Gary Woodland,94,"7' 3""",4146.333,574
66,T67,T67,Stuart Appleby,88,"7' 2""",4140.75,576
67,T67,T67,Aaron Baddeley,68,"7' 2""",3414.25,477
