,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Scott Langley,79,21.21,99,21
1,2,2,Morgan Hoffmann,64,20.24,84,17
2,T3,T3,James Driscoll,76,20.0,80,16
3,T3,T3,Rory McIlroy,56,20.0,70,14
4,5,5,Aaron Baddeley,68,19.72,71,14
5,6,6,Jordan Spieth,82,19.61,102,20
6,7,7,Chez Reavie,72,19.05,84,16
7,8,8,Alistair Presnell,59,18.75,64,12
8,9,9,Bryce Molder,82,18.52,108,20
9,10,10,Greg Chalmers,77,18.09,94,17
10,11,11,Charl Schwartzel,69,17.95,78,14
11,12,12,Ángel Cabrera,73,17.72,79,14
12,13,13,"Ted Potter, Jr.",65,17.57,74,13
13,14,14,Nicholas Thompson,99,17.56,131,23
14,15,15,Sangmoon Bae,83,17.54,114,20
15,16,16,Andres Romero,63,17.46,63,11
16,17,17,Luke Guthrie,82,16.87,83,14
17,18,18,Harris English,95,16.83,101,17
18,19,19,Martin Kaymer,61,16.67,72,12
19,20,20,Matt Kuchar,93,16.36,110,18
20,21,21,Bob Estes,66,16.28,86,14
21,22,22,Pat Perez,69,16.22,111,18
22,23,23,Tiger Woods,61,15.87,63,10
23,24,24,Josh Teater,86,15.85,82,13
24,25,25,Scott Piercy,78,15.73,89,14
25,26,26,Jerry Kelly,75,15.45,110,17
26,27,27,Patrick Reed,83,15.38,91,14
27,28,28,Erik Compton,74,15.31,98,15
28,29,29,Jeff Maggert,63,15.29,85,13
29,T30,T30,Russell Henley,80,15.09,106,16
30,T30,T30,David Toms,49,15.09,53,8
31,T30,T30,D.J. Trahan,48,15.09,53,8
32,33,33,Stephen Ames,49,15.07,73,11
33,T34,T34,Scott Gardiner,61,15.0,80,12
34,T34,T34,Sean O'Hair,56,15.0,60,9
35,36,36,Michael Thompson,66,14.86,74,11
36,37,37,Jeff Overton,78,14.56,103,15
37,38,38,Y.E. Yang,56,14.55,55,8
38,39,39,Nick Watney,88,14.4,125,18
39,40,40,Chris Stroud,88,14.17,120,17
40,41,41,Billy Horschel,96,14.16,113,16
41,42,42,Ben Kohles,75,14.13,92,13
42,43,43,David Lingmerth,68,14.1,78,11
43,44,44,Tim Clark,64,14.04,57,8
44,45,45,John Rollins,77,14.0,100,14
45,46,46,David Lynn,70,13.95,86,12
46,47,47,Charlie Wi,75,13.89,72,10
47,48,48,Stewart Cink,71,13.83,94,13
