,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
0,1,1,Billy Horschel,96,87,595,14.6
1,2,2,Brendon de Jonge,110,80,656,12.2
2,3,3,Chris Kirk,89,75,643,11.7
3,4,4,David Hearn,88,74,554,13.4
4,5,5,Sangmoon Bae,83,73,533,13.7
5,T6,T6,Jason Bohn,70,69,479,14.4
6,T6,T6,Harris English,95,69,603,11.4
7,T6,T6,Richard Lee,81,69,508,13.6
8,T6,T6,Nick Watney,88,69,479,14.4
9,T6,T6,Gary Woodland,94,69,574,12.0
10,11,11,Brian Davis,91,68,634,10.7
11,T12,T12,Matt Every,89,66,593,11.1
12,T12,T12,Charlie Wi,75,66,500,13.2
13,T14,T14,Erik Compton,74,65,469,13.9
14,T14,T14,Patrick Reed,83,65,558,11.6
15,T14,T14,Daniel Summerhays,83,65,554,11.7
16,T17,T17,Greg Chalmers,77,64,547,11.7
17,T17,T17,Graham DeLaet,94,64,539,11.9
18,T17,T17,Jim Furyk,80,64,448,14.3
19,T20,T20,Bill Haas,85,63,467,13.5
20,T20,T20,Charley Hoffman,84,63,518,12.2
21,T20,T20,Ryan Palmer,79,63,518,12.2
22,T23,T23,Brian Gay,79,62,589,10.5
23,T23,T23,Rory Sabbatini,86,62,508,12.2
24,T23,T23,Chris Stroud,88,62,596,10.4
25,T26,T26,Tommy Gainey,84,61,535,11.4
26,T26,T26,Ben Kohles,75,61,412,14.8
27,T26,T26,John Merrick,79,61,458,13.3
28,T29,T29,Keegan Bradley,88,60,505,11.9
29,T29,T29,William McGirt,75,60,507,11.8
30,T29,T29,Brendan Steele,86,60,520,11.5
31,T29,T29,Kevin Streelman,86,60,476,12.6
32,T29,T29,Jimmy Walker,84,60,552,10.9
33,T34,T34,Charles Howell III,87,59,596,9.9
34,T34,T34,Zach Johnson,84,59,464,12.7
35,T34,T34,Matt Kuchar,93,59,520,11.3
36,T34,T34,Justin Leonard,86,59,571,10.3
37,T38,T38,Stuart Appleby,88,58,576,10.1
38,T38,T38,Marc Leishman,77,58,458,12.7
39,T38,T38,Jordan Spieth,82,58,515,11.3
40,T38,T38,Kevin Stadler,83,58,470,12.3
41,T42,T42,Kevin Chappell,80,57,464,12.3
42,T42,T42,James Driscoll,76,57,469,12.2
43,T42,T42,Fabián Gómez,65,57,393,14.5
44,T42,T42,Matt Jones,83,57,519,11.0
45,T42,T42,Scott Langley,79,57,455,12.5
46,T42,T42,David Mathis,71,57,403,14.1
47,T42,T42,Robert Streb,75,57,425,13.4
48,T49,T49,Martin Flores,83,56,554,10.1
49,T49,T49,Brad Fritsch,81,56,475,11.8
50,T49,T49,Boo Weekley,100,56,531,10.5
51,T52,T52,Ricky Barnes,74,55,406,13.5
52,T52,T52,Roberto Castro,97,55,579,9.5
53,T52,T52,Rickie Fowler,75,55,439,12.5
54,T52,T52,Jerry Kelly,75,55,462,11.9
55,T52,T52,Bryce Molder,82,55,540,10.2
56,T52,T52,Brandt Snedeker,79,55,463,11.9
57,T58,T58,David Lynn,70,54,408,13.2
58,T58,T58,Brian Stuard,78,54,431,12.5
59,T60,T60,J.J. Henry,83,53,451,11.8
