,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Nicholas Thompson,99,22,589,3.7
1,T2,T2,Graham DeLaet,94,21,539,3.9
2,T2,T2,Scott Langley,79,21,455,4.6
3,T4,T4,Bryce Molder,82,20,540,3.7
4,T4,T4,Jordan Spieth,82,20,515,3.9
5,6,6,Sangmoon Bae,83,19,533,3.6
6,T7,T7,Matt Kuchar,93,18,520,3.5
7,T7,T7,Pat Perez,69,18,427,4.2
8,T7,T7,Nick Watney,88,18,479,3.8
9,T10,T10,Harris English,95,17,603,2.8
10,T10,T10,Morgan Hoffmann,64,17,392,4.3
11,T12,T12,Greg Chalmers,77,16,547,2.9
12,T12,T12,James Driscoll,76,16,469,3.4
13,T12,T12,Matt Every,89,16,593,2.7
14,T12,T12,Russell Henley,80,16,476,3.4
15,T12,T12,Billy Horschel,96,16,595,2.7
16,T12,T12,Chez Reavie,72,16,460,3.5
17,T12,T12,Kevin Stadler,83,16,470,3.4
18,T12,T12,Chris Stroud,88,16,596,2.7
19,T20,T20,Erik Compton,74,15,469,3.2
20,T20,T20,Charles Howell III,87,15,596,2.5
21,T20,T20,Jerry Kelly,75,15,462,3.2
22,T20,T20,Jeff Overton,78,15,543,2.8
23,T20,T20,Boo Weekley,100,15,531,2.8
24,T25,T25,Aaron Baddeley,68,14,477,2.9
25,T25,T25,Keegan Bradley,88,14,505,2.8
26,T25,T25,Ángel Cabrera,73,14,376,3.7
27,T25,T25,Bob Estes,66,14,461,3.0
28,T25,T25,Luke Guthrie,82,14,482,2.9
29,T25,T25,Chris Kirk,89,14,643,2.2
30,T25,T25,Jason Kokrak,78,14,517,2.7
31,T25,T25,Hunter Mahan,91,14,457,3.1
32,T25,T25,Rory McIlroy,56,14,313,4.5
33,T25,T25,Scott Piercy,78,14,434,3.2
34,T25,T25,Patrick Reed,83,14,558,2.5
35,T25,T25,Tag Ridings,69,14,392,3.6
36,T25,T25,John Rollins,77,14,452,3.1
37,T25,T25,Charl Schwartzel,69,14,385,3.6
38,T25,T25,Kevin Streelman,86,14,476,2.9
39,T25,T25,Cameron Tringale,80,14,525,2.7
