,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Vaughn Taylor,50,41.79,67,28
1,2,2,Charlie Wi,75,38.58,127,49
2,3,3,Billy Horschel,96,37.95,166,63
3,4,4,James Driscoll,76,37.72,114,43
4,T5,T5,Sangmoon Bae,83,37.66,154,58
5,T5,T5,Steve Stricker,51,37.66,77,29
6,7,7,Justin Leonard,86,37.5,136,51
7,8,8,Jim Furyk,80,37.12,132,49
8,9,9,Mike Weir,60,36.84,95,35
9,10,10,John Senden,79,36.63,101,37
10,11,11,David Hearn,88,36.03,136,49
11,12,12,Rickie Fowler,75,35.96,114,41
12,13,13,Jason Bohn,70,35.92,142,51
13,14,14,Brian Davis,91,35.33,150,53
14,15,15,Bryce Molder,82,35.0,120,42
15,16,16,Bob Estes,66,34.92,126,44
16,17,17,Dicky Pride,71,34.69,98,34
17,18,18,Morgan Hoffmann,64,34.48,116,40
18,19,19,Freddie Jacobson,63,34.07,91,31
19,20,20,Dustin Johnson,71,33.93,112,38
20,21,21,David Lynn,70,33.91,115,39
21,22,22,Rory McIlroy,56,33.8,71,24
22,23,23,Zach Johnson,84,33.79,145,49
23,24,24,Rory Sabbatini,86,33.77,154,52
24,T25,T25,Tiger Woods,61,33.73,83,28
25,T25,T25,Y.E. Yang,56,33.73,83,28
26,27,27,Adam Scott,61,33.71,89,30
27,28,28,David Mathis,71,33.61,119,40
28,T29,T29,Luke Donald,60,33.33,84,28
29,T29,T29,Jason Dufner,78,33.33,111,37
30,T29,T29,Lucas Glover,65,33.33,84,28
31,T29,T29,Brandt Snedeker,79,33.33,120,40
32,T29,T29,Nick Watney,88,33.33,159,53
33,34,34,Robert Streb,75,33.08,130,43
34,35,35,Brian Gay,79,32.76,116,38
35,36,36,K.J. Choi,85,32.74,113,37
36,37,37,Erik Compton,74,32.65,147,48
37,38,38,Henrik Stenson,65,32.53,83,27
38,39,39,Bill Haas,85,32.43,148,48
39,40,40,Kevin Streelman,86,32.41,145,47
40,T41,T41,Aaron Baddeley,68,32.35,102,33
41,T41,T41,Aaron Watkins,46,32.35,68,22
42,43,43,Brendan Steele,86,32.33,133,43
43,44,44,Ryan Palmer,79,32.19,146,47
44,45,45,Luke List,65,32.18,87,28
45,T46,T46,Harris English,95,32.14,168,54
46,T46,T46,Alistair Presnell,59,32.14,84,27
47,48,48,David Toms,49,32.08,53,17
48,49,49,Mark Wilson,56,31.87,91,29
49,50,50,Justin Hicks,79,31.78,129,41
50,51,51,Patrick Reed,83,31.72,145,46
51,T52,T52,Troy Matteson,68,31.58,114,36
52,T52,T52,Greg Owen,73,31.58,114,36
53,54,54,David Lingmerth,68,31.45,124,39
54,T55,T55,Matt Jones,83,31.43,140,44
55,T55,T55,Sean O'Hair,56,31.43,105,33
56,57,57,Charl Schwartzel,69,31.4,121,38
57,58,58,Marc Leishman,77,31.3,131,41
