,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
0,1,1,Kevin Streelman,86,72.92,48,35
1,2,2,Jin Park,52,67.65,34,23
2,3,3,Doug LaBelle II,72,67.31,52,35
3,T4,T4,Freddie Jacobson,63,66.67,42,28
4,T4,T4,Colt Knost,69,66.67,39,26
5,6,6,Chris Stroud,88,65.75,73,48
6,7,7,Phil Mickelson,78,65.38,52,34
7,8,8,Brian Stuard,78,65.22,46,30
8,9,9,Aaron Watkins,46,63.64,22,14
9,10,10,George McNeill,68,63.46,52,33
10,11,11,Kyle Stanley,71,63.41,41,26
11,12,12,Stephen Ames,49,63.33,30,19
12,13,13,Brandt Snedeker,79,62.5,48,30
13,14,14,Brian Gay,79,62.07,58,36
14,15,15,Steve Stricker,51,61.9,21,13
15,16,16,Keegan Bradley,88,61.7,47,29
16,17,17,Jason Kokrak,78,61.11,54,33
17,18,18,Cameron Tringale,80,60.94,64,39
18,19,19,Luke List,65,60.47,43,26
19,20,20,Graham DeLaet,94,60.38,53,32
20,21,21,Charley Hoffman,84,60.29,68,41
21,T22,T22,Sangmoon Bae,83,60.0,45,27
22,T22,T22,K.J. Choi,85,60.0,45,27
23,T22,T22,Bill Haas,85,60.0,60,36
24,T22,T22,Martin Kaymer,61,60.0,30,18
25,T22,T22,Mike Weir,60,60.0,35,21
26,27,27,Chris Kirk,89,59.34,91,54
27,28,28,Jordan Spieth,82,59.26,54,32
28,29,29,Justin Bolli,59,58.82,34,20
29,30,30,William McGirt,75,58.33,48,28
30,31,31,Greg Chalmers,77,58.06,62,36
31,32,32,Jim Herman,59,57.89,38,22
32,33,33,John Merrick,79,57.63,59,34
33,34,34,Andrew Svoboda,46,57.14,28,16
34,35,35,D.H. Lee,65,56.6,53,30
35,T36,T36,Tom Gillis,69,56.52,46,26
36,T36,T36,David Hearn,88,56.52,46,26
37,T38,T38,James Hahn,78,56.45,62,35
38,T38,T38,Charles Howell III,87,56.45,62,35
39,40,40,Steven Bowditch,67,56.41,39,22
40,T41,T41,Adam Scott,61,56.25,32,18
41,T41,T41,Daniel Summerhays,83,56.25,64,36
42,43,43,Dicky Pride,71,56.0,50,28
43,T44,T44,Brian Davis,91,55.56,72,40
44,T44,T44,Richard Lee,81,55.56,54,30
45,T44,T44,Alistair Presnell,59,55.56,45,25
46,T44,T44,Tiger Woods,61,55.56,27,15
47,48,48,"Ted Potter, Jr.",65,55.32,47,26
48,49,49,Jason Dufner,78,55.17,58,32
49,50,50,Patrick Reed,83,55.07,69,38
50,51,51,Cameron Percy,68,55.0,40,22
51,52,52,Steve LeBrun,66,54.9,51,28
52,53,53,Aaron Baddeley,68,54.76,42,23
53,T54,T54,Vaughn Taylor,50,54.55,33,18
54,T54,T54,Boo Weekley,100,54.55,66,36
55,T54,T54,Lee Westwood,70,54.55,44,24
56,57,57,Tim Herron,45,54.35,46,25
57,58,58,Scott Stallings,79,54.17,48,26
58,59,59,Johnson Wagner,64,54.0,50,27
59,T60,T60,Stuart Appleby,88,53.85,65,35
60,T60,T60,Padraig Harrington,52,53.85,26,14
61,T60,T60,Hunter Mahan,91,53.85,52,28
62,63,63,Marc Leishman,77,53.57,56,30
63,64,64,Ben Crane,62,53.49,43,23
64,65,65,Russell Henley,80,53.33,60,32
65,66,66,Rory Sabbatini,86,53.19,47,25
66,T67,T67,Charlie Beljan,62,53.06,49,26
67,T67,T67,Stewart Cink,71,53.06,49,26
68,69,69,Chad Campbell,78,52.83,53,28
69,70,70,Bob Estes,66,52.78,36,19
70,71,71,Michael Bradley,56,52.38,42,22
71,72,72,Jeff Overton,78,52.31,65,34
72,T73,T73,Robert Streb,75,52.17,46,24
73,T73,T73,David Toms,49,52.17,23,12
74,75,75,Zach Johnson,84,51.92,52,27
75,76,76,Roberto Castro,97,51.72,58,30
76,77,77,Brendon de Jonge,110,51.65,91,47
77,78,78,Justin Rose,62,51.61,31,16
78,79,79,J.J. Henry,83,51.52,66,34
79,80,80,John Huh,88,51.43,70,36
80,T81,T81,Rickie Fowler,75,51.28,39,20
81,T81,T81,Troy Matteson,68,51.28,39,20
82,T83,T83,Jason Day,86,51.22,41,21
83,T83,T83,Morgan Hoffmann,64,51.22,41,21
84,T83,T83,Bo Van Pelt,72,51.22,41,21
85,86,86,Tag Ridings,69,51.16,43,22
86,87,87,Casey Wittenberg,72,51.02,49,25
87,88,88,Scott Brown,65,50.94,53,27
88,89,89,Jerry Kelly,75,50.91,55,28
89,90,90,Harris English,95,50.77,65,33
90,T91,T91,Jason Bohn,70,50.0,46,23
91,T91,T91,Matt Every,89,50.0,70,35
92,T91,T91,Robert Karlsson,56,50.0,28,14
93,T91,T91,Bryce Molder,82,50.0,66,33
94,T91,T91,Sean O'Hair,56,50.0,42,21
95,T91,T91,John Rollins,77,50.0,64,32
96,T91,T91,Charl Schwartzel,69,50.0,48,24
97,T91,T91,Shawn Stefani,63,50.0,38,19
98,T91,T91,Jimmy Walker,84,50.0,80,40
99,T91,T91,Y.E. Yang,56,50.0,28,14
