,GIR_Putting_Avg_-__35_RANK THIS WEEK,GIR_Putting_Avg_-__35_RANK LAST WEEK,GIR_Putting_Avg_-__35_PLAYER NAME,GIR_Putting_Avg_-__35_ROUNDS,GIR_Putting_Avg_-__35_% MADE,GIR_Putting_Avg_-__35_ATTEMPTS,GIR_Putting_Avg_-__35_PUTTS MADE
42,T43,T43,Tom Gillis,69,0.45,133,6.0
43,T43,T43,John Senden,79,0.45,157,7.0
44,T43,T43,Camilo Villegas,79,0.45,112,5.0
45,T43,T43,Lee Williams,62,0.45,89,4.0
46,T47,T47,Roberto Castro,97,0.44,181,8.0
47,T47,T47,Greg Chalmers,77,0.44,135,6.0
48,T47,T47,John Rollins,77,0.44,136,6.0
49,T50,T50,Tim Clark,64,0.43,69,3.0
50,T50,T50,David Hearn,88,0.43,139,6.0
51,T50,T50,Nicholas Thompson,99,0.43,184,8.0
52,T53,T53,Aaron Baddeley,68,0.42,118,5.0
53,T53,T53,Jim Herman,59,0.42,95,4.0
54,T53,T53,Tim Herron,45,0.42,96,4.0
55,T53,T53,Matt Jones,83,0.42,143,6.0
56,T53,T53,Ben Kohles,75,0.42,118,5.0
57,T53,T53,Darron Stiles,51,0.42,72,3.0
58,T53,T53,Casey Wittenberg,72,0.42,120,5.0
59,T60,T60,Patrick Reed,83,0.41,146,6.0
60,T60,T60,Tag Ridings,69,0.41,123,5.0
61,T60,T60,Kyle Stanley,71,0.41,121,5.0
62,T63,T63,Russell Henley,80,0.4,149,6.0
63,T63,T63,Webb Simpson,92,0.4,125,5.0
64,65,65,Michael Bradley,56,0.39,102,4.0
65,T66,T66,Bob Estes,66,0.38,132,5.0
66,T66,T66,Martin Flores,83,0.38,159,6.0
67,T66,T66,Sergio Garcia,65,0.38,106,4.0
68,T66,T66,Eric Meierdierks,48,0.38,80,3.0
69,T66,T66,Rory Sabbatini,86,0.38,130,5.0
70,T71,T71,Jonas Blixt,76,0.37,134,5.0
71,T71,T71,Seung-Yul Noh,71,0.37,136,5.0
72,T71,T71,Andres Romero,63,0.37,109,4.0
73,T71,T71,Kevin Stadler,83,0.37,136,5.0
74,T75,T75,Justin Bolli,59,0.36,84,3.0
75,T75,T75,Fabián Gómez,65,0.36,111,4.0
76,T75,T75,Justin Hicks,79,0.36,137,5.0
77,T75,T75,William McGirt,75,0.36,140,5.0
78,T75,T75,Phil Mickelson,78,0.36,110,4.0
79,T75,T75,Mike Weir,60,0.36,84,3.0
80,T81,T81,John Huh,88,0.35,170,6.0
81,T81,T81,Martin Kaymer,61,0.35,85,3.0
82,T81,T81,Geoff Ogilvy,57,0.35,86,3.0
83,T81,T81,Chez Reavie,72,0.35,114,4.0
84,85,85,Tommy Gainey,84,0.34,148,5.0
85,T86,T86,Bobby Gates,49,0.33,90,3.0
86,T86,T86,Brian Harman,89,0.33,150,5.0
87,T86,T86,Justin Leonard,86,0.33,151,5.0
88,T86,T86,Graeme McDowell,53,0.33,61,2.0
89,T86,T86,Michael Thompson,66,0.33,122,4.0
90,T91,T91,Derek Ernst,58,0.32,125,4.0
91,T91,T91,Robert Garrigus,69,0.32,94,3.0
92,T91,T91,Charl Schwartzel,69,0.32,95,3.0
93,T94,T94,Steven Bowditch,67,0.31,128,4.0
94,T94,T94,Stewart Cink,71,0.31,127,4.0
95,T94,T94,Zach Johnson,84,0.31,129,4.0
96,T94,T94,Jeff Overton,78,0.31,160,5.0
97,T98,T98,Keegan Bradley,88,0.3,167,5.0
98,T98,T98,Brendon de Jonge,110,0.3,202,6.0
99,T98,T98,Ryo Ishikawa,72,0.3,100,3.0
100,T98,T98,Chris Kirk,89,0.3,133,4.0
101,T98,T98,Jeff Maggert,63,0.3,99,3.0
102,T98,T98,Troy Matteson,68,0.3,132,4.0
103,T98,T98,Ian Poulter,59,0.3,67,2.0
104,T98,T98,Jimmy Walker,84,0.3,133,4.0
105,T98,T98,Bubba Watson,76,0.3,133,4.0
106,107,107,Lee Westwood,70,0.29,102,3.0
107,T108,T108,Charley Hoffman,84,0.28,143,4.0
108,T108,T108,David Lynn,70,0.28,106,3.0
109,T110,T110,Nicolas Colsaerts,50,0.27,75,2.0
110,T110,T110,Graham DeLaet,94,0.27,182,5.0
111,T110,T110,Bryce Molder,82,0.27,146,4.0
112,T110,T110,Y.E. Yang,56,0.27,75,2.0
113,T114,T114,Ángel Cabrera,73,0.26,153,4.0
114,T114,T114,Charles Howell III,87,0.26,192,5.0
115,T114,T114,Steve LeBrun,66,0.26,116,3.0
116,T114,T114,Hunter Mahan,91,0.26,154,4.0
117,T114,T114,Henrik Norlander,70,0.26,114,3.0
118,T114,T114,Shawn Stefani,63,0.26,114,3.0
119,T114,T114,Robert Streb,75,0.26,115,3.0
120,T114,T114,Vaughn Taylor,50,0.26,76,2.0
121,T122,T122,Jason Dufner,78,0.25,121,3.0
122,T122,T122,David Mathis,71,0.25,121,3.0
123,T122,T122,Henrik Stenson,65,0.25,122,3.0
124,T122,T122,Andrew Svoboda,46,0.25,79,2.0
125,T122,T122,Cameron Tringale,80,0.25,199,5.0
126,T127,T127,Luke Donald,60,0.24,84,2.0
127,T127,T127,Lucas Glover,65,0.24,125,3.0
128,T127,T127,Scott Stallings,79,0.24,124,3.0
129,T127,T127,Daniel Summerhays,83,0.24,170,4.0
130,T127,T127,Johnson Wagner,64,0.24,126,3.0
131,T132,T132,Charlie Beljan,62,0.23,131,3.0
132,T132,T132,K.J. Choi,85,0.23,128,3.0
133,T132,T132,Martin Laird,68,0.23,130,3.0
134,T132,T132,Adam Scott,61,0.23,87,2.0
135,T136,T136,Erik Compton,74,0.21,143,3.0
136,T136,T136,Matt Every,89,0.21,141,3.0
137,T138,T138,Ricky Barnes,74,0.2,152,3.0
138,T138,T138,Bud Cauley,67,0.2,98,2.0
139,T138,T138,Dustin Johnson,71,0.2,99,2.0
140,T138,T138,Chris Stroud,88,0.2,152,3.0
141,T142,T142,Trevor Immelman,73,0.19,159,3.0
142,T142,T142,Ryan Palmer,79,0.19,107,2.0
143,T142,T142,Vijay Singh,61,0.19,104,2.0
144,T142,T142,Kevin Streelman,86,0.19,157,3.0
145,T142,T142,Nick Watney,88,0.19,161,3.0
146,T147,T147,Robert Allenby,58,0.18,111,2.0
147,T147,T147,Luke List,65,0.18,110,2.0
148,T147,T147,Jordan Spieth,82,0.18,113,2.0
149,T147,T147,David Toms,49,0.18,56,1.0
150,T151,T151,Stuart Appleby,88,0.17,174,3.0
151,T151,T151,Ben Curtis,59,0.17,115,2.0
152,T151,T151,Jim Furyk,80,0.17,117,2.0
153,T151,T151,Brandt Jobe,62,0.17,121,2.0
154,T151,T151,Dicky Pride,71,0.17,115,2.0
155,T151,T151,Brendan Steele,86,0.17,181,3.0
156,157,157,Billy Horschel,96,0.16,186,3.0
157,158,158,Kevin Chappell,80,0.15,132,2.0
158,T159,T159,Robert Karlsson,56,0.14,74,1.0
159,T159,T159,Greg Owen,73,0.14,138,2.0
160,161,161,Tiger Woods,61,0.13,79,1.0
161,T162,T162,Justin Rose,62,0.12,82,1.0
162,T162,T162,Boo Weekley,100,0.12,162,2.0
163,T164,T164,Harris English,95,0.11,176,2.0
164,T164,T164,Ryan Moore,72,0.11,91,1.0
165,T166,T166,Scott Gardiner,61,0.1,103,1.0
166,T166,T166,Alistair Presnell,59,0.1,103,1.0
167,T168,T168,Scott Langley,79,0.09,115,1.0
168,T168,T168,David Lingmerth,68,0.09,108,1.0
169,T168,T168,Josh Teater,86,0.09,114,1.0
170,T171,T171,Will Claxton,67,0.08,121,1.0
171,T171,T171,Ben Crane,62,0.08,119,1.0
172,T171,T171,Mark Wilson,56,0.08,120,1.0
173,174,174,Sangmoon Bae,83,0.06,160,1.0
174,T175,T175,Jerry Kelly,75,0.0,123,
175,T175,T175,Rory McIlroy,56,0.0,76,
176,T175,T175,Rod Pampling,46,0.0,65,
177,T175,T175,Pat Perez,69,0.0,149,
178,T175,T175,Steve Stricker,51,0.0,65,
179,T175,T175,D.J. Trahan,48,0.0,86,
