,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
0,1,1,Brandt Snedeker,79,19.13,596,114
1,2,2,Phil Mickelson,78,19.07,561,107
2,3,3,Chris Kirk,89,18.94,808,153
3,4,4,Charl Schwartzel,69,18.82,558,105
4,5,5,Sangmoon Bae,83,18.76,773,145
5,6,6,Jordan Spieth,82,18.73,662,124
6,7,7,Rickie Fowler,75,18.65,606,113
7,8,8,Peter Hanson,45,18.52,324,60
8,9,9,James Driscoll,76,18.07,653,118
9,10,10,Aaron Baddeley,68,17.93,580,104
10,11,11,Harris English,95,17.9,877,157
11,T12,T12,Stephen Ames,49,17.79,461,82
12,T12,T12,Greg Chalmers,77,17.79,714,127
13,T12,T12,"Ted Potter, Jr.",65,17.79,562,100
14,15,15,Billy Horschel,96,17.69,882,156
15,16,16,Scott Langley,79,17.48,675,118
16,17,17,Graeme McDowell,53,17.45,384,67
17,18,18,Ryan Palmer,79,17.42,706,123
18,19,19,Steve Stricker,51,17.4,362,63
19,20,20,David Hearn,88,17.39,742,129
20,21,21,Russell Henley,80,17.35,703,122
21,22,22,Charlie Wi,75,17.16,641,110
22,23,23,Jason Bohn,70,17.14,665,114
23,24,24,Erik Compton,74,17.07,703,120
24,25,25,Sergio Garcia,65,17.0,494,84
25,26,26,Morgan Hoffmann,64,16.95,531,90
26,27,27,Jim Furyk,80,16.94,673,114
27,28,28,Zach Johnson,84,16.89,740,125
28,T29,T29,Tim Clark,64,16.75,412,69
29,T29,T29,Charles Howell III,87,16.75,830,139
30,T31,T31,Bob Estes,66,16.67,636,106
31,T31,T31,Webb Simpson,92,16.67,696,116
32,33,33,Bryce Molder,82,16.64,721,120
33,34,34,Brian Davis,91,16.54,792,131
34,35,35,Luke Donald,60,16.52,442,73
35,36,36,Mike Weir,60,16.48,437,72
36,37,37,Nick Watney,88,16.46,820,135
37,38,38,Fabián Gómez,65,16.42,597,98
38,39,39,Richard Lee,81,16.4,799,131
39,40,40,Ben Kohles,75,16.33,692,113
40,41,41,Matt Every,89,16.21,796,129
41,42,42,Freddie Jacobson,63,16.19,451,73
42,43,43,D.J. Trahan,48,16.18,414,67
43,44,44,D.A. Points,87,16.11,689,111
44,45,45,Luke Guthrie,82,16.1,646,104
45,46,46,Matt Kuchar,93,16.09,696,112
46,47,47,Marc Leishman,77,16.08,659,106
47,48,48,Brian Gay,79,16.02,649,104
48,49,49,Jimmy Walker,84,15.99,763,122
49,50,50,David Lingmerth,68,15.9,566,90
50,51,51,David Lynn,70,15.89,598,95
51,52,52,Patrick Reed,83,15.86,763,121
52,53,53,Vaughn Taylor,50,15.82,392,62
