,GIR_Putting_Avg_-_30-35_RANK THIS WEEK,GIR_Putting_Avg_-_30-35_RANK LAST WEEK,GIR_Putting_Avg_-_30-35_PLAYER NAME,GIR_Putting_Avg_-_30-35_ROUNDS,GIR_Putting_Avg_-_30-35_% MADE,GIR_Putting_Avg_-_30-35_ATTEMPTS,GIR_Putting_Avg_-_30-35_PUTTS MADE
0,1,1,Peter Hanson,45,1.67,18,3.0
1,2,2,D.J. Trahan,48,1.62,37,6.0
2,3,3,Phil Mickelson,78,1.54,39,6.0
3,4,4,Tim Herron,45,1.33,30,4.0
4,5,5,David Lingmerth,68,1.3,46,6.0
5,6,6,Ken Duke,87,1.27,55,7.0
6,T7,T7,K.J. Choi,85,1.25,72,9.0
7,T7,T7,Freddie Jacobson,63,1.25,40,5.0
8,9,9,Tiger Woods,61,1.21,33,4.0
9,T10,T10,Sangmoon Bae,83,1.19,59,7.0
10,T10,T10,William McGirt,75,1.19,59,7.0
11,12,12,Brandt Snedeker,79,1.15,52,6.0
12,T13,T13,Michael Bradley,56,1.14,44,5.0
13,T13,T13,Jordan Spieth,82,1.14,35,4.0
14,15,15,Stuart Appleby,88,1.13,71,8.0
15,16,16,Bill Haas,85,1.11,63,7.0
16,17,17,Harris English,95,1.08,74,8.0
17,18,18,Rickie Fowler,75,1.07,56,6.0
18,19,19,Casey Wittenberg,72,1.06,47,5.0
19,T20,T20,Tommy Gainey,84,1.05,57,6.0
20,T20,T20,Zach Johnson,84,1.05,57,6.0
21,T22,T22,Ben Curtis,59,1.03,39,4.0
22,T22,T22,Scott Gardiner,61,1.03,29,3.0
23,T24,T24,Jim Furyk,80,1.02,59,6.0
24,T24,T24,Chris Kirk,89,1.02,59,6.0
25,26,26,Brian Stuard,78,1.0,40,4.0
26,T27,T27,Matt Jones,83,0.98,61,6.0
27,T27,T27,Jeff Overton,78,0.98,61,6.0
28,T27,T27,Johnson Wagner,64,0.98,51,5.0
29,30,30,Andrew Svoboda,46,0.97,31,3.0
30,T31,T31,Scott Langley,79,0.95,42,4.0
31,T31,T31,Troy Matteson,68,0.95,42,4.0
32,T31,T31,Nicholas Thompson,99,0.95,63,6.0
33,T34,T34,Jonas Blixt,76,0.93,54,5.0
34,T34,T34,Luke List,65,0.93,54,5.0
35,T36,T36,Colt Knost,69,0.91,55,5.0
36,T36,T36,Henrik Stenson,65,0.91,44,4.0
37,38,38,Charlie Wi,75,0.89,45,4.0
38,T39,T39,Sergio Garcia,65,0.88,34,3.0
39,T39,T39,"Ted Potter, Jr.",65,0.88,34,3.0
40,T41,T41,Justin Bolli,59,0.87,46,4.0
41,T41,T41,Tom Gillis,69,0.87,46,4.0
42,T41,T41,Padraig Harrington,52,0.87,23,2.0
43,T41,T41,Rory McIlroy,56,0.87,23,2.0
44,45,45,Billy Horschel,96,0.86,70,6.0
45,T46,T46,Ryan Moore,72,0.83,60,5.0
46,T46,T46,Mike Weir,60,0.83,36,3.0
47,T48,T48,Bryce Molder,82,0.82,61,5.0
48,T48,T48,Jimmy Walker,84,0.82,61,5.0
49,T50,T50,Marc Leishman,77,0.8,50,4.0
50,T50,T50,Michael Thompson,66,0.8,50,4.0
51,T52,T52,Roberto Castro,97,0.78,64,5.0
52,T52,T52,John Merrick,79,0.78,64,5.0
53,T52,T52,Patrick Reed,83,0.78,64,5.0
54,T52,T52,Cameron Tringale,80,0.78,51,4.0
55,56,56,Adam Scott,61,0.77,39,3.0
56,T57,T57,Ángel Cabrera,73,0.75,53,4.0
57,T57,T57,Nick Watney,88,0.75,67,5.0
58,T59,T59,Luke Guthrie,82,0.73,55,4.0
59,T59,T59,Charley Hoffman,84,0.73,55,4.0
60,T59,T59,David Lynn,70,0.73,41,3.0
61,T59,T59,Seung-Yul Noh,71,0.73,55,4.0
62,T59,T59,Mark Wilson,56,0.73,41,3.0
63,T64,T64,Stephen Ames,49,0.71,42,3.0
64,T64,T64,Tim Clark,64,0.71,28,2.0
65,66,66,Chez Reavie,72,0.7,71,5.0
66,T67,T67,James Hahn,78,0.69,58,4.0
67,T67,T67,Robert Karlsson,56,0.69,29,2.0
68,T69,T69,Robert Allenby,58,0.68,44,3.0
69,T69,T69,Jim Herman,59,0.68,44,3.0
70,T69,T69,Brendan Steele,86,0.68,74,5.0
71,T69,T69,Gary Woodland,94,0.68,73,5.0
72,73,73,Trevor Immelman,73,0.67,60,4.0
73,74,74,Matt Every,89,0.66,61,4.0
74,T75,T75,George McNeill,68,0.63,64,4.0
75,T75,T75,Camilo Villegas,79,0.63,48,3.0
76,T77,T77,Chad Campbell,78,0.62,81,5.0
77,T77,T77,Greg Owen,73,0.62,65,4.0
78,T79,T79,David Mathis,71,0.61,49,3.0
79,T79,T79,Rory Sabbatini,86,0.61,66,4.0
80,T79,T79,Aaron Watkins,46,0.61,33,2.0
