,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Phil Mickelson,78,1.7180000000000002,1608,936,34.97,T43
1,2,2,David Hearn,88,1.724,1767,1025,31.05,T101
2,3,3,Aaron Baddeley,68,1.7269999999999999,1190,689,32.99,178
3,T4,T4,Greg Chalmers,77,1.7309999999999999,1402,810,31.3,167
4,T4,T4,Bryce Molder,82,1.7309999999999999,1587,917,31.26,128
5,T4,T4,Steve Stricker,51,1.7309999999999999,1042,602,31.77,2
6,T7,T7,Chris Kirk,89,1.733,1830,1056,32.35,69
7,T7,T7,Charlie Wi,75,1.733,1341,774,32.43,176
8,T9,T9,Brandt Snedeker,79,1.734,1620,934,32.8,79
9,T9,T9,Jordan Spieth,82,1.734,1713,988,32.01,37
10,11,11,Justin Leonard,86,1.735,1695,977,30.15,140
11,T12,T12,Ryan Palmer,79,1.7369999999999999,1636,942,32.55,T56
12,T12,T12,Tiger Woods,61,1.7369999999999999,1268,730,33.33,24
13,14,14,Jason Bohn,70,1.7380000000000002,1411,812,30.91,109
14,15,15,Brian Davis,91,1.739,1770,1018,31.26,157
15,16,16,Charley Hoffman,84,1.7409999999999999,1724,990,32.59,85
16,T17,T17,Sangmoon Bae,83,1.742,1658,952,32.84,127
17,T17,T17,Brian Gay,79,1.742,1404,806,30.06,180
18,19,19,Rory McIlroy,56,1.744,1130,648,33.13,86
19,20,20,Billy Horschel,96,1.745,2035,1166,31.85,27
20,T21,T21,James Driscoll,76,1.746,1444,827,30.75,124
21,T21,T21,Morgan Hoffmann,64,1.746,1301,745,32.12,103
22,T21,T21,Charl Schwartzel,69,1.746,1407,806,33.17,72
23,T21,T21,Mike Weir,60,1.746,1037,594,30.98,179
24,25,25,Luke Donald,60,1.7469999999999999,1134,649,30.76,156
25,T26,T26,Harris English,95,1.749,1975,1129,31.94,63
26,T26,T26,James Hahn,78,1.749,1508,862,30.34,T101
27,T28,T28,Sergio Garcia,65,1.75,1339,765,29.62,29
28,T28,T28,Matt Kuchar,93,1.75,1804,1031,30.65,73
29,30,30,Doug LaBelle II,72,1.751,1420,811,29.33,111
30,31,31,Rickie Fowler,75,1.7519999999999998,1484,847,30.5,134
31,32,32,Matt Every,89,1.754,1842,1050,32.06,83
32,33,33,Jeff Overton,78,1.755,1599,911,30.19,98
33,34,34,Charles Howell III,87,1.756,1793,1021,30.32,42
34,35,35,Daniel Summerhays,83,1.757,1692,963,30.9,108
35,T36,T36,Robert Garrigus,69,1.758,1361,774,31.0,58
36,T36,T36,Jimmy Walker,84,1.758,1756,999,31.39,61
37,T38,T38,Jason Day,86,1.7590000000000001,1645,935,30.65,96
38,T38,T38,Webb Simpson,92,1.7590000000000001,1858,1056,30.58,T43
39,T40,T40,Freddie Jacobson,63,1.76,1172,666,29.58,T165
40,T40,T40,Patrick Reed,83,1.76,1677,953,31.05,125
41,T40,T40,Andres Romero,63,1.76,1146,651,32.26,168
42,43,43,Chris Stroud,88,1.761,1794,1019,29.5,113
