,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
0,1,1,Aaron Watkins,46,"89' 7""",89.583,1
1,2,2,Doug LaBelle II,72,"81' 5""",81.417,1
2,3,3,Chad Campbell,78,"79' 7""",79.583,1
3,4,4,D.A. Points,87,"77' 10""",155.667,2
4,5,5,Jason Kokrak,78,"74' 2""",148.25,2
5,6,6,Roberto Castro,97,"68' 10""",137.583,2
6,7,7,Steve LeBrun,66,"68' 3""",68.25,1
7,8,8,Bryce Molder,82,"66' 1""",66.083,1
8,9,9,Bubba Watson,76,"64' 10""",64.833,1
9,10,10,Tag Ridings,69,"63' 8""",63.667,1
10,11,11,Robert Allenby,58,"63' 2""",63.167,1
11,12,12,Rory McIlroy,56,"58' 4""",58.333,1
12,13,13,Kevin Streelman,86,"55' 4""",55.333,1
13,14,14,David Lingmerth,68,"53' 10""",107.667,2
14,15,15,Vijay Singh,61,"52' 6""",52.5,1
15,16,16,Keegan Bradley,88,"52' 4""",52.333,1
16,17,17,Charlie Beljan,62,"52' 3""",52.25,1
17,18,18,Justin Hicks,79,"52' 1""",156.333,3
18,19,19,Troy Matteson,68,"51' 11""",51.917,1
19,20,20,Rory Sabbatini,86,"51' 10""",51.833,1
20,21,21,Geoff Ogilvy,57,"51' 4""",51.333,1
21,22,22,Russell Henley,80,"49' 10""",99.667,2
22,23,23,John Huh,88,"49' 0""",97.917,2
23,24,24,Patrick Reed,83,"48' 2""",48.167,1
24,25,25,Ben Crane,62,"47' 3""",141.75,3
25,26,26,Brad Fritsch,81,"46' 5""",92.75,2
26,27,27,Andrew Svoboda,46,"45' 4""",45.333,1
27,28,28,Kevin Chappell,80,"44' 11""",44.917,1
28,29,29,Chris Kirk,89,"44' 1""",88.167,2
29,30,30,Henrik Norlander,70,"43' 3""",43.25,1
30,31,31,Ernie Els,63,"43' 0""",43.0,1
31,32,32,Ángel Cabrera,73,"42' 7""",42.583,1
32,33,33,Josh Teater,86,"41' 8""",41.667,1
33,34,34,Steven Bowditch,67,"40' 11""",81.833,2
34,35,35,Luke Guthrie,82,"40' 10""",40.833,1
35,36,36,Camilo Villegas,79,"40' 6""",40.5,1
36,37,37,Charl Schwartzel,69,"39' 11""",39.917,1
37,38,38,Ricky Barnes,74,"39' 9""",79.417,2
38,39,39,Alistair Presnell,59,"37' 1""",37.083,1
39,T40,T40,Scott Stallings,79,"36' 5""",36.417,1
40,T40,T40,Lee Westwood,70,"36' 5""",72.75,2
41,42,42,Bill Haas,85,"36' 0""",36.0,1
42,43,43,Ryan Moore,72,"34' 4""",34.333,1
43,44,44,Vaughn Taylor,50,"33' 10""",33.833,1
44,45,45,Bob Estes,66,"32' 9""",32.75,1
45,46,46,Brendon de Jonge,110,"31' 11""",31.916999999999998,1
46,47,47,Nicholas Thompson,99,"31' 2""",124.667,4
47,48,48,Michael Bradley,56,"30' 11""",30.916999999999998,1
48,49,49,Sangmoon Bae,83,"30' 10""",30.833000000000002,1
49,50,50,David Toms,49,"30' 5""",30.416999999999998,1
50,51,51,Kyle Stanley,71,"30' 2""",90.5,3
51,52,52,Greg Owen,73,"29' 8""",29.666999999999998,1
52,53,53,Luke List,65,"28' 8""",28.666999999999998,1
53,54,54,Harris English,95,"28' 0""",28.0,1
54,55,55,Jonas Blixt,76,"27' 7""",55.083,2
55,56,56,John Senden,79,"27' 3""",27.25,1
56,57,57,Jordan Spieth,82,"26' 5""",26.416999999999998,1
57,58,58,Peter Hanson,45,"26' 3""",26.25,1
58,59,59,Billy Horschel,96,"25' 9""",25.75,1
59,60,60,Brandt Jobe,62,"23' 5""",23.416999999999998,1
60,61,61,Nicolas Colsaerts,50,"23' 3""",23.25,1
61,62,62,Scott Gardiner,61,"21' 5""",42.833,2
62,63,63,Scott Piercy,78,"18' 7""",18.583,1
63,64,64,Cameron Percy,68,"15' 10""",15.833,1
64,65,65,David Mathis,71,"7' 5""",7.417000000000001,1
65,66,66,Andres Romero,63,"6' 9""",6.75,1
66,67,67,Lucas Glover,65,"5' 10""",5.832999999999999,1
67,68,68,Rod Pampling,46,"4' 7""",4.583,1
