,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,1,John Daly,84,80.0,8.0,10,-0.50
1,2,2,Tiger Woods,76,68.75,11.0,16,-0.36
2,3,3,Ernie Els,70,66.67,8.0,12,-0.38
3,T4,T4,David Duval,78,62.5,10.0,16,-0.40
4,T4,T4,Steve Stricker,73,62.5,5.0,8,+0.60
5,6,6,Stephen Ames,88,57.14,8.0,14,E
6,T7,T7,Rich Beem,91,50.0,1.0,2,E
7,T7,T7,Ben Ferguson,76,50.0,3.0,6,E
8,T7,T7,Jason Gore,82,50.0,5.0,10,-0.20
9,T7,T7,Hunter Haas,78,50.0,3.0,6,+0.33
10,T7,T7,Tim Herron,97,50.0,1.0,2,E
11,T7,T7,Tom Lehman,82,50.0,10.0,20,-0.50
12,T7,T7,Jim McGovern,66,50.0,1.0,2,-1.00
13,T7,T7,Geoff Ogilvy,60,50.0,5.0,10,-0.20
14,T7,T7,Dennis Paulson,75,50.0,1.0,2,E
15,T7,T7,Mark Wiebe,62,50.0,1.0,2,E
16,T7,T7,Brian Wilson,88,50.0,7.0,14,-0.29
17,18,18,Kenny Perry,94,46.15,12.0,26,-0.08
18,19,19,Robert Allenby,108,45.45,10.0,22,-0.10
19,20,20,Kaname Yokoo,81,44.44,8.0,18,-0.38
20,T21,T21,Brent Geiberger,84,42.86,6.0,14,-0.50
21,T21,T21,Chris Riley,104,42.86,6.0,14,-0.17
22,T23,T23,Sergio Garcia,64,41.67,5.0,12,-0.40
23,T23,T23,Scott Hoch,84,41.67,5.0,12,-0.20
24,T23,T23,Vijay Singh,98,41.67,10.0,24,-0.40
25,26,26,Rory Sabbatini,73,40.91,9.0,22,-0.22
26,T27,T27,Mark Calcavecchia,81,40.0,4.0,10,-1.00
27,T27,T27,Marco Dawson,57,40.0,4.0,10,E
28,T27,T27,Tripp Isenhour,92,40.0,4.0,10,E
29,T27,T27,Davis Love III,75,40.0,12.0,30,-0.67
30,T27,T27,Bob May,86,40.0,4.0,10,+0.25
31,T27,T27,Craig Parry,68,40.0,4.0,10,E
