,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Dennis Paulson,75,50.0,1.0,2,+1.00
1,T2,T2,Gabriel Hjertstedt,76,20.0,2.0,10,+1.00
2,T2,T2,Geoff Ogilvy,60,20.0,2.0,10,E
3,T4,T4,Kelly Grunewald,66,16.67,1.0,6,E
4,T4,T4,Chris Perry,80,16.67,1.0,6,+1.00
5,T4,T4,John Riegger,86,16.67,3.0,18,E
6,T7,T7,Jimmy Green,94,14.29,2.0,14,E
7,T7,T7,Pete Jordan,105,14.29,2.0,14,+0.50
8,T7,T7,Ian Leggatt,84,14.29,2.0,14,-0.50
9,T10,T10,Doug Barron,62,12.5,1.0,8,-1.00
10,T10,T10,Scott Dunlap,80,12.5,1.0,8,-1.00
11,T10,T10,Brad Faxon,95,12.5,2.0,16,E
12,T10,T10,Carlos Franco,87,12.5,1.0,8,-1.00
13,T10,T10,Harrison Frazar,88,12.5,1.0,8,E
14,T10,T10,Edward Fryatt,93,12.5,1.0,8,E
15,T16,T16,Bob Burns,92,11.11,2.0,18,E
16,T16,T16,Andrew Magee,97,11.11,2.0,18,E
17,T18,T18,Gary Nicklaus,96,10.0,1.0,10,E
18,T18,T18,Kirk Triplett,88,10.0,1.0,10,E
19,T20,T20,Jay Don Blake,100,9.09,2.0,22,E
20,T20,T20,José Coceres,60,9.09,2.0,22,E
21,T20,T20,Justin Leonard,106,9.09,2.0,22,-0.50
22,T23,T23,Mark Brooks,88,8.33,1.0,12,E
23,T23,T23,Brad Elder,111,8.33,1.0,12,+1.00
24,T23,T23,Glen Hnatiuk,104,8.33,1.0,12,-1.00
25,T23,T23,Larry Mize,76,8.33,1.0,12,E
26,T23,T23,Loren Roberts,84,8.33,1.0,12,-1.00
27,T23,T23,Esteban Toledo,116,8.33,1.0,12,E
28,T29,T29,Fulton Allem,56,7.14,1.0,14,E
29,T29,T29,Tom Byrum,85,7.14,1.0,14,E
30,T29,T29,Joe Durant,80,7.14,1.0,14,E
31,T29,T29,David Frost,87,7.14,1.0,14,-1.00
32,T29,T29,Brian Gay,114,7.14,1.0,14,E
33,T29,T29,Brent Geiberger,84,7.14,1.0,14,E
34,T29,T29,Bill Glasson,69,7.14,1.0,14,E
35,T29,T29,Paul Goydos,86,7.14,1.0,14,E
36,T29,T29,J.J. Henry,86,7.14,1.0,14,E
37,T29,T29,Per-Ulrik Johansson,82,7.14,1.0,14,-1.00
38,T29,T29,Jonathan Kaye,116,7.14,1.0,14,E
39,T29,T29,Jeff Maggert,84,7.14,1.0,14,E
40,T29,T29,Mark O'Meara,69,7.14,1.0,14,-1.00
41,42,42,Chris DiMarco,108,6.67,2.0,30,-0.50
42,43,43,Briny Baird,106,6.25,1.0,16,E
43,T44,T44,Olin Browne,99,5.56,1.0,18,E
44,T44,T44,Fred Funk,118,5.56,1.0,18,E
45,T44,T44,J.L. Lewis,108,5.56,1.0,18,E
46,T44,T44,Blaine McCallister,80,5.56,1.0,18,E
47,T44,T44,Grant Waite,78,5.56,1.0,18,E
48,T49,T49,Tom Lehman,82,5.0,1.0,20,-1.00
49,T49,T49,Frank Lickliter II,102,5.0,1.0,20,-1.00
50,T51,T51,Stuart Appleby,105,4.55,1.0,22,-1.00
51,T51,T51,Jim Carter,103,4.55,1.0,22,E
52,T51,T51,Steve Flesch,112,4.55,1.0,22,+1.00
53,T51,T51,Skip Kendall,111,4.55,1.0,22,-1.00
54,T51,T51,Greg Kraft,105,4.55,1.0,22,E
55,T51,T51,Jeff Sluman,106,4.55,1.0,22,E
56,T51,T51,Bob Tway,109,4.55,1.0,22,E
57,T58,T58,Steve Lowery,100,3.85,1.0,26,E
58,T58,T58,Billy Mayfair,102,3.85,1.0,26,+1.00
59,T58,T58,Kenny Perry,94,3.85,1.0,26,E
60,61,61,Stewart Cink,102,3.33,1.0,30,E
61,T62,T62,Steve Allan,88,0.0,,6,E
62,T62,T62,Robert Allenby,108,0.0,,22,E
63,T62,T62,Stephen Ames,88,0.0,,14,E
64,T62,T62,Jeremy Anderson,69,0.0,,6,E
65,T62,T62,Billy Andrade,82,0.0,,6,E
66,T62,T62,Tommy Armour III,93,0.0,,18,E
67,T62,T62,Woody Austin,99,0.0,,14,E
68,T62,T62,Paul Azinger,79,0.0,,16,E
69,T62,T62,Cameron Beckman,103,0.0,,18,E
70,T62,T62,Rich Beem,91,0.0,,2,E
71,T62,T62,"David Berganio, Jr.",76,0.0,,10,E
72,T62,T62,Mark Calcavecchia,81,0.0,,10,E
73,T62,T62,Greg Chalmers,92,0.0,,10,E
74,T62,T62,Brandel Chamblee,77,0.0,,6,E
75,T62,T62,K.J. Choi,95,0.0,,4,E
76,T62,T62,Michael Clark II,87,0.0,,14,E
77,T62,T62,Keith Clearwater,62,0.0,,6,E
78,T62,T62,Russ Cochran,76,0.0,,18,E
79,T62,T62,John Cook,91,0.0,,18,E
80,T62,T62,Richie Coughlan,66,0.0,,6,E
81,T62,T62,Fred Couples,68,0.0,,14,E
82,T62,T62,John Daly,84,0.0,,10,E
83,T62,T62,Robert Damron,91,0.0,,16,E
84,T62,T62,Marco Dawson,57,0.0,,10,E
85,T62,T62,Glen Day,89,0.0,,22,E
86,T62,T62,Doug Dunakey,83,0.0,,10,E
87,T62,T62,David Duval,78,0.0,,16,E
88,T62,T62,Joel Edwards,99,0.0,,18,E
89,T62,T62,Steve Elkington,64,0.0,,8,E
90,T62,T62,Danny Ellis,76,0.0,,18,E
91,T62,T62,Ernie Els,70,0.0,,12,E
92,T62,T62,Bob Estes,91,0.0,,22,E
93,T62,T62,Ben Ferguson,76,0.0,,6,E
94,T62,T62,Robin Freeman,105,0.0,,10,E
95,T62,T62,Jim Furyk,88,0.0,,14,E
96,T62,T62,Robert Gamez,59,0.0,,2,E
97,T62,T62,Sergio Garcia,64,0.0,,12,E
98,T62,T62,Matt Gogel,83,0.0,,10,E
99,T62,T62,Mathew Goggin,96,0.0,,16,E
100,T62,T62,Jason Gore,82,0.0,,10,E
101,T62,T62,Paul Gow,79,0.0,,8,E
102,T62,T62,Hunter Haas,78,0.0,,6,E
103,T62,T62,Jeff Hart,87,0.0,,14,E
104,T62,T62,Brian Henninger,81,0.0,,22,E
105,T62,T62,Mark Hensby,71,0.0,,4,E
106,T62,T62,Tim Herron,97,0.0,,2,E
107,T62,T62,Scott Hoch,84,0.0,,12,E
108,T62,T62,Charles Howell III,89,0.0,,22,E
109,T62,T62,Bradley Hughes,96,0.0,,14,E
110,T62,T62,John Huston,64,0.0,,8,E
111,T62,T62,Tripp Isenhour,92,0.0,,10,E
112,T62,T62,Lee Janzen,96,0.0,,22,E
113,T62,T62,Brandt Jobe,96,0.0,,10,E
114,T62,T62,Kevin Johnson,93,0.0,,6,E
115,T62,T62,Steve Jones,75,0.0,,6,E
116,T62,T62,Kent Jones,74,0.0,,6,E
117,T62,T62,Craig Kanada,80,0.0,,10,E
118,T62,T62,Jerry Kelly,104,0.0,,8,E
119,T62,T62,Cliff Kresge,84,0.0,,6,E
120,T62,T62,Neal Lancaster,107,0.0,,14,E
121,T62,T62,Bernhard Langer,62,0.0,,16,E
122,T62,T62,Davis Love III,75,0.0,,30,E
123,T62,T62,Shigeki Maruyama,98,0.0,,14,E
124,T62,T62,Len Mattiace,98,0.0,,10,E
125,T62,T62,Bob May,86,0.0,,10,E
126,T62,T62,Scott McCarron,98,0.0,,22,E
127,T62,T62,Jim McGovern,66,0.0,,2,E
128,T62,T62,Andrew McLardy,75,0.0,,9,E
129,T62,T62,Spike McRoy,95,0.0,,14,E
130,T62,T62,Rocco Mediate,69,0.0,,12,E
131,T62,T62,Shaun Micheel,103,0.0,,18,E
132,T62,T62,David Morland IV,88,0.0,,14,E
133,T62,T62,Michael Muehr,94,0.0,,18,E
134,T62,T62,Sean Murphy,70,0.0,,4,E
135,T62,T62,Frank Nobilo,91,0.0,,12,E
136,T62,T62,Joe Ogilvie,110,0.0,,14,E
137,T62,T62,Jesper Parnevik,91,0.0,,22,E
138,T62,T62,Craig Parry,68,0.0,,10,E
139,T62,T62,Steve Pate,89,0.0,,10,E
140,T62,T62,Carl Paulson,93,0.0,,18,E
141,T62,T62,Corey Pavin,72,0.0,,4,E
142,T62,T62,David Peoples,96,0.0,,22,E
143,T62,T62,Craig Perks,78,0.0,,14,E
144,T62,T62,Tom Pernice Jr.,106,0.0,,18,E
145,T62,T62,Lee Porter,93,0.0,,10,E
146,T62,T62,Nick Price,74,0.0,,16,E
147,T62,T62,Dicky Pride,78,0.0,,10,E
148,T62,T62,Chris Riley,104,0.0,,14,E
149,T62,T62,Rory Sabbatini,73,0.0,,22,E
150,T62,T62,Tom Scherrer,69,0.0,,10,E
151,T62,T62,Scott Simpson,73,0.0,,10,E
152,T62,T62,Vijay Singh,98,0.0,,24,E
153,T62,T62,Chris Smith,101,0.0,,10,E
154,T62,T62,Jerry Smith,95,0.0,,14,E
155,T62,T62,Mike Sposa,96,0.0,,18,E
156,T62,T62,Paul Stankowski,91,0.0,,10,E
157,T62,T62,Steve Stricker,73,0.0,,8,E
158,T62,T62,Kevin Sutherland,101,0.0,,18,E
159,T62,T62,Hal Sutton,96,0.0,,12,E
160,T62,T62,Chris Tidland,83,0.0,,6,E
161,T62,T62,Tommy Tolles,89,0.0,,6,E
162,T62,T62,David Toms,100,0.0,,18,E
163,T62,T62,Ted Tryba,110,0.0,,18,E
164,T62,T62,Scott Verplank,99,0.0,,22,E
165,T62,T62,Rocky Walcher,59,0.0,,8,E
166,T62,T62,Duffy Waldorf,77,0.0,,8,E
167,T62,T62,Mike Weir,86,0.0,,16,E
168,T62,T62,Mark Wiebe,62,0.0,,2,E
169,T62,T62,Jay Williamson,92,0.0,,12,E
170,T62,T62,Garrett Willis,88,0.0,,12,E
171,T62,T62,Brian Wilson,88,0.0,,14,E
172,T62,T62,Tiger Woods,76,0.0,,16,E
173,T62,T62,Kaname Yokoo,81,0.0,,18,E
