,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Corey Pavin,72,50.0,6.0,12,E
1,2,2,Loren Roberts,84,41.94,13.0,31,-0.231
2,T3,T3,Brandel Chamblee,77,33.33,4.0,12,E
3,T3,T3,Mark Hensby,71,33.33,2.0,6,E
4,T3,T3,Dicky Pride,78,33.33,8.0,24,-0.375
5,T6,T6,Jerry Kelly,104,31.58,6.0,19,-0.167
6,T6,T6,Craig Parry,68,31.58,6.0,19,+0.167
7,8,8,Blaine McCallister,80,31.11,14.0,45,-0.357
8,9,9,David Morland IV,88,29.41,10.0,34,E
9,10,10,Frank Nobilo,91,29.03,9.0,31,-0.222
10,11,11,Nick Price,74,28.89,13.0,45,-0.308
11,12,12,Paul Azinger,79,28.26,13.0,46,E
12,T13,T13,Pete Jordan,105,28.13,9.0,32,E
13,T13,T13,Esteban Toledo,116,28.13,9.0,32,-0.222
14,15,15,José Coceres,60,28.07,16.0,57,-0.125
15,16,16,Scott Simpson,73,28.0,7.0,25,E
16,17,17,Scott Dunlap,80,27.78,5.0,18,-0.200
17,18,18,Bernhard Langer,62,27.45,14.0,51,-0.214
18,T19,T19,Paul Goydos,86,27.27,9.0,33,-0.222
19,T19,T19,Glen Hnatiuk,104,27.27,9.0,33,-0.111
20,21,21,Brian Henninger,81,25.86,15.0,58,-0.133
21,22,22,Larry Mize,76,25.81,8.0,31,+0.125
22,T23,T23,Skip Kendall,111,25.0,14.0,56,-0.214
23,T23,T23,Sean Murphy,70,25.0,2.0,8,-0.500
24,T23,T23,Steve Stricker,73,25.0,7.0,28,E
25,26,26,Jeff Sluman,106,24.19,15.0,62,E
26,T27,T27,Glen Day,89,22.22,12.0,54,-0.167
27,T27,T27,Lee Porter,93,22.22,6.0,27,-0.333
28,T29,T29,Michael Clark II,87,21.62,8.0,37,E
29,T29,T29,Scott Hoch,84,21.62,8.0,37,-0.125
30,T29,T29,Jonathan Kaye,116,21.62,8.0,37,+0.375
31,32,32,John Cook,91,21.28,10.0,47,+0.100
32,33,33,Doug Barron,62,21.05,4.0,19,+0.250
33,34,34,Tiger Woods,76,20.83,10.0,48,-0.200
34,T35,T35,Jay Don Blake,100,20.69,12.0,58,+0.083
35,T35,T35,Lee Janzen,96,20.69,12.0,58,-0.083
36,37,37,Justin Leonard,106,20.63,13.0,63,+0.231
37,T38,T38,Fred Funk,118,20.0,9.0,45,-0.111
38,T38,T38,Brian Gay,114,20.0,6.0,30,E
39,T38,T38,Jeff Hart,87,20.0,7.0,35,-0.571
40,T38,T38,J.L. Lewis,108,20.0,10.0,50,+0.100
41,T38,T38,Scott Verplank,99,20.0,13.0,65,+0.077
42,43,43,Kaname Yokoo,81,19.57,9.0,46,-0.222
43,44,44,Robert Damron,91,19.51,8.0,41,-0.250
44,45,45,Brad Elder,111,19.35,6.0,31,E
45,46,46,Marco Dawson,57,19.23,5.0,26,E
46,T47,T47,Olin Browne,99,19.15,9.0,47,-0.111
47,T47,T47,Mike Sposa,96,19.15,9.0,47,-0.222
48,T49,T49,Briny Baird,106,19.05,8.0,42,-0.250
49,T49,T49,Gary Nicklaus,96,19.05,4.0,21,+0.250
50,T51,T51,Paul Gow,79,18.75,3.0,16,E
51,T51,T51,Tom Pernice Jr.,106,18.75,9.0,48,E
52,T53,T53,Stephen Ames,88,18.18,6.0,33,-0.167
53,T53,T53,Bob Burns,92,18.18,8.0,44,-0.125
54,T53,T53,Russ Cochran,76,18.18,8.0,44,-0.125
55,T53,T53,Kelly Grunewald,66,18.18,2.0,11,E
56,T53,T53,Kevin Johnson,93,18.18,2.0,11,-0.500
57,T53,T53,Shaun Micheel,103,18.18,8.0,44,-0.125
58,59,59,Brad Faxon,95,18.0,9.0,50,+0.556
59,60,60,Michael Muehr,94,17.78,8.0,45,-0.375
60,T61,T61,Neal Lancaster,107,17.65,6.0,34,-0.167
61,T61,T61,Spike McRoy,95,17.65,6.0,34,+0.333
62,63,63,Chris Smith,101,17.39,4.0,23,+0.500
63,64,64,Mark Brooks,88,17.24,5.0,29,-0.400
64,T65,T65,Tom Byrum,85,17.14,6.0,35,+0.167
65,T65,T65,Craig Perks,78,17.14,6.0,35,-0.333
66,T67,T67,Ben Ferguson,76,16.67,2.0,12,-0.500
67,T67,T67,Jim Furyk,88,16.67,7.0,42,-0.286
68,T67,T67,Cliff Kresge,84,16.67,2.0,12,E
69,T67,T67,Chris Perry,80,16.67,2.0,12,E
70,T67,T67,Tom Scherrer,69,16.67,4.0,24,+0.250
71,T67,T67,Duffy Waldorf,77,16.67,3.0,18,E
72,73,73,John Riegger,86,16.33,8.0,49,E
73,74,74,Chris DiMarco,108,15.85,13.0,82,-0.077
74,75,75,Jerry Smith,95,15.79,6.0,38,-0.333
75,76,76,Jay Williamson,92,15.63,5.0,32,+0.200
76,77,77,Ted Tryba,110,15.56,7.0,45,-0.286
77,78,78,Greg Kraft,105,15.25,9.0,59,-0.222
78,79,79,Woody Austin,99,15.15,5.0,33,-0.200
79,T80,T80,Fulton Allem,56,14.71,5.0,34,+0.200
80,T80,T80,Mark O'Meara,69,14.71,5.0,34,+0.200
81,82,82,Bob May,86,14.29,3.0,21,-0.667
82,83,83,David Peoples,96,14.04,8.0,57,-0.500
83,84,84,David Frost,87,13.89,5.0,36,-0.400
84,85,85,Billy Mayfair,102,13.7,10.0,73,-0.300
85,T86,T86,Gabriel Hjertstedt,76,13.64,3.0,22,E
