,Driving_Pct._260-280_All_Drives_RANK THIS WEEK,Driving_Pct._260-280_All_Drives_RANK LAST WEEK,Driving_Pct._260-280_All_Drives_PLAYER NAME,Driving_Pct._260-280_All_Drives_ROUNDS,Driving_Pct._260-280_All_Drives_%,Driving_Pct._260-280_All_Drives_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._260-280_All_Drives_RELATIVE TO PAR
0,1,1,Len Mattiace,98,68.0,17.0,25,+0.059
1,2,2,Mark Calcavecchia,81,53.13,17.0,32,E
2,3,3,Hal Sutton,96,52.5,21.0,40,+0.095
3,4,4,Jim McGovern,66,50.0,2.0,4,+2.000
4,5,5,John Riegger,86,48.98,24.0,49,-0.167
5,6,6,Jeff Hart,87,48.57,17.0,35,-0.059
6,7,7,Matt Gogel,83,47.83,11.0,23,-0.091
7,8,8,David Frost,87,47.22,17.0,36,-0.059
8,9,9,Spike McRoy,95,47.06,16.0,34,-0.250
9,10,10,Joe Ogilvie,110,46.88,15.0,32,E
10,11,11,John Cook,91,46.81,22.0,47,-0.136
11,12,12,Fred Funk,118,46.67,21.0,45,-0.095
12,13,13,Kirk Triplett,88,46.15,12.0,26,E
13,14,14,Scott Hoch,84,45.95,17.0,37,+0.118
14,T15,T15,Steve Elkington,64,45.83,11.0,24,-0.364
15,T15,T15,Steve Pate,89,45.83,11.0,24,-0.364
16,T17,T17,Tripp Isenhour,92,45.45,10.0,22,-0.600
17,T17,T17,Rocky Walcher,59,45.45,10.0,22,-0.200
18,19,19,Bernhard Langer,62,45.1,23.0,51,-0.043
19,20,20,Blaine McCallister,80,44.44,20.0,45,-0.350
20,21,21,Billy Andrade,82,43.75,7.0,16,-0.286
21,22,22,Andrew Magee,97,43.48,20.0,46,-0.150
22,23,23,Cameron Beckman,103,43.18,19.0,44,-0.316
23,24,24,Jim Furyk,88,42.86,18.0,42,-0.056
24,25,25,Olin Browne,99,42.55,20.0,47,-0.250
25,26,26,Billy Mayfair,102,42.47,31.0,73,+0.032
26,T27,T27,Greg Kraft,105,42.37,25.0,59,-0.400
27,T27,T27,Frank Lickliter II,102,42.37,25.0,59,-0.320
28,29,29,Doug Barron,62,42.11,8.0,19,-0.250
29,30,30,Brad Faxon,95,42.0,21.0,50,-0.238
30,31,31,Frank Nobilo,91,41.94,13.0,31,-0.231
31,32,32,Joel Edwards,99,41.86,18.0,43,-0.444
32,33,33,Chris Tidland,83,41.67,5.0,12,+0.400
33,34,34,Scott Verplank,99,41.54,27.0,65,-0.111
34,35,35,Joe Durant,80,41.46,17.0,41,-0.471
35,36,36,Jay Don Blake,100,41.38,24.0,58,-0.125
36,T37,T37,Fulton Allem,56,41.18,14.0,34,+0.071
37,T37,T37,Bradley Hughes,96,41.18,14.0,34,-0.286
38,T37,T37,Mark O'Meara,69,41.18,14.0,34,-0.429
39,40,40,Doug Dunakey,83,40.91,9.0,22,-0.222
40,41,41,Rocco Mediate,69,40.63,13.0,32,-0.462
41,T42,T42,Edward Fryatt,93,40.0,6.0,15,E
42,T42,T42,John Huston,64,40.0,8.0,20,-0.250
43,T42,T42,Nick Price,74,40.0,18.0,45,-0.389
44,45,45,Stewart Cink,102,39.53,34.0,86,-0.059
45,46,46,Mike Weir,86,38.78,19.0,49,-0.263
46,47,47,Jeremy Anderson,69,38.46,5.0,13,-0.400
47,T48,T48,Neal Lancaster,107,38.24,13.0,34,-0.538
48,T48,T48,Garrett Willis,88,38.24,13.0,34,-0.154
49,T50,T50,Briny Baird,106,38.1,16.0,42,E
50,T50,T50,Gary Nicklaus,96,38.1,8.0,21,-0.250
51,52,52,Chris DiMarco,108,37.8,31.0,82,-0.419
52,T53,T53,Chris Riley,104,37.5,12.0,32,-0.250
53,T53,T53,Tom Scherrer,69,37.5,9.0,24,E
54,T53,T53,Jay Williamson,92,37.5,12.0,32,+0.250
55,56,56,Mathew Goggin,96,37.21,16.0,43,-0.313
56,T57,T57,Tom Byrum,85,37.14,13.0,35,-0.462
57,T57,T57,Bill Glasson,69,37.14,13.0,35,-0.231
58,59,59,Jerry Smith,95,36.84,14.0,38,-0.286
59,60,60,Brian Gay,114,36.67,11.0,30,-0.455
60,61,61,Brian Henninger,81,36.21,21.0,58,-0.238
61,62,62,Shigeki Maruyama,98,36.11,13.0,36,-0.462
62,63,63,Larry Mize,76,35.48,11.0,31,-0.091
63,64,64,Glen Day,89,35.19,19.0,54,-0.053
64,65,65,Jonathan Kaye,116,35.14,13.0,37,-0.385
65,66,66,David Peoples,96,35.09,20.0,57,-0.400
66,67,67,Bob Estes,91,34.92,22.0,63,-0.273
67,T68,T68,Mark Brooks,88,34.48,10.0,29,-0.200
68,T68,T68,Lee Janzen,96,34.48,20.0,58,-0.350
69,70,70,Esteban Toledo,116,34.38,11.0,32,-0.273
70,71,71,Brent Geiberger,84,34.29,12.0,35,E
71,72,72,Bob Burns,92,34.09,15.0,44,-0.067
72,73,73,David Toms,100,33.96,18.0,53,-0.278
73,T74,T74,Woody Austin,99,33.33,11.0,33,-0.091
74,T74,T74,Brandel Chamblee,77,33.33,4.0,12,E
75,T74,T74,K.J. Choi,95,33.33,4.0,12,E
76,T74,T74,Scott Dunlap,80,33.33,6.0,18,-0.333
77,T74,T74,Justin Leonard,106,33.33,21.0,63,E
78,T74,T74,Steve Lowery,100,33.33,25.0,75,-0.040
79,T74,T74,Corey Pavin,72,33.33,4.0,12,-0.250
80,T74,T74,Lee Porter,93,33.33,9.0,27,E
81,T74,T74,Ted Tryba,110,33.33,15.0,45,+0.067
82,T74,T74,Mark Wiebe,62,33.33,1.0,3,E
83,84,84,Bob Tway,109,32.2,19.0,59,-0.105
84,85,85,Skip Kendall,111,32.14,18.0,56,-0.222
85,86,86,"David Berganio, Jr.",76,32.0,8.0,25,-0.125
86,87,87,Gabriel Hjertstedt,76,31.82,7.0,22,+0.143
87,T88,T88,José Coceres,60,31.58,18.0,57,-0.056
88,T88,T88,Tom Lehman,82,31.58,18.0,57,-0.222
89,T90,T90,Paul Gow,79,31.25,5.0,16,E
90,T90,T90,Steve Jones,75,31.25,5.0,16,+0.400
91,92,92,Kevin Sutherland,101,31.11,14.0,45,+0.071
92,93,93,Jim Carter,103,30.91,17.0,55,E
93,94,94,Kent Jones,74,30.77,4.0,13,E
94,95,95,Jeff Sluman,106,30.65,19.0,62,+0.053
95,96,96,Vijay Singh,98,30.56,22.0,72,E
96,97,97,Danny Ellis,76,30.43,14.0,46,-0.143
97,98,98,Keith Clearwater,62,30.0,3.0,10,E
98,T99,T99,Russ Cochran,76,29.55,13.0,44,+0.154
99,T99,T99,Shaun Micheel,103,29.55,13.0,44,-0.154
100,101,101,Jesper Parnevik,91,29.31,17.0,58,-0.471
101,T102,T102,Carlos Franco,87,29.17,7.0,24,-0.286
102,T102,T102,Robin Freeman,105,29.17,7.0,24,E
103,104,104,Steve Flesch,112,28.81,17.0,59,-0.118
104,T105,T105,Jeff Maggert,84,28.57,10.0,35,-0.100
105,T105,T105,Craig Perks,78,28.57,10.0,35,-0.500
106,T105,T105,Kenny Perry,94,28.57,20.0,70,-0.250
107,T105,T105,Grant Waite,78,28.57,12.0,42,E
108,109,109,Ernie Els,70,28.21,11.0,39,-0.182
109,110,110,Pete Jordan,105,28.13,9.0,32,-0.444
110,111,111,Charles Howell III,89,28.07,16.0,57,-0.313
111,112,112,Scott Simpson,73,28.0,7.0,25,-0.143
112,T113,T113,Stuart Appleby,105,27.78,15.0,54,-0.333
113,T113,T113,Per-Ulrik Johansson,82,27.78,10.0,36,-0.500
114,115,115,Tom Pernice Jr.,106,27.08,13.0,48,-0.154
115,T116,T116,Michael Clark II,87,27.03,10.0,37,-0.500
116,T116,T116,J.J. Henry,86,27.03,10.0,37,E
117,118,118,Robert Damron,91,26.83,11.0,41,+0.091
118,119,119,Michael Muehr,94,26.67,12.0,45,-0.417
119,120,120,Jerry Kelly,104,26.32,5.0,19,E
120,T121,T121,Tommy Armour III,93,26.09,12.0,46,E
121,T121,T121,Kaname Yokoo,81,26.09,12.0,46,-0.250
122,123,123,Loren Roberts,84,25.81,8.0,31,E
123,124,124,Mike Sposa,96,25.53,12.0,47,-0.417
124,T125,T125,Greg Chalmers,92,25.0,5.0,20,E
125,T125,T125,Craig Kanada,80,25.0,5.0,20,-0.400
126,T125,T125,Dicky Pride,78,25.0,6.0,24,E
127,T128,T128,Stephen Ames,88,24.24,8.0,33,-0.125
128,T128,T128,Glen Hnatiuk,104,24.24,8.0,33,-0.375
129,130,130,Ian Leggatt,84,23.53,8.0,34,-0.375
130,131,131,Robert Allenby,108,23.33,14.0,60,+0.143
131,132,132,David Duval,78,23.08,12.0,52,-0.250
132,133,133,Jimmy Green,94,22.86,8.0,35,+0.125
133,134,134,Rory Sabbatini,73,22.81,13.0,57,-0.154
134,135,135,Davis Love III,75,22.62,19.0,84,-0.105
135,136,136,Brad Elder,111,22.58,7.0,31,-0.286
136,137,137,Brandt Jobe,96,21.74,5.0,23,-0.200
137,138,138,Paul Goydos,86,21.21,7.0,33,-0.571
138,139,139,Paul Stankowski,91,20.83,5.0,24,+0.400
139,T140,T140,Richie Coughlan,66,20.0,2.0,10,+1.000
140,T140,T140,Hunter Haas,78,20.0,2.0,10,E
141,T140,T140,J.L. Lewis,108,20.0,10.0,50,+0.200
142,T140,T140,Tommy Tolles,89,20.0,2.0,10,-1.000
143,144,144,Scott McCarron,98,19.35,12.0,62,E
144,145,145,Bob May,86,19.05,4.0,21,-0.250
145,146,146,Brian Wilson,88,18.75,6.0,32,-0.500
146,147,147,Geoff Ogilvy,60,18.18,4.0,22,-0.250
147,148,148,Carl Paulson,93,17.78,8.0,45,-0.250
148,149,149,David Morland IV,88,17.65,6.0,34,+0.167
149,T150,T150,Harrison Frazar,88,17.39,4.0,23,+0.500
150,T150,T150,Chris Smith,101,17.39,4.0,23,-0.250
151,T152,T152,Duffy Waldorf,77,16.67,3.0,18,+0.667
152,T152,T152,Tiger Woods,76,16.67,8.0,48,E
153,154,154,Craig Parry,68,15.79,3.0,19,-0.333
154,155,155,Sergio Garcia,64,15.38,6.0,39,E
155,156,156,Andrew McLardy,75,15.0,3.0,20,+0.667
156,157,157,Fred Couples,68,14.71,5.0,34,-0.400
157,158,158,Steve Stricker,73,14.29,4.0,28,E
158,159,159,Paul Azinger,79,13.04,6.0,46,-0.333
159,160,160,Sean Murphy,70,12.5,1.0,8,E
160,161,161,Marco Dawson,57,11.54,3.0,26,-0.667
161,162,162,Jason Gore,82,9.52,2.0,21,+0.500
162,T163,T163,Kelly Grunewald,66,9.09,1.0,11,E
163,T163,T163,Kevin Johnson,93,9.09,1.0,11,E
164,T165,T165,Steve Allan,88,8.33,1.0,12,E
165,T165,T165,Ben Ferguson,76,8.33,1.0,12,-1.000
166,T165,T165,Cliff Kresge,84,8.33,1.0,12,-1.000
167,T165,T165,Chris Perry,80,8.33,1.0,12,+1.000
168,169,169,John Daly,84,4.17,1.0,24,E
169,T170,T170,Rich Beem,91,0.0,,4,E
170,T170,T170,Robert Gamez,59,0.0,,4,E
171,T170,T170,Mark Hensby,71,0.0,,6,E
172,T170,T170,Tim Herron,97,0.0,,4,E
173,T170,T170,Dennis Paulson,75,0.0,,4,E
