,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
63,64,,Cliff Kresge,,399,National Car Rental Golf Classic Disney,2,16,45
64,65,,Kevin Sutherland,,398,Buick Challenge,2,17,535
65,T66,,Fred Funk,,397,National Car Rental Golf Classic Disney,2,17,45
66,T66,,J.L. Lewis,,397,National Car Rental Golf Classic Disney,1,16,45
67,T66,,Tom Pernice Jr.,,397,National Car Rental Golf Classic Disney,2,17,45
68,T66,,Esteban Toledo,,397,National Car Rental Golf Classic Disney,2,17,45
69,T66,,Chad Campbell,,397,National Car Rental Golf Classic Disney,2,17,45
70,T66,,Steve Allan,,397,National Car Rental Golf Classic Disney,2,17,45
71,T66,,Paul Gow,,397,National Car Rental Golf Classic Disney,2,17,45
72,T73,,J.L. Lewis,,396,National Car Rental Golf Classic Disney,1,17,45
73,T73,,Andrew Magee,,396,National Car Rental Golf Classic Disney,1,17,45
74,T73,,Craig Kanada,,396,National Car Rental Golf Classic Disney,1,17,45
75,T73,,Brian Wilson,,396,National Car Rental Golf Classic Disney,1,17,45
76,T77,,Mark Brooks,,395,National Car Rental Golf Classic Disney,4,17,45
77,T77,,Brad Bryant,,395,National Car Rental Golf Classic Disney,2,11,45
78,T77,,Jeff Hart,,395,National Car Rental Golf Classic Disney,4,17,45
79,T77,,Scott Verplank,,395,National Car Rental Golf Classic Disney,4,17,45
80,T77,,Pete Jordan,,395,National Car Rental Golf Classic Disney,2,11,45
81,T77,,David Sutherland,,395,Buick Challenge,4,17,535
82,83,,Greg Kraft,,394,Buick Challenge,1,18,535
83,84,,Spike McRoy,,393,Buick Challenge,4,17,535
84,T85,,Tom Lehman,,391,National Car Rental Golf Classic Disney,3,17,45
85,T85,,Steve Lowery,,391,National Car Rental Golf Classic Disney,3,17,45
86,T85,,Tom Pernice Jr.,,391,National Car Rental Golf Classic Disney,3,17,45
87,T85,,Jerry Smith,,391,National Car Rental Golf Classic Disney,3,17,45
88,89,,Marco Dawson,,390,National Car Rental Golf Classic Disney,4,16,45
89,90,,John Huston,,388,National Car Rental Golf Classic Disney,4,16,45
90,T91,,John Daly,,387,Reno-Tahoe Open,4,2,660
91,T91,,Bob May,,387,National Car Rental Golf Classic Disney,2,17,45
92,T93,,J.L. Lewis,,384,National Car Rental Golf Classic Disney,1,11,45
93,T93,,Len Mattiace,,384,National Car Rental Golf Classic Disney,1,11,45
94,T93,,Steve Pate,,384,National Car Rental Golf Classic Disney,1,11,45
95,T93,,Dicky Pride,,384,National Car Rental Golf Classic Disney,3,11,45
96,T93,,Edward Fryatt,,384,National Car Rental Golf Classic Disney,1,11,45
97,T98,,Mike Weir,,382,National Car Rental Golf Classic Disney,3,16,45
98,T98,,Mike Weir,,382,National Car Rental Golf Classic Disney,4,17,45
99,100,,Ben Ferguson,,381,Invensys Classic at Las Vegas,2,18,538
100,101,,Duffy Waldorf,,378,Texas Open at LaCantera,4,1,625
101,102,,Carlos Franco,,377,Texas Open at LaCantera,3,1,625
102,T103,,Paul Azinger,,376,National Car Rental Golf Classic Disney,4,17,45
103,T103,,Justin Leonard,,376,Texas Open at LaCantera,4,1,625
104,105,,John Daly,,375,Canon Greater Hartford Open,2,2,503
105,T106,,John Daly,,373,Reno-Tahoe Open,3,2,660
106,T106,,Bob Burns,,373,Texas Open at LaCantera,4,1,625
107,T106,,Paul Stankowski,,373,Texas Open at LaCantera,4,1,625
108,T109,,Gary Nicklaus,,372,Texas Open at LaCantera,4,1,625
109,T109,,Jesper Parnevik,,372,Texas Open at LaCantera,4,1,625
110,111,,Heath Slocum,,371,National Car Rental Golf Classic Disney,2,11,45
111,T112,,Scott McCarron,,368,National Car Rental Golf Classic Disney,4,17,45
112,T112,,Kent Jones,,368,National Car Rental Golf Classic Disney,1,13,45
113,T112,,Craig Perks,,368,National Car Rental Golf Classic Disney,1,13,45
114,T112,,Brent Geiberger,,368,National Car Rental Golf Classic Disney,1,17,45
115,T112,,Carlos Franco,,368,Texas Open at LaCantera,4,1,625
116,117,,J.J. Henry,,367,Texas Open at LaCantera,4,1,625
117,T118,,Jay Williamson,,366,Texas Open at LaCantera,4,1,625
118,T118,,Gabriel Hjertstedt,,366,National Car Rental Golf Classic Disney,2,11,45
119,120,,Jaxon Brigman,,365,Texas Open at LaCantera,4,1,625
120,T121,,John Daly,,364,Bell Canadian Open,4,1,642
121,T121,,Jeff Maggert,,364,Texas Open at LaCantera,4,1,625
122,T121,,Matt Kuchar,,364,Texas Open at LaCantera,4,1,625
123,T124,,Mark Brooks,,363,National Car Rental Golf Classic Disney,4,11,45
124,T124,,Sean Murphy,,363,National Car Rental Golf Classic Disney,2,17,45
125,T126,,Edward Fryatt,,362,National Car Rental Golf Classic Disney,1,13,45
126,T126,,Steve Allan,,362,Texas Open at LaCantera,4,1,625
127,T126,,Brad Elder,,362,National Car Rental Golf Classic Disney,1,11,45
128,T129,,Brian Watts,,359,Reno-Tahoe Open,4,2,660
129,T129,,Danny Ellis,,359,Texas Open at LaCantera,4,1,625
130,T129,,Brent Schwarzrock,,359,Buick Open,1,2,35
131,T132,,Chris Perry,,358,National Car Rental Golf Classic Disney,1,11,45
132,T132,,"David Berganio, Jr.",,358,Reno-Tahoe Open,3,2,660
133,T132,,Brent Geiberger,,358,National Car Rental Golf Classic Disney,1,11,45
134,T132,,Paul Wightman,,358,Reno-Tahoe Open,1,2,660
135,T136,,Bill Glasson,,357,National Car Rental Golf Classic Disney,1,11,45
136,T136,,Craig Stadler,,357,Reno-Tahoe Open,4,2,660
137,T136,,Tommy Tolles,,357,Texas Open at LaCantera,4,1,625
138,T136,,Tommy Tolles,,357,National Car Rental Golf Classic Disney,1,11,45
139,T136,,Per-Ulrik Johansson,,357,National Car Rental Golf Classic Disney,1,11,45
140,141,,Carl Paulson,,356,Texas Open at LaCantera,4,1,625
141,T142,,Steve Elkington,,355,Texas Open at LaCantera,4,1,625
142,T142,,Phil Mickelson,,355,Advil Western Open,3,1,526
143,T142,,"David Berganio, Jr.",,355,Reno-Tahoe Open,1,2,660
144,T142,,Padraig Harrington,,355,Buick Open,1,2,35
145,T146,,Billy Andrade,,354,Canon Greater Hartford Open,2,2,503
146,T146,,John Daly,,354,Bell Canadian Open,3,1,642
147,T146,,Billy Mayfair,,354,Buick Open,1,2,35
148,T146,,Tim Thelen,,354,Reno-Tahoe Open,1,2,660
149,T146,,J.J. Henry,,354,Texas Open at LaCantera,1,1,625
150,T151,,Phil Mickelson,,353,Canon Greater Hartford Open,2,2,503
151,T151,,Joey Sindelar,,353,Reno-Tahoe Open,1,2,660
152,T151,,Brett Quigley,,353,B.C. Open,4,2,37
153,T151,,Brian Wilson,,353,Reno-Tahoe Open,1,2,660
154,T151,,Brian Wilson,,353,Reno-Tahoe Open,3,2,660
155,T156,,John Daly,,352,Canon Greater Hartford Open,3,2,503
156,T156,,Vijay Singh,,352,Advil Western Open,3,1,526
157,T156,,David Duval,,352,PGA Championship,4,2,674
158,T156,,José Coceres,,352,National Car Rental Golf Classic Disney,2,13,45
159,T156,,Emanuele Canonica,,352,Canon Greater Hartford Open,2,2,503
160,T161,,Ben Bates,,351,Reno-Tahoe Open,1,2,660
161,T161,,John Daly,,351,Invensys Classic at Las Vegas,4,16,538
162,T161,,Tom Pernice Jr.,,351,Invensys Classic at Las Vegas,3,4,538
163,T161,,Chris Smith,,351,Invensys Classic at Las Vegas,3,4,538
164,T161,,Jerry Smith,,351,Greater Milwaukee Open,3,2,612
165,T161,,Steve Stricker,,351,Greater Milwaukee Open,3,2,612
166,T161,,Kelly Grunewald,,351,Reno-Tahoe Open,1,2,660
167,T161,,Jonathan Kaye,,351,Texas Open at LaCantera,4,1,625
168,T161,,Stuart Appleby,,351,Buick Open,1,2,35
169,T161,,K.J. Choi,,351,Texas Open at LaCantera,4,1,625
170,T171,,Brad Bryant,,350,National Car Rental Golf Classic Disney,2,13,45
171,T171,,Tom Pernice Jr.,,350,Buick Challenge,2,10,535
172,T171,,Chris Smith,,350,Advil Western Open,3,1,526
173,T171,,Bob May,,350,Texas Open at LaCantera,4,1,625
174,T171,,Dudley Hart,,350,Buick Open,1,2,35
175,T171,,Brett Quigley,,350,Buick Open,3,1,35
176,T171,,Brett Quigley,,350,Reno-Tahoe Open,4,2,660
177,T171,,Charles Howell III,,350,Reno-Tahoe Open,3,2,660
178,T171,,J.J. Henry,,350,Texas Open at LaCantera,2,1,625
179,T180,,Jerry Smith,,349,Texas Open at LaCantera,4,1,625
180,T180,,Glen Day,,349,National Car Rental Golf Classic Disney,1,11,45
181,T180,,Scott McCarron,,349,Texas Open at LaCantera,4,1,625
182,T180,,Steve Allan,,349,Texas Open at LaCantera,2,1,625
183,T184,,John Daly,,348,Invensys Classic at Las Vegas,4,4,538
184,T184,,Duffy Waldorf,,348,Reno-Tahoe Open,4,2,660
185,T184,,Brian Wilson,,348,B.C. Open,4,2,37
186,T184,,Jerry Kelly,,348,PGA Championship,3,2,674
187,T184,,Mathew Goggin,,348,Buick Challenge,2,10,535
188,T184,,Charles Howell III,,348,Reno-Tahoe Open,4,2,660
189,T184,,David Gossett,,348,Texas Open at LaCantera,1,1,625
190,T184,,Ty Tryon,,348,B.C. Open,2,2,37
191,T192,,Chris Smith,,347,Greater Milwaukee Open,2,2,612
192,T192,,Tommy Tolles,,347,Buick Open,1,2,35
193,T192,,Tommy Tolles,,347,Reno-Tahoe Open,1,2,660
194,T192,,Brian Henninger,,347,Texas Open at LaCantera,2,2,625
195,T192,,Kelly Grunewald,,347,Buick Open,1,2,35
196,T192,,Per-Ulrik Johansson,,347,National Car Rental Golf Classic Disney,1,13,45
197,T192,,Chris Tidland,,347,Texas Open at LaCantera,1,1,625
198,T192,,Brian Gay,,347,Texas Open at LaCantera,4,1,625
199,T192,,Rory Sabbatini,,347,Invensys Classic at Las Vegas,4,9,538
