,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,Dennis Paulson,75,50.0,2.0,4,-0.500
1,T2,T2,Chris Perry,80,33.33,4.0,12,E
2,T2,T2,Mark Wiebe,62,33.33,1.0,3,E
3,4,4,Tommy Tolles,89,30.0,3.0,10,E
4,T5,T5,Rich Beem,91,25.0,1.0,4,E
5,T5,T5,John Daly,84,25.0,6.0,24,-0.500
6,T5,T5,Robert Gamez,59,25.0,1.0,4,E
7,T5,T5,Tim Herron,97,25.0,1.0,4,E
8,T5,T5,John Huston,64,25.0,5.0,20,-0.200
9,T5,T5,Jim McGovern,66,25.0,1.0,4,-1.000
10,T5,T5,Sean Murphy,70,25.0,2.0,8,E
11,12,12,Brent Geiberger,84,22.86,8.0,35,E
12,13,13,Jason Gore,82,19.05,4.0,21,E
13,14,14,Steve Stricker,73,17.86,5.0,28,+0.800
14,15,15,Chris Smith,101,17.39,4.0,23,-0.250
15,T16,T16,Steve Allan,88,16.67,2.0,12,-0.500
16,T16,T16,Ben Ferguson,76,16.67,2.0,12,+0.500
17,18,18,Kevin Sutherland,101,15.56,7.0,45,-0.286
18,T19,T19,Marco Dawson,57,15.38,4.0,26,E
19,T19,T19,David Duval,78,15.38,8.0,52,-0.125
20,T19,T19,Kent Jones,74,15.38,2.0,13,+0.500
21,22,22,Bill Glasson,69,14.29,5.0,35,-0.200
22,23,23,Per-Ulrik Johansson,82,13.89,5.0,36,E
23,24,24,Andrew Magee,97,13.04,6.0,46,E
24,T25,T25,Paul Gow,79,12.5,2.0,16,E
25,T25,T25,Pete Jordan,105,12.5,4.0,32,-0.500
26,T25,T25,Steve Pate,89,12.5,3.0,24,E
27,28,28,J.L. Lewis,108,12.0,6.0,50,E
28,29,29,Robert Allenby,108,11.67,7.0,60,-0.143
29,30,30,Kaname Yokoo,81,10.87,5.0,46,-0.600
30,31,31,Jerry Kelly,104,10.53,2.0,19,E
31,T32,T32,Tom Pernice Jr.,106,10.42,5.0,48,-0.200
32,T32,T32,Tiger Woods,76,10.42,5.0,48,+0.400
33,34,34,Mark Brooks,88,10.34,3.0,29,E
34,T35,T35,Ernie Els,70,10.26,4.0,39,E
35,T35,T35,Sergio Garcia,64,10.26,4.0,39,+0.250
36,37,37,Mike Weir,86,10.2,5.0,49,-0.400
37,38,38,Bob Tway,109,10.17,6.0,59,E
38,T39,T39,Greg Chalmers,92,10.0,2.0,20,E
39,T39,T39,Keith Clearwater,62,10.0,1.0,10,E
40,T39,T39,Richie Coughlan,66,10.0,1.0,10,E
41,T39,T39,Hunter Haas,78,10.0,1.0,10,E
42,T39,T39,Craig Kanada,80,10.0,2.0,20,-0.500
43,44,44,Frank Nobilo,91,9.68,3.0,31,+0.667
44,T45,T45,Mark Calcavecchia,81,9.38,3.0,32,-1.000
45,T45,T45,Brian Wilson,88,9.38,3.0,32,-0.667
46,47,47,Stuart Appleby,105,9.26,5.0,54,E
47,T48,T48,Kelly Grunewald,66,9.09,1.0,11,E
48,T48,T48,Gabriel Hjertstedt,76,9.09,2.0,22,E
49,T48,T48,Kevin Johnson,93,9.09,1.0,11,E
50,T51,T51,Bradley Hughes,96,8.82,3.0,34,-0.333
51,T51,T51,Ian Leggatt,84,8.82,3.0,34,E
52,T51,T51,Spike McRoy,95,8.82,3.0,34,E
53,54,54,Rory Sabbatini,73,8.77,5.0,57,E
54,55,55,Danny Ellis,76,8.7,4.0,46,-0.250
55,56,56,Kenny Perry,94,8.57,6.0,70,-0.500
56,57,57,Olin Browne,99,8.51,4.0,47,-0.250
57,T58,T58,Cliff Kresge,84,8.33,1.0,12,+1.000
58,T58,T58,Davis Love III,75,8.33,7.0,84,-0.429
59,T58,T58,Tom Scherrer,69,8.33,2.0,24,E
60,T58,T58,Paul Stankowski,91,8.33,2.0,24,-0.500
61,T58,T58,Chris Tidland,83,8.33,1.0,12,E
62,63,63,Jeremy Anderson,69,7.69,1.0,13,E
63,64,64,Mathew Goggin,96,6.98,3.0,43,+0.333
64,T65,T65,Russ Cochran,76,6.82,3.0,44,E
65,T65,T65,Shaun Micheel,103,6.82,3.0,44,-0.333
66,T67,T67,Edward Fryatt,93,6.67,1.0,15,+1.000
67,T67,T67,Fred Funk,118,6.67,3.0,45,E
68,T67,T67,Brian Gay,114,6.67,2.0,30,-0.500
69,T67,T67,Carl Paulson,93,6.67,3.0,45,E
70,T71,T71,Brad Elder,111,6.45,2.0,31,E
71,T71,T71,Larry Mize,76,6.45,2.0,31,E
72,73,73,Esteban Toledo,116,6.25,2.0,32,+1.000
