,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
29,T30,T30,Keith Clearwater,62,30.0,3.0,10,-0.333
30,T30,T30,J.L. Lewis,108,30.0,15.0,50,-0.067
31,T30,T30,Tommy Tolles,89,30.0,3.0,10,E
32,33,33,David Duval,78,28.85,15.0,52,-0.267
33,34,34,Bob May,86,28.57,6.0,21,+0.167
34,35,35,Stephen Ames,88,27.27,9.0,33,+0.111
35,36,36,Fred Couples,68,26.47,9.0,34,+0.222
36,T37,T37,Charles Howell III,89,26.32,15.0,57,-0.400
37,T37,T37,Tom Lehman,82,26.32,15.0,57,-0.333
38,39,39,Tommy Armour III,93,26.09,12.0,46,-0.333
39,40,40,Stuart Appleby,105,25.93,14.0,54,-0.286
40,41,41,Scott McCarron,98,25.81,16.0,62,E
41,42,42,Jeff Maggert,84,25.71,9.0,35,-0.333
42,43,43,Bob Tway,109,25.42,15.0,59,-0.133
43,T44,T44,Russ Cochran,76,25.0,11.0,44,-0.364
44,T44,T44,Carlos Franco,87,25.0,6.0,24,-0.833
45,T44,T44,Robert Gamez,59,25.0,1.0,4,E
46,T44,T44,John Huston,64,25.0,5.0,20,-0.200
47,T44,T44,Craig Kanada,80,25.0,5.0,20,-0.400
48,T44,T44,Jim McGovern,66,25.0,1.0,4,-1.000
49,T44,T44,Andrew McLardy,75,25.0,5.0,20,-0.200
50,T44,T44,Sean Murphy,70,25.0,2.0,8,E
51,T44,T44,Tom Pernice Jr.,106,25.0,12.0,48,E
52,T44,T44,Chris Riley,104,25.0,8.0,32,-0.125
53,T44,T44,Chris Tidland,83,25.0,3.0,12,-0.333
54,55,55,Mike Weir,86,24.49,12.0,49,-0.167
55,56,56,"David Berganio, Jr.",76,24.0,6.0,25,-0.500
56,57,57,Davis Love III,75,23.81,20.0,84,-0.450
57,58,58,Ian Leggatt,84,23.53,8.0,34,E
58,59,59,Bill Glasson,69,22.86,8.0,35,-0.125
59,60,60,Gabriel Hjertstedt,76,22.73,5.0,22,E
60,T61,T61,Carl Paulson,93,22.22,10.0,45,-0.400
61,T61,T61,Vijay Singh,98,22.22,16.0,72,-0.375
62,63,63,Joe Ogilvie,110,21.88,7.0,32,-0.143
63,T64,T64,Brandt Jobe,96,21.74,5.0,23,E
64,T64,T64,Andrew Magee,97,21.74,10.0,46,+0.100
65,66,66,Michael Clark II,87,21.62,8.0,37,-0.375
66,T67,T67,Steve Pate,89,20.83,5.0,24,-0.200
67,T67,T67,Tom Scherrer,69,20.83,5.0,24,-0.200
68,69,69,Jesper Parnevik,91,20.69,12.0,58,-0.333
69,70,70,Bob Estes,91,20.63,13.0,63,-0.077
70,71,71,Neal Lancaster,107,20.59,7.0,34,-0.143
71,72,72,Richie Coughlan,66,20.0,2.0,10,E
72,73,73,Stewart Cink,102,19.77,17.0,86,-0.353
73,T74,T74,Paul Azinger,79,19.57,9.0,46,-0.556
74,T74,T74,Danny Ellis,76,19.57,9.0,46,-0.222
75,76,76,Per-Ulrik Johansson,82,19.44,7.0,36,-0.143
76,77,77,David Peoples,96,19.3,11.0,57,-0.364
77,78,78,Lee Janzen,96,18.97,11.0,58,-0.636
78,79,79,J.J. Henry,86,18.92,7.0,37,-0.286
79,T80,T80,Mark Calcavecchia,81,18.75,6.0,32,-0.667
80,T80,T80,Steve Jones,75,18.75,3.0,16,-0.333
81,82,82,Steve Flesch,112,18.64,11.0,59,-0.455
82,83,83,Mathew Goggin,96,18.6,8.0,43,E
83,T84,T84,Jim Carter,103,18.18,10.0,55,-0.400
84,T84,T84,Kelly Grunewald,66,18.18,2.0,11,E
85,T84,T84,Tripp Isenhour,92,18.18,4.0,22,E
86,T87,T87,Michael Muehr,94,17.78,8.0,45,+0.250
87,T87,T87,Ted Tryba,110,17.78,8.0,45,-0.500
88,89,89,Bradley Hughes,96,17.65,6.0,34,E
89,90,90,Harrison Frazar,88,17.39,4.0,23,-1.000
90,91,91,Jimmy Green,94,17.14,6.0,35,+0.167
91,92,92,Olin Browne,99,17.02,8.0,47,-0.375
92,T93,T93,Steve Elkington,64,16.67,4.0,24,-0.250
93,T93,T93,Robin Freeman,105,16.67,4.0,24,E
94,T93,T93,Mark Hensby,71,16.67,1.0,6,E
95,T93,T93,Shigeki Maruyama,98,16.67,6.0,36,-0.167
96,T93,T93,Paul Stankowski,91,16.67,4.0,24,-0.500
97,T93,T93,Duffy Waldorf,77,16.67,3.0,18,-0.333
98,99,99,Billy Mayfair,102,16.44,12.0,73,E
99,100,100,Joel Edwards,99,16.28,7.0,43,-0.286
100,101,101,Jonathan Kaye,116,16.22,6.0,37,-0.667
101,102,102,Bob Burns,92,15.91,7.0,44,-0.286
102,103,103,Jerry Kelly,104,15.79,3.0,19,-0.333
103,104,104,Jay Williamson,92,15.63,5.0,32,E
104,T105,T105,Jeremy Anderson,69,15.38,2.0,13,E
105,T105,T105,Kent Jones,74,15.38,2.0,13,+0.500
106,107,107,Woody Austin,99,15.15,5.0,33,-0.400
107,108,108,David Morland IV,88,14.71,5.0,34,E
108,109,109,Steve Lowery,100,14.67,11.0,75,-0.091
109,110,110,Joe Durant,80,14.63,6.0,41,E
110,T111,T111,Justin Leonard,106,14.29,9.0,63,-0.222
111,T111,T111,Grant Waite,78,14.29,6.0,42,-0.333
112,113,113,Mark Brooks,88,13.79,4.0,29,E
113,T114,T114,Doug Dunakey,83,13.64,3.0,22,E
114,T114,T114,Rocky Walcher,59,13.64,3.0,22,-0.667
115,116,116,Scott Hoch,84,13.51,5.0,37,-0.200
116,T117,T117,Edward Fryatt,93,13.33,2.0,15,+0.500
117,T117,T117,Brian Gay,114,13.33,4.0,30,-0.750
118,119,119,David Toms,100,13.21,7.0,53,-0.143
119,120,120,Brad Elder,111,12.9,4.0,31,-0.250
120,121,121,Pete Jordan,105,12.5,4.0,32,-0.500
121,122,122,José Coceres,60,12.28,7.0,57,-0.143
122,123,123,Robert Damron,91,12.2,5.0,41,-0.400
123,T124,T124,Paul Goydos,86,12.12,4.0,33,-0.500
124,T124,T124,Glen Hnatiuk,104,12.12,4.0,33,-0.250
125,126,126,Frank Lickliter II,102,11.86,7.0,59,-0.143
126,127,127,Fulton Allem,56,11.76,4.0,34,-0.500
127,128,128,Craig Perks,78,11.43,4.0,35,+0.500
128,T129,T129,Cameron Beckman,103,11.36,5.0,44,E
129,T129,T129,Shaun Micheel,103,11.36,5.0,44,-0.200
130,131,131,Jeff Sluman,106,11.29,7.0,62,E
131,132,132,Chris DiMarco,108,10.98,9.0,82,+0.222
132,133,133,Mike Sposa,96,10.64,5.0,47,-0.200
133,T134,T134,Doug Barron,62,10.53,2.0,19,E
134,T134,T134,Jerry Smith,95,10.53,4.0,38,+0.250
135,T136,T136,Jay Don Blake,100,10.34,6.0,58,-0.167
136,T136,T136,Brian Henninger,81,10.34,6.0,58,+0.167
137,138,138,John Riegger,86,10.2,5.0,49,E
138,139,139,Greg Kraft,105,10.17,6.0,59,E
139,T140,T140,Greg Chalmers,92,10.0,2.0,20,E
140,T140,T140,Hal Sutton,96,10.0,4.0,40,-0.250
141,T142,T142,Larry Mize,76,9.68,3.0,31,E
142,T142,T142,Frank Nobilo,91,9.68,3.0,31,+0.667
143,T144,T144,Jim Furyk,88,9.52,4.0,42,E
144,T144,T144,Gary Nicklaus,96,9.52,2.0,21,-0.500
145,146,146,Scott Verplank,99,9.23,6.0,65,E
146,T147,T147,Fred Funk,118,8.89,4.0,45,E
147,T147,T147,Nick Price,74,8.89,4.0,45,-0.250
148,T149,T149,Spike McRoy,95,8.82,3.0,34,E
149,T149,T149,Mark O'Meara,69,8.82,3.0,34,-0.333
150,T149,T149,Garrett Willis,88,8.82,3.0,34,+0.333
151,152,152,Matt Gogel,83,8.7,2.0,23,-0.500
152,153,153,Jeff Hart,87,8.57,3.0,35,-0.333
153,T154,T154,Brandel Chamblee,77,8.33,1.0,12,E
154,T154,T154,Corey Pavin,72,8.33,1.0,12,E
155,T156,T156,Brad Faxon,95,8.0,4.0,50,+0.500
156,T156,T156,Scott Simpson,73,8.0,2.0,25,+0.500
157,158,158,John Cook,91,6.38,3.0,47,E
158,T159,T159,Billy Andrade,82,6.25,1.0,16,E
159,T159,T159,Rocco Mediate,69,6.25,2.0,32,E
160,T159,T159,Esteban Toledo,116,6.25,2.0,32,+1.000
161,162,162,Bernhard Langer,62,5.88,3.0,51,+0.333
162,163,163,Tom Byrum,85,5.71,2.0,35,E
163,164,164,Glen Day,89,5.56,3.0,54,-0.333
164,165,165,Skip Kendall,111,5.36,3.0,56,+0.333
165,166,166,Briny Baird,106,4.76,2.0,42,E
166,167,167,Blaine McCallister,80,4.44,2.0,45,E
167,168,168,Dicky Pride,78,4.17,1.0,24,E
168,169,169,Len Mattiace,98,4.0,1.0,25,E
169,170,170,Kirk Triplett,88,3.85,1.0,26,E
170,171,171,Lee Porter,93,3.7,1.0,27,E
171,172,172,Loren Roberts,84,3.23,1.0,31,E
172,T173,T173,Scott Dunlap,80,0.0,,18,E
173,T173,T173,David Frost,87,0.0,,36,E
