,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
53,54,54,Lee Janzen,96,85.23,1096,1286
54,55,55,Chris Riley,104,85.18,1190,1397
55,56,56,Jonathan Kaye,116,85.14,1329,1561
56,57,57,David Toms,100,85.13,1145,1345
57,T58,T58,Richie Coughlan,66,85.09,782,919
58,T58,T58,Brent Geiberger,84,85.09,936,1100
59,60,60,Billy Mayfair,102,85.05,1189,1398
60,61,61,Steve Lowery,100,85.04,1143,1344
61,T62,T62,Paul Azinger,79,85.0,941,1107
62,T62,T62,Kaname Yokoo,81,85.0,963,1133
63,64,64,Greg Chalmers,92,84.97,1057,1244
64,65,65,Bill Glasson,69,84.95,773,910
65,66,66,Robert Gamez,59,84.9,697,821
66,67,67,Scott Hoch,84,84.8,993,1171
67,68,68,Jay Don Blake,100,84.67,1132,1337
68,T69,T69,Scott Dunlap,80,84.62,935,1105
69,T69,T69,Paul Goydos,86,84.62,990,1170
70,71,71,Jerry Kelly,104,84.58,1190,1407
71,72,72,Mike Sposa,96,84.55,1100,1301
72,T73,T73,Jeremy Anderson,69,84.53,814,963
73,T73,T73,Bob Burns,92,84.53,1049,1241
74,75,75,Brian Watts,56,84.49,659,780
75,76,76,Greg Kraft,105,84.48,1203,1424
76,77,77,Ian Leggatt,84,84.47,990,1172
77,78,78,Per-Ulrik Johansson,82,84.45,945,1119
78,79,79,Dicky Pride,78,84.36,917,1087
79,80,80,Carl Paulson,93,84.33,1098,1302
80,81,81,Michael Clark II,87,84.29,1003,1190
81,82,82,Mark Brooks,88,84.21,1035,1229
82,83,83,Jerry Smith,95,84.06,1113,1324
83,84,84,Craig Barlow,74,84.05,843,1003
84,T85,T85,José Coceres,60,83.96,670,798
85,T85,T85,Jason Gore,82,83.96,937,1116
86,87,87,Harrison Frazar,88,83.92,981,1169
87,T88,T88,Mark Hensby,71,83.85,831,991
88,T88,T88,Justin Leonard,106,83.85,1163,1387
89,90,90,Paul Stankowski,91,83.81,1030,1229
90,91,91,Tripp Isenhour,92,83.8,1040,1241
91,92,92,Joey Sindelar,69,83.79,770,919
92,93,93,Jeff Maggert,84,83.72,982,1173
93,94,94,Grant Waite,78,83.71,889,1062
94,95,95,Andrew McLardy,75,83.67,876,1047
95,96,96,Bob May,86,83.65,936,1119
96,97,97,Ben Bates,53,83.63,618,739
97,98,98,Jean Van de Velde,52,83.62,526,629
98,99,99,Garrett Willis,88,83.57,1002,1199
99,100,100,Ted Tryba,110,83.56,1235,1478
100,101,101,Steve Flesch,112,83.54,1238,1482
101,102,102,Scott Simpson,73,83.46,848,1016
102,103,103,Tim Herron,97,83.45,1059,1269
103,104,104,Dan Forsman,81,83.44,907,1087
104,105,105,Jay Williamson,92,83.36,1047,1256
105,106,106,Jeff Sluman,106,83.17,1206,1450
106,107,107,Fred Couples,68,83.16,790,950
107,108,108,Shaun Micheel,103,83.01,1158,1395
108,109,109,Brian Wilson,88,82.99,995,1199
109,110,110,Cliff Kresge,84,82.94,948,1143
110,111,111,Tommy Tolles,89,82.92,995,1200
111,T112,T112,Paul Gow,79,82.9,868,1047
112,T112,T112,David Morland IV,88,82.9,994,1199
113,114,114,Kevin Johnson,93,82.87,1050,1267
114,115,115,Gabriel Hjertstedt,76,82.86,880,1062
115,116,116,K.J. Choi,95,82.85,1063,1283
116,117,117,Robert Allenby,108,82.84,1231,1486
117,118,118,Edward Fryatt,93,82.78,1019,1231
118,119,119,Brad Elder,111,82.69,1256,1519
119,120,120,Brian Henninger,81,82.68,912,1103
120,T121,T121,Steve Elkington,64,82.65,705,853
121,T121,T121,Steve Pate,89,82.65,991,1199
122,T123,T123,Marco Dawson,57,82.62,656,794
123,T123,T123,Frank Lickliter II,102,82.62,1174,1421
124,T125,T125,J.L. Lewis,108,82.32,1220,1482
125,T125,T125,Len Mattiace,98,82.32,1094,1329
126,T127,T127,Robin Freeman,105,82.25,1182,1437
127,T127,T127,Craig Perks,78,82.25,871,1059
128,129,129,Jimmy Green,94,82.22,1054,1282
129,130,130,Nick Price,74,82.14,851,1036
130,131,131,Tiger Woods,76,82.1,876,1067
131,132,132,Vijay Singh,98,82.03,1059,1291
132,133,133,Michael Muehr,94,82.0,1052,1283
133,134,134,Jim McGovern,66,81.98,719,877
134,135,135,Tom Pernice Jr.,106,81.94,1166,1423
135,136,136,Geoff Ogilvy,60,81.88,687,839
136,137,137,Steve Jones,75,81.87,813,993
137,138,138,Bob Estes,91,81.79,1006,1230
138,139,139,Doug Dunakey,83,81.75,923,1129
139,140,140,Mathew Goggin,96,81.74,1061,1298
140,141,141,Ben Ferguson,76,81.7,844,1033
141,142,142,Chris DiMarco,108,81.59,1179,1445
142,143,143,Corey Pavin,72,81.54,795,975
143,T144,T144,Keith Clearwater,62,81.5,705,865
144,T144,T144,Chris Tidland,83,81.5,912,1119
145,146,146,John Huston,64,81.49,687,843
146,147,147,Doug Barron,62,81.39,704,865
147,148,148,Shigeki Maruyama,98,81.33,1067,1312
148,149,149,Brett Quigley,67,81.3,713,877
149,150,150,Jesper Parnevik,91,81.21,1037,1277
150,151,151,John Daly,84,81.08,930,1147
151,152,152,Sergio Garcia,64,81.05,680,839
152,153,153,Stuart Appleby,105,80.8,1107,1370
153,154,154,Danny Ellis,76,80.77,857,1061
154,155,155,David Duval,78,80.74,826,1023
155,156,156,Kevin Sutherland,101,80.72,1105,1369
156,157,157,Phil Mickelson,85,80.71,929,1151
157,158,158,Andrew Magee,97,80.64,1058,1312
158,159,159,Mike Weir,86,80.61,973,1207
159,160,160,Franklin Langham,63,80.6,673,835
160,161,161,Davis Love III,75,80.46,844,1049
161,162,162,Loren Roberts,84,80.41,944,1174
162,163,163,Gary Nicklaus,96,80.38,1053,1310
163,164,164,J.P. Hayes,76,80.36,851,1059
164,165,165,Ronnie Black,51,80.31,571,711
165,166,166,Sean Murphy,70,80.1,781,975
166,167,167,Mark Wiebe,62,80.09,692,864
167,168,168,Carlos Franco,87,80.05,975,1218
168,169,169,Stewart Cink,102,79.94,1088,1361
169,170,170,Mark Calcavecchia,81,79.78,880,1103
170,171,171,Rocky Walcher,59,79.71,656,823
171,172,172,Duffy Waldorf,77,79.55,805,1012
172,173,173,Matt Gogel,83,79.51,900,1132
173,174,174,Kelly Grunewald,66,79.48,732,921
174,175,175,Joe Ogilvie,110,79.47,1196,1505
175,176,176,Steve Allan,88,79.42,953,1200
176,177,177,Dudley Hart,80,79.3,835,1053
177,178,178,Brandel Chamblee,77,79.29,854,1077
178,179,179,Brad Faxon,95,79.08,964,1219
179,180,180,Craig Kanada,80,78.88,859,1089
180,181,181,Bernhard Langer,62,78.78,672,853
181,182,182,Willie Wood,52,78.62,570,725
182,183,183,Tom Scherrer,69,78.38,725,925
183,184,184,David Frost,87,78.29,952,1216
184,185,185,Billy Andrade,82,78.14,865,1107
185,186,186,"Dave Stockton, Jr.",61,77.83,660,848
186,187,187,Dennis Paulson,75,77.67,807,1039
187,188,188,Ernie Els,70,77.37,653,844
188,189,189,Hunter Haas,78,77.29,820,1061
189,190,190,Rory Sabbatini,73,77.17,747,968
190,191,191,José María Olazábal,51,76.95,504,655
191,192,192,Mark O'Meara,69,76.9,699,909
192,193,193,Jeff Julian,55,73.53,564,767
193,194,194,Steve Stricker,73,72.9,659,904
