,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Robert Gamez,59,75.0,3.0,4,-0.333
1,2,2,Greg Chalmers,92,60.0,12.0,20,-0.417
2,3,3,Harrison Frazar,88,52.17,12.0,23,+0.083
3,T4,T4,Fred Couples,68,50.0,17.0,34,-0.059
4,T4,T4,Paul Stankowski,91,50.0,12.0,24,-0.333
5,6,6,Jason Gore,82,47.62,10.0,21,-0.600
6,7,7,Per-Ulrik Johansson,82,47.22,17.0,36,-0.412
7,8,8,Davis Love III,75,46.43,39.0,84,-0.436
8,T9,T9,Carl Paulson,93,44.44,20.0,45,-0.200
9,T9,T9,Duffy Waldorf,77,44.44,8.0,18,-0.125
10,11,11,Billy Andrade,82,43.75,7.0,16,+0.429
11,12,12,J.J. Henry,86,43.24,16.0,37,+0.125
12,13,13,Jimmy Green,94,42.86,15.0,35,+0.267
13,14,14,Brad Elder,111,41.94,13.0,31,-0.308
14,15,15,Robin Freeman,105,41.67,10.0,24,+0.100
15,16,16,Danny Ellis,76,41.3,19.0,46,-0.211
16,17,17,Rocco Mediate,69,40.63,13.0,32,-0.154
17,18,18,Grant Waite,78,40.48,17.0,42,-0.412
18,19,19,Mike Sposa,96,40.43,19.0,47,-0.263
19,20,20,Scott McCarron,98,40.32,25.0,62,-0.400
20,T21,T21,Richie Coughlan,66,40.0,4.0,10,+0.750
21,T21,T21,Craig Kanada,80,40.0,8.0,20,-0.125
22,T21,T21,Andrew McLardy,75,40.0,8.0,20,-0.250
23,T21,T21,Craig Perks,78,40.0,14.0,35,+0.143
24,T21,T21,Tommy Tolles,89,40.0,4.0,10,-0.500
25,26,26,David Toms,100,39.62,21.0,53,-0.190
26,27,27,Steve Flesch,112,38.98,23.0,59,-0.174
27,T28,T28,David Duval,78,38.46,20.0,52,-0.500
28,T28,T28,Sergio Garcia,64,38.46,15.0,39,-0.133
29,T28,T28,Kent Jones,74,38.46,5.0,13,E
30,T28,T28,Kirk Triplett,88,38.46,10.0,26,-0.400
31,32,32,Garrett Willis,88,38.24,13.0,34,-0.154
32,33,33,Bob Estes,91,38.1,24.0,63,-0.458
33,T34,T34,Carlos Franco,87,37.5,9.0,24,-0.667
34,T34,T34,Steve Jones,75,37.5,6.0,16,-0.167
35,T34,T34,Sean Murphy,70,37.5,3.0,8,E
36,37,37,Jeff Maggert,84,37.14,13.0,35,-0.154
37,38,38,Stuart Appleby,105,37.04,20.0,54,-0.350
38,T39,T39,Doug Dunakey,83,36.36,8.0,22,E
39,T39,T39,Kelly Grunewald,66,36.36,4.0,11,E
40,T39,T39,Shaun Micheel,103,36.36,16.0,44,-0.438
41,42,42,Jesper Parnevik,91,36.21,21.0,58,-0.238
42,43,43,Shigeki Maruyama,98,36.11,13.0,36,-0.308
43,T44,T44,Steve Lowery,100,36.0,27.0,75,-0.148
44,T44,T44,Scott Simpson,73,36.0,9.0,25,-0.333
45,46,46,Stewart Cink,102,34.88,30.0,86,-0.200
46,T47,T47,Paul Azinger,79,34.78,16.0,46,-0.563
47,T47,T47,Brandt Jobe,96,34.78,8.0,23,-0.375
48,T47,T47,Chris Smith,101,34.78,8.0,23,-0.125
49,50,50,Jerry Smith,95,34.21,13.0,38,-0.462
50,51,51,Robert Damron,91,34.15,14.0,41,-0.357
51,52,52,Cameron Beckman,103,34.09,15.0,44,-0.333
52,53,53,Frank Lickliter II,102,33.9,20.0,59,-0.250
53,T54,T54,Ben Ferguson,76,33.33,4.0,12,+0.250
54,T54,T54,Edward Fryatt,93,33.33,5.0,15,-0.200
55,T54,T54,Mark Hensby,71,33.33,2.0,6,-1.000
56,T54,T54,Charles Howell III,89,33.33,19.0,57,-0.105
57,T54,T54,Cliff Kresge,84,33.33,4.0,12,-0.500
58,T54,T54,Lee Porter,93,33.33,9.0,27,-0.333
59,T54,T54,Dicky Pride,78,33.33,8.0,24,-0.125
60,T54,T54,Mark Wiebe,62,33.33,1.0,3,E
61,62,62,Chris DiMarco,108,32.93,27.0,82,-0.296
62,63,63,Tommy Armour III,93,32.61,15.0,46,-0.067
63,64,64,Mathew Goggin,96,32.56,14.0,43,-0.357
64,T65,T65,Ian Leggatt,84,32.35,11.0,34,E
65,T65,T65,Mark O'Meara,69,32.35,11.0,34,-0.091
66,67,67,Robert Allenby,108,31.67,19.0,60,-0.368
67,68,68,David Peoples,96,31.58,18.0,57,-0.056
68,69,69,Kenny Perry,94,31.43,22.0,70,-0.091
69,T70,T70,Michael Muehr,94,31.11,14.0,45,-0.143
70,T70,T70,Ted Tryba,110,31.11,14.0,45,-0.214
71,T72,T72,Jeremy Anderson,69,30.77,4.0,13,-0.750
72,T72,T72,Marco Dawson,57,30.77,8.0,26,E
73,74,74,Jeff Sluman,106,30.65,19.0,62,-0.053
74,75,75,Vijay Singh,98,30.56,22.0,72,-0.227
75,76,76,Bob Tway,109,30.51,18.0,59,-0.278
76,77,77,Woody Austin,99,30.3,10.0,33,-0.300
77,78,78,Joel Edwards,99,30.23,13.0,43,-0.308
78,79,79,Tom Lehman,82,29.82,17.0,57,-0.294
79,80,80,Glen Day,89,29.63,16.0,54,-0.188
80,81,81,Bradley Hughes,96,29.41,10.0,34,-0.300
81,82,82,Joe Durant,80,29.27,12.0,41,-0.333
82,T83,T83,John Daly,84,29.17,7.0,24,-0.143
83,T83,T83,Steve Elkington,64,29.17,7.0,24,-0.286
84,T83,T83,Tom Pernice Jr.,106,29.17,14.0,48,-0.143
85,T86,T86,Briny Baird,106,28.57,12.0,42,-0.417
