,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
166,167,167,Luke Donald,81,10.95,90,822,-0.18899999999999997
167,168,168,Abraham Ancer,51,10.9,58,532,-0.086
168,169,169,Jerry Kelly,76,10.77,90,836,-0.289
169,170,170,Ben Crane,80,10.02,91,908,-0.231
170,171,171,Dicky Pride,55,9.76,56,574,-0.268
171,172,172,Bryce Molder,80,9.62,90,936,-0.233
172,173,173,Jason Bohn,67,9.56,79,826,-0.278
173,174,174,Brendon Todd,66,9.55,72,754,-0.111
174,175,175,Chad Collins,73,9.51,85,894,-0.247
175,176,176,Kevin Na,96,9.46,91,962,-0.242
176,177,177,Billy Hurley III,66,9.34,77,824,-0.23399999999999999
177,178,178,Steve Stricker,53,9.27,58,626,-0.36200000000000004
178,179,179,Brian Stuard,66,8.93,75,840,-0.12
179,180,180,K.J. Choi,73,8.91,82,920,-0.22
180,181,181,Mark Wilson,66,7.31,56,766,-0.161
181,182,182,Zac Blair,99,6.36,72,1132,-0.20800000000000002
182,183,183,Jon Curran,99,5.28,62,1174,-0.29
183,184,184,Colt Knost,90,4.81,47,978,-0.34
184,185,185,David Toms,62,3.58,27,754,-0.14800000000000002
