,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
0,1,1,Andrew Loupe,75,184.56,12918.96,70,190.24,177.26
1,2,2,Tony Finau,95,182.46,13137.04,72,188.16,175.09
2,3,3,Jason Kokrak,89,182.23,12573.93,69,188.39,175.81
3,4,4,Bubba Watson,72,182.06,8374.59,46,186.55,178.28
4,5,5,Gary Woodland,95,181.5,11797.23,65,187.45,174.15
5,6,6,Dustin Johnson,87,181.49,11433.96,63,188.04,177.32
6,T7,T7,J.B. Holmes,77,180.74,11205.57,62,186.12,170.18
7,T7,T7,Jhonattan Vegas,97,180.74,12652.07,70,186.41,174.09
8,9,9,Adam Scott,79,180.23,9372.04,52,187.18,176.49
9,10,10,Luke List,79,179.91,12413.89,69,184.56,173.91
10,11,11,Rory McIlroy,69,179.3,8964.89,50,183.6,173.09
11,12,12,Hudson Swafford,104,178.17,12472.21,70,187.66,169.26
12,13,13,Charles Howell III,91,177.93,14767.83,83,181.43,170.38
13,14,14,Jamie Lovemark,91,177.85,13872.07,78,183.25,172.4
14,15,15,Patrick Rodgers,89,177.53,11184.51,63,182.8,170.63
15,16,16,Jason Day,76,176.91,9907.13,56,180.88,172.34
16,17,17,Brooks Koepka,75,176.7,9364.96,53,182.97,167.33
17,18,18,Robert Garrigus,69,175.92,8972.16,51,179.13,169.13
18,19,19,Brendan Steele,88,175.86,10551.72,60,179.89,170.33
19,20,20,Rickie Fowler,80,175.78,10722.64,61,181.92,169.58
20,21,21,Sergio Garcia,54,175.75,3515.02,20,178.94,171.28
21,22,22,Charl Schwartzel,73,175.63,9132.72,52,181.98,169.71
22,23,23,Smylie Kaufman,91,175.29,11744.21,67,181.1,169.71
23,24,24,Harris English,97,175.27,12619.29,72,179.05,170.6
24,25,25,Justin Thomas,99,174.83,13986.09,80,180.16,169.67
25,26,26,Derek Ernst,59,174.79,7341.03,42,180.92,168.66
26,27,27,Greg Owen,85,174.04,12182.66,70,177.73,165.98
27,28,28,Jimmy Walker,85,174.01,11832.73,68,178.89,162.69
28,29,29,Keegan Bradley,82,173.98,10960.75,63,177.74,162.45
29,30,30,Ryan Palmer,86,173.89,13910.94,80,177.48,168.92
30,31,31,Harold Varner III,92,173.74,13899.39,80,180.2,166.79
31,32,32,Steven Bowditch,71,173.61,10069.23,58,178.66,168.19
32,33,33,Martin Laird,82,173.6,11110.61,64,177.28,167.81
33,34,34,Justin Rose,65,173.58,7116.58,41,177.36,168.72
34,35,35,Andres Gonzales,80,173.55,9892.14,57,178.3,167.15
35,36,36,Carlos Ortiz,79,173.54,11280.05,65,178.74,164.76
36,37,37,Stewart Cink,61,173.49,8154.14,47,177.09,168.04
37,38,38,Matt Jones,83,173.44,7978.27,46,177.66,163.36
38,T39,T39,Ricky Barnes,97,173.42,13179.77,76,177.33,166.4
39,T39,T39,Graham DeLaet,70,173.42,10232.07,59,178.85,166.89
40,41,41,Paul Casey,77,173.38,9535.79,55,178.48,159.91
41,42,42,Branden Grace,63,173.24,6756.35,39,178.3,167.4
42,43,43,Scott Pinckney,87,173.1,11770.92,68,177.37,165.36
43,T44,T44,Charley Hoffman,91,172.97,13145.69,76,179.5,164.82
44,T44,T44,Patrick Reed,105,172.97,14529.77,84,178.47,163.79
45,46,46,Phil Mickelson,75,172.91,9337.3,54,178.17,166.77
46,47,47,Aaron Baddeley,93,172.75,11747.06,68,178.58,166.28
47,48,48,Marc Leishman,89,172.72,11571.99,67,178.11,162.16
48,49,49,Seung-Yul Noh,85,172.38,13100.97,76,177.21,167.23
49,50,50,Rhein Gibson,58,172.06,7054.59,41,175.93,166.67
50,51,51,Daniel Berger,92,172.03,12214.04,71,177.41,162.9
51,52,52,Kevin Chappell,93,171.78,11337.48,66,184.65,160.75
52,53,53,Lucas Glover,75,171.67,12703.74,74,176.17,164.71
53,54,54,Robert Streb,87,171.66,12359.29,72,176.24,168.48
54,55,55,Ángel Cabrera,62,171.61,8752.1,51,176.49,164.65
55,56,56,Jim Herman,93,171.5,11661.81,68,175.87,167.16
56,57,57,Sean O'Hair,89,171.08,12659.56,74,176.22,165.68
57,58,58,Shane Lowry,57,171.06,6500.37,38,175.33,165.68
58,59,59,Scott Piercy,87,170.97,10942.27,64,175.23,164.67
59,60,60,John Senden,88,170.93,8546.5,50,175.1,162.91
60,61,61,Louis Oosthuizen,63,170.65,7679.13,45,175.8,167.16
61,62,62,Willy Wilcox,67,170.31,9707.5,57,174.64,166.46
62,T63,T63,Russell Henley,76,170.14,11739.42,69,174.43,163.69
63,T63,T63,Sung Kang,89,170.14,11739.66,69,177.54,160.79
64,65,65,Dawie van der Walt,72,170.11,8675.67,51,175.03,162.09
65,66,66,Billy Horschel,73,169.45,10505.94,62,172.7,164.95
66,67,67,Bronson Burgoon,83,169.42,10165.11,60,174.81,165.21
67,68,68,Scott Stallings,74,169.3,11174.07,66,173.85,163.27
68,69,69,Jason Dufner,105,169.09,14541.33,86,173.58,160.8
69,70,70,Steve Marino,72,169.04,8790.27,52,174.04,162.55
70,71,71,Brett Stegmaier,87,169.03,14198.15,84,174.71,162.87
71,72,72,Hideki Matsuyama,76,169.0,9633.22,57,175.93,159.54
72,73,73,Si Woo Kim,113,168.97,15883.46,94,173.44,162.73
73,74,74,Patton Kizzire,93,168.95,12840.55,76,173.0,161.85
74,75,75,Hunter Mahan,61,168.88,9457.44,56,173.46,162.51
75,76,76,Emiliano Grillo,93,168.82,12323.79,73,174.18,163.85
76,77,77,Chesson Hadley,81,168.79,12828.03,76,172.35,163.39
77,78,78,Padraig Harrington,54,168.78,7426.32,44,176.42,162.54
78,79,79,Tyrone Van Aswegen,105,168.56,13822.01,82,172.91,160.48
79,80,80,Wes Roach,59,168.52,6909.27,41,172.56,161.18
80,81,81,Bill Haas,86,168.47,10613.56,63,172.08,162.42
81,82,82,Jordan Spieth,80,168.42,9431.34,56,172.74,162.87
82,83,83,Ben Martin,92,168.27,14134.68,84,171.34,162.34
83,84,84,George McNeill,51,168.11,8069.1,48,173.15,163.53
84,85,85,Adam Hadwin,93,167.96,14948.13,89,172.81,160.73
85,86,86,Nick Taylor,83,167.9,11081.12,66,172.05,161.83
86,87,87,Geoff Ogilvy,63,167.74,9561.25,57,172.87,159.06
87,88,88,James Hahn,85,167.68,10563.96,63,174.61,161.35
88,89,89,Anirban Lahiri,72,167.4,9207.26,55,172.0,158.48
89,90,90,Shawn Stefani,91,167.32,13887.55,83,174.44,157.06
90,91,91,Morgan Hoffmann,71,167.31,10707.69,64,172.32,159.56
91,92,92,Derek Fathauer,94,167.29,14219.63,85,171.84,161.7
92,93,93,Rob Oppenheim,67,167.16,8190.89,49,171.4,161.58
93,94,94,Michael Thompson,71,167.15,8691.63,52,170.21,161.62
94,95,95,Jason Gore,78,166.96,11353.39,68,172.26,160.55
95,96,96,Fabián Gómez,82,166.87,12348.21,74,176.5,159.24
96,97,97,Luke Guthrie,57,166.75,7336.84,44,176.15,157.9
97,98,98,Hiroshi Iwata,85,166.65,12165.45,73,175.1,159.72
98,99,99,Andrew Landry,53,166.55,4663.42,28,170.41,163.39
99,100,100,Boo Weekley,83,166.54,12823.55,77,172.01,158.07
100,101,101,Henrik Norlander,71,166.5,8991.22,54,172.17,162.48
101,102,102,Sam Saunders,69,166.42,8653.64,52,170.19,160.59
102,103,103,Scott Brown,88,166.4,13644.6,82,173.48,161.1
103,104,104,Chad Campbell,90,166.32,13471.58,81,171.07,161.89
104,105,105,J.J. Henry,68,166.11,9966.55,60,171.16,157.92
105,106,106,Kyle Reifers,115,166.08,16275.7,98,171.25,158.29
106,107,107,Retief Goosen,55,166.07,9632.31,58,170.41,161.69
107,108,108,Tom Hoge,81,166.06,9963.78,60,171.85,158.56
108,109,109,Ernie Els,66,165.99,9627.52,58,171.18,161.45
109,110,110,William McGirt,98,165.95,12777.86,77,169.7,162.61
110,111,111,Rod Pampling,54,165.93,5807.63,35,170.01,160.87
111,112,112,Brandt Snedeker,93,165.87,11610.89,70,169.57,159.35
112,113,113,Kelly Kraft,63,165.85,7297.49,44,170.28,158.78
113,114,114,Thomas Aiken,70,165.77,7625.61,46,170.95,158.86
114,115,115,Kyle Stanley,92,165.68,14083.03,85,171.96,158.14
115,116,116,Kevin Streelman,82,165.66,9939.49,60,168.75,161.71
116,T117,T117,Erik Compton,65,165.65,8779.22,53,173.67,150.31
117,T117,T117,Whee Kim,82,165.65,11098.63,67,169.42,159.47
118,119,119,Blayne Barber,84,165.59,12253.72,74,170.8,159.78
119,120,120,Mark Hubbard,101,165.58,15067.68,91,170.03,161.37
120,121,121,Camilo Villegas,83,165.57,12914.08,78,170.39,160.28
121,122,122,Brendon de Jonge,83,165.47,10920.88,66,169.73,158.99
122,123,123,Johnson Wagner,86,165.45,13070.38,79,169.44,160.19
123,124,124,Jonas Blixt,79,165.43,11414.94,69,170.17,159.82
124,125,125,Danny Lee,93,165.34,12565.79,76,170.63,159.3
125,126,126,Chris Stroud,82,165.29,11239.6,68,171.19,159.05
126,127,127,Martin Piller,59,165.11,7595.06,46,170.5,159.75
127,128,128,Chris Kirk,90,165.03,13202.49,80,175.44,160.71
128,129,129,Roberto Castro,97,165.01,14686.07,89,170.29,152.81
129,T130,T130,Tyler Aldridge,83,164.96,10887.3,66,170.22,158.42
130,T130,T130,Daniel Summerhays,99,164.96,13526.91,82,170.72,156.45
131,132,132,Luke Donald,81,164.73,10213.48,62,167.88,158.21
132,133,133,Freddie Jacobson,86,164.65,12513.35,76,170.45,154.86
133,134,134,Webb Simpson,70,164.62,8724.79,53,171.42,157.34
134,135,135,Troy Merritt,77,164.58,10862.44,66,167.7,159.74
135,136,136,Russell Knox,92,164.54,12011.62,73,168.07,158.16
136,137,137,Will MacKenzie,84,164.25,11497.34,70,168.18,159.29
137,138,138,Francesco Molinari,64,164.06,9515.67,58,167.36,159.56
138,139,139,Cameron Smith,73,163.92,7048.62,43,170.96,153.29
139,140,140,Michael Kim,100,163.89,14913.77,91,168.16,160.2
140,141,141,Graeme McDowell,63,163.83,8191.57,50,169.58,158.51
141,142,142,Steve Stricker,53,163.72,7367.43,45,167.84,159.79
142,143,143,Kevin Kisner,97,163.71,12114.19,74,167.49,154.35
143,T144,T144,John Huh,86,163.6,13251.29,81,168.1,158.08
144,T144,T144,Scott Langley,65,163.6,8343.84,51,167.53,158.52
145,146,146,Vijay Singh,72,163.59,12105.77,74,168.58,156.83
146,147,147,D.A. Points,55,163.47,5394.44,33,169.69,159.83
147,148,148,Rory Sabbatini,57,163.39,4738.41,29,166.88,157.22
148,149,149,David Lingmerth,84,163.25,11264.43,69,167.24,159.65
149,150,150,Chad Collins,73,163.22,9956.6,61,167.14,155.94
150,T151,T151,Matt Kuchar,100,162.97,13852.03,85,168.05,157.64
151,T151,T151,Cameron Tringale,81,162.97,11733.98,72,169.66,155.86
152,153,153,Jeff Overton,69,162.96,11407.33,70,168.84,156.67
153,154,154,Brian Harman,104,162.94,14827.85,91,166.73,157.42
154,155,155,Steve Wheatcroft,85,162.75,12205.91,75,168.46,156.52
155,156,156,Kevin Na,96,162.58,10730.42,66,178.07,156.16
156,157,157,Bryce Molder,80,162.47,11860.38,73,166.91,157.34
157,158,158,Chez Reavie,90,162.02,12961.72,80,166.45,158.53
158,159,159,Vaughn Taylor,72,161.92,11657.94,72,166.82,153.27
159,160,160,Ken Duke,58,161.85,9711.28,60,167.4,154.73
160,161,161,Stuart Appleby,71,161.62,11475.22,71,165.27,157.05
161,162,162,Robert Allenby,51,161.4,6617.31,41,168.81,155.3
162,163,163,Spencer Levin,104,161.3,14517.2,90,165.69,156.27
163,164,164,Alex Cejka,71,161.22,8383.45,52,165.24,155.78
164,165,165,Ryan Moore,86,161.11,10472.41,65,166.79,155.95
165,166,166,David Hearn,95,160.7,14462.69,90,168.71,154.07
166,167,167,Billy Hurley III,66,160.35,8498.76,53,163.31,157.26
167,168,168,Peter Malnati,85,160.27,10097.01,63,166.78,153.53
168,169,169,Tim Wilkinson,72,160.17,7047.5,44,164.56,154.89
169,170,170,Jason Bohn,67,159.79,5592.81,35,164.91,155.98
170,171,171,Abraham Ancer,51,159.6,5266.75,33,163.06,155.17
171,172,172,D.H. Lee,61,159.33,7010.31,44,163.68,153.82
172,173,173,Ben Crane,80,159.21,11622.55,73,164.71,156.04
173,174,174,Jim Furyk,52,159.17,6048.64,38,165.2,152.71
174,175,175,Dicky Pride,55,158.86,6831.08,43,162.36,153.64
175,176,176,Zach Johnson,90,158.62,11420.99,72,163.18,154.06
176,177,177,K.J. Choi,73,158.46,10933.63,69,164.26,150.44
177,178,178,Brendon Todd,66,157.87,9314.42,59,161.98,152.01
178,179,179,Brian Stuard,66,157.81,9310.56,59,163.85,150.79
179,180,180,Mark Wilson,66,157.39,8656.47,55,162.17,152.34
180,181,181,Jon Curran,99,157.34,14160.54,90,166.23,151.21
181,182,182,Jerry Kelly,76,156.51,9859.95,63,161.76,150.73
182,183,183,Zac Blair,99,156.36,12352.53,79,161.18,152.0
183,184,184,Colt Knost,90,154.42,12044.79,78,159.45,149.08
184,185,185,David Toms,62,152.55,9763.33,64,156.36,146.91
