,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
54,T48,T48,Danny Lee,93,6.6,491.6,74,7.9,0.7
55,T48,T48,David Lingmerth,84,6.6,452.3,69,7.7,2.5
56,T48,T48,Hunter Mahan,61,6.6,367.9,56,7.9,2.1
57,T48,T48,Steve Marino,72,6.6,322.6,49,7.7,3.0
58,T48,T48,William McGirt,98,6.6,507.3,77,7.7,3.9
59,T48,T48,Carlos Ortiz,79,6.6,421.7,64,8.4,1.3
60,T48,T48,Scott Piercy,87,6.6,416.9,63,8.1,3.1
61,T48,T48,Shawn Stefani,91,6.6,548.4,83,7.7,3.6
62,T48,T48,Chris Stroud,82,6.6,448.8,68,7.6,5.2
63,T48,T48,Vaughn Taylor,72,6.6,477.3,72,7.4,2.2
64,T48,T48,Dawie van der Walt,72,6.6,329.6,50,7.8,3.2
65,T66,T66,Tyler Aldridge,83,6.5,424.5,65,7.4,4.0
66,T66,T66,Aaron Baddeley,93,6.5,441.8,68,7.7,3.1
67,T66,T66,Jonas Blixt,79,6.5,442.6,68,7.7,2.4
68,T66,T66,Bronson Burgoon,83,6.5,382.1,59,8.1,2.7
69,T66,T66,Roberto Castro,97,6.5,574.1,88,7.6,1.9
70,T66,T66,Sergio Garcia,54,6.5,129.5,20,7.9,2.9
71,T66,T66,Luke Guthrie,57,6.5,287.9,44,7.8,1.8
72,T66,T66,Padraig Harrington,54,6.5,274.4,42,8.3,2.6
73,T66,T66,Russell Henley,76,6.5,443.3,68,7.6,2.8
74,T66,T66,J.J. Henry,68,6.5,392.3,60,8.0,5.3
75,T66,T66,Zach Johnson,90,6.5,448.0,69,7.6,4.9
76,T66,T66,Matt Jones,83,6.5,290.6,45,7.3,3.5
77,T66,T66,Si Woo Kim,113,6.5,606.5,93,7.6,3.3
78,T66,T66,Chris Kirk,90,6.5,508.6,78,7.5,4.6
79,T66,T66,Brooks Koepka,75,6.5,340.2,52,8.3,2.3
80,T66,T66,Matt Kuchar,100,6.5,553.6,85,7.7,2.4
81,T66,T66,Ben Martin,92,6.5,547.5,84,8.5,3.6
82,T66,T66,Geoff Ogilvy,63,6.5,373.2,57,8.2,2.8
83,T66,T66,Wes Roach,59,6.5,264.8,41,7.5,3.4
84,T66,T66,Sam Saunders,69,6.5,332.6,51,7.7,2.6
85,T66,T66,Charl Schwartzel,73,6.5,339.8,52,7.7,4.0
86,T66,T66,John Senden,88,6.5,325.5,50,7.5,2.7
87,T66,T66,Cameron Smith,73,6.5,278.3,43,7.8,2.5
88,T66,T66,Jordan Spieth,80,6.5,363.4,56,7.8,2.8
89,T66,T66,Scott Stallings,74,6.5,427.3,66,7.5,3.3
90,T66,T66,Cameron Tringale,81,6.5,450.5,69,9.3,2.7
91,T66,T66,Johnson Wagner,86,6.5,512.2,79,8.2,2.9
92,T66,T66,Bubba Watson,72,6.5,290.4,45,8.4,1.7
93,T66,T66,Mark Wilson,66,6.5,348.6,54,7.8,5.5
94,T95,T95,Thomas Aiken,70,6.4,296.1,46,8.0,3.0
95,T95,T95,Daniel Berger,92,6.4,456.0,71,7.9,0.9
96,T95,T95,Zac Blair,99,6.4,496.0,78,7.3,2.8
97,T95,T95,K.J. Choi,73,6.4,444.0,69,7.7,3.4
98,T95,T95,Derek Fathauer,94,6.4,530.4,83,7.7,1.4
99,T95,T95,Robert Garrigus,69,6.4,325.5,51,7.7,1.8
100,T95,T95,Fabián Gómez,82,6.4,465.5,73,7.6,2.0
101,T95,T95,Emiliano Grillo,93,6.4,459.6,72,7.6,3.8
102,T95,T95,Charles Howell III,91,6.4,528.4,82,7.8,3.1
103,T95,T95,Michael Kim,100,6.4,565.6,88,8.0,2.5
104,T95,T95,Anirban Lahiri,72,6.4,343.1,54,7.5,3.0
105,T95,T95,D.H. Lee,61,6.4,275.7,43,7.4,3.4
106,T95,T95,Jeff Overton,69,6.4,447.2,70,7.6,2.8
107,T95,T95,Adam Scott,79,6.4,333.9,52,7.6,2.4
108,T95,T95,Kevin Streelman,82,6.4,379.4,59,7.9,2.7
109,T95,T95,Brian Stuard,66,6.4,369.6,58,7.3,4.8
110,T95,T95,David Toms,62,6.4,401.7,63,7.2,4.0
111,T95,T95,Camilo Villegas,83,6.4,499.5,78,7.6,3.0
112,T95,T95,Steve Wheatcroft,85,6.4,464.2,73,7.4,3.5
113,T114,T114,Jason Bohn,67,6.3,220.7,35,9.3,4.4
114,T114,T114,Scott Brown,88,6.3,507.7,81,7.5,2.3
115,T114,T114,Alex Cejka,71,6.3,329.4,52,7.7,0.7
116,T114,T114,Ben Crane,80,6.3,446.0,71,7.5,2.5
117,T114,T114,Derek Ernst,59,6.3,263.4,42,7.8,2.6
118,T114,T114,Lucas Glover,75,6.3,458.2,73,7.7,4.0
119,T114,T114,John Huh,86,6.3,511.6,81,8.1,3.2
120,T114,T114,Freddie Jacobson,86,6.3,468.6,74,7.4,2.8
121,T114,T114,Whee Kim,82,6.3,414.1,66,7.3,1.4
122,T114,T114,Kevin Kisner,97,6.3,466.8,74,7.6,2.4
123,T114,T114,Scott Langley,65,6.3,323.7,51,7.5,2.4
124,T114,T114,Marc Leishman,89,6.3,425.1,67,8.1,2.4
125,T114,T114,Will MacKenzie,84,6.3,433.4,69,7.3,1.5
126,T114,T114,Graeme McDowell,63,6.3,313.7,50,7.8,0.7
127,T114,T114,Troy Merritt,77,6.3,407.2,65,7.7,2.7
128,T114,T114,Ryan Moore,86,6.3,410.6,65,7.1,3.7
129,T114,T114,Kevin Na,96,6.3,409.4,65,8.0,2.5
130,T114,T114,Rod Pampling,54,6.3,220.6,35,7.9,4.1
131,T114,T114,Chez Reavie,90,6.3,493.7,78,7.3,2.8
132,T114,T114,Webb Simpson,70,6.3,329.1,52,7.8,2.3
133,T114,T114,Kyle Stanley,92,6.3,523.2,83,7.9,3.0
134,T114,T114,Nick Taylor,83,6.3,404.5,64,7.5,4.1
135,T114,T114,Brendon Todd,66,6.3,363.6,58,7.9,2.6
136,T137,T137,Stuart Appleby,71,6.2,442.6,71,7.5,2.3
137,T137,T137,Ángel Cabrera,62,6.2,311.1,50,7.8,1.9
138,T137,T137,Paul Casey,77,6.2,334.1,54,7.3,2.7
139,T137,T137,Stewart Cink,61,6.2,285.7,46,7.5,3.4
140,T137,T137,Erik Compton,65,6.2,321.8,52,7.3,3.5
141,T137,T137,Jim Furyk,52,6.2,228.2,37,7.2,3.2
142,T137,T137,Andres Gonzales,80,6.2,354.4,57,7.5,2.3
143,T137,T137,Chesson Hadley,81,6.2,464.7,75,7.7,2.4
144,T137,T137,Brian Harman,104,6.2,552.2,89,7.3,3.0
145,T137,T137,Jim Herman,93,6.2,417.5,67,7.4,3.6
146,T137,T137,Morgan Hoffmann,71,6.2,397.0,64,7.7,2.9
147,T137,T137,Patton Kizzire,93,6.2,472.7,76,7.7,0.8
148,T137,T137,Colt Knost,90,6.2,484.7,78,7.7,3.7
149,T137,T137,Bryce Molder,80,6.2,452.5,73,7.3,4.2
150,T137,T137,Francesco Molinari,64,6.2,339.5,55,7.3,2.7
151,T137,T137,Louis Oosthuizen,63,6.2,276.8,45,7.5,2.5
152,T137,T137,Kyle Reifers,115,6.2,602.5,97,7.5,2.3
153,T137,T137,Rory Sabbatini,57,6.2,181.1,29,7.2,2.7
154,T137,T137,Steve Stricker,53,6.2,281.2,45,7.3,3.3
155,T137,T137,Daniel Summerhays,99,6.2,492.2,80,7.6,3.9
156,T137,T137,Tyrone Van Aswegen,105,6.2,499.6,81,7.9,2.9
157,T137,T137,Jimmy Walker,85,6.2,424.5,68,7.9,2.0
158,T159,T159,Abraham Ancer,51,6.1,193.9,32,7.0,3.6
159,T159,T159,Chad Campbell,90,6.1,490.4,80,7.7,4.2
160,T159,T159,Brendon de Jonge,83,6.1,390.3,64,7.4,2.3
161,T159,T159,Ken Duke,58,6.1,364.2,60,7.0,2.2
162,T159,T159,Ernie Els,66,6.1,351.9,58,7.2,2.1
163,T159,T159,Sung Kang,89,6.1,416.6,68,8.2,0.7
164,T159,T159,Jerry Kelly,76,6.1,377.8,62,7.6,2.7
165,T159,T159,Russell Knox,92,6.1,445.5,73,7.7,2.2
166,T159,T159,Peter Malnati,85,6.1,377.2,62,7.3,2.7
167,T159,T159,George McNeill,51,6.1,293.6,48,7.6,4.1
168,T159,T159,Henrik Norlander,71,6.1,331.5,54,7.2,1.2
169,T159,T159,Rob Oppenheim,67,6.1,297.9,49,7.5,2.6
170,T159,T159,Greg Owen,85,6.1,424.4,70,7.6,1.6
171,T159,T159,Dicky Pride,55,6.1,264.2,43,7.1,4.8
172,T159,T159,Vijay Singh,72,6.1,448.0,74,7.2,2.0
173,T159,T159,Robert Streb,87,6.1,423.8,70,7.2,2.0
174,T159,T159,Tim Wilkinson,72,6.1,267.0,44,7.4,3.7
175,T176,T176,Chad Collins,73,6.0,360.7,60,7.7,3.2
176,T176,T176,Spencer Levin,104,6.0,532.4,89,7.8,2.9
177,T176,T176,D.A. Points,55,6.0,196.7,33,7.5,0.8
178,T176,T176,Boo Weekley,83,6.0,452.9,76,7.0,2.8
179,T176,T176,Willy Wilcox,67,6.0,336.3,56,7.6,2.0
180,T181,T181,Robert Allenby,51,5.9,237.3,40,7.4,2.5
181,T181,T181,Steven Bowditch,71,5.9,322.6,55,7.7,2.0
182,T183,T183,Ricky Barnes,97,5.8,434.4,75,7.3,2.1
183,T183,T183,Jason Dufner,105,5.8,490.6,84,7.7,1.9
184,185,185,Branden Grace,63,5.7,222.8,39,7.3,1.5
