,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,T1,T1,Smylie Kaufman,91,7.1,448.8,63,8.2,1.8
1,T1,T1,Phil Mickelson,75,7.1,374.8,53,8.5,5.1
2,T3,T3,Keegan Bradley,82,7.0,438.5,63,8.1,3.1
3,T3,T3,David Hearn,95,7.0,632.0,90,7.9,5.1
4,T3,T3,Billy Horschel,73,7.0,425.7,61,8.0,4.4
5,T3,T3,Hideki Matsuyama,76,7.0,400.6,57,8.4,4.3
6,T3,T3,Gary Woodland,95,7.0,457.1,65,8.6,3.5
7,T8,T8,Rickie Fowler,80,6.9,398.1,58,8.4,3.9
8,T8,T8,Bill Haas,86,6.9,416.3,60,7.8,3.8
9,T8,T8,J.B. Holmes,77,6.9,406.4,59,8.3,2.1
10,T8,T8,Jamie Lovemark,91,6.9,538.9,78,8.3,1.5
11,T8,T8,Rory McIlroy,69,6.9,344.2,50,7.9,3.3
12,T8,T8,Ryan Palmer,86,6.9,542.0,79,8.0,3.9
13,T8,T8,Scott Pinckney,87,6.9,459.4,67,8.0,4.0
14,T8,T8,Patrick Reed,105,6.9,562.1,82,8.6,4.5
15,T8,T8,Brett Stegmaier,87,6.9,562.2,82,8.7,2.7
16,T17,T17,Rhein Gibson,58,6.8,273.3,40,8.0,2.7
17,T17,T17,Adam Hadwin,93,6.8,606.5,89,8.1,4.2
18,T17,T17,James Hahn,85,6.8,428.8,63,7.9,2.8
19,T17,T17,Mark Hubbard,101,6.8,616.0,91,8.0,2.6
20,T17,T17,Luke List,79,6.8,451.2,66,8.3,3.8
21,T17,T17,Patrick Rodgers,89,6.8,418.9,62,8.6,2.5
22,T17,T17,Hudson Swafford,104,6.8,471.7,69,8.1,1.6
23,T17,T17,Justin Thomas,99,6.8,535.8,79,8.2,2.7
24,T17,T17,Michael Thompson,71,6.8,351.3,52,7.7,4.8
25,T26,T26,Blayne Barber,84,6.7,479.0,71,8.8,4.6
26,T26,T26,Kevin Chappell,93,6.7,439.6,66,8.0,2.3
27,T26,T26,Jason Day,76,6.7,353.2,53,7.9,3.5
28,T26,T26,Graham DeLaet,70,6.7,386.2,58,9.0,1.5
29,T26,T26,Luke Donald,81,6.7,418.0,62,7.9,3.3
30,T26,T26,Tony Finau,95,6.7,485.7,72,8.1,3.3
31,T26,T26,Hiroshi Iwata,85,6.7,484.7,72,8.1,3.3
32,T26,T26,Dustin Johnson,87,6.7,394.8,59,8.1,1.6
33,T26,T26,Jason Kokrak,89,6.7,449.1,67,8.0,2.2
34,T26,T26,Kelly Kraft,63,6.7,286.3,43,8.0,3.3
35,T26,T26,Martin Laird,82,6.7,425.2,63,7.9,2.3
36,T26,T26,Andrew Landry,53,6.7,180.9,27,7.6,4.5
37,T26,T26,Andrew Loupe,75,6.7,446.1,67,8.4,1.1
38,T26,T26,Shane Lowry,57,6.7,247.0,37,7.7,2.5
39,T26,T26,Seung-Yul Noh,85,6.7,493.0,74,7.9,1.8
40,T26,T26,Sean O'Hair,89,6.7,489.9,73,7.6,4.6
41,T26,T26,Martin Piller,59,6.7,300.8,45,8.0,5.1
42,T26,T26,Justin Rose,65,6.7,266.2,40,8.1,3.3
43,T26,T26,Brandt Snedeker,93,6.7,454.5,68,7.7,4.1
44,T26,T26,Brendan Steele,88,6.7,383.4,57,7.6,4.2
45,T26,T26,Harold Varner III,92,6.7,525.4,79,8.1,1.9
46,T26,T26,Jhonattan Vegas,97,6.7,460.0,69,7.9,4.8
47,T48,T48,Jon Curran,99,6.6,595.0,90,9.1,2.5
48,T48,T48,Harris English,97,6.6,467.9,71,7.9,3.1
49,T48,T48,Retief Goosen,55,6.6,370.8,56,7.6,2.6
50,T48,T48,Jason Gore,78,6.6,449.6,68,7.6,1.2
51,T48,T48,Charley Hoffman,91,6.6,504.0,76,8.0,1.9
52,T48,T48,Tom Hoge,81,6.6,387.9,59,7.7,2.5
53,T48,T48,Billy Hurley III,66,6.6,341.1,52,7.5,3.1
