,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
0,1,1,Thomas Aiken,70,88.14,810,919
1,2,2,Roberto Castro,97,86.86,1177,1355
2,3,3,Chez Reavie,90,86.66,1039,1199
3,4,4,Lucas Glover,75,86.44,905,1047
4,5,5,Kevin Streelman,82,86.38,989,1145
5,6,6,Boo Weekley,83,86.29,1001,1160
6,7,7,Colt Knost,90,86.26,1036,1201
7,8,8,Jerry Kelly,76,86.02,911,1059
8,9,9,John Huh,86,85.75,1017,1186
9,10,10,David Hearn,95,85.38,1133,1327
10,11,11,Russell Knox,92,85.3,1062,1245
11,12,12,Scott Langley,65,85.24,751,881
12,13,13,William McGirt,98,85.19,1168,1371
13,14,14,Webb Simpson,70,85.07,832,978
14,15,15,Jason Bohn,67,85.06,797,937
15,16,16,Spencer Levin,104,85.04,1188,1397
16,17,17,Scott Pinckney,87,85.02,1010,1188
17,18,18,Zac Blair,99,85.0,1128,1327
18,19,19,Rory McIlroy,69,84.91,737,868
19,20,20,Jim Herman,93,84.76,1101,1299
20,21,21,Jim Furyk,52,84.75,617,728
21,22,22,Brian Stuard,66,84.72,782,923
22,23,23,Kevin Na,96,84.66,1098,1297
23,24,24,Alex Cejka,71,84.59,796,941
24,T25,T25,Andrew Landry,53,84.53,579,685
25,T25,T25,John Senden,88,84.53,1016,1202
26,27,27,Russell Henley,76,84.45,896,1061
27,28,28,Kyle Reifers,115,84.32,1307,1550
28,29,29,Sergio Garcia,54,84.31,602,714
29,30,30,Keegan Bradley,82,84.29,966,1146
30,31,31,David Toms,62,84.28,729,865
31,32,32,Chad Campbell,90,84.26,1060,1258
32,33,33,Paul Casey,77,84.17,872,1036
33,34,34,Jason Dufner,105,84.12,1197,1423
34,35,35,Matt Kuchar,100,84.1,1127,1340
35,36,36,Patrick Rodgers,89,84.09,999,1188
36,37,37,Scott Brown,88,84.03,1031,1227
37,38,38,Kyle Stanley,92,83.96,1042,1241
38,T39,T39,Scott Piercy,87,83.9,990,1180
39,T39,T39,Bubba Watson,72,83.9,813,969
40,41,41,Johnson Wagner,86,83.89,1010,1204
41,42,42,Brendan Steele,88,83.84,986,1176
42,43,43,Billy Horschel,73,83.78,821,980
43,44,44,Graham DeLaet,70,83.7,770,920
44,45,45,Brian Harman,104,83.63,1216,1454
45,46,46,Abraham Ancer,51,83.61,561,671
46,47,47,Greg Owen,85,83.5,946,1133
47,48,48,Rory Sabbatini,57,83.49,627,751
48,49,49,Emiliano Grillo,93,83.47,1055,1264
49,T50,T50,Whee Kim,82,83.44,907,1087
50,T50,T50,Ryan Moore,86,83.44,942,1129
51,52,52,Charl Schwartzel,73,83.4,814,976
52,53,53,Jhonattan Vegas,97,83.32,1084,1301
53,T54,T54,Francesco Molinari,64,83.22,744,894
54,T54,T54,Mark Wilson,66,83.22,719,864
55,56,56,Jason Kokrak,89,83.19,1034,1243
56,57,57,Shane Lowry,57,83.18,628,755
57,58,58,Hideki Matsuyama,76,83.17,850,1022
58,59,59,Graeme McDowell,63,83.14,700,842
59,60,60,J.J. Henry,68,83.06,770,927
60,T61,T61,David Lingmerth,84,83.03,944,1137
61,T61,T61,Henrik Norlander,71,83.03,778,937
62,63,63,Gary Woodland,95,82.99,1054,1270
63,64,64,Ken Duke,58,82.96,623,751
64,65,65,Jason Gore,78,82.93,855,1031
65,66,66,Marc Leishman,89,82.89,998,1204
66,T67,T67,Brooks Koepka,75,82.81,814,983
67,T67,T67,Justin Rose,65,82.81,718,867
68,69,69,Adam Scott,79,82.8,881,1064
69,T70,T70,K.J. Choi,73,82.79,842,1017
70,T70,T70,James Hahn,85,82.79,986,1191
71,T72,T72,Mark Hubbard,101,82.78,1120,1353
72,T72,T72,Hudson Swafford,104,82.78,1202,1452
73,74,74,Bill Haas,86,82.74,949,1147
74,75,75,Kevin Chappell,93,82.73,1073,1297
75,76,76,Jamie Lovemark,91,82.68,1050,1270
76,77,77,Sean O'Hair,89,82.64,1028,1244
77,78,78,Ben Crane,80,82.58,877,1062
78,79,79,Rickie Fowler,80,82.53,893,1082
79,80,80,Geoff Ogilvy,63,82.5,679,823
80,81,81,Dicky Pride,55,82.46,611,741
81,82,82,Chris Stroud,82,82.45,921,1117
82,83,83,Louis Oosthuizen,63,82.44,643,780
83,84,84,Kelly Kraft,63,82.42,680,825
84,85,85,Adam Hadwin,93,82.38,1071,1300
85,86,86,Bryce Molder,80,82.37,897,1089
86,T87,T87,Brendon de Jonge,83,82.33,932,1132
87,T87,T87,D.A. Points,55,82.33,587,713
88,89,89,Bronson Burgoon,83,82.32,908,1103
89,90,90,Stewart Cink,61,82.26,700,851
90,91,91,Brandt Snedeker,93,82.23,1027,1249
91,92,92,Jon Curran,99,82.21,1137,1383
92,93,93,Blayne Barber,84,82.17,917,1116
93,94,94,Will MacKenzie,84,82.15,916,1115
94,95,95,Ángel Cabrera,62,82.14,713,868
95,96,96,Steve Marino,72,82.12,781,951
96,97,97,Chris Kirk,90,82.1,977,1190
97,98,98,Billy Hurley III,66,81.98,755,921
98,99,99,Charles Howell III,91,81.89,1040,1270
99,T100,T100,Kevin Kisner,97,81.82,1080,1320
100,T100,T100,Ryan Palmer,86,81.82,981,1199
101,102,102,Harold Varner III,92,81.8,1052,1286
102,103,103,Martin Laird,82,81.74,891,1090
103,T104,T104,Daniel Berger,92,81.72,1015,1242
104,T104,T104,Ben Martin,92,81.72,1006,1231
105,106,106,Brett Stegmaier,87,81.69,968,1185
106,T107,T107,Derek Ernst,59,81.68,651,797
107,T107,T107,Daniel Summerhays,99,81.68,1128,1381
108,109,109,Danny Lee,93,81.67,1029,1260
109,110,110,Wes Roach,59,81.66,628,769
110,T111,T111,Si Woo Kim,113,81.55,1242,1523
111,T111,T111,Sam Saunders,69,81.55,738,905
112,T113,T113,Stuart Appleby,71,81.54,786,964
113,T113,T113,Zach Johnson,90,81.54,985,1208
114,115,115,Luke List,79,81.49,876,1075
115,116,116,Jordan Spieth,80,81.47,866,1063
116,117,117,Shawn Stefani,91,81.38,988,1214
117,118,118,Branden Grace,63,81.34,680,836
118,119,119,Rhein Gibson,58,81.32,614,755
119,120,120,Martin Piller,59,81.3,648,797
120,121,121,Steve Stricker,53,81.28,599,737
121,122,122,Steve Wheatcroft,85,81.22,917,1129
122,123,123,D.H. Lee,61,81.18,647,797
123,124,124,Vijay Singh,72,81.16,814,1003
124,T125,T125,Sung Kang,89,81.12,984,1213
125,T125,T125,Rod Pampling,54,81.12,567,699
126,127,127,Michael Thompson,71,81.07,771,951
127,128,128,Freddie Jacobson,86,81.02,973,1201
128,T129,T129,Fabián Gómez,82,80.99,899,1110
129,T129,T129,George McNeill,51,80.99,575,710
130,131,131,Morgan Hoffmann,71,80.98,758,936
131,132,132,Dustin Johnson,87,80.97,932,1151
132,133,133,Hunter Mahan,61,80.92,687,849
133,134,134,Troy Merritt,77,80.82,872,1079
134,135,135,Vaughn Taylor,72,80.8,812,1005
135,136,136,Michael Kim,100,80.7,1083,1342
136,137,137,Robert Garrigus,69,80.64,733,909
137,138,138,Luke Donald,81,80.6,910,1129
138,139,139,Tyler Aldridge,83,80.56,887,1101
139,140,140,Nick Taylor,83,80.51,888,1103
140,T141,T141,Peter Malnati,85,80.44,958,1191
141,T141,T141,Robert Streb,87,80.44,946,1176
142,143,143,Dawie van der Walt,72,80.39,787,979
143,144,144,Cameron Smith,73,80.23,771,961
144,145,145,Willy Wilcox,67,80.22,726,905
145,146,146,Cameron Tringale,81,80.2,863,1076
146,147,147,Padraig Harrington,54,80.13,605,755
147,148,148,Jeff Overton,69,80.07,727,908
148,149,149,Scott Stallings,74,80.06,783,978
149,150,150,Charley Hoffman,91,80.05,983,1228
150,151,151,Tim Wilkinson,72,80.02,761,951
151,152,152,Andres Gonzales,80,79.8,869,1089
152,153,153,Chesson Hadley,81,79.65,877,1101
153,T154,T154,Smylie Kaufman,91,79.61,984,1236
154,T154,T154,Justin Thomas,99,79.61,1070,1344
155,156,156,Phil Mickelson,75,79.54,801,1007
156,157,157,Jason Day,76,79.46,770,969
157,158,158,Harris English,97,79.42,1077,1356
158,159,159,Chad Collins,73,79.39,809,1019
159,160,160,Ricky Barnes,97,79.37,1031,1299
160,161,161,Rob Oppenheim,67,79.34,699,881
161,162,162,Anirban Lahiri,72,79.19,765,966
162,163,163,Carlos Ortiz,79,79.16,828,1046
163,164,164,Jonas Blixt,79,79.13,838,1059
164,165,165,Tony Finau,95,78.99,1049,1328
165,166,166,Hiroshi Iwata,85,78.82,912,1157
166,167,167,Luke Guthrie,57,78.54,604,769
167,168,168,Patton Kizzire,93,78.42,974,1242
168,169,169,Matt Jones,83,78.37,877,1119
169,170,170,Retief Goosen,55,78.33,600,766
170,171,171,Tyrone Van Aswegen,105,78.11,1113,1425
171,172,172,Robert Allenby,51,78.09,556,712
172,173,173,Patrick Reed,105,78.06,1103,1413
173,174,174,Derek Fathauer,94,77.99,1024,1313
174,175,175,Tom Hoge,81,77.95,838,1075
175,176,176,J.B. Holmes,77,77.86,809,1039
176,177,177,Jimmy Walker,85,77.76,895,1151
177,178,178,Seung-Yul Noh,85,77.43,875,1130
178,179,179,Aaron Baddeley,93,77.03,959,1245
179,180,180,Ernie Els,66,76.79,708,922
180,181,181,Camilo Villegas,83,76.5,843,1102
181,182,182,Erik Compton,65,75.68,666,880
182,183,183,Andrew Loupe,75,75.55,791,1047
183,184,184,Brendon Todd,66,75.54,664,879
184,185,185,Steven Bowditch,71,69.45,691,995
