,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Phil Mickelson,75,39.83,329,826,+0.021
1,2,2,Kevin Streelman,82,38.86,342,880,-0.070
2,3,3,Dawie van der Walt,72,38.52,302,784,+0.050
3,4,4,Brandt Snedeker,93,38.37,399,1040,-0.115
4,5,5,Matt Jones,83,38.13,331,868,-0.006
5,6,6,Ben Martin,92,38.04,426,1120,-0.122
6,7,7,Webb Simpson,70,37.16,301,810,-0.086
7,8,8,James Hahn,85,37.09,359,968,-0.039
8,9,9,Tom Hoge,81,37.05,326,880,+0.015
9,T10,T10,Brian Harman,104,36.95,470,1272,-0.060
10,T10,T10,Hideki Matsuyama,76,36.95,300,812,-0.077
11,12,12,Rod Pampling,54,36.87,191,518,-0.047
12,13,13,Anirban Lahiri,72,36.76,247,672,-0.028
13,14,14,Roberto Castro,97,36.67,451,1230,-0.131
14,T15,T15,Si Woo Kim,113,36.64,502,1370,-0.076
15,T15,T15,Louis Oosthuizen,63,36.64,214,584,-0.042
16,17,17,Kyle Reifers,115,36.49,489,1340,-0.067
17,18,18,Adam Hadwin,93,36.43,443,1216,-0.059
18,19,19,Boo Weekley,83,36.29,360,992,-0.050
19,20,20,Daniel Summerhays,99,35.93,396,1102,-0.096
20,21,21,Johnson Wagner,86,35.9,382,1064,-0.050
21,22,22,Michael Kim,100,35.52,422,1188,-0.064
22,23,23,William McGirt,98,35.39,436,1232,-0.115
23,24,24,Matt Kuchar,100,35.38,380,1074,-0.095
24,25,25,Nick Taylor,83,35.36,326,922,-0.003
25,26,26,Scott Langley,65,35.31,262,742,-0.019
26,27,27,Kevin Kisner,97,35.28,362,1026,-0.094
27,28,28,Vaughn Taylor,72,35.26,330,936,-0.103
28,29,29,Steve Marino,72,35.19,271,770,-0.151
29,30,30,Michael Thompson,71,35.18,261,742,-0.004
30,T31,T31,Kevin Chappell,93,35.11,382,1088,-0.065
31,T31,T31,Derek Fathauer,94,35.11,368,1048,-0.046
32,33,33,Robert Streb,87,35.05,319,910,-0.025
33,T34,T34,Fabián Gómez,82,34.99,359,1026,-0.078
34,T34,T34,Emiliano Grillo,93,34.99,359,1026,-0.078
35,36,36,Patrick Reed,105,34.98,382,1092,-0.089
36,37,37,Retief Goosen,55,34.88,233,668,-0.021
37,38,38,Danny Lee,93,34.76,341,981,-0.094
38,39,39,Ernie Els,66,34.65,271,782,+0.015
39,40,40,Hunter Mahan,61,34.6,236,682,-0.042
40,41,41,Brendon de Jonge,83,34.58,314,908,-0.089
41,42,42,Billy Horschel,73,34.57,271,784,-0.055
42,43,43,Jim Herman,93,34.56,338,978,-0.053
43,44,44,Whee Kim,82,34.55,313,906,-0.010
44,45,45,Russell Henley,76,34.54,333,964,-0.060
45,46,46,Francesco Molinari,64,34.42,274,796,-0.033
46,47,47,Jason Dufner,105,34.39,379,1102,-0.011
47,48,48,Bill Haas,86,34.38,308,896,-0.062
