,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Zac Blair,99,52.33,90,172,-0.06
1,2,2,Jason Bohn,67,50.79,64,126,-0.13
2,3,3,David Toms,62,50.0,58,116,-0.17
3,4,4,Jon Curran,99,48.35,88,182,-0.10
4,5,5,K.J. Choi,73,47.83,66,138,-0.03
5,6,6,Ben Crane,80,47.79,65,136,E
6,7,7,Steve Stricker,53,46.67,42,90,E
7,8,8,Colt Knost,90,45.95,68,148,-0.18
8,9,9,Mark Wilson,66,45.83,55,120,-0.04
9,10,10,Peter Malnati,85,45.68,74,162,-0.05
10,11,11,Billy Hurley III,66,45.16,56,124,-0.09
11,12,12,Jerry Kelly,76,44.85,61,136,-0.13
12,13,13,Spencer Levin,104,44.25,77,174,-0.16
13,14,14,Abraham Ancer,51,44.19,38,86,-0.08
14,15,15,Brian Stuard,66,42.86,54,126,E
15,16,16,Tim Wilkinson,72,42.37,50,118,-0.12
16,17,17,Ken Duke,58,42.31,44,104,+0.20
17,18,18,Mark Hubbard,101,41.85,77,184,-0.05
18,19,19,Stuart Appleby,71,41.3,57,138,-0.05
19,20,20,Zach Johnson,90,41.22,61,148,-0.02
20,21,21,Chad Collins,73,40.58,56,138,+0.14
21,22,22,Bryce Molder,80,39.73,58,146,-0.14
22,23,23,Kevin Na,96,39.13,54,138,-0.06
23,T24,T24,Robert Allenby,51,37.5,36,96,+0.17
24,T24,T24,Jim Furyk,52,37.5,33,88,-0.06
25,26,26,Brendon Todd,66,36.44,43,118,-0.14
26,27,27,Dicky Pride,55,35.87,33,92,-0.24
27,28,28,Rob Oppenheim,67,35.85,38,106,+0.03
28,29,29,D.H. Lee,61,35.58,37,104,-0.11
29,30,30,David Lingmerth,84,35.25,43,122,E
30,31,31,John Huh,86,35.19,57,162,-0.12
31,32,32,Freddie Jacobson,86,35.0,56,160,-0.05
32,33,33,Matt Kuchar,100,34.15,56,164,-0.16
33,34,34,Roberto Castro,97,33.87,63,186,-0.05
34,35,35,Ryan Moore,86,33.85,44,130,-0.07
35,36,36,D.A. Points,55,33.7,31,92,+0.10
36,37,37,Kyle Reifers,115,33.5,69,206,-0.16
37,38,38,Chez Reavie,90,33.33,54,162,+0.09
38,39,39,Brendon de Jonge,83,33.11,49,148,+0.06
39,T40,T40,Alex Cejka,71,32.76,38,116,-0.03
40,T40,T40,David Hearn,95,32.76,57,174,E
41,42,42,Will MacKenzie,84,32.67,49,150,+0.06
42,43,43,Francesco Molinari,64,32.46,37,114,-0.30
43,44,44,Tyler Aldridge,83,32.43,48,148,+0.02
44,45,45,George McNeill,51,32.29,31,96,-0.03
45,46,46,Luke Donald,81,31.75,40,126,-0.05
46,47,47,Vaughn Taylor,72,31.62,43,136,+0.14
47,48,48,Michael Kim,100,31.52,58,184,-0.05
48,49,49,Rod Pampling,54,31.4,27,86,-0.19
49,50,50,Steve Wheatcroft,85,31.17,48,154,-0.15
50,51,51,Rory Sabbatini,57,31.11,28,90,-0.11
51,52,52,Cameron Smith,73,31.0,31,100,-0.06
52,53,53,Brian Harman,104,30.21,58,192,-0.12
53,54,54,Whee Kim,82,30.14,44,146,+0.05
54,T55,T55,Graeme McDowell,63,30.0,30,100,-0.23
55,T55,T55,Cameron Tringale,81,30.0,42,140,-0.05
56,57,57,Jeff Overton,69,29.37,37,126,+0.08
57,58,58,Chad Campbell,90,28.66,47,164,-0.13
58,59,59,Webb Simpson,70,28.45,33,116,-0.06
59,60,60,Chris Stroud,82,28.29,43,152,-0.14
60,61,61,Russell Knox,92,28.26,39,138,-0.28
61,62,62,Ricky Barnes,97,27.53,49,178,+0.29
62,63,63,Vijay Singh,72,27.27,36,132,-0.08
63,64,64,Kyle Stanley,92,27.11,45,166,+0.29
64,65,65,Henrik Norlander,71,27.05,33,122,-0.09
65,66,66,Johnson Wagner,86,26.51,44,166,-0.11
66,67,67,Camilo Villegas,83,26.32,40,152,+0.03
67,68,68,William McGirt,98,26.11,47,180,-0.06
68,69,69,Tyrone Van Aswegen,105,26.04,50,192,+0.06
69,70,70,Hiroshi Iwata,85,26.03,38,146,+0.08
70,71,71,Chris Kirk,90,26.0,39,150,-0.08
71,72,72,Daniel Summerhays,99,25.95,41,158,+0.02
72,73,73,Scott Langley,65,25.86,30,116,-0.07
73,74,74,Sam Saunders,69,25.83,31,120,+0.06
74,75,75,Kevin Streelman,82,25.74,35,136,-0.14
75,76,76,Martin Piller,59,25.49,26,102,E
76,77,77,Erik Compton,65,25.42,30,118,-0.03
77,T78,T78,Retief Goosen,55,25.0,26,104,-0.08
78,T78,T78,Luke Guthrie,57,25.0,25,100,E
79,T78,T78,Michael Thompson,71,25.0,31,124,-0.10
80,T81,T81,Bill Haas,86,24.62,32,130,E
81,T81,T81,Troy Merritt,77,24.62,32,130,+0.22
82,T81,T81,Dawie van der Walt,72,24.62,32,130,+0.03
83,84,84,Fabián Gómez,82,24.32,36,148,-0.03
84,T85,T85,Jonas Blixt,79,24.29,34,140,-0.15
85,T85,T85,Tom Hoge,81,24.29,34,140,-0.03
86,87,87,Blayne Barber,84,24.03,37,154,-0.11
87,88,88,Padraig Harrington,54,23.86,21,88,+0.19
88,89,89,Boo Weekley,83,23.75,38,160,-0.13
89,90,90,Thomas Aiken,70,23.64,26,110,-0.08
90,91,91,Danny Lee,93,23.57,33,140,-0.06
91,92,92,Ben Martin,92,23.13,37,160,+0.16
92,93,93,Marc Leishman,89,23.08,30,130,+0.07
93,94,94,Steve Marino,72,22.66,29,128,-0.10
