,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
68,T67,T67,Rickie Fowler,80,1.493,91.07799999999999,61,1.527,1.449
69,T67,T67,Patrick Rodgers,89,1.493,92.565,62,1.52,1.425
70,T71,T71,Jonas Blixt,79,1.492,102.94,69,1.527,1.445
71,T71,T71,Luke Donald,81,1.492,92.48899999999999,62,1.5219999999999998,1.4180000000000001
72,T71,T71,Russell Henley,76,1.492,102.954,69,1.5230000000000001,1.435
73,T71,T71,Patton Kizzire,93,1.492,113.397,76,1.5330000000000001,1.446
74,T71,T71,David Lingmerth,84,1.492,102.93299999999999,69,1.52,1.455
75,T76,T76,Keegan Bradley,82,1.4909999999999999,92.432,62,1.5290000000000001,1.426
76,T76,T76,K.J. Choi,73,1.4909999999999999,102.913,69,1.5330000000000001,1.429
77,T76,T76,David Hearn,95,1.4909999999999999,134.19899999999998,90,1.526,1.433
78,T76,T76,J.B. Holmes,77,1.4909999999999999,92.47,62,1.527,1.4140000000000001
79,T76,T76,Anirban Lahiri,72,1.4909999999999999,81.994,55,1.516,1.426
80,T76,T76,Troy Merritt,77,1.4909999999999999,98.37799999999999,66,1.527,1.421
81,T76,T76,Chez Reavie,90,1.4909999999999999,119.24600000000001,80,1.518,1.444
82,T83,T83,Scott Brown,88,1.49,122.14200000000001,82,1.5330000000000001,1.421
83,T83,T83,Charley Hoffman,91,1.49,113.24,76,1.527,1.455
84,T83,T83,Michael Thompson,71,1.49,75.977,51,1.518,1.4609999999999999
85,T86,T86,Hunter Mahan,61,1.4880000000000002,83.346,56,1.518,1.444
86,T86,T86,Vijay Singh,72,1.4880000000000002,110.09,74,1.524,1.444
87,T88,T88,Jason Dufner,105,1.4869999999999999,127.87200000000001,86,1.53,1.4280000000000002
88,T88,T88,Retief Goosen,55,1.4869999999999999,86.234,58,1.5290000000000001,1.423
89,T88,T88,Whee Kim,82,1.4869999999999999,99.656,67,1.517,1.433
90,T91,T91,Thomas Aiken,70,1.486,68.36,46,1.526,1.4069999999999998
91,T91,T91,Aaron Baddeley,93,1.486,101.07799999999999,68,1.5219999999999998,1.4240000000000002
92,T91,T91,Morgan Hoffmann,71,1.486,95.116,64,1.5319999999999998,1.4240000000000002
93,T91,T91,Brendan Steele,88,1.486,87.665,59,1.5230000000000001,1.426
94,T95,T95,Roberto Castro,97,1.485,130.636,88,1.524,1.4040000000000001
95,T95,T95,Kevin Kisner,97,1.485,109.926,74,1.524,1.39
96,T95,T95,William McGirt,98,1.485,114.37,77,1.518,1.421
97,T95,T95,Sam Saunders,69,1.485,77.219,52,1.528,1.422
98,T95,T95,Boo Weekley,83,1.485,112.845,76,1.53,1.399
99,T100,T100,Ángel Cabrera,62,1.484,75.692,51,1.517,1.4240000000000002
100,T100,T100,Chad Collins,73,1.484,89.036,60,1.52,1.423
101,T100,T100,Lucas Glover,75,1.484,109.82799999999999,74,1.515,1.433
102,T100,T100,Jason Gore,78,1.484,100.93700000000001,68,1.52,1.439
103,T100,T100,Matt Jones,83,1.484,68.252,46,1.516,1.412
104,T100,T100,Spencer Levin,104,1.484,133.562,90,1.52,1.4169999999999998
105,T100,T100,Peter Malnati,85,1.484,93.51700000000001,63,1.534,1.4340000000000002
106,T100,T100,Kyle Stanley,92,1.484,126.156,85,1.537,1.3880000000000001
107,T108,T108,Jason Bohn,67,1.483,51.89,35,1.518,1.442
108,T108,T108,James Hahn,85,1.483,93.40700000000001,63,1.528,1.435
109,T110,T110,Steven Bowditch,71,1.482,85.964,58,1.5219999999999998,1.436
110,T110,T110,Fabián Gómez,82,1.482,109.654,74,1.5230000000000001,1.429
111,T110,T110,Dustin Johnson,87,1.482,93.381,63,1.52,1.4240000000000002
112,T110,T110,Charl Schwartzel,73,1.482,77.086,52,1.517,1.432
113,T110,T110,Brandt Snedeker,93,1.482,103.74600000000001,70,1.52,1.421
114,T110,T110,Kevin Streelman,82,1.482,87.434,59,1.527,1.4240000000000002
115,116,116,Ben Martin,92,1.4809999999999999,124.445,84,1.531,1.433
116,T117,T117,Steve Marino,72,1.48,75.46300000000001,51,1.538,1.431
117,T117,T117,Scott Pinckney,87,1.48,100.664,68,1.534,1.42
118,T117,T117,Dicky Pride,55,1.48,63.621,43,1.525,1.439
119,T120,T120,Daniel Berger,92,1.479,104.978,71,1.5219999999999998,1.411
120,T120,T120,Stewart Cink,61,1.479,69.51100000000001,47,1.518,1.421
121,T120,T120,Rhein Gibson,58,1.479,60.638000000000005,41,1.525,1.4180000000000001
122,T120,T120,Michael Kim,100,1.479,134.6,91,1.517,1.429
123,T120,T120,Jamie Lovemark,91,1.479,115.376,78,1.5390000000000001,1.425
124,T125,T125,Erik Compton,65,1.4780000000000002,78.343,53,1.5130000000000001,1.37
125,T125,T125,Rob Oppenheim,67,1.4780000000000002,72.419,49,1.538,1.436
126,T125,T125,Willy Wilcox,67,1.4780000000000002,84.23100000000001,57,1.51,1.442
127,T128,T128,Jerry Kelly,76,1.4769999999999999,93.036,63,1.521,1.43
128,T128,T128,Russell Knox,92,1.4769999999999999,107.836,73,1.524,1.405
129,T128,T128,Scott Langley,65,1.4769999999999999,75.30199999999999,51,1.525,1.423
130,T128,T128,Robert Streb,87,1.4769999999999999,106.35799999999999,72,1.507,1.419
131,T128,T128,Daniel Summerhays,99,1.4769999999999999,119.619,81,1.514,1.4409999999999998
132,T133,T133,Mark Hubbard,101,1.476,134.338,91,1.518,1.433
133,T133,T133,D.H. Lee,61,1.476,64.931,44,1.5230000000000001,1.4340000000000002
134,T133,T133,Bryce Molder,80,1.476,107.77799999999999,73,1.527,1.368
135,T133,T133,Geoff Ogilvy,63,1.476,84.11,57,1.538,1.422
136,T133,T133,Cameron Tringale,81,1.476,106.24700000000001,72,1.511,1.4080000000000001
137,T138,T138,Tony Finau,95,1.475,106.22,72,1.5130000000000001,1.42
138,T138,T138,Brian Harman,104,1.475,134.251,91,1.5330000000000001,1.416
139,T140,T140,Paul Casey,77,1.474,81.048,55,1.515,1.4280000000000002
140,T140,T140,Graeme McDowell,63,1.474,73.719,50,1.5290000000000001,1.393
141,T140,T140,Webb Simpson,70,1.474,78.098,53,1.518,1.423
142,T140,T140,Chris Stroud,82,1.474,100.251,68,1.52,1.314
143,T144,T144,Bill Haas,86,1.473,92.78200000000001,63,1.5190000000000001,1.399
144,T144,T144,Billy Hurley III,66,1.473,78.08800000000001,53,1.5219999999999998,1.4180000000000001
145,T144,T144,Hiroshi Iwata,85,1.473,107.527,73,1.515,1.4140000000000001
146,T144,T144,Henrik Norlander,71,1.473,79.51899999999999,54,1.5219999999999998,1.411
147,T148,T148,Emiliano Grillo,93,1.472,107.448,73,1.517,1.4280000000000002
148,T148,T148,Adam Hadwin,93,1.472,131.036,89,1.517,1.4180000000000001
149,T148,T148,Si Woo Kim,113,1.472,138.406,94,1.5190000000000001,1.4040000000000001
150,T148,T148,Rory Sabbatini,57,1.472,42.7,29,1.515,1.4080000000000001
151,T152,T152,Ricky Barnes,97,1.4709999999999999,111.801,76,1.524,1.402
152,T152,T152,Harold Varner III,92,1.4709999999999999,116.175,79,1.535,1.422
153,T154,T154,Brendon de Jonge,83,1.47,96.99600000000001,66,1.515,1.419
154,T154,T154,Jim Furyk,52,1.47,55.873000000000005,38,1.5130000000000001,1.4169999999999998
155,T154,T154,Andrew Loupe,75,1.47,102.87899999999999,70,1.52,1.4140000000000001
156,T154,T154,Greg Owen,85,1.47,102.913,70,1.5090000000000001,1.422
157,T158,T158,Kevin Chappell,93,1.4680000000000002,96.87299999999999,66,1.521,1.3940000000000001
158,T158,T158,Luke List,79,1.4680000000000002,101.258,69,1.5130000000000001,1.411
159,T158,T158,Francesco Molinari,64,1.4680000000000002,82.214,56,1.507,1.433
160,T158,T158,Brendon Todd,66,1.4680000000000002,86.641,59,1.538,1.409
161,T158,T158,Mark Wilson,66,1.4680000000000002,80.726,55,1.517,1.4169999999999998
162,T163,T163,Graham DeLaet,70,1.4669999999999999,86.53200000000001,59,1.517,1.42
163,T163,T163,Cameron Smith,73,1.4669999999999999,63.093999999999994,43,1.525,1.41
164,T165,T165,Colt Knost,90,1.466,114.37700000000001,78,1.507,1.415
165,T165,T165,Justin Rose,65,1.466,60.111000000000004,41,1.5119999999999998,1.4169999999999998
166,167,167,Shawn Stefani,91,1.463,121.395,83,1.518,1.395
167,T168,T168,Smylie Kaufman,91,1.462,97.934,67,1.516,1.4180000000000001
168,T168,T168,George McNeill,51,1.462,70.183,48,1.524,1.4169999999999998
169,170,170,Zac Blair,99,1.4609999999999999,115.42200000000001,79,1.521,1.395
170,T171,T171,Freddie Jacobson,86,1.459,110.905,76,1.495,1.3719999999999999
171,T171,T171,Rod Pampling,54,1.459,51.071000000000005,35,1.53,1.396
172,T171,T171,Patrick Reed,105,1.459,122.574,84,1.508,1.379
173,174,174,Jhonattan Vegas,97,1.4580000000000002,102.05,70,1.51,1.413
174,175,175,Gary Woodland,95,1.454,94.529,65,1.52,1.357
175,176,176,Steve Wheatcroft,85,1.453,107.556,74,1.516,1.374
176,T177,T177,John Senden,88,1.4509999999999998,72.53,50,1.5090000000000001,1.374
177,T177,T177,Dawie van der Walt,72,1.4509999999999998,73.998,51,1.51,1.365
178,179,179,Brooks Koepka,75,1.449,75.36,52,1.517,1.391
179,180,180,Kevin Na,96,1.4480000000000002,95.58200000000001,66,1.514,1.4069999999999998
180,T181,T181,Jon Curran,99,1.4469999999999998,130.226,90,1.514,1.3719999999999999
181,T181,T181,Derek Ernst,59,1.4469999999999998,60.788000000000004,42,1.5030000000000001,1.4040000000000001
182,183,183,Tom Hoge,81,1.442,86.494,60,1.4980000000000002,1.348
183,184,184,Hudson Swafford,104,1.4409999999999998,100.836,70,1.515,1.376
184,185,185,Sergio Garcia,54,1.431,28.624000000000002,20,1.531,1.379
