,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
0,1,1,Steven Bowditch,71,8.18,9.0,110,+0.44
1,2,2,Martin Piller,59,4.9,5.0,102,+0.40
2,3,3,Colt Knost,90,4.73,7.0,148,-0.14
3,T4,T4,Rory Sabbatini,57,4.44,4.0,90,+0.50
4,T4,T4,Steve Stricker,53,4.44,4.0,90,E
5,6,6,Alex Cejka,71,4.31,5.0,116,+0.60
6,7,7,Rob Oppenheim,67,3.77,4.0,106,E
7,T8,T8,K.J. Choi,73,3.62,5.0,138,+0.60
8,T8,T8,Chad Collins,73,3.62,5.0,138,+0.60
9,T10,T10,Erik Compton,65,3.39,4.0,118,+0.75
10,T10,T10,Tim Wilkinson,72,3.39,4.0,118,+0.75
11,12,12,Tyler Aldridge,83,3.38,5.0,148,+0.40
12,13,13,Mark Wilson,66,3.33,4.0,120,+0.75
13,T14,T14,Robert Allenby,51,3.13,3.0,96,+0.33
14,T14,T14,Freddie Jacobson,86,3.13,5.0,160,+0.20
15,16,16,Andrew Loupe,75,2.9,4.0,138,+0.25
16,17,17,Camilo Villegas,83,2.63,4.0,152,-0.25
17,18,18,David Toms,62,2.59,3.0,116,E
18,19,19,Patton Kizzire,93,2.53,4.0,158,+0.75
19,20,20,Peter Malnati,85,2.47,4.0,162,+0.50
20,T21,T21,Luke Donald,81,2.38,3.0,126,E
21,T21,T21,Louis Oosthuizen,63,2.38,2.0,84,E
22,23,23,Jason Gore,78,2.34,3.0,128,+0.33
23,24,24,Rod Pampling,54,2.33,2.0,86,E
24,25,25,Dawie van der Walt,72,2.31,3.0,130,+0.33
25,26,26,Jim Furyk,52,2.27,2.0,88,E
26,27,27,Ricky Barnes,97,2.25,4.0,178,+0.25
27,28,28,Jon Curran,99,2.2,4.0,182,+0.75
28,T29,T29,Mark Hubbard,101,2.17,4.0,184,-0.50
29,T29,T29,Kevin Na,96,2.17,3.0,138,+0.67
30,T29,T29,D.A. Points,55,2.17,2.0,92,+0.50
31,T29,T29,Dicky Pride,55,2.17,2.0,92,-1.00
32,T33,T33,Russell Henley,76,2.14,3.0,140,+0.33
33,T33,T33,Jimmy Walker,85,2.14,3.0,140,E
34,35,35,Andres Gonzales,80,2.11,3.0,142,+0.33
35,36,36,Hiroshi Iwata,85,2.05,3.0,146,+0.67
36,37,37,Kevin Kisner,97,2.03,3.0,148,+1.00
37,38,38,Chris Kirk,90,2.0,3.0,150,+1.33
38,39,39,Blayne Barber,84,1.95,3.0,154,+0.33
39,40,40,Derek Ernst,59,1.92,2.0,104,+0.50
40,41,41,Kelly Kraft,63,1.89,2.0,106,+1.00
41,42,42,Chad Campbell,90,1.83,3.0,164,+0.33
42,43,43,Aaron Baddeley,93,1.81,3.0,166,-0.33
43,T44,T44,David Hearn,95,1.72,3.0,174,+0.67
44,T44,T44,Scott Langley,65,1.72,2.0,116,+0.50
45,T44,T44,Webb Simpson,70,1.72,2.0,116,E
46,47,47,Adam Hadwin,93,1.69,3.0,178,+0.33
47,T48,T48,J.J. Henry,68,1.67,2.0,120,+0.50
48,T48,T48,Sam Saunders,69,1.67,2.0,120,-0.50
49,50,50,Willy Wilcox,67,1.64,2.0,122,E
50,T51,T51,Sergio Garcia,54,1.61,1.0,62,+1.00
51,T51,T51,Morgan Hoffmann,71,1.61,2.0,124,E
52,T51,T51,Matt Jones,83,1.61,2.0,124,-1.00
53,T54,T54,Jason Bohn,67,1.59,2.0,126,E
54,T54,T54,Jeff Overton,69,1.59,2.0,126,+0.50
55,56,56,Jerry Kelly,76,1.47,2.0,136,+1.00
56,T57,T57,Chesson Hadley,81,1.45,2.0,138,+1.00
57,T57,T57,James Hahn,85,1.45,2.0,138,+0.50
58,T59,T59,Jonas Blixt,79,1.43,2.0,140,+1.00
59,T59,T59,Brendan Steele,88,1.43,2.0,140,+1.00
60,61,61,Greg Owen,85,1.41,2.0,142,+2.00
61,T62,T62,Whee Kim,82,1.37,2.0,146,+1.00
62,T62,T62,Bryce Molder,80,1.37,2.0,146,+1.50
63,T64,T64,Brendon de Jonge,83,1.35,2.0,148,E
64,T64,T64,Fabián Gómez,82,1.35,2.0,148,E
65,T64,T64,Martin Laird,82,1.35,2.0,148,+1.00
66,67,67,Will MacKenzie,84,1.33,2.0,150,E
67,T68,T68,Smylie Kaufman,91,1.32,2.0,152,E
68,T68,T68,Seung-Yul Noh,85,1.32,2.0,152,E
69,T68,T68,Justin Thomas,99,1.32,2.0,152,+1.00
70,T71,T71,Scott Brown,88,1.28,2.0,156,+0.50
71,T71,T71,Sung Kang,89,1.28,2.0,156,+0.50
72,73,73,Jason Kokrak,89,1.27,2.0,158,+0.50
73,T74,T74,Ben Martin,92,1.25,2.0,160,+1.50
74,T74,T74,Patrick Rodgers,89,1.25,2.0,160,+1.00
75,T74,T74,Brett Stegmaier,87,1.25,2.0,160,+0.50
76,T77,T77,John Huh,86,1.23,2.0,162,+0.50
77,T77,T77,Chez Reavie,90,1.23,2.0,162,E
78,79,79,Kyle Stanley,92,1.2,2.0,166,E
79,T80,T80,Derek Fathauer,94,1.19,2.0,168,+0.50
80,T80,T80,Shawn Stefani,91,1.19,2.0,168,E
81,82,82,Sean O'Hair,89,1.18,2.0,170,E
82,83,83,Padraig Harrington,54,1.14,1.0,88,E
83,84,84,Michael Kim,100,1.09,2.0,184,+0.50
84,85,85,Roberto Castro,97,1.08,2.0,186,+0.50
85,T86,T86,Anirban Lahiri,72,1.04,1.0,96,+1.00
86,T86,T86,George McNeill,51,1.04,1.0,96,-1.00
87,88,88,Rhein Gibson,58,1.02,1.0,98,E
88,89,89,Graeme McDowell,63,1.0,1.0,100,+1.00
89,T90,T90,Stewart Cink,61,0.96,1.0,104,E
90,T90,T90,D.H. Lee,61,0.96,1.0,104,+1.00
91,T90,T90,Geoff Ogilvy,63,0.96,1.0,104,E
92,93,93,Thomas Aiken,70,0.91,1.0,110,E
93,T94,T94,Robert Garrigus,69,0.85,1.0,118,E
94,T94,T94,Phil Mickelson,75,0.85,1.0,118,+1.00
95,T94,T94,Brendon Todd,66,0.85,1.0,118,+1.00
96,T97,T97,David Lingmerth,84,0.82,1.0,122,+1.00
97,T97,T97,Henrik Norlander,71,0.82,1.0,122,+1.00
98,T99,T99,Graham DeLaet,70,0.81,1.0,124,+1.00
99,T99,T99,Michael Thompson,71,0.81,1.0,124,E
100,T101,T101,Bill Haas,86,0.77,1.0,130,+1.00
101,T101,T101,Marc Leishman,89,0.77,1.0,130,+1.00
102,T101,T101,Carlos Ortiz,79,0.77,1.0,130,E
103,T104,T104,Vijay Singh,72,0.76,1.0,132,E
104,T104,T104,Robert Streb,87,0.76,1.0,132,E
105,T106,T106,Ben Crane,80,0.74,1.0,136,+1.00
106,T106,T106,Lucas Glover,75,0.74,1.0,136,E
107,T106,T106,Kevin Streelman,82,0.74,1.0,136,+1.00
108,T109,T109,Danny Lee,93,0.71,1.0,140,E
109,T109,T109,Nick Taylor,83,0.71,1.0,140,+1.00
110,111,111,Zach Johnson,90,0.68,1.0,148,-1.00
111,T112,T112,Harris English,97,0.67,1.0,150,+1.00
112,T112,T112,Jim Herman,93,0.67,1.0,150,+1.00
113,114,114,Chris Stroud,82,0.66,1.0,152,+2.00
114,115,115,Steve Wheatcroft,85,0.65,1.0,154,+1.00
115,116,116,Ryan Palmer,86,0.64,1.0,156,E
116,T117,T117,Kevin Chappell,93,0.63,1.0,158,E
117,T117,T117,Daniel Summerhays,99,0.63,1.0,158,+1.00
118,T117,T117,Boo Weekley,83,0.63,1.0,160,+1.00
119,120,120,Tony Finau,95,0.62,1.0,162,-1.00
120,121,121,Jason Dufner,105,0.6,1.0,168,+1.00
121,122,122,Jamie Lovemark,91,0.59,1.0,170,E
122,123,123,Zac Blair,99,0.58,1.0,172,E
123,124,124,Spencer Levin,104,0.57,1.0,174,E
124,125,125,William McGirt,98,0.56,1.0,180,E
125,T126,T126,Hudson Swafford,104,0.52,1.0,192,E
126,T126,T126,Tyrone Van Aswegen,105,0.52,1.0,192,E
127,128,128,Kyle Reifers,115,0.49,1.0,206,E
128,T129,T129,Abraham Ancer,51,0.0,,86,E
129,T129,T129,Stuart Appleby,71,0.0,,138,E
130,T129,T129,Daniel Berger,92,0.0,,144,E
131,T129,T129,Keegan Bradley,82,0.0,,134,E
132,T129,T129,Bronson Burgoon,83,0.0,,146,E
133,T129,T129,Ángel Cabrera,62,0.0,,100,E
134,T129,T129,Paul Casey,77,0.0,,114,E
135,T129,T129,Jason Day,76,0.0,,108,E
136,T129,T129,Ken Duke,58,0.0,,104,E
137,T129,T129,Ernie Els,66,0.0,,112,E
138,T129,T129,Rickie Fowler,80,0.0,,128,E
139,T129,T129,Retief Goosen,55,0.0,,104,E
140,T129,T129,Branden Grace,63,0.0,,84,E
141,T129,T129,Emiliano Grillo,93,0.0,,146,E
142,T129,T129,Luke Guthrie,57,0.0,,100,E
143,T129,T129,Brian Harman,104,0.0,,192,E
144,T129,T129,Charley Hoffman,91,0.0,,144,E
145,T129,T129,Tom Hoge,81,0.0,,140,E
146,T129,T129,J.B. Holmes,77,0.0,,120,E
147,T129,T129,Billy Horschel,73,0.0,,112,E
148,T129,T129,Charles Howell III,91,0.0,,166,E
149,T129,T129,Billy Hurley III,66,0.0,,124,E
150,T129,T129,Dustin Johnson,87,0.0,,124,E
151,T129,T129,Si Woo Kim,113,0.0,,206,E
152,T129,T129,Russell Knox,92,0.0,,138,E
153,T129,T129,Brooks Koepka,75,0.0,,120,E
154,T129,T129,Matt Kuchar,100,0.0,,164,E
155,T129,T129,Andrew Landry,53,0.0,,80,E
156,T129,T129,Luke List,79,0.0,,144,E
157,T129,T129,Shane Lowry,57,0.0,,72,E
158,T129,T129,Hunter Mahan,61,0.0,,98,E
159,T129,T129,Steve Marino,72,0.0,,128,E
160,T129,T129,Hideki Matsuyama,76,0.0,,116,E
161,T129,T129,Rory McIlroy,69,0.0,,96,E
162,T129,T129,Troy Merritt,77,0.0,,130,E
163,T129,T129,Francesco Molinari,64,0.0,,114,E
164,T129,T129,Ryan Moore,86,0.0,,130,E
165,T129,T129,Scott Piercy,87,0.0,,128,E
166,T129,T129,Scott Pinckney,87,0.0,,156,E
167,T129,T129,Patrick Reed,105,0.0,,156,E
168,T129,T129,Wes Roach,59,0.0,,100,E
169,T129,T129,Justin Rose,65,0.0,,98,E
170,T129,T129,Charl Schwartzel,73,0.0,,112,E
171,T129,T129,Adam Scott,79,0.0,,112,E
172,T129,T129,John Senden,88,0.0,,156,E
173,T129,T129,Cameron Smith,73,0.0,,100,E
174,T129,T129,Brandt Snedeker,93,0.0,,150,E
175,T129,T129,Jordan Spieth,80,0.0,,116,E
176,T129,T129,Scott Stallings,74,0.0,,134,E
177,T129,T129,Brian Stuard,66,0.0,,126,E
178,T129,T129,Vaughn Taylor,72,0.0,,136,E
179,T129,T129,Cameron Tringale,81,0.0,,140,E
180,T129,T129,Harold Varner III,92,0.0,,168,E
181,T129,T129,Jhonattan Vegas,97,0.0,,174,E
182,T129,T129,Johnson Wagner,86,0.0,,166,E
183,T129,T129,Bubba Watson,72,0.0,,102,E
184,T129,T129,Gary Woodland,95,0.0,,154,E
