,Driving_Pct._300-320_All_Drives_RANK THIS WEEK,Driving_Pct._300-320_All_Drives_RANK LAST WEEK,Driving_Pct._300-320_All_Drives_PLAYER NAME,Driving_Pct._300-320_All_Drives_ROUNDS,Driving_Pct._300-320_All_Drives_%,Driving_Pct._300-320_All_Drives_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300-320_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,72,33.43,240,718,-0.133
1,2,2,Jamie Lovemark,91,32.17,368,1144,-0.133
2,3,3,Andrew Loupe,75,32.1,296,922,-0.068
3,4,4,Rory McIlroy,69,31.99,215,672,-0.209
4,5,5,Charley Hoffman,91,31.76,310,976,-0.11599999999999999
5,6,6,Tony Finau,95,31.69,341,1076,-0.07
6,7,7,Ryan Palmer,86,31.53,343,1088,-0.152
7,8,8,Justin Rose,65,31.2,214,686,-0.23399999999999999
8,9,9,Brooks Koepka,75,30.92,261,844,-0.107
9,10,10,Sergio Garcia,54,30.41,132,434,-0.19699999999999998
10,11,11,Brendan Steele,88,30.25,288,952,-0.16
11,12,12,Charles Howell III,91,29.6,322,1088,-0.124
12,13,13,Luke List,79,29.52,268,908,-0.11199999999999999
13,14,14,Smylie Kaufman,91,29.06,290,998,-0.217
14,15,15,Patrick Rodgers,89,29.03,288,992,-0.111
15,16,16,Dustin Johnson,87,28.67,250,872,-0.084
16,17,17,J.B. Holmes,77,28.32,239,844,-0.025
17,18,18,Charl Schwartzel,73,28.21,220,780,-0.105
18,19,19,Justin Thomas,99,28.1,295,1050,-0.092
19,20,20,Adam Scott,79,28.06,220,784,-0.18600000000000003
20,21,21,Jhonattan Vegas,97,27.86,312,1120,-0.18899999999999997
21,22,22,Gary Woodland,95,27.75,298,1074,-0.161
22,23,23,Rickie Fowler,80,27.56,248,900,-0.129
23,24,24,Jimmy Walker,85,27.54,271,984,-0.214
24,25,25,Jason Day,76,27.5,209,760,-0.20600000000000002
25,26,26,Martin Laird,82,27.3,267,978,-0.105
26,27,27,Sean O'Hair,89,27.15,319,1175,-0.172
27,28,28,Robert Garrigus,69,27.12,205,756,-0.141
28,29,29,Jason Kokrak,89,27.08,280,1034,-0.132
29,T30,T30,Shane Lowry,57,26.39,133,504,-0.053
30,T30,T30,Hunter Mahan,61,26.39,180,682,-0.11699999999999999
31,32,32,Hudson Swafford,104,26.38,335,1270,-0.10099999999999999
32,33,33,Harris English,97,25.55,257,1006,-0.14400000000000002
33,34,34,Scott Pinckney,87,25.5,253,992,-0.13
34,35,35,Greg Owen,85,25.32,241,952,-0.075
35,36,36,Patrick Reed,105,25.18,275,1092,-0.105
36,37,37,Harold Varner III,92,25.0,276,1104,-0.156
37,38,38,Keegan Bradley,82,24.89,219,880,-0.132
38,39,39,Carlos Ortiz,79,24.88,208,836,-0.057999999999999996
39,40,40,Stewart Cink,61,24.85,170,684,-0.188
40,41,41,Scott Piercy,87,24.78,223,900,-0.193
41,42,42,Daniel Berger,92,24.5,246,1004,-0.13
42,43,43,Ángel Cabrera,62,24.4,164,672,-0.061
43,44,44,Graham DeLaet,70,24.38,197,808,-0.071
44,45,45,Phil Mickelson,75,24.21,200,826,-0.2
45,46,46,Paul Casey,77,23.68,189,798,-0.228
46,47,47,Scott Stallings,74,23.56,204,866,-0.147
47,48,48,Rhein Gibson,58,23.54,145,616,-0.076
48,49,49,Branden Grace,63,23.46,137,584,-0.015
49,50,50,Matt Jones,83,23.39,203,868,-0.10300000000000001
50,51,51,Jordan Spieth,80,23.28,189,812,-0.228
51,52,52,Anirban Lahiri,72,23.07,155,672,-0.168
52,53,53,Brett Stegmaier,87,22.94,240,1046,-0.11699999999999999
53,54,54,Steve Marino,72,22.86,176,770,-0.04
54,55,55,Wes Roach,59,22.76,137,602,-0.095
55,56,56,Chesson Hadley,81,22.72,209,920,0.013999999999999999
56,57,57,Si Woo Kim,113,22.7,311,1370,-0.106
57,58,58,Hideki Matsuyama,76,22.66,184,812,-0.174
58,59,59,Marc Leishman,89,22.64,206,910,-0.17
59,60,60,Derek Ernst,59,22.59,136,602,-0.11
60,61,61,Billy Horschel,73,22.32,175,784,-0.19399999999999998
61,62,62,Andrew Landry,53,22.29,103,462,-0.204
62,63,63,Russell Henley,76,22.2,214,964,-0.121
63,64,64,Kevin Chappell,93,22.15,241,1088,-0.154
64,65,65,Nick Taylor,83,22.02,203,922,-0.113
65,66,66,Emiliano Grillo,93,21.73,223,1026,-0.21100000000000002
66,67,67,Robert Streb,87,21.43,195,910,-0.10800000000000001
67,T68,T68,Ernie Els,66,21.1,165,782,-0.20600000000000002
68,T68,T68,Seung-Yul Noh,85,21.1,203,962,-0.177
69,70,70,Steven Bowditch,71,20.85,161,772,0.037000000000000005
70,71,71,Jason Dufner,105,20.69,228,1102,-0.175
71,72,72,Louis Oosthuizen,63,20.55,120,584,-0.1
72,73,73,Lucas Glover,75,20.51,192,936,-0.188
73,74,74,James Hahn,85,20.45,198,968,-0.045
74,75,75,Morgan Hoffmann,71,20.39,168,824,-0.17300000000000001
75,76,76,Bronson Burgoon,83,20.25,181,894,-0.11599999999999999
76,77,77,Martin Piller,59,20.19,130,644,-0.16899999999999998
77,78,78,Sam Saunders,69,20.14,143,710,-0.175
78,79,79,Shawn Stefani,91,20.11,216,1074,-0.065
79,80,80,John Senden,88,19.91,217,1090,-0.171
80,81,81,Michael Thompson,71,19.81,147,742,-0.245
81,82,82,Andres Gonzales,80,19.57,175,894,-0.154
82,83,83,Kevin Streelman,82,19.55,172,880,-0.11
83,84,84,Scott Brown,88,19.54,188,962,-0.069
84,85,85,Brian Harman,104,19.34,246,1272,-0.146
85,86,86,Dawie van der Walt,72,19.26,151,784,-0.258
86,87,87,Brandt Snedeker,93,19.23,200,1040,-0.185
87,88,88,Boo Weekley,83,18.75,186,992,-0.231
88,89,89,Aaron Baddeley,93,18.73,194,1036,-0.23199999999999998
89,90,90,Jim Herman,93,18.4,180,978,-0.094
90,91,91,Willy Wilcox,67,18.14,144,794,-0.222
91,92,92,Jason Gore,78,18.0,148,822,-0.209
92,93,93,Sung Kang,89,17.98,183,1018,-0.115
93,94,94,Geoff Ogilvy,63,17.77,124,698,-0.177
94,95,95,Camilo Villegas,83,17.68,175,990,-0.21100000000000002
95,96,96,Henrik Norlander,71,17.58,128,728,-0.094
96,97,97,Padraig Harrington,54,17.53,108,616,-0.14800000000000002
97,98,98,Bill Haas,86,17.41,156,896,-0.096
98,99,99,Kyle Stanley,92,17.37,189,1088,-0.153
99,100,100,Whee Kim,82,17.33,157,906,-0.051
100,101,101,Tom Hoge,81,17.27,152,880,-0.151
101,102,102,Vijay Singh,72,17.22,156,906,-0.192
102,103,103,Derek Fathauer,94,17.18,180,1048,-0.11699999999999999
103,104,104,Retief Goosen,55,17.07,114,668,-0.114
104,105,105,Blayne Barber,84,17.05,176,1032,-0.142
105,106,106,Webb Simpson,70,17.04,138,810,-0.23199999999999998
106,T107,T107,Rory Sabbatini,57,16.97,92,542,-0.076
107,T107,T107,Daniel Summerhays,99,16.97,187,1102,-0.203
108,109,109,Patton Kizzire,93,16.96,175,1032,-0.257
109,110,110,Russell Knox,92,16.7,152,910,-0.125
110,111,111,Fabián Gómez,82,16.67,171,1026,-0.135
111,112,112,Hiroshi Iwata,85,16.63,153,920,-0.163
112,113,113,Tyrone Van Aswegen,105,16.61,202,1216,-0.20800000000000002
113,114,114,Rod Pampling,54,16.41,85,518,-0.024
114,115,115,Kelly Kraft,63,16.4,101,616,-0.248
115,116,116,Ben Martin,92,16.34,183,1120,-0.175
116,117,117,Francesco Molinari,64,16.21,129,796,-0.20199999999999999
117,118,118,Luke Guthrie,57,16.03,101,630,-0.168
118,119,119,Jonas Blixt,79,15.85,148,934,-0.243
119,120,120,Kevin Kisner,97,15.59,160,1026,-0.106
120,121,121,Adam Hadwin,93,15.54,189,1216,-0.14300000000000002
121,122,122,Danny Lee,93,15.39,151,981,-0.192
122,123,123,Steve Wheatcroft,85,15.37,150,976,-0.187
123,124,124,Matt Kuchar,100,15.36,165,1074,-0.242
124,125,125,William McGirt,98,15.18,187,1232,-0.139
125,126,126,Chad Campbell,90,15.13,167,1104,-0.156
126,127,127,J.J. Henry,68,15.05,127,844,-0.126
127,128,128,Tyler Aldridge,83,14.78,138,934,-0.174
128,129,129,Erik Compton,65,14.76,103,698,-0.107
129,130,130,Ricky Barnes,97,14.49,162,1118,-0.198
130,131,131,Troy Merritt,77,14.47,132,912,-0.114
131,132,132,David Lingmerth,84,14.34,121,844,-0.07400000000000001
132,133,133,Chris Kirk,90,14.19,147,1036,-0.17
133,134,134,Scott Langley,65,14.02,104,742,-0.115
134,135,135,Brendon de Jonge,83,13.99,127,908,-0.087
135,136,136,Thomas Aiken,70,13.92,93,668,-0.226
136,137,137,George McNeill,51,13.91,89,640,-0.146
137,138,138,Jeff Overton,69,13.83,112,810,-0.107
138,139,139,Ryan Moore,86,13.8,125,906,-0.24
139,140,140,Kyle Reifers,115,13.73,184,1340,-0.163
140,141,141,Chris Stroud,82,13.59,131,964,-0.237
141,142,142,Johnson Wagner,86,13.53,144,1064,-0.243
142,143,143,Will MacKenzie,84,13.48,124,920,-0.073
143,144,144,Chez Reavie,90,13.4,142,1060,-0.218
144,145,145,Vaughn Taylor,72,13.35,125,936,-0.024
145,146,146,Cameron Smith,73,12.5,80,640,-0.225
146,147,147,Michael Kim,100,12.46,148,1188,-0.095
147,148,148,Cameron Tringale,81,12.07,118,978,-0.254
148,149,149,Freddie Jacobson,86,11.79,117,992,-0.214
149,150,150,Robert Allenby,51,11.19,64,572,-0.297
150,T151,T151,Roberto Castro,97,11.14,137,1230,-0.19699999999999998
151,T151,T151,Alex Cejka,71,11.14,80,718,-0.2
152,153,153,Mark Hubbard,101,11.05,128,1158,-0.125
153,154,154,Peter Malnati,85,10.98,114,1038,-0.08800000000000001
154,155,155,David Hearn,95,10.82,124,1146,-0.16899999999999998
155,156,156,Stuart Appleby,71,10.74,99,922,-0.051
156,157,157,Graeme McDowell,63,10.44,66,632,-0.106
157,158,158,Rob Oppenheim,67,10.14,71,700,-0.225
