,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,T1,T1,Luke Donald,81,3.7,30,813,+0.300
1,T1,T1,Brian Stuard,66,3.7,31,840,+0.355
2,3,3,Justin Rose,65,3.8,26,681,+0.308
3,4,4,Thomas Aiken,70,3.9,26,667,+0.385
4,T5,T5,Jim Furyk,52,4.1,25,615,+0.440
5,T5,T5,Colt Knost,90,4.1,40,977,+0.150
6,T7,T7,Abraham Ancer,51,4.5,24,531,+0.333
7,T7,T7,Ryan Moore,86,4.5,41,906,+0.171
8,9,9,Scott Stallings,74,4.6,39,856,+0.282
9,T10,T10,Adam Hadwin,93,4.7,57,1212,+0.158
10,T10,T10,Dicky Pride,55,4.7,27,570,+0.370
11,T10,T10,Mark Wilson,66,4.7,36,763,+0.222
12,T13,T13,Aaron Baddeley,93,4.8,48,1010,+0.042
13,T13,T13,Andrew Landry,53,4.8,22,462,+0.545
14,T15,T15,Roberto Castro,97,4.9,60,1230,+0.117
15,T15,T15,Kelly Kraft,63,4.9,30,611,+0.200
16,T15,T15,Scott Langley,65,4.9,36,739,+0.222
17,T18,T18,Chris Kirk,90,5.0,52,1032,+0.115
18,T18,T18,Jamie Lovemark,91,5.0,57,1134,+0.211
19,T18,T18,Brett Stegmaier,87,5.0,52,1034,+0.077
20,T21,T21,Sergio Garcia,54,5.1,22,430,+0.091
21,T21,T21,John Huh,86,5.1,55,1085,+0.455
22,T21,T21,Spencer Levin,104,5.1,59,1146,+0.305
23,T21,T21,Kevin Na,96,5.1,49,960,+0.245
24,T21,T21,Boo Weekley,83,5.1,50,990,+0.400
25,T26,T26,David Hearn,95,5.3,60,1140,+0.133
26,T26,T26,Sung Kang,89,5.3,53,1008,+0.113
27,T26,T26,Kevin Kisner,97,5.3,54,1021,+0.111
28,T29,T29,Luke Guthrie,57,5.4,33,616,+0.061
29,T29,T29,Jim Herman,93,5.4,53,977,+0.340
30,T29,T29,D.H. Lee,61,5.4,35,643,+0.371
31,T29,T29,George McNeill,51,5.4,34,635,+0.294
32,T33,T33,Robert Allenby,51,5.5,31,566,+0.161
33,T33,T33,Jason Bohn,67,5.5,45,823,+0.244
34,T33,T33,Paul Casey,77,5.5,44,795,+0.227
35,T33,T33,J.B. Holmes,77,5.5,45,824,+0.222
36,T33,T33,Jerry Kelly,76,5.5,46,833,+0.370
37,T33,T33,Russell Knox,92,5.5,50,909,+0.240
38,T33,T33,William McGirt,98,5.5,67,1226,+0.239
39,T40,T40,Chad Campbell,90,5.6,61,1099,+0.098
40,T40,T40,Alex Cejka,71,5.6,40,714,+0.125
41,T40,T40,Padraig Harrington,54,5.6,34,608,+0.324
42,T43,T43,Blayne Barber,84,5.7,59,1029,+0.220
43,T43,T43,Keegan Bradley,82,5.7,50,875,+0.160
44,T43,T43,Chad Collins,73,5.7,51,888,+0.235
45,T43,T43,James Hahn,85,5.7,55,958,+0.200
46,T43,T43,Zach Johnson,90,5.7,58,1022,+0.224
47,T43,T43,Patton Kizzire,93,5.7,58,1021,+0.052
48,T43,T43,Kevin Streelman,82,5.7,50,875,+0.100
49,T50,T50,Kevin Chappell,93,5.8,63,1085,+0.159
50,T50,T50,Rickie Fowler,80,5.8,52,895,+0.269
51,T50,T50,Robert Garrigus,69,5.8,43,747,+0.163
52,T50,T50,Fabián Gómez,82,5.8,59,1025,+0.220
53,T50,T50,Billy Horschel,73,5.8,45,780,+0.156
54,T50,T50,Billy Hurley III,66,5.8,48,822,E
55,T50,T50,Matt Kuchar,100,5.8,62,1070,+0.242
56,T50,T50,Hideki Matsuyama,76,5.8,47,809,+0.064
57,T50,T50,Louis Oosthuizen,63,5.8,34,582,+0.324
58,T50,T50,Scott Piercy,87,5.8,52,893,+0.154
59,T50,T50,Chez Reavie,90,5.8,61,1059,+0.295
60,T50,T50,Steve Stricker,53,5.8,36,622,+0.222
61,T62,T62,Stuart Appleby,71,5.9,54,916,+0.222
