,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,1,J.B. Holmes,77,77.5,93,120,-0.11
1,2,2,Bubba Watson,72,75.49,77,102,-0.3
2,3,3,Tony Finau,95,73.46,119,162,-0.3
3,4,4,Dustin Johnson,87,73.39,91,124,-0.31
4,5,5,Rory McIlroy,69,70.83,68,96,-0.34
5,6,6,Andrew Loupe,75,69.57,96,138,-0.17
6,7,7,Jason Kokrak,89,68.35,108,158,-0.24
7,8,8,Brendan Steele,88,65.71,92,140,-0.26
8,9,9,Luke List,79,64.58,93,144,-0.32
9,T10,T10,Justin Rose,65,64.29,63,98,-0.21
10,T10,T10,Adam Scott,79,64.29,72,112,-0.25
11,12,12,Gary Woodland,95,63.64,98,154,-0.32
12,13,13,Jamie Lovemark,91,62.94,107,170,-0.29
13,14,14,Hudson Swafford,104,62.5,120,192,-0.21
14,15,15,Jason Day,76,61.11,66,108,-0.33
15,16,16,Justin Thomas,99,59.87,91,152,-0.11
16,17,17,Ryan Palmer,86,59.62,93,156,-0.37
17,18,18,Robert Garrigus,69,57.63,68,118,-0.32
18,19,19,Brooks Koepka,75,57.5,69,120,-0.07
19,20,20,Harris English,97,56.67,85,150,-0.29
20,21,21,Charles Howell III,91,56.63,94,166,-0.27
21,22,22,Jhonattan Vegas,97,56.32,98,174,-0.26
22,23,23,Rickie Fowler,80,56.25,72,128,-0.28
23,24,24,Sean O'Hair,89,55.29,94,170,-0.17
24,25,25,Jimmy Walker,85,54.29,76,140,-0.34
25,26,26,Sergio Garcia,54,53.23,33,62,-0.36
26,27,27,Patrick Rodgers,89,51.25,82,160,-0.22
27,28,28,Charley Hoffman,91,50.69,73,144,-0.19
28,T29,T29,Keegan Bradley,82,50.0,67,134,-0.28
29,T29,T29,Shane Lowry,57,50.0,36,72,-0.06
30,31,31,Daniel Berger,92,49.31,71,144,-0.37
31,32,32,Greg Owen,85,49.3,70,142,-0.11
32,33,33,Charl Schwartzel,73,49.11,55,112,-0.16
33,34,34,Scott Piercy,87,48.44,62,128,-0.34
34,35,35,Graham DeLaet,70,48.39,60,124,-0.18
35,36,36,Lucas Glover,75,47.06,64,136,-0.28
