,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
0,1,1,Dustin Johnson,87,57.32,63703.9,111142
1,2,2,Bubba Watson,72,56.06,49470.1,88250
2,3,3,Rory McIlroy,69,55.92,51004.1,91214
3,4,4,Tony Finau,95,55.85,75693.8,135536
4,5,5,Andrew Loupe,75,55.84,67510.8,120906
5,6,6,Luke List,79,55.81,63448.5,113679
6,7,7,J.B. Holmes,77,55.53,61100.3,110025
7,8,8,Hudson Swafford,104,55.46,88188.4,159023
8,9,9,Gary Woodland,95,55.3,73367.4,132682
9,T10,T10,Robert Garrigus,69,55.1,49382.7,89624
10,T10,T10,Jason Kokrak,89,55.1,72898.9,132305
11,T10,T10,Jhonattan Vegas,97,55.1,81867.0,148568
12,13,13,Ryan Palmer,86,54.87,75176.9,137006
13,14,14,Adam Scott,79,54.85,50299.8,91699
14,15,15,Jason Day,76,54.84,56464.6,102954
15,16,16,Justin Thomas,99,54.65,69124.4,126489
16,17,17,Patrick Rodgers,89,54.59,70586.6,129296
17,18,18,Sean O'Hair,89,54.38,77826.9,143118
18,19,19,Martin Laird,82,54.36,68556.6,126107
19,20,20,Brooks Koepka,75,54.33,56470.1,103946
20,T21,T21,Scott Pinckney,87,54.25,66458.7,122501
21,T21,T21,Jimmy Walker,85,54.25,63163.0,116438
22,23,23,Justin Rose,65,54.24,51075.6,94158
23,24,24,Charles Howell III,91,54.2,76040.3,140303
24,25,25,Rickie Fowler,80,54.19,62320.1,115006
25,26,26,Greg Owen,85,54.18,62408.8,115191
26,27,27,Rhein Gibson,58,54.12,42127.7,77848
27,T28,T28,Keegan Bradley,82,54.06,58085.2,107454
28,T28,T28,Harold Varner III,92,54.06,77671.8,143687
29,30,30,Jamie Lovemark,91,54.03,82766.1,153178
30,T31,T31,Graham DeLaet,70,54.02,57139.7,105769
31,T31,T31,Brendan Steele,88,54.02,68959.7,127655
32,33,33,Daniel Berger,92,53.95,69405.5,128638
33,34,34,Carlos Ortiz,79,53.94,57662.3,106892
34,35,35,Brett Stegmaier,87,53.9,68467.3,127034
35,36,36,Stewart Cink,61,53.83,41761.7,77576
36,37,37,Smylie Kaufman,91,53.8,70073.3,130248
37,38,38,Scott Piercy,87,53.79,59040.7,109771
38,39,39,Harris English,97,53.61,62843.2,117229
39,40,40,Ernie Els,66,53.53,52298.4,97708
40,41,41,Si Woo Kim,113,53.52,91473.6,170926
41,42,42,Lucas Glover,75,53.47,64870.2,121311
42,43,43,Chesson Hadley,81,53.42,62864.4,117671
43,44,44,Ángel Cabrera,62,53.4,46981.8,87977
44,45,45,Derek Ernst,59,53.39,40627.9,76091
45,46,46,Sergio Garcia,54,53.3,29302.4,54974
46,47,47,Morgan Hoffmann,71,53.23,53627.1,100741
47,48,48,Andrew Landry,53,53.22,29032.3,54555
48,49,49,Sam Saunders,69,53.18,45024.9,84662
49,50,50,Scott Stallings,74,53.16,56735.5,106727
50,51,51,Paul Casey,77,53.13,51584.5,97098
51,52,52,Steve Marino,72,53.08,49862.8,93944
52,53,53,Robert Streb,87,53.05,60470.6,113981
53,54,54,Michael Thompson,71,53.02,47680.3,89934
54,55,55,Wes Roach,59,53.01,39485.3,74485
55,56,56,Hunter Mahan,61,53.0,50397.8,95090
56,57,57,Andres Gonzales,80,52.99,59558.9,112389
57,58,58,Seung-Yul Noh,85,52.98,61105.0,115341
58,59,59,Charl Schwartzel,73,52.96,51424.0,97093
59,60,60,Willy Wilcox,67,52.95,53994.7,101973
60,61,61,Emiliano Grillo,93,52.88,67728.1,128069
61,T62,T62,Sung Kang,89,52.87,66180.9,125181
62,T62,T62,Shane Lowry,57,52.87,32137.0,60790
63,64,64,Russell Henley,76,52.86,61140.3,115669
64,65,65,Hideki Matsuyama,76,52.85,54334.9,102807
65,T66,T66,Steven Bowditch,71,52.83,49233.4,93199
66,T66,T66,Bronson Burgoon,83,52.83,57114.5,108102
67,68,68,Thomas Aiken,70,52.82,43949.9,83206
68,T69,T69,Adam Hadwin,93,52.78,81836.3,155065
69,T69,T69,Nick Taylor,83,52.78,63104.2,119572
70,T71,T71,Vijay Singh,72,52.74,58022.5,110017
71,T71,T71,Shawn Stefani,91,52.74,68920.0,130680
72,73,73,Billy Horschel,73,52.71,53712.2,101895
73,74,74,Jordan Spieth,80,52.7,53923.3,102315
74,75,75,J.J. Henry,68,52.67,56714.3,107675
75,76,76,Boo Weekley,83,52.65,63810.8,121206
76,T77,T77,Phil Mickelson,75,52.61,55035.0,104601
77,T77,T77,Patrick Reed,105,52.61,73745.7,140166
78,T79,T79,Kevin Chappell,93,52.56,74249.7,141260
79,T79,T79,Kevin Kisner,97,52.56,61816.3,117618
80,T81,T81,Henrik Norlander,71,52.55,47851.7,91061
81,T81,T81,Geoff Ogilvy,63,52.55,48586.2,92463
82,83,83,Aaron Baddeley,93,52.54,70097.7,133428
83,84,84,Chad Campbell,90,52.51,69156.0,131707
84,T85,T85,Scott Brown,88,52.5,63203.3,120396
85,T85,T85,Hiroshi Iwata,85,52.5,59663.5,113654
86,87,87,Marc Leishman,89,52.49,58037.4,110569
87,88,88,Kelly Kraft,63,52.48,40869.4,77870
88,89,89,Dawie van der Walt,72,52.46,50429.5,96135
89,90,90,Jonas Blixt,79,52.43,63530.5,121174
90,91,91,Matt Jones,83,52.42,54692.2,104329
91,92,92,Brandt Snedeker,93,52.39,65907.3,125797
92,T93,T93,Derek Fathauer,94,52.34,66611.4,127258
93,T93,T93,Anirban Lahiri,72,52.34,43903.4,83888
94,95,95,Johnson Wagner,86,52.33,67928.9,129821
95,T96,T96,Jason Gore,78,52.32,56677.4,108331
96,T96,T96,Charley Hoffman,91,52.32,65314.0,124842
97,98,98,Jim Herman,93,52.31,65503.2,125218
98,99,99,Patton Kizzire,93,52.29,69328.2,132593
99,100,100,Ben Martin,92,52.26,73138.1,139959
100,101,101,Danny Lee,93,52.25,65105.0,124609
101,102,102,Jason Dufner,105,52.23,65657.2,125710
102,T103,T103,Padraig Harrington,54,52.2,39203.2,75105
103,T103,T103,Tyrone Van Aswegen,105,52.2,77043.1,147581
104,105,105,James Hahn,85,52.17,64930.4,124454
105,106,106,Brendon de Jonge,83,52.13,59787.8,114699
106,107,107,Camilo Villegas,83,52.11,65715.0,126099
107,108,108,Troy Merritt,77,52.08,58926.4,113148
108,109,109,Blayne Barber,84,52.07,65700.7,126187
109,110,110,Ricky Barnes,97,52.04,71628.3,137653
110,T111,T111,Branden Grace,63,52.03,39426.4,75782
111,T111,T111,Brian Harman,104,52.03,86489.9,166244
112,113,113,Steve Wheatcroft,85,52.01,63472.9,122042
113,114,114,Retief Goosen,55,52.0,44653.7,85867
114,115,115,Rory Sabbatini,57,51.99,36585.0,70365
115,116,116,Whee Kim,82,51.98,59480.2,114423
116,T117,T117,Alex Cejka,71,51.96,47555.8,91526
117,T117,T117,Louis Oosthuizen,63,51.96,37609.4,72387
118,119,119,John Senden,88,51.95,70156.6,135038
119,120,120,Fabián Gómez,82,51.93,66753.7,128541
120,121,121,Rod Pampling,54,51.91,33365.1,64271
121,122,122,William McGirt,98,51.9,80237.7,154611
122,123,123,Luke Guthrie,57,51.88,40081.9,77252
123,T124,T124,Erik Compton,65,51.81,45492.1,87812
124,T124,T124,Webb Simpson,70,51.81,48981.5,94541
125,T126,T126,Tyler Aldridge,83,51.79,60042.7,115940
126,T126,T126,Kyle Stanley,92,51.79,67828.8,130964
127,128,128,Chris Stroud,82,51.76,62876.1,121477
128,129,129,Tom Hoge,81,51.7,54473.1,105370
129,130,130,Bill Haas,86,51.65,58635.6,113527
130,131,131,Russell Knox,92,51.57,57506.6,111518
131,132,132,Francesco Molinari,64,51.56,49967.9,96920
132,T133,T133,Ken Duke,58,51.54,42603.9,82662
133,T133,T133,Daniel Summerhays,99,51.54,72611.3,140889
134,135,135,Robert Allenby,51,51.53,36558.4,70952
135,136,136,Kevin Streelman,82,51.52,63593.3,123446
136,137,137,Chris Kirk,90,51.5,67272.6,130626
137,T138,T138,Michael Kim,100,51.47,75779.2,147226
138,T138,T138,Chez Reavie,90,51.47,69181.3,134401
139,T138,T138,Cameron Smith,73,51.47,40828.4,79318
140,T141,T141,Graeme McDowell,63,51.45,39916.7,77577
141,T141,T141,Kyle Reifers,115,51.45,87735.3,170525
142,143,143,Cameron Tringale,81,51.42,67427.3,131125
143,144,144,Matt Kuchar,100,51.4,66971.2,130299
144,145,145,Ryan Moore,86,51.35,58219.0,113376
145,146,146,Jeff Overton,69,51.33,51293.1,99925
146,147,147,Vaughn Taylor,72,51.31,59972.9,116887
147,148,148,Will MacKenzie,84,51.3,58483.0,114005
148,149,149,Martin Piller,59,51.22,42151.5,82291
149,150,150,Roberto Castro,97,51.21,82427.0,160969
150,151,151,David Lingmerth,84,51.15,53999.0,105569
151,152,152,Scott Langley,65,51.1,49543.1,96951
152,153,153,Stuart Appleby,71,51.06,56900.3,111428
153,154,154,George McNeill,51,50.94,42324.3,83081
154,155,155,Mark Hubbard,101,50.92,76347.4,149939
155,156,156,Freddie Jacobson,86,50.82,62299.4,122587
156,157,157,Ben Crane,80,50.74,56083.7,110537
157,158,158,John Huh,86,50.7,69546.4,137166
158,159,159,Spencer Levin,104,50.68,73520.7,145060
159,160,160,Rob Oppenheim,67,50.64,45271.6,89407
160,161,161,Jerry Kelly,76,50.61,52042.7,102821
161,162,162,D.A. Points,55,50.56,34197.4,67643
162,163,163,D.H. Lee,61,50.5,42141.8,83457
163,164,164,Jim Furyk,52,50.48,35811.4,70940
164,165,165,David Hearn,95,50.44,74792.2,148274
165,166,166,Peter Malnati,85,50.42,65171.9,129264
166,167,167,Luke Donald,81,50.37,52513.8,104257
167,168,168,Brendon Todd,66,50.34,47479.9,94319
168,169,169,Zach Johnson,90,50.27,60724.4,120806
169,170,170,Jason Bohn,67,50.16,51819.3,103312
170,171,171,Tim Wilkinson,72,50.14,41486.7,82741
171,172,172,Bryce Molder,80,50.13,60993.5,121664
172,173,173,Chad Collins,73,50.09,55005.8,109824
173,174,174,Mark Wilson,66,50.04,45633.9,91188
174,175,175,K.J. Choi,73,49.96,61701.0,123508
175,T176,T176,Abraham Ancer,51,49.89,31717.5,63574
176,T176,T176,Billy Hurley III,66,49.89,50600.9,101422
177,178,178,Dicky Pride,55,49.85,35657.3,71534
178,179,179,Kevin Na,96,49.79,57987.5,116474
179,180,180,Zac Blair,99,49.67,69406.2,139724
180,181,181,Steve Stricker,53,49.58,36079.1,72771
181,182,182,Brian Stuard,66,49.5,50862.6,102756
182,183,183,Colt Knost,90,49.12,58676.0,119450
183,184,184,Jon Curran,99,48.92,71504.6,146175
184,185,185,David Toms,62,48.24,45353.8,94015
