,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,J.B. Holmes,77,34.12,288,844,-0.090
1,2,2,Dustin Johnson,87,32.68,285,872,-0.274
2,3,3,Bubba Watson,72,30.22,217,718,-0.161
3,4,4,Rory McIlroy,69,25.0,168,672,-0.256
4,5,5,Andrew Loupe,75,24.08,222,922,-0.198
5,6,6,Tony Finau,95,21.84,235,1076,-0.281
6,7,7,Jason Day,76,21.58,164,760,-0.226
7,8,8,Jason Kokrak,89,21.47,222,1034,-0.248
8,9,9,Gary Woodland,95,18.9,203,1074,-0.266
9,10,10,Luke List,79,18.5,168,908,-0.280
10,11,11,Adam Scott,79,18.49,145,784,-0.221
11,12,12,Jamie Lovemark,91,17.66,202,1144,-0.233
12,13,13,Robert Garrigus,69,16.93,128,756,-0.281
13,14,14,Hudson Swafford,104,16.85,214,1270,-0.322
14,15,15,Justin Thomas,99,16.48,173,1050,-0.162
15,16,16,Rickie Fowler,80,16.11,145,900,-0.255
16,17,17,Patrick Rodgers,89,16.03,159,992,-0.252
17,18,18,Ryan Palmer,86,15.81,172,1088,-0.337
18,19,19,Brooks Koepka,75,15.52,131,844,-0.214
19,20,20,Smylie Kaufman,91,14.83,148,998,-0.196
20,21,21,Sean O'Hair,89,14.3,168,1175,-0.226
21,22,22,Jimmy Walker,85,14.02,138,984,-0.275
22,23,23,Jhonattan Vegas,97,13.93,156,1120,-0.333
23,24,24,Carlos Ortiz,79,13.88,116,836,-0.095
24,25,25,Brendan Steele,88,13.24,126,952,-0.246
25,26,26,Scott Piercy,87,13.11,118,900,-0.254
26,27,27,Charles Howell III,91,13.05,142,1088,-0.246
27,28,28,Justin Rose,65,12.97,89,686,-0.146
28,29,29,Steven Bowditch,71,11.92,92,772,-0.141
29,30,30,Harold Varner III,92,11.78,130,1104,-0.231
30,31,31,Rhein Gibson,58,11.53,71,616,-0.211
31,32,32,Shane Lowry,57,11.51,58,504,-0.121
32,33,33,Daniel Berger,92,11.35,114,1004,-0.316
33,34,34,Harris English,97,11.13,112,1006,-0.223
34,T35,T35,Branden Grace,63,10.96,64,584,-0.266
35,T35,T35,Jordan Spieth,80,10.96,89,812,-0.213
36,37,37,Keegan Bradley,82,10.91,96,880,-0.240
37,38,38,Chesson Hadley,81,10.65,98,920,-0.153
38,39,39,Charl Schwartzel,73,10.51,82,780,-0.146
39,40,40,Martin Laird,82,10.12,99,978,-0.263
40,41,41,Patrick Reed,105,9.98,109,1092,-0.275
41,42,42,Scott Pinckney,87,9.68,96,992,-0.229
42,43,43,Greg Owen,85,9.66,92,952,-0.228
43,44,44,Derek Ernst,59,9.14,55,602,-0.182
44,45,45,Lucas Glover,75,8.97,84,936,-0.262
45,46,46,Andres Gonzales,80,8.95,80,894,-0.325
46,47,47,Brett Stegmaier,87,8.6,90,1046,-0.378
47,48,48,Kevin Kisner,97,8.58,88,1026,-0.386
48,49,49,Graham DeLaet,70,8.42,68,808,-0.294
49,50,50,Emiliano Grillo,93,8.28,85,1026,-0.200
50,51,51,Charley Hoffman,91,8.2,80,976,-0.150
51,52,52,Hideki Matsuyama,76,8.13,66,812,-0.273
52,53,53,Ernie Els,66,8.06,63,782,-0.127
53,54,54,Nick Taylor,83,8.03,74,922,-0.432
54,55,55,Paul Casey,77,8.02,64,798,-0.203
55,56,56,Jason Dufner,105,7.89,87,1102,-0.138
56,57,57,Andrew Landry,53,7.79,36,462,+0.056
57,T58,T58,Morgan Hoffmann,71,7.77,64,824,-0.438
58,T58,T58,Hunter Mahan,61,7.77,53,682,-0.189
59,T60,T60,Phil Mickelson,75,7.75,64,826,-0.344
60,T60,T60,Rory Sabbatini,57,7.75,42,542,-0.262
61,62,62,Seung-Yul Noh,85,7.69,74,962,-0.284
62,63,63,Thomas Aiken,70,7.63,51,668,-0.392
63,64,64,Robert Streb,87,7.58,69,910,-0.261
64,65,65,Louis Oosthuizen,63,7.53,44,584,-0.205
65,66,66,Kelly Kraft,63,7.47,46,616,-0.174
66,67,67,Sergio Garcia,54,7.37,32,434,-0.250
67,68,68,Sung Kang,89,7.17,73,1018,-0.425
68,69,69,Stewart Cink,61,7.16,49,684,-0.347
69,70,70,Si Woo Kim,113,7.01,96,1370,-0.333
70,71,71,J.J. Henry,68,6.99,59,844,-0.169
71,72,72,Willy Wilcox,67,6.93,55,794,-0.273
72,73,73,Brandt Snedeker,93,6.92,72,1040,-0.167
73,74,74,Dawie van der Walt,72,6.89,54,784,-0.185
74,75,75,Ángel Cabrera,62,6.85,46,672,-0.174
75,T76,T76,Wes Roach,59,6.81,41,602,-0.366
76,T76,T76,Scott Stallings,74,6.81,59,866,-0.186
77,78,78,Steve Marino,72,6.75,52,770,+0.019
78,79,79,James Hahn,85,6.61,64,968,-0.234
79,80,80,Fabián Gómez,82,6.53,67,1026,-0.075
80,81,81,Sam Saunders,69,6.48,46,710,-0.348
81,T82,T82,Scott Brown,88,6.44,62,962,-0.258
82,T82,T82,Jim Herman,93,6.44,63,978,+0.016
83,84,84,Russell Henley,76,6.43,62,964,-0.210
84,85,85,Danny Lee,93,6.42,63,981,-0.206
85,T86,T86,Patton Kizzire,93,6.4,66,1032,-0.258
86,T86,T86,Vijay Singh,72,6.4,58,906,-0.172
87,T88,T88,Bronson Burgoon,83,6.26,56,894,-0.107
88,T88,T88,Marc Leishman,89,6.26,57,910,-0.193
89,90,90,Shawn Stefani,91,6.15,66,1074,-0.273
90,91,91,Bill Haas,86,6.03,54,896,-0.111
91,92,92,Geoff Ogilvy,63,6.02,42,698,-0.333
92,93,93,Kevin Chappell,93,5.97,65,1088,-0.231
93,94,94,Chris Stroud,82,5.91,57,964,-0.211
94,95,95,Michael Thompson,71,5.8,43,742,-0.488
95,96,96,Erik Compton,65,5.73,40,698,-0.175
96,97,97,Padraig Harrington,54,5.68,35,616,-0.114
97,98,98,Derek Fathauer,94,5.63,59,1048,-0.305
98,99,99,Billy Horschel,73,5.61,44,784,-0.273
99,100,100,Alex Cejka,71,5.43,39,718,-0.333
100,101,101,Chris Kirk,90,5.41,56,1036,-0.268
101,102,102,Anirban Lahiri,72,5.21,35,672,-0.229
102,103,103,Camilo Villegas,83,5.15,51,990,-0.098
103,T104,T104,Aaron Baddeley,93,5.12,53,1036,-0.113
104,T104,T104,Matt Kuchar,100,5.12,55,1074,-0.436
105,T104,T104,Martin Piller,59,5.12,33,644,-0.061
106,107,107,Whee Kim,82,5.08,46,906,-0.152
107,108,108,Boo Weekley,83,5.04,50,992,-0.400
108,109,109,Tyler Aldridge,83,5.03,47,934,-0.426
109,110,110,Adam Hadwin,93,5.02,61,1216,-0.295
110,111,111,Cameron Smith,73,5.0,32,640,-0.188
111,T112,T112,David Lingmerth,84,4.98,42,844,-0.095
112,T112,T112,Johnson Wagner,86,4.98,53,1064,-0.340
113,T114,T114,Jim Furyk,52,4.87,30,616,-0.233
114,T114,T114,Kyle Stanley,92,4.87,53,1088,-0.283
115,116,116,Matt Jones,83,4.84,42,868,-0.262
116,117,117,Ricky Barnes,97,4.83,54,1118,-0.444
117,118,118,Henrik Norlander,71,4.81,35,728,-0.314
118,119,119,Hiroshi Iwata,85,4.78,44,920,-0.159
119,120,120,Tom Hoge,81,4.77,42,880,-0.262
120,121,121,Troy Merritt,77,4.71,43,912,-0.233
121,122,122,Rod Pampling,54,4.63,24,518,-0.083
122,123,123,Jason Gore,78,4.62,38,822,-0.368
123,124,124,Blayne Barber,84,4.55,47,1032,-0.128
124,125,125,Jonas Blixt,79,4.5,42,934,-0.381
125,T126,T126,Brian Harman,104,4.4,56,1272,-0.125
126,T126,T126,John Senden,88,4.4,48,1090,-0.313
127,128,128,Robert Allenby,51,4.37,25,572,-0.160
128,129,129,Kevin Streelman,82,4.32,38,880,-0.237
129,130,130,Steve Wheatcroft,85,4.3,42,976,-0.262
130,131,131,Webb Simpson,70,4.2,34,810,-0.294
131,132,132,Brendon de Jonge,83,4.19,38,908,-0.342
132,133,133,Daniel Summerhays,99,4.08,45,1102,-0.333
133,134,134,Russell Knox,92,4.07,37,910,-0.189
